1,1,1
1,16,12
2,16,13
2,25,2
3,26,1
3,34,9
4,10,1
4,39,1
5,40,1
5,43,3
6,43,4
6,55,3
7,56,1
7,57,2
8,57,3
8,62,5
11,62,6
11,62,19
12,62,20
12,69,5
13,70,1
13,71,2
14,72,1
14,76,6
15,76,7
15,78,3
16,79,1
16,80,3
17,81,1
17,82,10
18,83,1
18,84,1
19,84,2
19,87,2
20,87,3
20,91,7
21,91,8
21,95,6
22,95,7
22,102,5
23,102,6
23,102,23
24,103,1
24,109,14
25,109,15
25,111,5
26,111,6
26,113,4
27,113,5
27,116,4
28,117,1
28,123,1
29,123,2
29,126,5
30,127,1
30,130,9
31,130,10
31,130,16
32,130,17
32,133,9
33,133,10
33,133,31
34,134,1
34,135,3
35,136,1
35,138,1
36,138,2
36,140,2
37,140,3
37,143,3
38,144,1
38,145,13
39,145,14
39,146,6
40,147,1
40,147,3
41,147,4
41,148,3
42,148,4
42,149,3
43,149,4
43,150,1
44,150,2
44,151,1
45,151,2
45,152,2
46,152,3
46,152,5
47,153,1
47,156,2
48,157,1
48,157,1
49,157,2
49,161,5
50,161,6
50,162,3
