1,683,1
1,684,4
2,684,5
2,688,1
3,688,2
3,694,1
4,694,2
4,695,2
5,695,1
5,709,5
6,709,6
6,711,7
7,712,1
7,719,1
8,719,2
8,719,17
9,719,18
9,723,6
10,725,1
10,731,1
11,732,1
11,737,10
12,737,11
12,742,6
13,742,7
13,745,1
15,745,2
15,750,13
16,750,14
16,752,5
18,752,6
18,759,5
19,759,6
19,763,9
20,763,10
20,764,12
21,764,13
21,765,35
23,766,1
23,771,12
24,771,13
24,771,14
25,771,15
25,773,2
26,773,3
26,773,8
27,773,9
27,776,13
28,776,14
28,782,8
29,782,9
29,783,1
30,783,2
30,785,22
31,785,23
31,786,7
32,786,8
32,786,14
33,786,15
33,787,6
34,787,7
34,787,8
35,787,9
35,788,18
