masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text
Pesachim,"מהר""א גרידץ",1,0,64a,"@11ששה דברים עשה חזקיהו כו'. @33נ""ב עיין לעיל פ""ד ה""ט ונזכר בירושלמי נדרים פ""ו ה""ט:",ששה דברים עשה חזקיהו כו',Jerusalem Talmud Pesachim 9:1:6,ששה דברים עשה חזקיה מלך יהודה על שלשה הודו לו ועל שלשה לא הודו לו ואלו שלשה שהודו לו כיתת נחש הנחושת והודו לו גירר עצמות אביו על מיטה של חבלים והודו לו גנז טבלה של רפואות והודו לו ואלו שלא הודו לו קיצץ דלתות ההיכל ולא הודו לו סתם את מוצא מימי גיחון ולא הודו לו עיבר ניסן בניסן ולא הודו לו.
