Index Title,Psalms
Psalms 41:2,"Szczęsny kto ma wzgląd na biednego, w dzień niedoli ocali go Bóg. "
Psalms 41:3,Bóg go ustrzeże i zachowa przy życiu; szczęsnym będzie na ziemi i nie odda go na wolę wrogów jego. 
Psalms 41:4,"Bóg go wesprze na łożu boleści, całe posłanie jego odmienisz w chorobie jego. "
Psalms 41:5,"Jam rzekł: Boże zmiłuj się nademną, uzdrów duszę moję, bom zgrzeszył Tobie. "
Psalms 41:6,"Wrogi moje mówią źle ze mną, kiedyż umrze i zaginie imię jego. "
Psalms 41:7,"A gdy przyjdzie kto odwiedzić, fałsz mówi, serce jego zbiera niegodziwości, wychodzi on na ulicę i rozgłasza. "
Psalms 41:8,"Społem przeciw mnie szepcą, wszyscy nienawidzący mnie, na mnie knują; biada mi. "
Psalms 41:9,"Sprawa zgubna rozlana w nim, a gdy się położył, już nie powstanie. "
Psalms 41:10,"Nawet przyjaciel mój, na którym polegałem, który jada chléb mój, podniósł na mnie stopę. "
Psalms 41:11,"A Ty Boże zmiłuj się nademną, dźwignij mię, a odpłacę im. "
Psalms 41:12,"Przez to poznam, żeś Sobie upodobał we mnie, gdy nie zatryumfuje wróg mój nademną. "
Psalms 41:13,"A mnie, dla niewinności mojéj wspierasz mnie, i stawiasz przed Sobą na wieki. "
Psalms 41:14,"Błogosławiony Bóg, Pan Izraela od wieczności do wieczności. Amen i amen. "
Psalms 42:1,"Przewodnikowi chóru, dumanie synów Koracha. "
Psalms 42:2,"Jak łania tęskni do źródeł wód, tak dusza moja tęskni do Ciebie Panie. "
Psalms 42:3,"Łaknie dusza moja Pana, Boga żywego, kiedyż przyjdę, i ukażę się przed obliczem Pana. "
Psalms 42:4,"Była mi łza moja pokarmem dniem i nocą, gdy mówią mi codzień: gdzie Pan twój? "
Psalms 42:5,"To pomnę, i wylewam w sobie duszę moję, jakem wstępował do przybytku, jak zdążałem z innymi do domu Pana, przy odgłosie wesela i dziękczynienia, poczet świętujący. "
Psalms 42:6,"Czemużeś zgnębiona duszo moja, a zawodzisz we mnie; miéj ufność w Panu, bo jeszcze dziękczynić będę Mu za zbawienie oblicza Jego. "
Psalms 42:7,"Panie mój, we mnie dusza moja zgnębiona, gdy wspominam Cię na ziemi Jordanu i Chermonu, na górze Micar. "
Psalms 42:8,"Przepaść przepaści przyzywa przy odgłosie wodospadów Twoich, wszystkie nurty i fale Twoje ponademną przeszły. "
Psalms 42:9,"Dniem zsyłał Bóg łaskę Swą, a nocą pieśń Jego przy mnie, modlitwa do Pana życia mojego. "
Psalms 42:10,"Wołam do Pana opoki mojéj, czemu zapomniałeś mnie, czemu w żałobie chodzę pod uciskiem wroga. "
Psalms 42:11,"Kalecząc kości moje znęcają się nademną ciemięzcy moi, mówiąc do mnie codzień: gdzie Pan Twój. "
Psalms 42:12,"Czemużeś zgnębiona duszo moja i czemu zawodzisz we mnie? miéj ufność w Panu, bo jeszcze dziękczynić będę Mu, zbawieniu oblicza mojego i Panu mojemu. "
Psalms 43:1,"Sądź mnie Panie i obroń sprawę moję od ludu niemiłosiernego, od ludzi zdrady i bezprawia wybaw mnie. "
Psalms 43:2,"Bo Ty Panie mój wszechmocny, czemu porzucasz mnie, czemu w żałobie chodzę pod uciskiem wroga. "
Psalms 43:3,"Zeszlij światło Twoje, i prawdę Twoję, niech one przewodniczą mi, zaprowadzą mnie do góry świętéj Twojéj i do przybytków Twoich. "
Psalms 43:4,"Abym przyszedł do ołtarza Pana, do Pana radości i wesela mojego i dziękczynił Ci lutnią Panie, Panie mój. "
Psalms 43:5,"Czemużeś zgnębiona duszo moja i zawodzisz we mnie, miéj ufność w Panu, bo jeszcze dziękczynić będę Mu, zbawieniu oblicza mego, Panu mojemu. "
Psalms 44:1,"Przewodnikowi chóru, synów Koracha dumanie. "
Psalms 44:2,"Panie, na własne uszy słyszeliśmy, ojcowie nasi opowiadali nam o dziele, które spełniłeś za dni ich, za czasów dawnych. "
Psalms 44:3,Tyś dłonią Twoją ludy wygnał a zasadziłeś ich; wytraciłeś narody a rozkrzewiłeś ich. 
Psalms 44:4,"Bo nie mieczem swoim posiedli ziemię, ani ramię ich pomogło im, lecz prawica Twoja, i ramię Twoje; i światło oblicza Twojego, bo upodobałeś ich sobie. "
Psalms 44:5,"Tyś sam królem moim; Panie, nakaż zwycięztwa Jakóba. "
Psalms 44:6,Tobą gnębicieli naszych odeprzemy; imieniem Twojém zdepczem przeciwników naszych. 
Psalms 44:7,"Bo nie na łuku moim polegam, ani mnie miecz mój ocali. "
Psalms 44:8,"Lecz ty ocalasz nas od gnębicieli naszych, a nieprzyjaciół naszych pohańbiasz. "
Psalms 44:9,"Panem się chlubimy codzień, a imię Twoje na wieki wysławiamy. - Sela. "
Psalms 44:10,Wszelako porzuciłeś i zawstydziłeś nas i nie wystąpiłeś w szeregach naszych. 
Psalms 44:11,"Dałeś się nam cofnąć w obec wroga, a nieprzyjaciele nasi grabili dowoli. "
Psalms 44:12,"Podałeś nas jako trzodę na żer, a między ludy rozproszyłeś nas. "
Psalms 44:13,"Sprzedałeś lud Twój za marne, i nie lichwiłeś o ich cenę. "
Psalms 44:14,"Podałeś nas na wzgardę sąsiadom naszym, na pośmiewisko i urąganie otoczeniu naszemu. "
Psalms 44:15,"Uczyniłeś nas przysłowiem między ludami, przedmiotem politowania między narodami. "
Psalms 44:16,"Cały dzień hańba moja przedemną, a wstyd oblicza mego okrywa mnie. "
Psalms 44:17,"Dla głosu bluźniercy i potwarcy, wobec wroga i mściciela. "
Psalms 44:18,"Wszystko to spotkało nas, a nie zapomnieliśmy Cię, aniśmy przeniewierzyli się przymierzu Twojemu. "
Psalms 44:19,"Nie cofnęło się wstecz serce nasze, ani zboczyły kroki nasze od ścieżki Twojéj. "
Psalms 44:20,"Wszak zgniotłeś nas pośród szakali, i rozciągnąłeś nad nami cień śmierci. "
Psalms 44:21,"Gdybyśmy zapomnieli Imię Pana naszego, a wyciągnęli dłonie nasze do bóztwa cudzego; "
Psalms 44:22,"Czyżby Pan nie dociekł tego, wszak On zna skrytości serca. "
Psalms 44:23,"Bo dla Ciebie zabijani bywamy codzień, uważani jako owce rzeźni. "
Psalms 44:24,"Ocuć się, czemu śpisz Panie, przebudź się, nie porzucaj na zawsze. "
Psalms 44:25,"Czemu oblicze Twe zakrywasz, zapominasz nędzę i ucisk nasz. "
Psalms 44:26,"Bo poniżona do prochu dusza nasza, przylgnął do ziemi żywot nasz. "
Psalms 44:27,Powstań na pomoc nam i wybaw nas dla miłosierdzia Twojego. 
Psalms 45:1,"Przewodnikowi chóru na sześć głosów, przez synów Koracha, dumanie, pieśń miłości. "
Psalms 45:2,"Wynurza się z serca mego słowo wdzięczne, wypowiadam wiersz mój królowi, język mój oby był rylcem pisarza biegłego. "
Psalms 45:3,"Urodziwszy jesteś od synów Adama, rozlany wdzięk na ustach twoich; przeto pobłogosławi cię Pan na wieki. "
Psalms 45:4,"Przypasz miecz twój do biodra mocarzu, świetność twą i strój twój. "
Psalms 45:5,"A w stroju swoim wystąp, wyrusz dla sprawy prawdy, i pognębionéj sprawiedliwości, a niech ci wskaże przewagi prawica twoja. "
Psalms 45:6,"Strzały twoje ostre, ludy pod ciebie padają, ugodzą w serce wrogów króla. "
Psalms 45:7,"Tron twój, jak Pan wiecznietrwały, berło sprawiedliwe, berło królestwa twego. "
Psalms 45:8,"Ukochałeś cnotę, a nienawidzisz bezprawia. Przeto pomazał cię Pan, Bóg twój, olejem wesela, ponad rówienniki twoje. "
Psalms 45:9,"Myrrhą, aloesem i kassyą wszystkie szaty twoje, z pośród pałaców z kości słoniowéj, lirnicy cię rozweselają. "
Psalms 45:10,Córy królewskie są między oblubienicami twojemi; stanęła małżonka po prawicy twojéj w złocie Ofiru. 
Psalms 45:11,"Słuchaj córo i spójrz, i skłoń ucho twoje i zapomnij lud twój i dom rodzica twojego. "
Psalms 45:12,"A gdy zażąda król wdzięku twojego, bo on pan twój, skłoń się ku niemu. "
Psalms 45:13,"Córo Tyru, darami oblicze twoje powitają możni ludu. "
Psalms 45:14,"Pełna wspaniałości królewna w swém wnętrzu, z tkaniny złotéj jéj strój. "
Psalms 45:15,"We wzorzystéj odzieży prowadzą ją do króla, dziewice za nią, druchny przydane ci. "
Psalms 45:16,"Prowadzone są wśród wesela i radości, wstępują na dwór królewski. "
Psalms 45:17,"Miasto ojców twoich, będą synowie twoi, postanowisz ich książętami po całym kraju. "
Psalms 45:18,Wspominać będę imię twoje po wsze pokolenia; przeto narody sławić Cię będą na wieki. 
Psalms 46:1,"Przewodnikowi chóru Korachidów. Dla chóru dziewic, pieśń. "
Psalms 46:2,"Pan nam ucieczką i obroną, pomocą w utrapieniach, blizkim bardzo. "
Psalms 46:3,"Przeto nie zatrwożym się gdy wstrząśnie się ziemia, a zapadną się góry w łono mórz. "
Psalms 46:4,"Niech szumią, wzburzą się wody jego, niech zadrżą góry przed majestatem jego. - Sela. "
Psalms 46:5,"Strumień i potoki jego, rozweselą gród Pański, święte przybytki Najwyższego. "
Psalms 46:6,"Pan w pośród niego, nie zachwieje się; ocali go Pan, zanim zaświta poranek. "
Psalms 46:7,"Burzyły się narody, runęły królestwa, rozległ się głos Jego, struchlała ziemia. "
Psalms 46:8,"Bóg zastępów z nami, twierdzą naszą Pan Jakóba. Sela. "
Psalms 46:9,"Pójdźcie, spójrzcie na dzieła Boże, który zrządził spustoszenia na ziemi. "
Psalms 46:10,"Uśmierza wojny do krańców ziemi; łuki druzgoce i kruszy kopie, wozy pali ogniem. "
Psalms 46:11,"Przestańcie i poznajcie żem ja Pan, góruję ponad narody, góruję na ziemi. "
Psalms 46:12,"Bóg zastępów z nami, twierdzą naszą Pan Jakóba. Sela. "
Psalms 47:1,"Przewodnikowi chóru, Korachidów, pieśń. "
Psalms 47:2,"Wszystkie narody uderzcie w dłoń, wołajcie do Pana głosem radości. "
Psalms 47:3,"Albowiem Bóg Najwyższy wspaniały, król wielki nad całą ziemią. "
Psalms 47:4,"Podbija ludy pod władzę naszą, a narody pod stopy nasze. "
Psalms 47:5,"Wybrał nam dziedzictwo nasze, chwałę Jakóba, którego umiłował. - Sela. "
Psalms 47:6,"Wstąpił Pan przy okrzykach, Bóg przy odgłosie trąb. "
Psalms 47:7,Śpiewajcie Panu śpiewajcie; śpiewajcie królowi naszemu śpiewajcie. 
Psalms 47:8,"Bo królem całéj ziemi Pan, zaśpiewajcie hymn. "
Psalms 47:9,"Króluje Pan nad narodami, Pan zasiadł na tronie świętym Swoim. "
Psalms 47:10,"Książęta ludów się gromadzą, lud Boga Abrahama; albowiem Pana są tarcze ziemskie, wielce wywyższony. "
Psalms 48:1,Pieśń. Psalm Korachidów. 
Psalms 48:2,"Wielkim Bóg i sławionym wielce w grodzie Pana naszego, na górze świętéj Swojéj. "
Psalms 48:3,"Piękném wzgórzem, uciechą całéj ziemi góra Cyonu krańcem północy, gród Króla wielkiego. "
Psalms 48:4,Pan w pałacach jego zasłynął jako twierdza. 
Psalms 48:5,"Bo oto królowie zgromadzili się, wyruszyli społem. "
Psalms 48:6,"Spojrzeli a zdumieli, struchleli, pierzchli. "
Psalms 48:7,"Trwoga ogarnęła ich tam, drżenie jak rodzącą. "
Psalms 48:8,Wiatrem wschodnim połamałeś okręty Tarszyszu. 
Psalms 48:9,"Jakeśmy słyszeli, tak i widzieliśmy, w mieście Boga zastępów, w mieście Pana naszego; Pan utwierdzi je na wieki. - Sela. "
Psalms 48:10,Wspominamy Panie łaskę Twoję pośród świątyni Twojéj. 
Psalms 48:11,"Jak imię Twoje, tak i chwała Twoja po krańce ziemi, sprawiedliwości pełna prawica Twoja. "
Psalms 48:12,"Cieszy się góra Cyonu, weselą córy Jehudy wobec wyroków Twoich. "
Psalms 48:13,"Otoczcie Cyon i okrążcie go, policzcie wieże jego. "
Psalms 48:14,"Zwróćcie baczność waszą na zamek, dotrzyjcie do pałaców jego, byście opowiadali pokoleniu późnemu. "
Psalms 48:15,"Bo oto ten Pan, Panem naszym na zawsze i na wieki; On przeprowadzi nas aż do zgonu. "
Psalms 49:1,"Przewodnikowi chóru, Korachidów, pieśń. "
Psalms 49:2,"Usłyszcie to wszystkie narody, posłuchajcie wszyscy mieszkańcy świata. "
Psalms 49:3,"Zarówno dzieci ludu jak synowie mężów, społem bogaty i biedny. "
Psalms 49:4,"Usta moje głoszą mądrość, a myśl z serca mego roztropność. "
Psalms 49:5,"Skłonię ku przypowieści ucho moje, wyłożę przy lutni zagadkę moję. "
Psalms 49:6,"Czemu bym się obawiał w dni złego, gdy grzech napastników moich mnie otacza. "
Psalms 49:7,Wy którzy polegacie na swojém mieniu i wielkiém bogactwem swojém się przechwalacie. 
Psalms 49:8,"Zaprawdę odkupić się nie odkupi nikt, nie złoży Panu okupu swego. "
Psalms 49:9,"Bo trudny okup duszy ich, a nie dokaże tego nigdy. "
Psalms 49:10,"A choćby żył jeszcze długo, czyż nie obaczy grobu? "
Psalms 49:11,"Tak obaczy! Mędrcy umierają, społem głupi i ograniczeni giną, i zostawiają innym mienie swoje. "
Psalms 49:12,"W myśli ich, domy ich wieczne, mieszkania ich od pokolenia do pokolenia, nazywają od swego imienia ziemie swoje. "
Psalms 49:13,"Ale człowiek w świetności nie ostanie się, podobnym jest do zwierząt które giną. "
Psalms 49:14,"Taką ich droga, w tém niedorzeczność ich, a postępujący w ich ślady mowom ich potakują. - Sela. "
Psalms 49:15,"Jako stado do grobu pędzą, śmierć pasterzy im, a panować tam będą prawi nazajutrz, a osoba ich będzie pastwą mogiły z pośród przybytku swojego. "
Psalms 49:16,"Ale Pan wybawi duszę moję z mocy grobu, bo przyjmie mnie. - Sela. "
Psalms 49:17,"Nie zajrzyj, gdy się kto bogaci, gdy się mnoży chwała domu jego. "
Psalms 49:18,"Bo przy zgonie swoim nie zabierze wszystkiego, nie zstąpi za nim chwała jego. "
Psalms 49:19,"Bo duszy swojéj za życia jeszcze złorzeczyć będzie, a przyzna ci, żeś dobrze sobie uczynił. "
Psalms 49:20,"Przejdzie ona do rodu ojców jego, którzy na wieki nie będą oglądali światła. "
Psalms 49:21,"Człowiek w świetności gdy nie zrozumie, podobny do zwierząt które giną. "
Psalms 50:1,"Psalm Asafa. - Pan nad Pany, Bóg przemawia i wzywa ziemię od wschodu słońca do zachodu jego. "
Psalms 50:2,"Z Cyonu, pełni wspaniałości, Pan zajaśniał. "
Psalms 50:3,"Nadchodzi Pan nasz, a nie zmilczy, ogień przed Nim, a naokoło Niego zaburzyło się wielce. "
Psalms 50:4,Przyzywa niebiosa z wysoka i ziemię na sąd ludu Swego. 
Psalms 50:5,"Zgromadźcie Mi pobożnych Moich, zawierających przymierze ze Mną przy ofierze. "
Psalms 50:6,"I zaświadczyły niebiosa o sprawiedliwości Jego, że Pan sędzią sam. - Sela. "
Psalms 50:7,"Słuchaj ludu Mój bo przemawiam, Izraelu, bo świadczę przeciw tobie; Panem, Panem twoim Ja. "
Psalms 50:8,"Nie dla ofiar twoich rozprawiam się z tobą, ni dla całopaleń twoich, które przedemną są ustawicznie. "
Psalms 50:9,"Nie wezmę z zagrody twojéj wołu, ani z okołu twego kozłów. "
Psalms 50:10,"Albowiem Moim wszelki zwierz leśny, bydło na gór tysiącach. "
Psalms 50:11,"Znam wszelkie ptactwo w wysokościach, i dziczyzna pól jest Moja. "
Psalms 50:12,"Gdybym głód cierpiał, nie powiedziałbym tobie, bo Moim świat i co go napełnia. "
Psalms 50:13,"Alboż jadam mięso bawołów, albo krew kozłów pijam? "
Psalms 50:14,Ofiaruj Panu dziękczynienia i spełnij Najwyższemu śluby twoje. 
Psalms 50:15,"A wezwij Mnie w dzień niedoli, ocalę cię, a ty Mnie uczcisz. "
Psalms 50:16,A do niegodziwca rzecze Pan: czemu ci liczyć Moje ustawy i brać przymierze Moje na usta twoje. 
Psalms 50:17,Ty wszak niecierpisz napomnienia i rzucasz słowa Moje po za siebie. 
Psalms 50:18,"Gdy widzisz złodzieja bratasz się z nim, a z wszetecznikami spółka twoja. "
Psalms 50:19,"Usta twoje rozpuszczasz na złe, a język twój układa zdradę. "
Psalms 50:20,"Zasiadasz i przeciw bratu twemu mówisz, na syna matki twojéj rzucasz zakałę. "
Psalms 50:21,"Toś czynił a Jam milczał, a wtedy mniemałeś że będę jak ty; ale rozprawię się z tobą i stawię przed oczy twoje. "
Psalms 50:22,"Zrozumiejcież to, niepomni Pana, bym nie porwał, a nikt nie ocali. "
Psalms 50:23,"Kto ofiaruje dziękczynienie, czci Mnie, kto baczy na drogę, temu wskażę pomoc Pana. "
Psalms 51:1,Przewodnikowi chóru. Psalm Dawida. 
Psalms 51:2,"Gdy go odwiedził Natan, prorok, po przyjściu do Bat-Szeby. "
Psalms 51:3,"Zmiłuj się nademną Panie wedle łaski Twojéj, według wielkiego miłosierdzia Twego zmaż występki moje. "
Psalms 51:4,"Zupełnie obmyj mnie z winy mojéj, a z grzechu mojego oczyść mnie. "
Psalms 51:5,"Bo występki moje ja znam, a grzech mój obecny mi zawsze. "
Psalms 51:6,"Tobie samemu zgrzeszyłem, a zło w oczach Twoich czyniłem, przetoś sprawiedliwy w wyroku Twoim, czysty w sądzie Twoim. "
Psalms 51:7,"Owóż w występku stworzony zostałem, i w grzechu poczęła mnie matka moja. "
Psalms 51:8,"Wszak prawdy żądasz w tajni, a w skrytości mądrość wskazujesz mi. "
Psalms 51:9,"Rozgrzesz mnie izopem, a będę czysty, obmyj mnie, a od śniegu będę bielszy. "
Psalms 51:10,"Daj mi usłyszeć radość i wesele, niech rozradują się kości, któreś pokruszył. "
Psalms 51:11,"Odwróć oblicze Twoje od grzechów moich, a wszystkie winy moje zmaż. "
Psalms 51:12,"Serce czyste stwórz mi Panie, a ducha stałego odnów we mnie. "
Psalms 51:13,"Nie rzucaj mnie z przed oblicza Twego, a ducha Twego świętego nie odbieraj mi. "
Psalms 51:14,"Przywróć mi radość wybawienia Twojego, a duchem gorliwym pokrzep mnie. "
Psalms 51:15,"Nauczać będę przestępców dróg Twoich, a grzesznych by do Ciebie wrócili. "
Psalms 51:16,"Ocal mnie od krwawéj winy Panie, Panie wybawienia mojego, by wysławiał język mój sprawiedliwość Twoję. "
Psalms 51:17,"Panie wargi moje roztwórz, a niech usta moje wygłoszą chwałę Twoję. "
Psalms 51:18,"Bo nie pragniesz ofiar, abym je składał, całopalenia nie żądasz. "
Psalms 51:19,"Ofiarami Panu duch skruszony, sercem skruszoném i złamaném Panie nie pogardzisz. "
Psalms 51:20,"Obdarz w łasce Twojéj Cyon, odbuduj mury Jerozolimy. "
Psalms 51:21,"Wtedy upodobasz ofiary sprawiedliwości, całopalenie i dary; wtedy wniosą na ołtarz Twój woły. "
Psalms 52:1,Przewodnikowi chóru dumanie Dawida. 
Psalms 52:2,Gdy przyszedł Doego Edomita i doniósł Saulowi i rzekł mu: wszedł Dawid do domu Achimelecha. 
Psalms 52:3,"Czemu przechwalasz się złością mocarzu, łaska Pana nieustanna. "
Psalms 52:4,"Zagubę knuje język twój, niby brzytwa wyostrzona gotujesz zdradę. "
Psalms 52:5,"Upodobałeś raczéj zło aniżeli dobro, fałsz aniżeli słowa prawdy. - Sela. "
Psalms 52:6,"Upodobałeś wszelkie mowy zgubne, języku zdradziecki. "
Psalms 52:7,"To téż Pan skruszy cię na wieki, pochwyci cię i wyrwie cię z namiotu i wykorzeni cię z ziemi żyjących. - Sela. "
Psalms 52:8,"I ujrzą to sprawiedliwi i wzdrygną się, i jemu urągać będą. "
Psalms 52:9,"Oto człowiek, który nie uczynił Pana obroną swoją, a polegał na wielkiém bogactwie swojém, dufał w potęgę swoję. "
Psalms 52:10,"A ja, jako oliwnik zielony w domu Pańskim, zaufałem łasce Pana wiecznie i zawsze. "
Psalms 52:11,"Wysławiać Cię będę na wieki za to co uczynisz, i zaufam imieniu Twojemu, gdyż słodkiém ono dla miłujących Cię. "
Psalms 53:1,Przewodnikowi chóru Macholitów. - Dumanie Dawida. 
Psalms 53:2,"Rzecze nikczemny w sercu swojém: niemasz Boga; zepsuci skażeni nieprawością, niema czyniącego dobro. "
Psalms 53:3,"Pan z nieba spogląda na synów ludzkich, by zobaczyć, jest-li rozumny, szukający Pana. "
Psalms 53:4,"Wszystko odstąpiło, społem popsuli się, niema czyniącego dobro, ani jednego. "
Psalms 53:5,"Czyż nie znają złoczyńcy, co pożerają lud mój, spożywają jako chleb, Pana, którego nie wezwali. "
Psalms 53:6,"Tam zatrwożyli się trwogą, gdzie nie było trwogi, gdyż Pan rozproszył kości oblegających Cię, pohańbiłeś ich, bo Pan wzgardził nimi. "
Psalms 53:7,"Ktoby dał z Cyonu pomoc Izraelowi; gdy zwróci Pan wygnańców narodu Swego, rozweseli się Jakób, rozraduje się Izrael. "
Psalms 54:1,"Przewodnikowi chóru, przy towarzyszeniu instrumentów smyczkowych. Dumanie Dawida. "
Psalms 54:2,Gdy przyszli Zyfejczycy i rzekli do Saula: Oto Dawid ukrywa się wśród nas. 
Psalms 54:3,"Panie, imieniem Twojém dopomóż mi i wszechmocą Twoją broń mnie. "
Psalms 54:4,"Panie wysłuchaj modlitwę moję, bacz na słowa ust moich. "
Psalms 54:5,"Albowiem barbarzyńcy powstali przeciw mnie, a okrutnicy pragną duszy mojéj; nie mają Pana przed sobą. - Sela. "
Psalms 54:6,"Oto Pan pomocą moją, Pan z tymi co wspierają duszę moję. "
Psalms 54:7,Zwróci zło na czyhających na mnie; gwoli prawdy Twojéj zniwecz ich. 
Psalms 54:8,"Chętnie złożę Ci ofiary, wysławiać będę imię Twoje Boże, bo dobrotliwe. "
Psalms 54:9,"Bo ze wszelkiéj niedoli ocalił mnie, a nad wrogami mojemi znęcało się oko moje. "
Psalms 55:1,"Przewodnikowi chóru, przy towarzyszeniu instrumentów smyczkowych. Dumanie Dawida. "
Psalms 55:2,"Wysłuchaj Panie modlitwę moję, a nie odwracaj się od błagania mojego. "
Psalms 55:3,"Wejrzyj na mnie i odpowiedz mi, zanoszę się od płaczu i zawodzę. "
Psalms 55:4,"Dla okrzyku wroga, wobec ucisku złoczyńcy, że zwalają na mnie biedę i zawziętością ścigają mnie. "
Psalms 55:5,"Serce drży we wnętrzu mojém, a postrachy śmierci spadły na mnie. "
Psalms 55:6,"Trwoga i dreszcz przenika mnie, a ogarnia odrętwienie. "
Psalms 55:7,I wołam: kto da mi skrzydło gołębicy? Uleciałbym i odpoczął. 
Psalms 55:8,"Oto oddaliłbym się lotem, osiadł na pustyni. - Sela. "
Psalms 55:9,"Pospieszyłbym do schronienia mojego, przed wichrem wirującym, przed nawałnicą. "
Psalms 55:10,"Zniwecz Panie rozdziel język ich, bo widzę grabież i rozbój w mieście. "
Psalms 55:11,"Dzień i noc krążą po murach jego, a krzywda i bezprawie we wnętrzu jego. "
Psalms 55:12,"Nędza w pośród niego, a nie ustępują z rynku jego przemoc i zdrada. "
Psalms 55:13,"Bo nie wróg urąga mi, co bym zniósł; nie przeciwnik nademnie się wynosi, bo bym się uchronił od niego. "
Psalms 55:14,"Lecz ty mąż rówiennik mój, towarzysz i przyjaciel mój. "
Psalms 55:15,"Którzyśmy wspólnie napawali się rozmową, do domu Bożego chadzali z zapałem. "
Psalms 55:16,"Bodaj rzucił śmierć na nich, by zstąpili do grobu żywcem; bo złość w siedzibie ich, we wnętrzu ich. "
Psalms 55:17,"Ja do Pana wołam, a Bóg dopomoże mi. "
Psalms 55:18,"Wieczorem i zrana i w południe płaczę i zawodzę, a usłyszy głos mój. "
Psalms 55:19,"Wybawił szczęśliwie duszę mą z boju, choć tłumnie stanęli przeciwko mnie. "
Psalms 55:20,"Usłyszy Pan i upokorzy ich, On, który panuje od wieczności. - Sela. - Przeto że przemian nie doznali, nie obawiają się Pana. "
Psalms 55:21,"Podniósł ręce na przyjaciół swoich, znieważył przymierze swoje. "
Psalms 55:22,"Gładsze niż śmietanka usta jego, a waśnią serce jego; miększe słowa jego od oliwy, ale to miecze obnażone. "
Psalms 55:23,"Porucz Bogu brzemię twoje, a On podźwignie cię, nie pozwoli nigdy zachwiać się sprawiedliwemu. "
Psalms 55:24,A ty Panie strącisz ich w otchłań zagłady; ludzie krwi i zdrady nie dojdą połowy dni swoich. A ja ufam Tobie. 
Psalms 56:1,"Przewodnikowi chóru na nutę: ""gołębico niema dali"": Dawida klejnot. Gdy pojmali go Filistyni w Gat. "
Psalms 56:2,"Zmiłuj się nademną Panie, bo chce mnie pochłonąć człowiek; ustawicznie przeciwnik gnębi mnie. "
Psalms 56:3,"Chcą mnie pochłonąć czyhający na mnie nieustannie, bo liczni przeciwnicy moi, o Najwyższy. "
Psalms 56:4,W dzień trwogi ja na Tobie polegam. 
Psalms 56:5,"Panem się chlubię, słowem Jego; na Panu polegam, nie obawiam się, cóż uczyni śmiertelny mi. "
Psalms 56:6,"Ustawicznie słowa moje przekręcają, wszystkie zamysły ich ku nieszczęściu mojemu. "
Psalms 56:7,"Zbierają się, śledzą oni, kroków moich strzegą, bo czyhają na duszę moję. "
Psalms 56:8,"Za krzywdę rozprosz ich, w gniewie ludy roztrąć Panie. "
Psalms 56:9,"Tułactwa moje policzyłeś, zbierz łzy moje w łagiew Twoję, alboż nie są w księdze Twojéj. "
Psalms 56:10,"Wtedy cofną się wrogi wstecz, w dniu, w którym zawołam. To wiem, iż Pan ze mną. "
Psalms 56:11,"Panem się chlubię, słowem, Bogiem się chlubię słowem (Jego). "
Psalms 56:12,"Na Panu polegam, nie obawiam się, cóż uczyni człowiek mi. "
Psalms 56:13,"Na mnie Panie śluby Twoje, spłacę dzięki Tobie. "
Psalms 56:14,"Boś ocalił duszę moję od śmierci, tak, nogi moje od upadku, bym postępował przed Panem w świetle życia. "
Psalms 57:1,"Przewodnikowi chóru na nutę: ""nie zatracaj"" Dawida klejnot, gdy schronił się przed Saulem do jaskini. "
Psalms 57:2,"Zmiłuj się nademną Panie, zmiłuj się nademną, bo do Ciebie chroni się dusza moja, a pod cień skrzydeł Twoich się uciekam, aż przeminie niedola. "
Psalms 57:3,"Wołam do Pana Najwyższego, do Pana, który postanawia o mnie. "
Psalms 57:4,"Zeszle z niebios i wspomoże mnie Ten, którego lży czyhający na mnie. - Sela. Zeszle Pan łaskę Swoję i prawdę Swoję. "
Psalms 57:5,"Dusza moja w pośród lwów przebywa, w pośród zapalczywych ludzi, zęby ich jako oszczepy i strzały, a język ich jako miecz ostry. "
Psalms 57:6,"Wznieś się ponad niebiosa Panie, nad całą ziemią chwałę Twoję. "
Psalms 57:7,"Sidła przygotowali krokom moim, zgnębiona dusza moja; - wykopali przedemną jamę, wpadli w nią. - Sela. "
Psalms 57:8,"Pokrzepione serce moje Panie, pokrzepione serce moje; śpiewam i wysławiam. "
Psalms 57:9,"Rozbudź się duchu mój, rozbudź lutnio i cytro, budzę się wraz z jutrzenką. "
Psalms 57:10,"Wysławiać Cię będę wśród narodów, śpiewać Cię wpośród ludów. "
Psalms 57:11,"Bo wielką po niebiosa łaska Twoja, i aż pod obłoki prawda Twoja. "
Psalms 57:12,"Wznieś się nad niebiosa Panie, nad całą ziemią chwałę Twoję. "
Psalms 58:1,"Przewodnikowi chóru na nutę: ""nie zatracaj"" Dawida klejnot. "
Psalms 58:2,"Alboż to oniemiałym sprawiedliwość głosicie, rzetelnie rozsądzacie synów ludzkich. "
Psalms 58:3,"Raczéj w sercu krzywdy knujecie w kraju, gwałtem rąk waszych torujecie drogę. "
Psalms 58:4,"Odszczepili się złoczyńcy od chwili urodzenia, błądzą od żywota matki, kłamcy. "
Psalms 58:5,"Jad ich na podobieństwo jadu węża, jakoby żmija głucha, co zatula ucho swoje. "
Psalms 58:6,"Co nie słyszy głosu zaklinaczy, zażegnywacza w zamawianiu biegłego. "
