Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
23a.11		שביתת יום טוב	4.6			א"ח	511.4	א"ח	511	http://www.sefaria.org/Beitzah.23a.11	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.4.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.511.4	sefaria.org/Tur,_Orach_Chaim.511		Beitzah.23a.11	Mishneh_Torah,_Rest_on_a_Holiday.4.6		Shulchan_Arukh,_Orach_Chayim.511.4	Tur,_Orach_Chaim.511
23a.15		שביתת יום טוב	8.14			א"ח	519.5	א"ח	519	http://www.sefaria.org/Beitzah.23a.15	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.8.14		sefaria.org/Shulchan_Arukh,_Orach_Chayim.519.5	sefaria.org/Tur,_Orach_Chaim.519		Beitzah.23a.15	Mishneh_Torah,_Rest_on_a_Holiday.8.14		Shulchan_Arukh,_Orach_Chayim.519.5	Tur,_Orach_Chaim.519
23a.15		שבת	22.22			א"ח	541.3	א"ח	541	http://www.sefaria.org/Beitzah.23a.15	sefaria.org/Mishneh_Torah,_Sabbath.22.22		sefaria.org/Shulchan_Arukh,_Orach_Chayim.541.3	sefaria.org/Tur,_Orach_Chaim.541		Beitzah.23a.15	Mishneh_Torah,_Sabbath.22.22		Shulchan_Arukh,_Orach_Chayim.541.3	Tur,_Orach_Chaim.541
23a.33		שביתת יום טוב	4.16	לאוין	65	א"ח	523.1	א"ח	523	http://www.sefaria.org/Beitzah.23a.33	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.4.16	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.523.1	sefaria.org/Tur,_Orach_Chaim.523		Beitzah.23a.33	Mishneh_Torah,_Rest_on_a_Holiday.4.16	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.523.1	Tur,_Orach_Chaim.523
23a.33		שביתת יום טוב	3.12			א"ח	504.1	א"ח	504	http://www.sefaria.org/Beitzah.23a.33	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.504.1	sefaria.org/Tur,_Orach_Chaim.504		Beitzah.23a.33	Mishneh_Torah,_Rest_on_a_Holiday.3.12		Shulchan_Arukh,_Orach_Chayim.504.1	Tur,_Orach_Chaim.504
23a.55		שבת	1.5	לאוין	65	א"ח	337.1	א"ח	337	http://www.sefaria.org/Beitzah.23a.55	sefaria.org/Mishneh_Torah,_Sabbath.1.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.337.1	sefaria.org/Tur,_Orach_Chaim.337		Beitzah.23a.55	Mishneh_Torah,_Sabbath.1.5	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.337.1	Tur,_Orach_Chaim.337
23b.1		כלים	10.7						0	http://www.sefaria.org/Beitzah.23b.1	sefaria.org/Mishneh_Torah,_Vessels.10.7					Beitzah.23b.1	Mishneh_Torah,_Vessels.10.7			
23b.4		כלים	10.7						0	http://www.sefaria.org/Beitzah.23b.4	sefaria.org/Mishneh_Torah,_Vessels.10.7					Beitzah.23b.4	Mishneh_Torah,_Vessels.10.7			
23b.5		כלים	25.16						0	http://www.sefaria.org/Beitzah.23b.5	sefaria.org/Mishneh_Torah,_Vessels.25.16					Beitzah.23b.5	Mishneh_Torah,_Vessels.25.16			
23b.17		שבת	1.5	לאוין	65	א"ח	337.1	א"ח	337	http://www.sefaria.org/Beitzah.23b.17	sefaria.org/Mishneh_Torah,_Sabbath.1.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.337.1	sefaria.org/Tur,_Orach_Chaim.337		Beitzah.23b.17	Mishneh_Torah,_Sabbath.1.5	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.337.1	Tur,_Orach_Chaim.337
23b.22		שביתת יום טוב	2.7	לאוין	75	א"ח	497.1	א"ח	497	http://www.sefaria.org/Beitzah.23b.22	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.1	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.23b.22	Mishneh_Torah,_Rest_on_a_Holiday.2.7	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.497.1	Tur,_Orach_Chaim.497
23b.22		שביתת יום טוב	2.17			א"ח	497.2	א"ח	497	http://www.sefaria.org/Beitzah.23b.22	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.17		sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.2	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.23b.22	Mishneh_Torah,_Rest_on_a_Holiday.2.17		Shulchan_Arukh,_Orach_Chayim.497.2	Tur,_Orach_Chaim.497
23b.24		שביתת יום טוב	2.7	לאוין	75	א"ח	497.7	א"ח	497	http://www.sefaria.org/Beitzah.23b.24	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.7	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.23b.24	Mishneh_Torah,_Rest_on_a_Holiday.2.7	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.497.7	Tur,_Orach_Chaim.497
24a.8		שבת	10.10	לאוין	65	א"ח	316.1	א"ח	316	http://www.sefaria.org/Beitzah.24a.8	sefaria.org/Mishneh_Torah,_Sabbath.10.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.316.1	sefaria.org/Tur,_Orach_Chaim.316		Beitzah.24a.8	Mishneh_Torah,_Sabbath.10.10	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.316.1	Tur,_Orach_Chaim.316
24a.8		שבת	10.19						0	http://www.sefaria.org/Beitzah.24a.8	sefaria.org/Mishneh_Torah,_Sabbath.10.19					Beitzah.24a.8	Mishneh_Torah,_Sabbath.10.19			
24a.18		שבת	10.10			א"ח	316.1	א"ח	316	http://www.sefaria.org/Beitzah.24a.18	sefaria.org/Mishneh_Torah,_Sabbath.10.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.316.1	sefaria.org/Tur,_Orach_Chaim.316		Beitzah.24a.18	Mishneh_Torah,_Sabbath.10.10		Shulchan_Arukh,_Orach_Chayim.316.1	Tur,_Orach_Chaim.316
24a.18		שבת	10.19						0	http://www.sefaria.org/Beitzah.24a.18	sefaria.org/Mishneh_Torah,_Sabbath.10.19					Beitzah.24a.18	Mishneh_Torah,_Sabbath.10.19			
24a.25		שבת	10.20						0	http://www.sefaria.org/Beitzah.24a.25	sefaria.org/Mishneh_Torah,_Sabbath.10.20					Beitzah.24a.25	Mishneh_Torah,_Sabbath.10.20			
24a.29		שבת	10.20						0	http://www.sefaria.org/Beitzah.24a.29	sefaria.org/Mishneh_Torah,_Sabbath.10.20					Beitzah.24a.29	Mishneh_Torah,_Sabbath.10.20			
24a.42		שביתת יום טוב	2.7	לאוין	65	א"ח	316.12	א"ח	316	http://www.sefaria.org/Beitzah.24a.42	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.316.12	sefaria.org/Tur,_Orach_Chaim.316		Beitzah.24a.42	Mishneh_Torah,_Rest_on_a_Holiday.2.7	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.316.12	Tur,_Orach_Chaim.316
24a.42						א"ח	497.7	א"ח	497	http://www.sefaria.org/Beitzah.24a.42			sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.7	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.24a.42			Shulchan_Arukh,_Orach_Chayim.497.7	Tur,_Orach_Chaim.497
24a.45		שביתת יום טוב	2.5			א"ח	497.7	א"ח	497	http://www.sefaria.org/Beitzah.24a.45	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.7	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.24a.45	Mishneh_Torah,_Rest_on_a_Holiday.2.5		Shulchan_Arukh,_Orach_Chayim.497.7	Tur,_Orach_Chaim.497
24a.45		שבת	10.24						0	http://www.sefaria.org/Beitzah.24a.45	sefaria.org/Mishneh_Torah,_Sabbath.10.24					Beitzah.24a.45	Mishneh_Torah,_Sabbath.10.24			
24a.57		שביתת יום טוב	2.8	לאוין	75	א"ח	497.3	א"ח	497	http://www.sefaria.org/Beitzah.24a.57	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.3	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.24a.57	Mishneh_Torah,_Rest_on_a_Holiday.2.8	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.497.3	Tur,_Orach_Chaim.497
24a.62		שביתת יום טוב	2.8	לאוין	75	א"ח	497.3	א"ח	497	http://www.sefaria.org/Beitzah.24a.62	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.3	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.24a.62	Mishneh_Torah,_Rest_on_a_Holiday.2.8	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.497.3	Tur,_Orach_Chaim.497
24b.3		שביתת יום טוב	2.8			א"ח	497.3	א"ח	497	http://www.sefaria.org/Beitzah.24b.3	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.3	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.24b.3	Mishneh_Torah,_Rest_on_a_Holiday.2.8		Shulchan_Arukh,_Orach_Chayim.497.3	Tur,_Orach_Chaim.497
24b.32		שביתת יום טוב	2.10	לאוין	65	א"ח	515.1	א"ח	515	http://www.sefaria.org/Beitzah.24b.32	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.515.1	sefaria.org/Tur,_Orach_Chaim.515		Beitzah.24b.32	Mishneh_Torah,_Rest_on_a_Holiday.2.10	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.515.1	Tur,_Orach_Chaim.515
24b.32						א"ח	325.6	א"ח	325	http://www.sefaria.org/Beitzah.24b.32			sefaria.org/Shulchan_Arukh,_Orach_Chayim.325.6	sefaria.org/Tur,_Orach_Chaim.325		Beitzah.24b.32			Shulchan_Arukh,_Orach_Chayim.325.6	Tur,_Orach_Chaim.325
24b.32						א"ח	325.7			http://www.sefaria.org/Beitzah.24b.32			sefaria.org/Shulchan_Arukh,_Orach_Chayim.325.7			Beitzah.24b.32			Shulchan_Arukh,_Orach_Chayim.325.7	
24b.32						א"ח	325.8			http://www.sefaria.org/Beitzah.24b.32			sefaria.org/Shulchan_Arukh,_Orach_Chayim.325.8			Beitzah.24b.32			Shulchan_Arukh,_Orach_Chayim.325.8	
24b.32									0	http://www.sefaria.org/Beitzah.24b.32						Beitzah.24b.32				
25a.4		שביתת יום טוב	2.8	לאוין	75	א"ח	497.5	א"ח	497	http://www.sefaria.org/Beitzah.25a.4	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.5	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.25a.4	Mishneh_Torah,_Rest_on_a_Holiday.2.8	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.497.5	Tur,_Orach_Chaim.497
25a.22		שביתת יום טוב	2.5			א"ח	497.9	א"ח	497	http://www.sefaria.org/Beitzah.25a.22	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.9	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.25a.22	Mishneh_Torah,_Rest_on_a_Holiday.2.5		Shulchan_Arukh,_Orach_Chayim.497.9	Tur,_Orach_Chaim.497
25a.23		שביתת יום טוב	2.5			א"ח	497.10	א"ח	497	http://www.sefaria.org/Beitzah.25a.23	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.10	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.25a.23	Mishneh_Torah,_Rest_on_a_Holiday.2.5		Shulchan_Arukh,_Orach_Chayim.497.10	Tur,_Orach_Chaim.497
25a.25		גזילה ואבידה	15.6	עשין	74	א"ח	260.10	א"ח	260	http://www.sefaria.org/Beitzah.25a.25	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.15.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Orach_Chayim.260.10	sefaria.org/Tur,_Orach_Chaim.260		Beitzah.25a.25	Mishneh_Torah,_Robbery_and_Lost_Property.15.6	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Orach_Chayim.260.10	Tur,_Orach_Chaim.260
25a.33		שביתת יום טוב	2.7	לאוין	75	א"ח	497.8	א"ח	497	http://www.sefaria.org/Beitzah.25a.33	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.497.8	sefaria.org/Tur,_Orach_Chaim.497		Beitzah.25a.33	Mishneh_Torah,_Rest_on_a_Holiday.2.7	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.497.8	Tur,_Orach_Chaim.497
25a.34		שביתת יום טוב	1.12	לאוין	75	א"ח	498.6	א"ח	498	http://www.sefaria.org/Beitzah.25a.34	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.6	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.25a.34	Mishneh_Torah,_Rest_on_a_Holiday.1.12	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.498.6	Tur,_Orach_Chaim.498
25a.37		שביתת יום טוב	5.5	לאוין	75	א"ח	498.7	א"ח	498	http://www.sefaria.org/Beitzah.25a.37	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.7	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.25a.37	Mishneh_Torah,_Rest_on_a_Holiday.5.5	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.498.7	Tur,_Orach_Chaim.498
25a.45		שחיטה	1.13	עשין	63	י"ד	25.1	י"ד	25	http://www.sefaria.org/Beitzah.25a.45	sefaria.org/Mishneh_Torah,_Ritual_Slaughter.1.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.63	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.25.1	sefaria.org/Tur,_Yoreh_Deah.25		Beitzah.25a.45	Mishneh_Torah,_Ritual_Slaughter.1.13	Sefer_Mitzvot_Gadol,_Volume_Two.63	Shulchan_Arukh,_Yoreh_De'ah.25.1	Tur,_Yoreh_Deah.25
25a.45						י"ד	25.3			http://www.sefaria.org/Beitzah.25a.45			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.25.3			Beitzah.25a.45			Shulchan_Arukh,_Yoreh_De'ah.25.3	
25b.3						א"ח	170.9	א"ח	170	http://www.sefaria.org/Beitzah.25b.3			sefaria.org/Shulchan_Arukh,_Orach_Chayim.170.9	sefaria.org/Tur,_Orach_Chaim.170		Beitzah.25b.3			Shulchan_Arukh,_Orach_Chayim.170.9	Tur,_Orach_Chaim.170
25b.4						א"ח	170.8	א"ח	170	http://www.sefaria.org/Beitzah.25b.4			sefaria.org/Shulchan_Arukh,_Orach_Chayim.170.8	sefaria.org/Tur,_Orach_Chaim.170		Beitzah.25b.4			Shulchan_Arukh,_Orach_Chayim.170.8	Tur,_Orach_Chaim.170
25b.28		שביתת יום טוב	5.3	לאוין	75	א"ח	522.1	א"ח	522	http://www.sefaria.org/Beitzah.25b.28	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.522.1	sefaria.org/Tur,_Orach_Chaim.522		Beitzah.25b.28	Mishneh_Torah,_Rest_on_a_Holiday.5.3	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.522.1	Tur,_Orach_Chaim.522
25b.28						א"ח	301.18	א"ח	301	http://www.sefaria.org/Beitzah.25b.28			sefaria.org/Shulchan_Arukh,_Orach_Chayim.301.18	sefaria.org/Tur,_Orach_Chaim.301		Beitzah.25b.28			Shulchan_Arukh,_Orach_Chayim.301.18	Tur,_Orach_Chaim.301
25b.28						א"ח	522.2	א"ח	522	http://www.sefaria.org/Beitzah.25b.28			sefaria.org/Shulchan_Arukh,_Orach_Chayim.522.2	sefaria.org/Tur,_Orach_Chaim.522		Beitzah.25b.28			Shulchan_Arukh,_Orach_Chayim.522.2	Tur,_Orach_Chaim.522
25b.38						א"ח	522.2	א"ח	522	http://www.sefaria.org/Beitzah.25b.38			sefaria.org/Shulchan_Arukh,_Orach_Chayim.522.2	sefaria.org/Tur,_Orach_Chaim.522		Beitzah.25b.38			Shulchan_Arukh,_Orach_Chayim.522.2	Tur,_Orach_Chaim.522
25b.54						א"ח	522.2	א"ח	522	http://www.sefaria.org/Beitzah.25b.54			sefaria.org/Shulchan_Arukh,_Orach_Chayim.522.2	sefaria.org/Tur,_Orach_Chaim.522		Beitzah.25b.54			Shulchan_Arukh,_Orach_Chayim.522.2	Tur,_Orach_Chaim.522
26a.7		שביתת יום טוב	2.3	לאוין	65	א"ח	498.9	א"ח	498	http://www.sefaria.org/Beitzah.26a.7	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.9	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.26a.7	Mishneh_Torah,_Rest_on_a_Holiday.2.3	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.498.9	Tur,_Orach_Chaim.498
26a.7						י"ד	312.3	י"ד	312	http://www.sefaria.org/Beitzah.26a.7			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.312.3	sefaria.org/Tur,_Yoreh_Deah.312		Beitzah.26a.7			Shulchan_Arukh,_Yoreh_De'ah.312.3	Tur,_Yoreh_Deah.312
26a.12		שביתת יום טוב	2.3	לאוין	65	א"ח	498.9	א"ח	498	http://www.sefaria.org/Beitzah.26a.12	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.9	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.26a.12	Mishneh_Torah,_Rest_on_a_Holiday.2.3	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.498.9	Tur,_Orach_Chaim.498
26a.12						י"ד	312.3	י"ד	312	http://www.sefaria.org/Beitzah.26a.12			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.312.3	sefaria.org/Tur,_Yoreh_Deah.312		Beitzah.26a.12			Shulchan_Arukh,_Yoreh_De'ah.312.3	Tur,_Yoreh_Deah.312
26a.24		שביתת יום טוב	2.3	לאוין	65	א"ח	498.9	א"ח	498	http://www.sefaria.org/Beitzah.26a.24	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.9	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.26a.24	Mishneh_Torah,_Rest_on_a_Holiday.2.3	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.498.9	Tur,_Orach_Chaim.498
26a.24						י"ד	312.3	י"ד	312	http://www.sefaria.org/Beitzah.26a.24			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.312.3	sefaria.org/Tur,_Yoreh_Deah.312		Beitzah.26a.24			Shulchan_Arukh,_Yoreh_De'ah.312.3	Tur,_Yoreh_Deah.312
26b.2		שביתת יום טוב	2.4			א"ח	498.9	א"ח	498	http://www.sefaria.org/Beitzah.26b.2	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.9	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.26b.2	Mishneh_Torah,_Rest_on_a_Holiday.2.4		Shulchan_Arukh,_Orach_Chayim.498.9	Tur,_Orach_Chaim.498
26b.8		שביתת יום טוב	2.4			א"ח	498.9	א"ח	498	http://www.sefaria.org/Beitzah.26b.8	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.9	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.26b.8	Mishneh_Torah,_Rest_on_a_Holiday.2.4		Shulchan_Arukh,_Orach_Chayim.498.9	Tur,_Orach_Chaim.498
26b.44						א"ח	310.3	א"ח	310	http://www.sefaria.org/Beitzah.26b.44			sefaria.org/Shulchan_Arukh,_Orach_Chayim.310.3	sefaria.org/Tur,_Orach_Chaim.310		Beitzah.26b.44			Shulchan_Arukh,_Orach_Chayim.310.3	Tur,_Orach_Chaim.310
26b.44						א"ח	279.5	א"ח	279	http://www.sefaria.org/Beitzah.26b.44			sefaria.org/Shulchan_Arukh,_Orach_Chayim.279.5	sefaria.org/Tur,_Orach_Chaim.279		Beitzah.26b.44			Shulchan_Arukh,_Orach_Chayim.279.5	Tur,_Orach_Chaim.279
26b.57						א"ח	310.4	א"ח	310	http://www.sefaria.org/Beitzah.26b.57			sefaria.org/Shulchan_Arukh,_Orach_Chayim.310.4	sefaria.org/Tur,_Orach_Chaim.310		Beitzah.26b.57			Shulchan_Arukh,_Orach_Chayim.310.4	Tur,_Orach_Chaim.310
26b.61						א"ח	310.5	א"ח	310	http://www.sefaria.org/Beitzah.26b.61			sefaria.org/Shulchan_Arukh,_Orach_Chayim.310.5	sefaria.org/Tur,_Orach_Chaim.310		Beitzah.26b.61			Shulchan_Arukh,_Orach_Chayim.310.5	Tur,_Orach_Chaim.310
27a.43		בכורות	3.4	עשין	211	י"ד	310.1	י"ד	310	http://www.sefaria.org/Beitzah.27a.43	sefaria.org/Mishneh_Torah,_Firstlings.3.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.211	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.310.1	sefaria.org/Tur,_Yoreh_Deah.310		Beitzah.27a.43	Mishneh_Torah,_Firstlings.3.4	Sefer_Mitzvot_Gadol,_Volume_Two.211	Shulchan_Arukh,_Yoreh_De'ah.310.1	Tur,_Yoreh_Deah.310
27b.1		שביתת יום טוב	2.3			א"ח	498.9	א"ח	498	http://www.sefaria.org/Beitzah.27b.1	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.498.9	sefaria.org/Tur,_Orach_Chaim.498		Beitzah.27b.1	Mishneh_Torah,_Rest_on_a_Holiday.2.3		Shulchan_Arukh,_Orach_Chayim.498.9	Tur,_Orach_Chaim.498
27b.1						י"ד	312.3	י"ד	312	http://www.sefaria.org/Beitzah.27b.1			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.312.3	sefaria.org/Tur,_Yoreh_Deah.312		Beitzah.27b.1			Shulchan_Arukh,_Yoreh_De'ah.312.3	Tur,_Yoreh_Deah.312
27b.15			2.8			י"ד	313.1	י"ד	313	http://www.sefaria.org/Beitzah.27b.15			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.313.1	sefaria.org/Tur,_Yoreh_Deah.313		Beitzah.27b.15			Shulchan_Arukh,_Yoreh_De'ah.313.1	Tur,_Yoreh_Deah.313
27b.16		שביתת יום טוב	2.16			א"ח	518.6	א"ח	518	http://www.sefaria.org/Beitzah.27b.16	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.518.6	sefaria.org/Tur,_Orach_Chaim.518		Beitzah.27b.16	Mishneh_Torah,_Rest_on_a_Holiday.2.16		Shulchan_Arukh,_Orach_Chayim.518.6	Tur,_Orach_Chaim.518
27b.17		שביתת יום טוב	2.16						0	http://www.sefaria.org/Beitzah.27b.17	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.16					Beitzah.27b.17	Mishneh_Torah,_Rest_on_a_Holiday.2.16			
27b.29		שביתת יום טוב	2.16						0	http://www.sefaria.org/Beitzah.27b.29	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.16					Beitzah.27b.29	Mishneh_Torah,_Rest_on_a_Holiday.2.16			
27b.37		שביתת יום טוב	2.16			א"ח	518.6	א"ח	518	http://www.sefaria.org/Beitzah.27b.37	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.2.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.518.6	sefaria.org/Tur,_Orach_Chaim.518		Beitzah.27b.37	Mishneh_Torah,_Rest_on_a_Holiday.2.16		Shulchan_Arukh,_Orach_Chayim.518.6	Tur,_Orach_Chaim.518
27b.41		שביתת יום טוב	4.19			א"ח	500.1	א"ח	500	http://www.sefaria.org/Beitzah.27b.41	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.4.19		sefaria.org/Shulchan_Arukh,_Orach_Chayim.500.1	sefaria.org/Tur,_Orach_Chaim.500		Beitzah.27b.41	Mishneh_Torah,_Rest_on_a_Holiday.4.19		Shulchan_Arukh,_Orach_Chayim.500.1	Tur,_Orach_Chaim.500
27b.45		שביתת יום טוב	4.19			א"ח	500.1	א"ח	500	http://www.sefaria.org/Beitzah.27b.45	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.4.19		sefaria.org/Shulchan_Arukh,_Orach_Chayim.500.1	sefaria.org/Tur,_Orach_Chaim.500		Beitzah.27b.45	Mishneh_Torah,_Rest_on_a_Holiday.4.19		Shulchan_Arukh,_Orach_Chayim.500.1	Tur,_Orach_Chaim.500
