Megillah		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
27a.70		מתנות עניים	7.14			י"ד	256.6	י"ד	256	http://www.sefaria.org/Megillah.27a.70	sefaria.org/Mishneh_Torah,_Gifts_to_the_Poor.7.14		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.256.6	sefaria.org/Tur,_Yoreh_Deah.256		Megillah.27a.70	Mishneh_Torah,_Gifts_to_the_Poor.7.14		Shulchan_Arukh,_Yoreh_De'ah.256.6	Tur,_Yoreh_Deah.256
27a.70		מתנות עניים	7.14			י"ד	256.6	י"ד	256	http://www.sefaria.org/Megillah.27a.70	sefaria.org/Mishneh_Torah,_Gifts_to_the_Poor.7.14		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.256.6	sefaria.org/Tur,_Yoreh_Deah.256		Megillah.27a.70	Mishneh_Torah,_Gifts_to_the_Poor.7.14		Shulchan_Arukh,_Yoreh_De'ah.256.6	Tur,_Yoreh_Deah.256
27b.13		תפילה וברכת כהנים	11.17	עשין	19	א"ח	153.9	א"ח	153	http://www.sefaria.org/Megillah.27b.13	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.153.9	sefaria.org/Tur,_Orach_Chaim.153		Megillah.27b.13	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.17	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.153.9	Tur,_Orach_Chaim.153
27b.23		מלווה ולווה	6.4			י"ד	164.4	י"ד	164	http://www.sefaria.org/Megillah.27b.23	sefaria.org/Mishneh_Torah,_Creditor_and_Debtor.6.4		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.164.4	sefaria.org/Tur,_Yoreh_Deah.164		Megillah.27b.23	Mishneh_Torah,_Creditor_and_Debtor.6.4		Shulchan_Arukh,_Yoreh_De'ah.164.4	Tur,_Yoreh_Deah.164
27b.23						י"ד	172.1	י"ד	172	http://www.sefaria.org/Megillah.27b.23			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.172.1	sefaria.org/Tur,_Yoreh_Deah.172		Megillah.27b.23			Shulchan_Arukh,_Yoreh_De'ah.172.1	Tur,_Yoreh_Deah.172
27b.53		קריאת שמע	3.2			א"ח	78	א"ח	78	http://www.sefaria.org/Megillah.27b.53	sefaria.org/Mishneh_Torah,_Reading_the_Shema.3.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.78	sefaria.org/Tur,_Orach_Chaim.78		Megillah.27b.53	Mishneh_Torah,_Reading_the_Shema.3.2		Shulchan_Arukh,_Orach_Chayim.78	Tur,_Orach_Chaim.78
27b.55		תפילה וברכת כהנים	4.14	עשין	18	א"ח	92.8	א"ח	92	http://www.sefaria.org/Megillah.27b.55	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.92.8	sefaria.org/Tur,_Orach_Chaim.92		Megillah.27b.55	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.14	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.92.8	Tur,_Orach_Chaim.92
28a.6		ביכורים ושאר מתנות כהונה שבגבולין	9.14			י"ד	61.5	י"ד	61	http://www.sefaria.org/Megillah.28a.6	sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.9.14		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.61.5	sefaria.org/Tur,_Yoreh_Deah.61		Megillah.28a.6	Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.9.14		Shulchan_Arukh,_Yoreh_De'ah.61.5	Tur,_Yoreh_Deah.61
28a.9						א"ח	201.2	א"ח	201	http://www.sefaria.org/Megillah.28a.9			sefaria.org/Shulchan_Arukh,_Orach_Chayim.201.2	sefaria.org/Tur,_Orach_Chaim.201		Megillah.28a.9			Shulchan_Arukh,_Orach_Chayim.201.2	Tur,_Orach_Chaim.201
28a.40		תשובה	2.10			א"ח	606.1	א"ח	606	http://www.sefaria.org/Megillah.28a.40	sefaria.org/Mishneh_Torah,_Repentance.2.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.606.1	sefaria.org/Tur,_Orach_Chaim.606		Megillah.28a.40	Mishneh_Torah,_Repentance.2.10		Shulchan_Arukh,_Orach_Chayim.606.1	Tur,_Orach_Chaim.606
28a.40		דעות	7.7						0	http://www.sefaria.org/Megillah.28a.40	sefaria.org/Mishneh_Torah,_Human_Dispositions.7.7					Megillah.28a.40	Mishneh_Torah,_Human_Dispositions.7.7			
28a.71		קריאת שמע	3.4			א"ח	85.2	א"ח	85	http://www.sefaria.org/Megillah.28a.71	sefaria.org/Mishneh_Torah,_Reading_the_Shema.3.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.85.2	sefaria.org/Tur,_Orach_Chaim.85		Megillah.28a.71	Mishneh_Torah,_Reading_the_Shema.3.4		Shulchan_Arukh,_Orach_Chayim.85.2	Tur,_Orach_Chaim.85
28a.71		תלמוד תורה	4.9			י"ד	246.16	י"ד	246	http://www.sefaria.org/Megillah.28a.71	sefaria.org/Mishneh_Torah,_Torah_Study.4.9		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.246.16	sefaria.org/Tur,_Yoreh_Deah.246		Megillah.28a.71	Mishneh_Torah,_Torah_Study.4.9		Shulchan_Arukh,_Yoreh_De'ah.246.16	Tur,_Yoreh_Deah.246
28a.71						א"ח	151.3	א"ח	151	http://www.sefaria.org/Megillah.28a.71			sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.3	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28a.71			Shulchan_Arukh,_Orach_Chayim.151.3	Tur,_Orach_Chaim.151
28a.73		תפילה וברכת כהנים	11.11	עשין	19	א"ח	151.10	א"ח	151	http://www.sefaria.org/Megillah.28a.73	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.10	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28a.73	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.11	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.151.10	Tur,_Orach_Chaim.151
28a.76		תפילה וברכת כהנים	11.6			א"ח	151.1	א"ח	151	http://www.sefaria.org/Megillah.28a.76	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.1	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28a.76	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6		Shulchan_Arukh,_Orach_Chayim.151.1	Tur,_Orach_Chaim.151
28b.7		תפילה וברכת כהנים	11.5			א"ח	151.9	א"ח	151	http://www.sefaria.org/Megillah.28b.7	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.9	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28b.7	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.5		Shulchan_Arukh,_Orach_Chayim.151.9	Tur,_Orach_Chaim.151
28b.12						א"ח	151.11	א"ח	151	http://www.sefaria.org/Megillah.28b.12			sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.11	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28b.12			Shulchan_Arukh,_Orach_Chayim.151.11	Tur,_Orach_Chaim.151
28b.13		תפילה וברכת כהנים	11.6	עשין	19	א"ח	151.1	א"ח	151	http://www.sefaria.org/Megillah.28b.13	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.1	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28b.13	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.151.1	Tur,_Orach_Chaim.151
28b.13		תפילה וברכת כהנים	11.7						0	http://www.sefaria.org/Megillah.28b.13	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7					Megillah.28b.13	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7			
28b.22		תפילה וברכת כהנים	11.6	עשין	19	א"ח	151.1	א"ח	151	http://www.sefaria.org/Megillah.28b.22	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.1	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28b.22	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.151.1	Tur,_Orach_Chaim.151
28b.22		תפילה וברכת כהנים	11.7						0	http://www.sefaria.org/Megillah.28b.22	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7					Megillah.28b.22	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7			
288b.33		תפילה וברכת כהנים	11.6	עשין	19	א"ח	151.1	א"ח	151	http://www.sefaria.org/Megillah.288b.33	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.1	sefaria.org/Tur,_Orach_Chaim.151		Megillah.288b.33	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.6	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.151.1	Tur,_Orach_Chaim.151
28b.33		תפילה וברכת כהנים	11.7						0	http://www.sefaria.org/Megillah.28b.33	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7					Megillah.28b.33	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7			
28b.39		תפילה וברכת כהנים	11.7			א"ח	151.1	א"ח	151	http://www.sefaria.org/Megillah.28b.39	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7		sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.1	sefaria.org/Tur,_Orach_Chaim.151		Megillah.28b.39	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.7		Shulchan_Arukh,_Orach_Chayim.151.1	Tur,_Orach_Chaim.151
28b.39						י"ד	344.19	י"ד	344	http://www.sefaria.org/Megillah.28b.39			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.344.19	sefaria.org/Tur,_Yoreh_Deah.344		Megillah.28b.39			Shulchan_Arukh,_Yoreh_De'ah.344.19	Tur,_Yoreh_Deah.344
28b.42		אבל	12.5			י"ד	344.2	י"ד	344	http://www.sefaria.org/Megillah.28b.42	sefaria.org/Mishneh_Torah,_Mourning.12.5		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.344.2	sefaria.org/Tur,_Yoreh_Deah.344		Megillah.28b.42	Mishneh_Torah,_Mourning.12.5		Shulchan_Arukh,_Yoreh_De'ah.344.2	Tur,_Yoreh_Deah.344
28b.56		תלמוד תורה	3.10	עשין	12	י"ד	246.21	י"ד	246	http://www.sefaria.org/Megillah.28b.56	sefaria.org/Mishneh_Torah,_Torah_Study.3.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.12	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.246.21	sefaria.org/Tur,_Yoreh_Deah.246		Megillah.28b.56	Mishneh_Torah,_Torah_Study.3.10	Sefer_Mitzvot_Gadol,_Volume_Two.12	Shulchan_Arukh,_Yoreh_De'ah.246.21	Tur,_Yoreh_Deah.246
28b.72		איסורי ביאה	11.4	לאוין	111	י"ד	183	י"ד	183	http://www.sefaria.org/Megillah.28b.72	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.11.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.111	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.183	sefaria.org/Tur,_Yoreh_Deah.183		Megillah.28b.72	Mishneh_Torah,_Forbidden_Intercourse.11.4	Sefer_Mitzvot_Gadol,_Volume_One.111	Shulchan_Arukh,_Yoreh_De'ah.183	Tur,_Yoreh_Deah.183
29a.1		אבל	14.9	עשין דרבנן א	2	י"ד	361.1	י"ד	361	http://www.sefaria.org/Megillah.29a.1	sefaria.org/Mishneh_Torah,_Mourning.14.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.361.1	sefaria.org/Tur,_Yoreh_Deah.361		Megillah.29a.1	Mishneh_Torah,_Mourning.14.9	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2	Shulchan_Arukh,_Yoreh_De'ah.361.1	Tur,_Yoreh_Deah.361
29a.12		אבל	14.9	עשין דרבנן א	2	י"ד	361.1	י"ד	361	http://www.sefaria.org/Megillah.29a.12	sefaria.org/Mishneh_Torah,_Mourning.14.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.361.1	sefaria.org/Tur,_Yoreh_Deah.361		Megillah.29a.12	Mishneh_Torah,_Mourning.14.9	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2	Shulchan_Arukh,_Yoreh_De'ah.361.1	Tur,_Yoreh_Deah.361
29a.56		תפילה וברכת כהנים	11.8	עשין	18	א"ח	151.5	א"ח	151	http://www.sefaria.org/Megillah.29a.56	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.5	sefaria.org/Tur,_Orach_Chaim.151		Megillah.29a.56	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.151.5	Tur,_Orach_Chaim.151
29a.56		תפילה וברכת כהנים	11.10						0	http://www.sefaria.org/Megillah.29a.56	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10					Megillah.29a.56	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10			
29a.64		תפילה וברכת כהנים	11.8	עשין	18	א"ח	151.5	א"ח	151	http://www.sefaria.org/Megillah.29a.64	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.5	sefaria.org/Tur,_Orach_Chaim.151		Megillah.29a.64	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.151.5	Tur,_Orach_Chaim.151
29a.64		תפילה וברכת כהנים	11.10						0	http://www.sefaria.org/Megillah.29a.64	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10					Megillah.29a.64	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10			
29a.66		תפילה וברכת כהנים	11.8	עשין		א"ח	151.5	א"ח	151	http://www.sefaria.org/Megillah.29a.66	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.5	sefaria.org/Tur,_Orach_Chaim.151		Megillah.29a.66	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	Sefer_Mitzvot_Gadol,_Volume_Two.	Shulchan_Arukh,_Orach_Chayim.151.5	Tur,_Orach_Chaim.151
29a.66		תפילה וברכת כהנים	11.10						0	http://www.sefaria.org/Megillah.29a.66	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10					Megillah.29a.66	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10			
29a.68		תפילה וברכת כהנים	11.8	עשין	18	א"ח	151.5	א"ח	151	http://www.sefaria.org/Megillah.29a.68	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.5	sefaria.org/Tur,_Orach_Chaim.151		Megillah.29a.68	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.8	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.151.5	Tur,_Orach_Chaim.151
29a.68		תפילה וברכת כהנים	11.10						0	http://www.sefaria.org/Megillah.29a.68	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10					Megillah.29a.68	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.10			
29a.69		תפילה וברכת כהנים	11.11			א"ח	151.10	א"ח	151	http://www.sefaria.org/Megillah.29a.69	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.151.10	sefaria.org/Tur,_Orach_Chaim.151		Megillah.29a.69	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.11.11		Shulchan_Arukh,_Orach_Chayim.151.10	Tur,_Orach_Chaim.151
29a.74		אבל	14.13	עשין דרבנן א	2	י"ד	368.1	י"ד	368	http://www.sefaria.org/Megillah.29a.74	sefaria.org/Mishneh_Torah,_Mourning.14.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.368.1	sefaria.org/Tur,_Yoreh_Deah.368		Megillah.29a.74	Mishneh_Torah,_Mourning.14.13	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2	Shulchan_Arukh,_Yoreh_De'ah.368.1	Tur,_Yoreh_Deah.368
29a.79		תפילה וברכת כהנים	13.20	עשין	19	א"ח	685.1	א"ח	685	http://www.sefaria.org/Megillah.29a.79	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.1	sefaria.org/Tur,_Orach_Chaim.685		Megillah.29a.79	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.685.1	Tur,_Orach_Chaim.685
29a.79		תפילה וברכת כהנים	13.20			א"ח	685.5	א"ח	685	http://www.sefaria.org/Megillah.29a.79	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.5	sefaria.org/Tur,_Orach_Chaim.685		Megillah.29a.79	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		Shulchan_Arukh,_Orach_Chayim.685.5	Tur,_Orach_Chaim.685
29a.79		תפילה וברכת כהנים	13.20			א"ח	685.2	א"ח	685	http://www.sefaria.org/Megillah.29a.79	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.2	sefaria.org/Tur,_Orach_Chaim.685		Megillah.29a.79	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		Shulchan_Arukh,_Orach_Chayim.685.2	Tur,_Orach_Chaim.685
29a.79		תפילה וברכת כהנים	13.20			א"ח	685.3	א"ח	685	http://www.sefaria.org/Megillah.29a.79	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.3	sefaria.org/Tur,_Orach_Chaim.685		Megillah.29a.79	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		Shulchan_Arukh,_Orach_Chayim.685.3	Tur,_Orach_Chaim.685
29a.79		תפילה וברכת כהנים	13.20			א"ח	685.4	א"ח	685	http://www.sefaria.org/Megillah.29a.79	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.4	sefaria.org/Tur,_Orach_Chaim.685		Megillah.29a.79	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20		Shulchan_Arukh,_Orach_Chayim.685.4	Tur,_Orach_Chaim.685
29a.80		תפילה וברכת כהנים	13.8						0	http://www.sefaria.org/Megillah.29a.80	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.8					Megillah.29a.80	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.8			
29a.82		שקלים	1.9	עשין	48				0	http://www.sefaria.org/Megillah.29a.82	sefaria.org/Mishneh_Torah,_Sheqel_Dues.1.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.48				Megillah.29a.82	Mishneh_Torah,_Sheqel_Dues.1.9	Sefer_Mitzvot_Gadol,_Volume_Two.48		
29b.1		כלאים	2.15						0	http://www.sefaria.org/Megillah.29b.1	sefaria.org/Mishneh_Torah,_Diverse_Species.2.15					Megillah.29b.1	Mishneh_Torah,_Diverse_Species.2.15			
29b.5		שקלים	2.5	עשין	45				0	http://www.sefaria.org/Megillah.29b.5	sefaria.org/Mishneh_Torah,_Sheqel_Dues.2.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.45				Megillah.29b.5	Mishneh_Torah,_Sheqel_Dues.2.5	Sefer_Mitzvot_Gadol,_Volume_Two.45		
29b.5		שקלים	4.11						0	http://www.sefaria.org/Megillah.29b.5	sefaria.org/Mishneh_Torah,_Sheqel_Dues.4.11					Megillah.29b.5	Mishneh_Torah,_Sheqel_Dues.4.11			
29b.9						א"ח	429.1	א"ח	429	http://www.sefaria.org/Megillah.29b.9			sefaria.org/Shulchan_Arukh,_Orach_Chayim.429.1	sefaria.org/Tur,_Orach_Chaim.429		Megillah.29b.9			Shulchan_Arukh,_Orach_Chayim.429.1	Tur,_Orach_Chaim.429
29b.12		שקלים	1.9						0	http://www.sefaria.org/Megillah.29b.12	sefaria.org/Mishneh_Torah,_Sheqel_Dues.1.9					Megillah.29b.12	Mishneh_Torah,_Sheqel_Dues.1.9			
29b.16		תפילה וברכת כהנים	13.20	עשין	19	א"ח	685.1	א"ח	685	http://www.sefaria.org/Megillah.29b.16	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.1	sefaria.org/Tur,_Orach_Chaim.685		Megillah.29b.16	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.685.1	Tur,_Orach_Chaim.685
29b.16		תפילה וברכת כהנים	13.22						0	http://www.sefaria.org/Megillah.29b.16	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.22					Megillah.29b.16	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.22			
29b.31		תפילה וברכת כהנים	13.20	עשין	19	א"ח	685.1	א"ח	685	http://www.sefaria.org/Megillah.29b.31	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.1	sefaria.org/Tur,_Orach_Chaim.685		Megillah.29b.31	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.20	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.685.1	Tur,_Orach_Chaim.685
29b.31		תפילה וברכת כהנים	13.22						0	http://www.sefaria.org/Megillah.29b.31	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.22					Megillah.29b.31	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.22			
29b.37		תפילה וברכת כהנים	13.1						0	http://www.sefaria.org/Megillah.29b.37	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.1					Megillah.29b.37	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.1			
29b.41		תפילה וברכת כהנים	13.23	עשין	19				0	http://www.sefaria.org/Megillah.29b.41	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.23	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19				Megillah.29b.41	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.23	Sefer_Mitzvot_Gadol,_Volume_Two.19		
29b.43		תפילה וברכת כהנים	13.24	עשין	19	א"ח	684.3	א"ח	684	http://www.sefaria.org/Megillah.29b.43	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.684.3	sefaria.org/Tur,_Orach_Chaim.684		Megillah.29b.43	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.24	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.684.3	Tur,_Orach_Chaim.684
29b.50		תפילה וברכת כהנים	13.24	עשין	19	א"ח	684.3	א"ח	684	http://www.sefaria.org/Megillah.29b.50	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.684.3	sefaria.org/Tur,_Orach_Chaim.684		Megillah.29b.50	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.24	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.684.3	Tur,_Orach_Chaim.684
30a.4		תפילין ומזוזה וספר תורה	13.22						0	http://www.sefaria.org/Megillah.30a.4	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.13.22					Megillah.30a.4	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.13.22			
30a.26		תפילין ומזוזה וספר תורה	13.20			א"ח	685.5	א"ח	685	http://www.sefaria.org/Megillah.30a.26	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.13.20		sefaria.org/Shulchan_Arukh,_Orach_Chayim.685.5	sefaria.org/Tur,_Orach_Chaim.685		Megillah.30a.26	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.13.20		Shulchan_Arukh,_Orach_Chayim.685.5	Tur,_Orach_Chaim.685
