Berakhot		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
19b.36		גזילה ואבידה	12.1						0	http://www.sefaria.org/Berakhot.19b.36	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.1					Berakhot.19b.36	Mishneh_Torah,_Robbery_and_Lost_Property.12.1			
20a.1		אבל	3.8			י"ד	372.1	י"ד	372	http://www.sefaria.org/Berakhot.20a.1	sefaria.org/Mishneh_Torah,_Mourning.3.8		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.372.1	sefaria.org/Tur,_Yoreh_Deah.372		Berakhot.20a.1	Mishneh_Torah,_Mourning.3.8		Shulchan_Arukh,_Yoreh_De'ah.372.1	Tur,_Yoreh_Deah.372
20a.1		כלאים	10.29			א"ח	70.1	א"ח	70	http://www.sefaria.org/Berakhot.20a.1	sefaria.org/Mishneh_Torah,_Diverse_Species.10.29		sefaria.org/Shulchan_Arukh,_Orach_Chayim.70.1	sefaria.org/Tur,_Orach_Chaim.70		Berakhot.20a.1	Mishneh_Torah,_Diverse_Species.10.29		Shulchan_Arukh,_Orach_Chayim.70.1	Tur,_Orach_Chaim.70
20a.42		קריאת שמע	4.1	עשין	18	א"ח	70.2	א"ח	70	http://www.sefaria.org/Berakhot.20a.42	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.70.2	sefaria.org/Tur,_Orach_Chaim.70		Berakhot.20a.42	Mishneh_Torah,_Reading_the_Shema.4.1	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.70.2	Tur,_Orach_Chaim.70
20b.1		תפילין ומזוזה וספר תורה	4.13	עשין	22	א"ח	38.3	א"ח	38	http://www.sefaria.org/Berakhot.20b.1	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.22	sefaria.org/Shulchan_Arukh,_Orach_Chayim.38.3	sefaria.org/Tur,_Orach_Chaim.38		Berakhot.20b.1	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.13	Sefer_Mitzvot_Gadol,_Volume_Two.22	Shulchan_Arukh,_Orach_Chayim.38.3	Tur,_Orach_Chaim.38
20b.1		תפילה וברכת כהנים	1.2	עשין	19	א"ח	106.2	א"ח	106	http://www.sefaria.org/Berakhot.20b.1	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.1.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.106.2	sefaria.org/Tur,_Orach_Chaim.106		Berakhot.20b.1	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.1.2	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.106.2	Tur,_Orach_Chaim.106
20b.1		תפילה וברכת כהנים	6.10						0	http://www.sefaria.org/Berakhot.20b.1	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.6.10					Berakhot.20b.1	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.6.10			
20b.1		תפילין ומזוזה וספר תורה	5.10	עשין	23	י"ד	291.3	י"ד	291	http://www.sefaria.org/Berakhot.20b.1	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.5.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.23	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.291.3	sefaria.org/Tur,_Yoreh_Deah.291		Berakhot.20b.1	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.5.10	Sefer_Mitzvot_Gadol,_Volume_Two.23	Shulchan_Arukh,_Yoreh_De'ah.291.3	Tur,_Yoreh_Deah.291
20b.1		ברכות	5.1	עשין	27	א"ח	186.1	א"ח	186	http://www.sefaria.org/Berakhot.20b.1	sefaria.org/Mishneh_Torah,_Blessings.5.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.186.1	sefaria.org/Tur,_Orach_Chaim.186		Berakhot.20b.1	Mishneh_Torah,_Blessings.5.1	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.186.1	Tur,_Orach_Chaim.186
20b.1						א"ח	186.2	א"ח	186	http://www.sefaria.org/Berakhot.20b.1			sefaria.org/Shulchan_Arukh,_Orach_Chayim.186.2	sefaria.org/Tur,_Orach_Chaim.186		Berakhot.20b.1			Shulchan_Arukh,_Orach_Chayim.186.2	Tur,_Orach_Chaim.186
20b.22		עבודה זרה וחוקות הגויים	12.3	עשין	29	א"ח	271.2	א"ח	271	http://www.sefaria.org/Berakhot.20b.22	sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.12.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.271.2	sefaria.org/Tur,_Orach_Chaim.271		Berakhot.20b.22	Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.12.3	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.271.2	Tur,_Orach_Chaim.271
20b.33		ברכות	5.1			א"ח	186.1	א"ח	186	http://www.sefaria.org/Berakhot.20b.33	sefaria.org/Mishneh_Torah,_Blessings.5.1		sefaria.org/Shulchan_Arukh,_Orach_Chayim.186.1	sefaria.org/Tur,_Orach_Chaim.186		Berakhot.20b.33	Mishneh_Torah,_Blessings.5.1		Shulchan_Arukh,_Orach_Chayim.186.1	Tur,_Orach_Chaim.186
20b.35		ברכות	1.11			א"ח	589.1	א"ח	589	http://www.sefaria.org/Berakhot.20b.35	sefaria.org/Mishneh_Torah,_Blessings.1.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.589.1	sefaria.org/Tur,_Orach_Chaim.589		Berakhot.20b.35	Mishneh_Torah,_Blessings.1.11		Shulchan_Arukh,_Orach_Chayim.589.1	Tur,_Orach_Chaim.589
20b.38		ברכות	5.15	עשין	27	א"ח	186.2	א"ח	186	http://www.sefaria.org/Berakhot.20b.38	sefaria.org/Mishneh_Torah,_Blessings.5.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.186.2	sefaria.org/Tur,_Orach_Chaim.186		Berakhot.20b.38	Mishneh_Torah,_Blessings.5.15	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.186.2	Tur,_Orach_Chaim.186
20b.38		ברכות	5.16						0	http://www.sefaria.org/Berakhot.20b.38	sefaria.org/Mishneh_Torah,_Blessings.5.16					Berakhot.20b.38	Mishneh_Torah,_Blessings.5.16			
20b.43		ברכות	5.15	עשין	27	א"ח	186.2	א"ח	186	http://www.sefaria.org/Berakhot.20b.43	sefaria.org/Mishneh_Torah,_Blessings.5.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.186.2	sefaria.org/Tur,_Orach_Chaim.186		Berakhot.20b.43	Mishneh_Torah,_Blessings.5.15	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.186.2	Tur,_Orach_Chaim.186
20b.43		ברכות	5.16						0	http://www.sefaria.org/Berakhot.20b.43	sefaria.org/Mishneh_Torah,_Blessings.5.16					Berakhot.20b.43	Mishneh_Torah,_Blessings.5.16			
20b.54		קריאת שמע	4.8	עשין	19	א"ח	88	א"ח	88	http://www.sefaria.org/Berakhot.20b.54	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.88	sefaria.org/Tur,_Orach_Chaim.88		Berakhot.20b.54	Mishneh_Torah,_Reading_the_Shema.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.88	Tur,_Orach_Chaim.88
20b.56						א"ח	62.3	א"ח	62	http://www.sefaria.org/Berakhot.20b.56			sefaria.org/Shulchan_Arukh,_Orach_Chayim.62.3	sefaria.org/Tur,_Orach_Chaim.62		Berakhot.20b.56			Shulchan_Arukh,_Orach_Chayim.62.3	Tur,_Orach_Chaim.62
20b.61						א"ח	62.3	א"ח	62	http://www.sefaria.org/Berakhot.20b.61			sefaria.org/Shulchan_Arukh,_Orach_Chayim.62.3	sefaria.org/Tur,_Orach_Chaim.62		Berakhot.20b.61			Shulchan_Arukh,_Orach_Chayim.62.3	Tur,_Orach_Chaim.62
21a.37		קריאת שמע	2.13	עשין	19	א"ח	67	א"ח	67	http://www.sefaria.org/Berakhot.21a.37	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.67	sefaria.org/Tur,_Orach_Chaim.67		Berakhot.21a.37	Mishneh_Torah,_Reading_the_Shema.2.13	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.67	Tur,_Orach_Chaim.67
21a.39		תפילה וברכת כהנים	10.6	עשין	19	א"ח	107.1	א"ח	107	http://www.sefaria.org/Berakhot.21a.39	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.107.1	sefaria.org/Tur,_Orach_Chaim.107		Berakhot.21a.39	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.6	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.107.1	Tur,_Orach_Chaim.107
21a.41		תפילה וברכת כהנים	10.6	עשין	19	א"ח	107.1	א"ח	107	http://www.sefaria.org/Berakhot.21a.41	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.107.1	sefaria.org/Tur,_Orach_Chaim.107		Berakhot.21a.41	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.6	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.107.1	Tur,_Orach_Chaim.107
21a.46		תפילה וברכת כהנים	10.7	עשין	19	א"ח	268.2	א"ח	268	http://www.sefaria.org/Berakhot.21a.46	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.268.2	sefaria.org/Tur,_Orach_Chaim.268		Berakhot.21a.46	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.7	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.268.2	Tur,_Orach_Chaim.268
21a.50		תפילה וברכת כהנים	1.9	עשין	19	א"ח	107.1	א"ח	107	http://www.sefaria.org/Berakhot.21a.50	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.1.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.107.1	sefaria.org/Tur,_Orach_Chaim.107		Berakhot.21a.50	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.1.9	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.107.1	Tur,_Orach_Chaim.107
21b.4						א"ח	109.1	א"ח	109	http://www.sefaria.org/Berakhot.21b.4			sefaria.org/Shulchan_Arukh,_Orach_Chayim.109.1	sefaria.org/Tur,_Orach_Chaim.109		Berakhot.21b.4			Shulchan_Arukh,_Orach_Chayim.109.1	Tur,_Orach_Chaim.109
21b.6		תפילה וברכת כהנים	10.16	עשין	19	א"ח	109.1	א"ח	109	http://www.sefaria.org/Berakhot.21b.6	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.16	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.109.1	sefaria.org/Tur,_Orach_Chaim.109		Berakhot.21b.6	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.16	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.109.1	Tur,_Orach_Chaim.109
21b.6								א"ח	124	http://www.sefaria.org/Berakhot.21b.6				sefaria.org/Tur,_Orach_Chaim.124		Berakhot.21b.6				Tur,_Orach_Chaim.124
21b.14		תפילה וברכת כהנים	8.6			א"ח	55.1	א"ח	55	http://www.sefaria.org/Berakhot.21b.14	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.55.1	sefaria.org/Tur,_Orach_Chaim.55		Berakhot.21b.14	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.6		Shulchan_Arukh,_Orach_Chayim.55.1	Tur,_Orach_Chaim.55
21b.27		תפילה וברכת כהנים	10.16			א"ח	104.7	א"ח	104	http://www.sefaria.org/Berakhot.21b.27	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.104.7	sefaria.org/Tur,_Orach_Chaim.104		Berakhot.21b.27	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.10.16		Shulchan_Arukh,_Orach_Chayim.104.7	Tur,_Orach_Chaim.104
21b.42		עבודה זרה וחוקות הגויים	11.15	לאוין	55	י"ד	179	י"ד	179	http://www.sefaria.org/Berakhot.21b.42	sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.11.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.55	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.179	sefaria.org/Tur,_Yoreh_Deah.179		Berakhot.21b.42	Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.11.15	Sefer_Mitzvot_Gadol,_Volume_One.55	Shulchan_Arukh,_Yoreh_De'ah.179	Tur,_Yoreh_Deah.179
21b.42		סנהדרין והעונשין המסורין להם	15.10						0	http://www.sefaria.org/Berakhot.21b.42	sefaria.org/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.15.10					Berakhot.21b.42	Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.15.10			
21b.49		איסורי ביאה	2.13			אה"ע	15.5	אה"ע	15	http://www.sefaria.org/Berakhot.21b.49	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.2.13		sefaria.org/Shulchan_Arukh,_Even_HaEzer.15.5	sefaria.org/Tur,_Even_HaEzer.15		Berakhot.21b.49	Mishneh_Torah,_Forbidden_Intercourse.2.13		Shulchan_Arukh,_Even_HaEzer.15.5	Tur,_Even_HaEzer.15
22a.13		קריאת שמע	4.8	עשין	18	א"ח	88	א"ח	88	http://www.sefaria.org/Berakhot.22a.13	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.88	sefaria.org/Tur,_Orach_Chaim.88		Berakhot.22a.13	Mishneh_Torah,_Reading_the_Shema.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.88	Tur,_Orach_Chaim.88
22a.54		ביכורים ושאר מתנות כהונה שבגבולין	10.1	עשין	143	י"ד	333.1	י"ד	333	http://www.sefaria.org/Berakhot.22a.54	sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.10.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.143	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.333.1	sefaria.org/Tur,_Yoreh_Deah.333		Berakhot.22a.54	Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.10.1	Sefer_Mitzvot_Gadol,_Volume_Two.143	Shulchan_Arukh,_Yoreh_De'ah.333.1	Tur,_Yoreh_Deah.333
22a.57		כלאים	8.13	לאוין	280	י"ד	296.1	י"ד	296	http://www.sefaria.org/Berakhot.22a.57	sefaria.org/Mishneh_Torah,_Diverse_Species.8.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.280	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.296.1	sefaria.org/Tur,_Yoreh_Deah.296		Berakhot.22a.57	Mishneh_Torah,_Diverse_Species.8.13	Sefer_Mitzvot_Gadol,_Volume_One.280	Shulchan_Arukh,_Yoreh_De'ah.296.1	Tur,_Yoreh_Deah.296
22a.57		כלאים	5.2						0	http://www.sefaria.org/Berakhot.22a.57	sefaria.org/Mishneh_Torah,_Diverse_Species.5.2					Berakhot.22a.57	Mishneh_Torah,_Diverse_Species.5.2			
22a.59		קריאת שמע	4.8	עשין	18	א"ח	88	א"ח	88	http://www.sefaria.org/Berakhot.22a.59	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.88	sefaria.org/Tur,_Orach_Chaim.88		Berakhot.22a.59	Mishneh_Torah,_Reading_the_Shema.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.88	Tur,_Orach_Chaim.88
22a.59		תפילה וברכת כהנים	4.4			י"ד	282.9	י"ד	282	http://www.sefaria.org/Berakhot.22a.59	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.4		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.282.9	sefaria.org/Tur,_Yoreh_Deah.282		Berakhot.22a.59	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.4		Shulchan_Arukh,_Yoreh_De'ah.282.9	Tur,_Yoreh_Deah.282
22a.59		תפילה וברכת כהנים	4.5						0	http://www.sefaria.org/Berakhot.22a.59	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.5					Berakhot.22a.59	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.5			
22a.59		ברכות	1.9						0	http://www.sefaria.org/Berakhot.22a.59	sefaria.org/Mishneh_Torah,_Blessings.1.9					Berakhot.22a.59	Mishneh_Torah,_Blessings.1.9			
22a.59		תפילין ומזוזה וספר תורה	10.8						0	http://www.sefaria.org/Berakhot.22a.59	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8					Berakhot.22a.59	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.8			
22a.71		דעות	5.4	לאוין	81	א"ח	88	א"ח	88	http://www.sefaria.org/Berakhot.22a.71	sefaria.org/Mishneh_Torah,_Human_Dispositions.5.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.81	sefaria.org/Shulchan_Arukh,_Orach_Chayim.88	sefaria.org/Tur,_Orach_Chaim.88		Berakhot.22a.71	Mishneh_Torah,_Human_Dispositions.5.4	Sefer_Mitzvot_Gadol,_Volume_One.81	Shulchan_Arukh,_Orach_Chayim.88	Tur,_Orach_Chaim.88
22a.71		תפילה וברכת כהנים	4.4			א"ח	240.1	א"ח	240	http://www.sefaria.org/Berakhot.22a.71	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.240.1	sefaria.org/Tur,_Orach_Chaim.240		Berakhot.22a.71	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.4		Shulchan_Arukh,_Orach_Chayim.240.1	Tur,_Orach_Chaim.240
22a.71		איסורי ביאה	21.11			אה"ע	25.2	אה"ע	25	http://www.sefaria.org/Berakhot.22a.71	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.21.11		sefaria.org/Shulchan_Arukh,_Even_HaEzer.25.2	sefaria.org/Tur,_Even_HaEzer.25		Berakhot.22a.71	Mishneh_Torah,_Forbidden_Intercourse.21.11		Shulchan_Arukh,_Even_HaEzer.25.2	Tur,_Even_HaEzer.25
22a.73								א"ח	241	http://www.sefaria.org/Berakhot.22a.73				sefaria.org/Tur,_Orach_Chaim.241		Berakhot.22a.73				Tur,_Orach_Chaim.241
22a.94						י"ד	201.75	י"ד	201	http://www.sefaria.org/Berakhot.22a.94			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.75	sefaria.org/Tur,_Yoreh_Deah.201		Berakhot.22a.94			Shulchan_Arukh,_Yoreh_De'ah.201.75	Tur,_Yoreh_Deah.201
22a.105		איסורי ביאה	11.16			י"ד	201.1	י"ד	201	http://www.sefaria.org/Berakhot.22a.105	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.11.16		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.201.1	sefaria.org/Tur,_Yoreh_Deah.201		Berakhot.22a.105	Mishneh_Torah,_Forbidden_Intercourse.11.16		Shulchan_Arukh,_Yoreh_De'ah.201.1	Tur,_Yoreh_Deah.201
22a.105								א"ח	88	http://www.sefaria.org/Berakhot.22a.105				sefaria.org/Tur,_Orach_Chaim.88		Berakhot.22a.105				Tur,_Orach_Chaim.88
22b.26		תפילה וברכת כהנים	4.6						0	http://www.sefaria.org/Berakhot.22b.26	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.6					Berakhot.22b.26	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.6			
22b.58		קריאת שמע	2.7		19			א"ח	70	http://www.sefaria.org/Berakhot.22b.58	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.7			sefaria.org/Tur,_Orach_Chaim.70		Berakhot.22b.58	Mishneh_Torah,_Reading_the_Shema.2.7			Tur,_Orach_Chaim.70
22b.67		תפילה וברכת כהנים	4.8	עשין	19	א"ח	81.2	א"ח	81	http://www.sefaria.org/Berakhot.22b.67	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.81.2	sefaria.org/Tur,_Orach_Chaim.81		Berakhot.22b.67	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.81.2	Tur,_Orach_Chaim.81
22b.71		תפילה וברכת כהנים	4.8	עשין	19	א"ח	81.2	א"ח	81	http://www.sefaria.org/Berakhot.22b.71	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.81.2	sefaria.org/Tur,_Orach_Chaim.81		Berakhot.22b.71	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.81.2	Tur,_Orach_Chaim.81
22b.72		תפילה וברכת כהנים	4.8	עשין	19	א"ח	76.8	א"ח	76	http://www.sefaria.org/Berakhot.22b.72	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.76.8	sefaria.org/Tur,_Orach_Chaim.76		Berakhot.22b.72	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.76.8	Tur,_Orach_Chaim.76
22b.79		תפילה וברכת כהנים	4.8	עשין	19	א"ח	78	א"ח	78	http://www.sefaria.org/Berakhot.22b.79	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.78	sefaria.org/Tur,_Orach_Chaim.78		Berakhot.22b.79	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.78	Tur,_Orach_Chaim.78
22b.85		תפילה וברכת כהנים	4.8	עשין	19	א"ח	78	א"ח	78	http://www.sefaria.org/Berakhot.22b.85	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.78	sefaria.org/Tur,_Orach_Chaim.78		Berakhot.22b.85	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.8	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.78	Tur,_Orach_Chaim.78
23a.7		תפילה וברכת כהנים	4.13	עשין	19	א"ח	104.5	א"ח	104	http://www.sefaria.org/Berakhot.23a.7	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.104.5	sefaria.org/Tur,_Orach_Chaim.104		Berakhot.23a.7	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.13	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.104.5	Tur,_Orach_Chaim.104
23a.13		תפילה וברכת כהנים	4.10	עשין	19	א"ח	92.1	א"ח	92	http://www.sefaria.org/Berakhot.23a.13	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.92.1	sefaria.org/Tur,_Orach_Chaim.92		Berakhot.23a.13	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.10	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.92.1	Tur,_Orach_Chaim.92
23a.18		תפילה וברכת כהנים	4.10	עשין	19	א"ח	92.1	א"ח	92	http://www.sefaria.org/Berakhot.23a.18	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.92.1	sefaria.org/Tur,_Orach_Chaim.92		Berakhot.23a.18	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.4.10	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.92.1	Tur,_Orach_Chaim.92
