2a,3/4
2b,1/1
3a,2/2
3b,5/5
4a,9/9
4b,3/4
5a,9/12
5b,14/17
6a,5/6
6b,10/10
7a,4/5
7b,4/4
8a,4/4
8b,2/2
9a,1/1
9b,2/2
10a,4/5
10b,1/2
11a,4/4
11b,2/2
12a,2/2
13a,6/10
21a,2/2
21b,7/7
22a,7/7
22b,5/5
23a,7/7
23b,1/1
30a,4/4
30b,6/6
31b,2/3
32a,1/1
32b,3/7
34a,1/1
35a,3/3
35b,3/3
36a,5/6
36b,3/3
38b,2/2
40b,2/2
45a,2/2
45b,2/3
46a,7/7
46b,6/7
47a,4/5
47b,3/4
48a,4/4
49a,8/8
49b,11/11
50a,8/14
50b,5/14
51b,1/1
52a,2/3
52b,1/1
53a,4/4
53b,7/8
54a,5/5
54b,2/3
55a,3/3
55b,2/2
56a,10/10
56b,2/2
57a,6/6
57b,2/13
61b,1/7
74a,9/14
74b,1/3
88b,0/6
99b,5/6
100a,2/2
101b,1/1
102b,5/5
105a,2/2
105b,1/1
107a,2/2
107b,1/1
108b,1/1
114a,1/1
114b,2/2
115a,1/3
115b,2/2
116a,3/3
117a,1/1
118a,2/2
118b,3/3
119a,1/1
119b,1/1
120a,2/2
120b,1/3
