2a,3/3
2b,1/1
3a,4/6
3b,3/5
4a,1/2
4b,3/3
5a,2/2
5b,2/4
6a,3/4
6b,4/8
7a,7/7
7b,0/1
8b,2/2
9a,8/8
10a,2/4
10b,2/4
