1,929,7
1,932,6
2,932,1
2,932,10
3,932,1
3,935,15
4,935,1
4,937,7
5,937,1
5,938,2
6,938,1
6,940,1
7,940,1
7,940,5
8,940,1
8,943,5
9,943,1
9,944,9
10,944,1
10,947,4
11,947,1
11,947,34
12,947,1
12,950,3
13,950,1
13,950,14
14,950,1
14,952,1
15,953,1
15,953,14
16,953,1
16,956,5
17,956,1
17,956,13
18,956,1
18,959,2
19,959,1
19,959,16
20,959,1
20,959,34
21,959,1
21,959,48
22,959,1
22,960,19
23,960,1
23,960,38
24,960,1
24,961,6
25,961,1
25,961,22
26,961,1
26,961,34
27,961,1
27,961,48
28,961,1
28,962,9
29,962,1
29,962,17
30,962,1
30,964,4
31,964,1
31,964,25
