1,385,19
1,391,5
2,391,6
2,394,3
3,394,4
3,399,1
4,399,2
4,401,1
5,401,2
5,404,3
6,404,4
6,409,1
7,409,2
7,409,7
8,410,1
8,414,3
9,414,4
9,415,5
10,415,6
10,415,15
11,415,16
11,417,1
12,417,2
12,417,2
13,417,3
13,417,3
14,417,4
14,418,10
15,418,11
15,419,2
17,419,3
17,420,1
18,420,2
18,420,2
19,420,3
19,420,5
20,420,6
20,420,7
21,420,8
21,421,2
22,421,3
22,423,2
23,423,3
23,425,2
24,425,3
24,427,1
25,427,2
25,428,2
26,428,3
26,433,1
27,434,1
27,436,8
28,436,9
28,436,17
29,436,18
29,436,24
30,436,25
30,436,36
31,436,37
31,437,2
32,437,3
32,437,6
33,437,7
33,439,7
34,439,8
34,441,1
35,441,2
35,441,4
36,441,5
36,441,5
37,441,6
37,442,3
40,442,4
40,447,3
41,447,4
41,450,7
42,450,8
42,452,2
43,452,3
43,458,1
44,459,1
44,461,3
45,461,4
45,464,1
46,464,2
46,465,1
47,465,2
47,466,3
48,466,4
48,467,5
49,467,6
49,473,1
50,473,2
50,473,7
51,473,8
51,475,5
52,475,6
52,476,2
53,476,3
53,476,6
54,476,7
54,479,3
55,479,4
55,484,2
56,484,3
56,485,4
57,486,1
57,490,2
58,490,3
58,496,8
59,497,1
59,498,2
60,499,1
60,503,4
61,503,5
61,506,3
62,506,4
62,506,9
63,506,10
63,508,2
64,508,3
64,508,6
65,508,7
65,510,1
66,510,2
66,514,3
