1,610,1
1,620,1
2,620,2
2,624,1
3,625,1
3,627,1
4,627,2
4,628,1
5,628,2
5,632,1
6,633,1
6,636,1
7,637,1
7,638,2
8,639,1
8,641,2
9,643,1
9,646,1
10,647,1
10,652,4
11,652,5
11,656,1
12,656,2
12,659,2
13,659,3
13,661,1
14,662,1
14,663,4
15,664,1
15,665,3
16,667,1
16,670,4
17,670,5
17,671,5
18,671,6
18,671,10
19,672,1
19,678,2
20,679,1
20,681,3
21,682,1
21,684,2
22,685,1
22,689,1
23,690,1
23,694,1
24,695,1
24,700,1
25,701,1
25,702,15
26,703,1
26,705,5
27,706,1
27,707,2
28,708,1
28,708,3
29,709,1
29,712,1
30,713,1
30,713,3
31,714,1
31,717,3
32,718,1
32,719,3
33,720,1
33,720,10
34,720,11
34,722,3
35,722,4
35,723,5
36,724,1
36,728,1
37,728,2
37,732,6
38,733,1
38,734,4
39,734,5
39,735,5
40,736,1
40,739,1
41,740,1
41,741,6
42,741,7
42,745,3
43,745,4
43,745,4
44,746,1
44,746,3
45,747,1
45,750,8
46,751,1
46,753,2
47,754,1
47,754,2
48,755,1
48,757,2
49,757,3
49,758,3
50,759,1
50,763,3
51,764,1
51,767,2
52,767,3
52,767,5
53,769,1
53,770,1
54,771,1
54,771,1
55,771,2
55,774,1
56,774,2
56,775,1
57,775,2
57,776,2
58,776,3
58,776,10
59,777,1
59,777,3
60,777,4
60,779,3
61,780,1
61,781,1
62,782,1
62,784,1
63,785,1
63,786,1
64,787,1
64,787,1
65,788,1
65,790,1
66,790,2
66,791,4
67,792,1
67,792,1
68,793,1
68,800,2
69,801,1
69,802,4
70,802,5
70,802,6
71,803,1
71,804,2
72,805,1
72,806,6
73,807,1
73,809,2
74,809,3
74,810,3
75,810,4
75,813,2
76,813,3
76,815,3
77,816,1
77,818,1
78,819,1
78,823,1
79,824,1
79,827,1
80,827,2
80,830,2
81,830,3
81,831,11
82,831,12
82,831,16
83,832,1
83,832,4
84,833,1
84,833,10
85,833,11
85,834,4
86,834,5
86,836,5
87,836,6
87,839,2
88,839,3
88,840,2
89,840,3
89,840,16
90,841,1
90,841,24
91,842,1
91,843,5
92,843,6
92,846,1
93,847,1
93,848,4
94,849,1
94,851,2
95,852,1
95,852,7
96,852,8
96,852,10
97,852,11
97,852,11
98,852,12
98,852,13
99,852,14
99,853,1
100,854,1
100,854,3
101,855,1
101,855,3
102,855,4
102,855,14
103,856,1
103,860,2
104,861,1
104,862,26
105,862,27
105,863,19
106,864,1
106,865,6
107,866,1
107,866,3
108,867,1
108,867,4
109,868,1
109,868,9
110,869,1
110,869,8
111,870,1
111,870,6
112,871,1
112,871,7
113,872,1
113,873,7
114,873,8
114,873,12
115,873,13
115,873,16
116,874,1
116,875,4
117,875,5
117,875,5
118,875,6
118,876,4
119,876,5
119,878,11
120,878,12
120,878,13
121,878,14
121,879,3
122,879,4
122,880,1
123,880,2
123,880,2
124,880,3
124,880,3
125,880,4
125,880,7
126,880,8
126,881,2
127,881,3
127,881,4
128,881,5
128,881,11
130,881,12
130,881,13
132,881,14
132,883,1
133,883,2
133,883,3
134,883,4
134,883,5
135,883,6
135,883,7
136,883,8
136,883,13
137,883,14
137,886,3
138,887,1
138,887,3
139,887,1
139,888,8
140,888,1
140,888,3
141,888,1
141,888,1
142,888,1
142,888,3
143,888,1
143,888,2
144,888,1
144,888,3
145,888,1
145,888,7
146,888,1
146,888,3
147,888,1
147,888,7
148,888,1
148,888,4
149,888,1
149,889,1
150,889,1
150,890,1
