Deuteronomy.1.1.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.1.1.2",http://www.sefaria.org/Rashi_on_Deuteronomy.1.1,3,
Deuteronomy.1.9.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.1.9.1",http://www.sefaria.org/Rashi_on_Deuteronomy.1.9,1,
Deuteronomy.1.31.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.1.31.1",http://www.sefaria.org/Rashi_on_Deuteronomy.1.31,1,
Deuteronomy.2.11.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.2.11.1",http://www.sefaria.org/Rashi_on_Deuteronomy.2.11,,content belongs on 2.10
Deuteronomy.2.37.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.2.37.1",http://www.sefaria.org/Rashi_on_Deuteronomy.2.37,1,
Deuteronomy.3.12.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.3.12.1",http://www.sefaria.org/Rashi_on_Deuteronomy.3.12,1,
Deuteronomy.3.26.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.3.26.3",http://www.sefaria.org/Rashi_on_Deuteronomy.3.26,2,
Deuteronomy.4.41.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.4.41.1",http://www.sefaria.org/Rashi_on_Deuteronomy.4.41,1,
Deuteronomy.7.13.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.7.13.2",http://www.sefaria.org/Rashi_on_Deuteronomy.7.13,2,
Deuteronomy.8.4.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.8.4.2",http://www.sefaria.org/Rashi_on_Deuteronomy.8.4,2,
Deuteronomy.10.9.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.10.9.2",http://www.sefaria.org/Rashi_on_Deuteronomy.10.9,2,
Deuteronomy.11.13.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.11.13.2",http://www.sefaria.org/Rashi_on_Deuteronomy.11.13,2,
Deuteronomy.11.13.4,"http://proto.sefaria.org/Mizrachi, Deuteronomy.11.13.4",http://www.sefaria.org/Rashi_on_Deuteronomy.11.13,4,
Deuteronomy.11.30.6,"http://proto.sefaria.org/Mizrachi, Deuteronomy.11.30.6",http://www.sefaria.org/Rashi_on_Deuteronomy.11.30,5,
Deuteronomy.12.6.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.12.6.3",http://www.sefaria.org/Rashi_on_Deuteronomy.12.6,3,
Deuteronomy.12.15.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.12.15.1",http://www.sefaria.org/Rashi_on_Deuteronomy.12.15,1,
Deuteronomy.12.15.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.12.15.3",http://www.sefaria.org/Rashi_on_Deuteronomy.12.15,2,
Deuteronomy.12.15.4,"http://proto.sefaria.org/Mizrachi, Deuteronomy.12.15.4",http://www.sefaria.org/Rashi_on_Deuteronomy.12.15,3,
Deuteronomy.12.17.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.12.17.1",http://www.sefaria.org/Rashi_on_Deuteronomy.12.17,1,
Deuteronomy.12.30.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.12.30.3",http://www.sefaria.org/Rashi_on_Deuteronomy.12.30,3,
Deuteronomy.14.1.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.14.1.1",http://www.sefaria.org/Rashi_on_Deuteronomy.14.1,1,
Deuteronomy.14.1.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.14.1.2",http://www.sefaria.org/Rashi_on_Deuteronomy.14.1,2,
Deuteronomy.15.5.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.15.5.2",http://www.sefaria.org/Rashi_on_Deuteronomy.15.5,,belongs to 15.7.2
Deuteronomy.15.17.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.15.17.1",http://www.sefaria.org/Rashi_on_Deuteronomy.15.17,1,
Deuteronomy.15.19.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.15.19.3",http://www.sefaria.org/Rashi_on_Deuteronomy.15.19,1,
Deuteronomy.16.8.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.16.8.1",http://www.sefaria.org/Rashi_on_Deuteronomy.16.8,1,
Deuteronomy.16.18.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.16.18.1",http://www.sefaria.org/Rashi_on_Deuteronomy.16.18,1,
Deuteronomy.16.18.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.16.18.3",http://www.sefaria.org/Rashi_on_Deuteronomy.16.18,3,
Deuteronomy.17.17.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.17.17.1",http://www.sefaria.org/Rashi_on_Deuteronomy.17.17,2,
Deuteronomy.18.22.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.18.22.2",http://www.sefaria.org/Rashi_on_Deuteronomy.18.22,1,
Deuteronomy.20.8.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.20.8.1",http://www.sefaria.org/Rashi_on_Deuteronomy.20.8,1,
Deuteronomy.20.19.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.20.19.3",http://www.sefaria.org/Rashi_on_Deuteronomy.20.19,3,
Deuteronomy.21.10.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.21.10.2",http://www.sefaria.org/Rashi_on_Deuteronomy.21.10,2,
Deuteronomy.22.1.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.22.1.1",http://www.sefaria.org/Rashi_on_Deuteronomy.22.1,2,
Deuteronomy.22.9.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.22.9.1",http://www.sefaria.org/Rashi_on_Deuteronomy.22.9,1,
Deuteronomy.23.1.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.23.1.2",http://www.sefaria.org/Rashi_on_Deuteronomy.23.1,2,
Deuteronomy.23.8.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.23.8.2",http://www.sefaria.org/Rashi_on_Deuteronomy.23.8,2,
Deuteronomy.24.5.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.24.5.1",http://www.sefaria.org/Rashi_on_Deuteronomy.24.5,2,
Deuteronomy.24.15.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.24.15.2",http://www.sefaria.org/Rashi_on_Deuteronomy.24.15,2,
Deuteronomy.25.2.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.25.2.1",http://www.sefaria.org/Rashi_on_Deuteronomy.25.2,,belongs to 25.1.2
Deuteronomy.26.2.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.26.2.1",http://www.sefaria.org/Rashi_on_Deuteronomy.26.2,1,
Deuteronomy.28.22.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.28.22.1",http://www.sefaria.org/Rashi_on_Deuteronomy.28.22,5,
Deuteronomy.28.37.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.28.37.1",http://www.sefaria.org/Rashi_on_Deuteronomy.28.37,1,
Deuteronomy.29.3.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.29.3.2",http://www.sefaria.org/Rashi_on_Deuteronomy.29.3,2,
Deuteronomy.29.17.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.29.17.1",http://www.sefaria.org/Rashi_on_Deuteronomy.29.17,1,
Deuteronomy.29.17.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.29.17.3",http://www.sefaria.org/Rashi_on_Deuteronomy.29.17,,29.18.1
Deuteronomy.29.17.4,"http://proto.sefaria.org/Mizrachi, Deuteronomy.29.17.4",http://www.sefaria.org/Rashi_on_Deuteronomy.29.17,,29.18.4
Deuteronomy.31.2.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.31.2.1",http://www.sefaria.org/Rashi_on_Deuteronomy.31.2,3,
Deuteronomy.32.8.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.32.8.1",http://www.sefaria.org/Rashi_on_Deuteronomy.32.8,2,
Deuteronomy.32.11.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.32.11.1",http://www.sefaria.org/Rashi_on_Deuteronomy.32.11,,32.10.7
Deuteronomy.32.25.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.32.25.1",http://www.sefaria.org/Rashi_on_Deuteronomy.32.25,2,
Deuteronomy.32.36.4,"http://proto.sefaria.org/Mizrachi, Deuteronomy.32.36.4",http://www.sefaria.org/Rashi_on_Deuteronomy.32.36,1,
Deuteronomy.32.37.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.32.37.1",http://www.sefaria.org/Rashi_on_Deuteronomy.32.37,1,
Deuteronomy.32.39.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.32.39.1",http://www.sefaria.org/Rashi_on_Deuteronomy.32.39,1,
Deuteronomy.32.42.1,"http://proto.sefaria.org/Mizrachi, Deuteronomy.32.42.1",http://www.sefaria.org/Rashi_on_Deuteronomy.32.42,3,
Deuteronomy.33.5.3,"http://proto.sefaria.org/Mizrachi, Deuteronomy.33.5.3",http://www.sefaria.org/Rashi_on_Deuteronomy.33.5,4,
Deuteronomy.33.8.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.33.8.2",http://www.sefaria.org/Rashi_on_Deuteronomy.33.8,4,
Deuteronomy.33.26.2,"http://proto.sefaria.org/Mizrachi, Deuteronomy.33.26.2",http://www.sefaria.org/Rashi_on_Deuteronomy.33.26,2,
Exodus.1.8.2,"http://proto.sefaria.org/Mizrachi, Exodus.1.8.2",http://www.sefaria.org/Rashi_on_Exodus.1.8,2,
Exodus.1.11.5,"http://proto.sefaria.org/Mizrachi, Exodus.1.11.5",http://www.sefaria.org/Rashi_on_Exodus.1.11,3,
Exodus.1.11.6,"http://proto.sefaria.org/Mizrachi, Exodus.1.11.6",http://www.sefaria.org/Rashi_on_Exodus.1.11,5,
Exodus.1.15.6,"http://proto.sefaria.org/Mizrachi, Exodus.1.15.6",http://www.sefaria.org/Rashi_on_Exodus.1.15,2,
Exodus.2.5.3,"http://proto.sefaria.org/Mizrachi, Exodus.2.5.3",http://www.sefaria.org/Rashi_on_Exodus.2.5,3,
Exodus.7.1.1,"http://proto.sefaria.org/Mizrachi, Exodus.7.1.1",http://www.sefaria.org/Rashi_on_Exodus.7.1,2,
