Common Word,Headword,Lexicon,URL,Primary,For Deletion,For Addition
הנאה,הֲנָאָה I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֲנָאָה_I",,,
,הֲנָאָה II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֲנָאָה_II",,,
,הֲנָיָיה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֲנָיָיה",,,
,הֲנָיָיה ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֲנָיָיה_²",,,
,נָאֶה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נָאֶה",,,
,נָאָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נָאָה",,,
,נָאָה ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נָאָה_²",,,
,נאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נאי",,,
,הֲנָאָה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הֲנָאָה_ᴵ",X,,
,הֲנָאָה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הֲנָאָה_ᴵᴵ",,,
,נאה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_נאה",,,
,נָאָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_נָאָה",,,
,נָאֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_נָאֶה",,,
זאת,זֹאת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_זֹאת",,,
,זֹאת,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_זֹאת",X,,
איהו,אִיהוּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אִיהוּ",X,,
,אִיהוּ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אִיהוּ",,,
מנחה,מְנוּחָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מְנוּחָה",,,
,מִנְחָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מִנְחָה",,,
,מְנוּחָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מְנוּחָה",,,
,מִנְחָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מִנְחָה",X,,
,מַנְחֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַנְחֶה",,,
,מֻנְחֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֻנְחֶה",,,
בהדי,בַּהֲדֵי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_בַּהֲדֵי",X,,
,הֲדֵי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֲדֵי",,,
,בַּהֲדֵי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_בַּהֲדֵי",,,
,הָדִּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הָדִּי",,,
ארץ,אֶרֶץ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֶרֶץ",,,
,רוּץ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רוּץ",,,
,אֶֽרֶץ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אֶֽרֶץ",X,,
וחומר,חוֹמֶר I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חוֹמֶר_I",,,
,חוֹמֶר II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חוֹמֶר_II",,,
,חֹֽמֶר ᴵᴵᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_חֹֽמֶר_ᴵᴵᴵ.1,X,,X
עשו,עֵשָׂו,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_עֵשָׂו",,,
כפרה,כַּפְרָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כַּפְרָא",,,
,כַּפָּרָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כַּפָּרָה",,,
,כַּפָּרָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_כַּפָּרָה",X,,
חיה,חַי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חַי",,,
,חָיָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָיָה",,,
,חַיָּה I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חַיָּה_I",,,
,חַיָּה II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חַיָּה_II",,,
,חיי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חיי",,,
,חַי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חַי",,,
,חיה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חיה",X,,
,חָיֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חָיֶה",,,
,חַיָּה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חַיָּה_ᴵ",,,
,חַיָּה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חַיָּה_ᴵᴵ",,,
,חַיָּה ᴵᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חַיָּה_ᴵᴵᴵ",,,
,חַיָּה ᴵⱽ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חַיָּה_ᴵⱽ",,,
דליכא,לִיכָּא I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_לִיכָּא_I",,,
,לִיכָּא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_לִיכָּא_II",X,,
,לֵיכָּא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_לֵיכָּא",,,
רבו,רָבַב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רָבַב",,,
,רָבָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רָבָה",,,
,רְבוּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רְבוּ",,,
,רְבוּתָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רְבוּתָא",,,
,רִבּוֹ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_רִבּוֹ",,,
,רְבוּתָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_רְבוּתָא",,,
,רִיב,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_רִיב",,,
,רַב ᴵᴵᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_רַב_ᴵᴵᴵ.1,X,,X
שאמרו,אמר ᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_אמר_ᴵ.1,,,X
שמו,שׂוּם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שׂוּם",,,
,שׂוּם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שׂוּם",,,
,שֵׁם ᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_שֵׁם_ᴵ.1,X,,X
זוטרא,זוּטְרָא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_זוּטְרָא_II",X,,
,זוּטְרָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_זוּטְרָא",,,
לשון,לָשׁוֹן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_לָשׁוֹן",,,
,לָשׁוֹן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_לָשׁוֹן",X,,
אב,אַב־,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אַב־",,,
,אָב I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אָב_I",,,
,אָב II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אָב_II",,,
,אָב II ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אָב_II_²",,,
,אֵב,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֵב",,,
,אָב ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אָב_ᴵ",X,,
,אָב ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אָב_ᴵᴵ",,,
,אֵב,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אֵב",,,
מקודשת,קדשׁ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_קדשׁ.1,,,X
ניחא,נִיחָא I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נִיחָא_I",,,
,נִיחָא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נִיחָא_II",X,,
,נִיחָא III,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נִיחָא_III",,,
,נְיָיח,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_נְיָיח",,,
,נִיחָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_נִיחָא",,,
חזקה,חָזַק,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָזַק",,,
,חֲזָקָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֲזָקָה",,,
,חָזָק,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חָזָק",,,
,חֶזְקָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חֶזְקָה",,,
,חָזְקָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חָזְקָה",,,
,חֲזָקָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חֲזָקָה",X,,
חכם,חָכַם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָכַם",,,
,חֲכַם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חֲכַם",,,
,חָכָם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חָכָם",,,
,חכם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_חכם",,,
,חכם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חכם",,,
,חָכָם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_חָכָם",X,,
לגבי,גַּב ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גַּב_²",,,
,גַּבַּאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גַּבַּאי",,,
,גֵּבַי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גֵּבַי",,,
,גבי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גבי",,,
,גְּבִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גְּבִי",,,
,גבי ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גבי_²",,,
,גַּבַּאי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_גַּבַּאי",,,
,גַּבַּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_גַּבַּי",,,
,גְּבִי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_גְּבִי",,,
,גַּבִּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_גַּבִּי",,,
,לְגַבֵּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_לְגַבֵּי",X,,
דומה,דּוּמָה I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_דּוּמָה_I",,,
,דּוּמָה II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_דּוּמָה_II",,,
,דּוּמָה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_דּוּמָה_ᴵ",,,
,דּוּמָה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_דּוּמָה_ᴵᴵ",,,
,דּוֹמֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_דּוֹמֶה",X,,
אהרן,אַהֲרוֹן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אַהֲרוֹן",,,
,אַהֲרֹן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אַהֲרֹן",X,,
השנה,שֵׁינָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שֵׁינָה",,,
,שָׁנָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שָׁנָה",,,
,שָׁנָה II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שָׁנָה_II",,,
,שֵׁנָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שֵׁנָה",,,
,שני,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שני",,,
,שָׁנָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שָׁנָה",X,,
,שׁנה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שׁנה_ᴵ",,,
,שׁנה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שׁנה_ᴵᴵ",,,
,שֵׁנָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שֵׁנָה",,,
אושעיא,אוֹשַׁעְיָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אוֹשַׁעְיָא",,,
כולהו,כֹּל,Jastrow Dictionary,https://www.sefaria.org.il/Jastrow%2C_,,,X
לידי,יָד,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יָד",,,
,ידי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_ידי",,,
,יְדִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יְדִי",,,
,יָד,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יָד",,,
,יָדִי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יָדִי",,,
,לִידֵי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_לִידֵי",,,
,לְיַד,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_לְיַד.1,X,,X
לחבירו,חָבֵר,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_חָבֵר.1,,,X
והיא,הוּא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הוּא",,,
,הִיא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הִיא",,,
,הֵיא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֵיא",,,
,הוּא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הוּא",,,
,הִיא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הִיא",X,,
ואמאי,אַמַּאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אַמַּאי",X,,
,מַאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַאי",,,
,אַמַּאי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אַמַּאי",,,
להא,הָא I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הָא_I",X,,
,הָא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הָא_II",,,
,הֵא II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הֵא_II",,,
,הִא III,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_הִא_III",,,
,לְהָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_לְהָא",,,
,לְהִי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_לְהִי",,,
,הֵא ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הֵא_ᴵ",,,
,הֵא ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הֵא_ᴵᴵ",,,
,הָא ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הָא_ᴵ",,,
,הָא ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_הָא_ᴵᴵ",,,
רצה,רָצָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רָצָה",,,
,רצי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רצי",,,
,רצה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_רצה_ᴵ",X,,
,רצה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_רצה_ᴵᴵ",,,
פני,פְּנַאי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פְּנַאי",,,
,פני,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פני",,,
,פְּנֵי I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פְּנֵי_I",,,
,פּנַי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פּנַי",,,
,פְּנֵי II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פְּנֵי_II",,,
,פְּנַאי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פְּנַאי",,,
,פְּנַי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פְּנַי",,,
,פָּנִים,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_פָּנִים.1,X,,X
פרה,פָּרָה I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פָּרָה_I",,,
,פָּרָה II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פָּרָה_II",,,
,פָּרָה III,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פָּרָה_III",,,
,פרי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פרי",,,
,פרה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פרה",,,
,פָּרָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_פָּרָה",X,,
כתובה,כָּתוֹבָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כָּתוֹבָא",,,
,כְּתוּבָּה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_כְּתוּבָּה",,,
,כְּתֻבָּה,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_כְּתֻבָּה.1,X,,X
דימי,יַמָּא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יַמָּא",X,,
,יַמֵּי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יַמֵּי",,,
,יְמֵי,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_יְמֵי",,,
,יַמִּי,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_יַמִּי",,,
גובה,גּוֹבַהּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_גּוֹבַהּ",,,
,גּוֹבֶה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_גּוֹבֶה",,,
,גֹּֽבַהּ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_גֹּֽבַהּ.1,X,,X
דקאמר,אֲמַר,Jastrow Dictionary,https://www.sefaria.org.il/Jastrow%2C_אֲמַר.1,,,X
המלך,*מַלָּךְ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_*מַלָּךְ",,,
,מָלַךְ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מָלַךְ",,,
,מְלַךְ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מְלַךְ",,,
,מֶלֶךְ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מֶלֶךְ",,,
,מֶלֶךְ ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מֶלֶךְ_²",,,
,מֵלַךְ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מֵלַךְ",,,
,מלך ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מלך_ᴵ",,,
,מלך ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מלך_ᴵᴵ",,,
,מֶֽלֶךְ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֶֽלֶךְ",X,,
,מֹֽלֶךְ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֹֽלֶךְ",,,
,מַלָּךְ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַלָּךְ",,X,
קדוש,קָדוֹשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קָדוֹשׁ",,,
,קְדוֹשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קְדוֹשׁ",,,
,קִדּוּשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קִדּוּשׁ",,,
,קָדוֹשׁ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_קָדוֹשׁ",X,,
,קִדּוּשׁ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_קִדּוּשׁ",,,
ולבסוף,סוֹף,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_סוֹף.1,,,X
עצמה,עָצְמָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_עָצְמָה",,,
,עֶֽצֶם,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_עֶֽצֶם.1,X,,X
אתם,אֵת,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֵת",,,
,אַתֶּם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אַתֶּם",X,,
מעל,מֵעַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מֵעַל",,,
,מַעַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַעַל",,,
,מָעַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מָעַל",,,
,מְעַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מְעַל",,,
,עַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_עַל",,,
,מעל,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מעל",,,
,מַֽעַל ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַֽעַל_ᴵ",X,,
,מַֽעַל ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַֽעַל_ᴵᴵ",,,
,מֹֽעַל,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֹֽעַל",,,
ראשו,רֹאשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_רֹאשׁ",,,
,רֹאשׁ ᴵ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_רֹאשׁ_ᴵ.1,X,,X
המקדש,מִקְדָּשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מִקְדָּשׁ",,,
,מַקְדַּשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַקְדַּשׁ",,,
,קָדַשׁ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קָדַשׁ",,,
,מִקְדָּשׁ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מִקְדָּשׁ",,,
,מִקְדֵּשׁ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מִקְדֵּשׁ",,,
,מֻקְדָּשׁ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מֻקְדָּשׁ",,,
,מְקֻדָּשׁ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מְקֻדָּשׁ",,,
ותניא,תַּנְיָא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_תַּנְיָא",,,
פעמים,פַּעַם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_פַּעַם",,,
דאתא,אָתָא I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אָתָא_I",,,
,אֲתָא,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_אֲתָא",,,
,*אָתָא III,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_*אָתָא_III",,,
,אתא,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_אתא",,,
,קדשׁ,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_קדשׁ.1,X,,X
דמו,דְּמוּ,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_דְּמוּ",,,
,דְּמֵי I,Jastrow Dictionary,https://www.sefaria.org.il/Jastrow%2C_דְּמֵי_I.1,X,,X
שלום,שָׁלוֹם I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שָׁלוֹם_I",,,
,שָׁלוֹם II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שָׁלוֹם_II",,,
,שִׁלּוּם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שִׁלּוּם",,,
,שַׁלּוּם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_שַׁלּוּם",,,
,שָׁלוֹם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שָׁלוֹם",X,,
,שָׁלוּם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שָׁלוּם",,,
,שִׁלּוּם,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_שִׁלּוּם",,,
מעלה,מַעַל,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַעַל",,,
,מַעֲלֶה I,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַעֲלֶה_I",,,
,מַעֲלֶה II,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַעֲלֶה_II",,,
,מַעֲלָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַעֲלָה",,,
,עָלָה,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_עָלָה",,,
,מַעֲלֶה ᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַעֲלֶה_ᴵ",,,
,מַעֲלֶה ᴵᴵ,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַעֲלֶה_ᴵᴵ",,,
,מַעֲלָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַעֲלָה",,,
,מַֽעְלָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מַֽעְלָה",X,,
,מְעֻלֶּה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מְעֻלֶּה",,,
,עָלָה,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_עָלָה",,,
ומאן,מָאַן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מָאַן",,,
,מַאן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מַאן",X,,
,מָאן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_מָאן",,,
,מאן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מאן",,,
,מָאן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_מָאן",,,
קיים,קוּם,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קוּם",,,
,קוּם ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קוּם_²",,,
,קָיִים,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קָיִים",,,
,קְיֵים,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קְיֵים",,,
,קַיָּים,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קַיָּים",,,
,קַיָּים ²,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קַיָּים_²",,,
,קְיָים,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_קְיָים",,,
,קַיָּם,Klein Dictionary,https://www.sefaria.org.il/Klein_Dictionary%2C_קַיָּם.1,X,,X
טעון,טוֹעַן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_טוֹעַן",,,
,טְעוּן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_טְעוּן",,,
,טָעוּן,Jastrow Dictionary,"https://www.sefaria.org/Jastrow,_טָעוּן",,,
,טָעוּן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_טָעוּן",X,,
,טִעוּן,Klein Dictionary,"https://www.sefaria.org/Klein_Dictionary,_טִעוּן",,,
