מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
01200,"ערלה ב, ב (סב ע""א, 26)",טהורה מעלה,,"הש' מ' תר' ה, ד",,,,
01410,"ערלה ב, ו (סב ע""ב, 36)",איסור הנאה,,"הש' מ' ער' ג, א",,,,
00390,"ערלה א, ב (ס ע""ד, 62)",הוייה,"ויקרא כז, יב",,,,,
00400,"ערלה א, ב (ס ע""ד, 62)",הקמה,"ויקרא כז, יד",,,,,
00410,"ערלה א, ב (ס ע""ד, 62)",שבירה,"דברים כב, יג",,,,,
00420,"ערלה א, ב (ס ע""ד, 62)",נפיצה,"דברים כב, יג",,,,"צ""ל: נתיצה",
00430,"ערלה א, ב (ס ע""ד, 63)",גאולה,"ויקרא כז, כח",,,,,
00440,"ערלה א, ב (ס ע""ד, 63)",פדייה,"ויקרא כז, כט",,,,,
02200,"ערלה ג, ג (סג ע""א, 54)",נתיצה (1),"ויקרא יד, מה",,,,,
02210,"ערלה ג, ג (סג ע""א, 54)",נתיצה (2),"דברים ז, ה",,,,,
00010,"ערלה א, א (ס ע""ג, 39)",ונטעתם כל,"ויקרא יט, כג","ספ' צ ע""א",,,,
00020,"ערלה א, א (ס ע""ג, 41)",אותו של,,,"ערלה ס ע""ד (27)",,,
00250,"ערלה א, א (ס ע""ד, 27)",למאכל וחישב,,,"ערלה ס ע""ג (41)",,,
00030,"ערלה א, א (ס ע""ג, 42)",עץ מאכל,"ויקרא יט, כג",,,,,
00040,"ערלה א, א (ס ע""ג, 42)",שלש שנים,"ויקרא יט, כג",,,,,
00050,"ערלה א, א (ס ע""ג, 45)",ובשנה החמישית,"ויקרא יט, כה",,,,,
00060,"ערלה א, א (ס ע""ג, 46)",ונטעתם כל,"ויקרא יט, כג",,,,,
00070,"ערלה א, א (ס ע""ג, 47)",רבן שמעון,,"ת' ערלה א, א (1:283)",,,,
00080,"ערלה א, א (ס ע""ג, 52)",חוץ מן,,,"הש' ערלה ס ע""ד (3)",,,
00130,"ערלה א, א (ס ע""ד, 3)",זית ותאינה,,,"הש' ערלה ס ע""ג (52)",,,
00090,"ערלה א, א (ס ע""ג, 53)",כל אילנו',,"מ' כל' ו, ה",,,,
00100,"ערלה א, א (ס ע""ג, 57)",ובא הלוי,"דברים יד, כט",,"תר' מ ע""ד; מע' מח ע""ג (61); מע' מח ע""ד (3); חלה נז ע""ג; נד' לח ע""ד",,,
00110,"ערלה א, א (ס ע""ג, 59)",כוסבר שזרעה,,"מ' כל' ד, ה",,,,
00120,"ערלה א, א (ס ע""ג, 60)",המקיים מליאה,,,"מע' מח ע""ד",,,
00140,"ערלה א, א (ס ע""ד, 7)",העולה מאיליו,,"מ' ערלה א, ב",,,,
00150,"ערלה א, א (ס ע""ד, 11)",ולא כן,,,"הש' סוכה נג ע""ג (18)",,,
00160,"ערלה א, א (ס ע""ד, 11)",ולקחתם לכם,"ויקרא כג, מ",,,,,
00170,"ערלה א, א (ס ע""ד, 12)",יום תרועה,"במדבר כט, א",,,,,
02370,"ערלה ג, ח (סג ע""ב, 34)",בכל מושבותיכם,"ויקרא כג, כא",,,,,
00180,"ערלה א, א (ס ע""ד, 13)",שלש שני',"ויקרא יט, כג",,,,,
00190,"ערלה א, א (ס ע""ד, 13)",למשמר פירותיו,,,"הש' ערלה ס ע""ג (55)",,,
00200,"ערלה א, א (ס ע""ד, 15)",פרי,"ויקרא כג, מ",,,,,
00210,"ערלה א, א (ס ע""ד, 24)",גדל מתוך,,,"כל' ל ע""א (40)",,,
00220,"ערלה א, א (ס ע""ד, 24)",דאמר רבי,,,"שבי' לו ע""ד; תר' מה ע""א; נד' לט ע""ד","הש' נד' נז ע""ב; מנ' סט ע""ב",,
00230,"ערלה א, א (ס ע""ד, 26)",שאין גידולי,,,"ערלה סא ע""א (53, 58)",,,
00240,"ערלה א, א (ס ע""ד, 27)",בא במחשבה,,,"הש' דמאי כא ע""ד (46); שבי' לד ע""א (35); סוכה נב ע""ב (57)",,,
00260,"ערלה א, א (ס ע""ד, 29)",רבי יוסי,,"מ' ערלה א, א",,,,
00270,"ערלה א, א (ס ע""ד, 34)",שדה שהביאה,,,"מע' נא ע""ד",,"וש""נ",
00280,"ערלה א, א (ס ע""ד, 39)",אילן שמקצתו,,"ת' תר' ב, כב (76:237)",,"גטין כב ע""א","ב' וש""נ",
00300,"ערלה א, א (ס ע""ד, 43)",דרבי אמר,,,"ביכ' סג ע""ג",,,
00290,"ערלה א, א (ס ע""ד, 42)",שורש פטור,,,"ערלה ס ע""ד (57)",,,
00360,"ערלה א, ב (ס ע""ד, 57)",שורש פטור,,,"ערלה ס ע""ד (42)",,,
00310,"ערלה א, א (ס ע""ד, 46)",רבי יוסי,,"מ' ערלה א, א",,,,
00320,"ערלה א, א (ס ע""ד, 48)",ראוי הוא,,,"ערלה ס ע""ד (54)",,,
00330,"ערלה א, א (ס ע""ד, 48)",רבי יוסי,,,"ערלה סא ע""א (47); ב""ב יג ע""ג",,,
00340,"ערלה א, א (ס ע""ד, 54)",שהוא ראוי,,,"ערלה ס ע""ד (48)",,,
00350,"ערלה א, ב (ס ע""ד, 56)",ונטעתם,"ויקרא יט, כג",,,,,
00370,"ערלה א, ב (ס ע""ד, 58)",וכרבי ישמעאל,,,"חלה נח ע""ב","קד' לז ע""א",,
00380,"ערלה א, ב (ס ע""ד, 60)",בבואכם,"במדבר טו, יט","ס""ב קי (113)",,,,
00450,"ערלה א, ב (ס ע""ד, 64)",ירושלים וחוץ,,"מ' נג' יב, ד; הש' ספ' עג ע""א",,"הש' יומא יב ע""א","ב' וש""נ",
00460,"ערלה א, ב (סא ע""א, 1)",ובא אשר,"ויקרא יד, לה",,,,,
00470,"ערלה א, ב (סא ע""א, 1)",פרט לירושלים,,"הש' ספ' עג ע""א",,,,
00480,"ערלה א, ב (סא ע""א, 2)",ונטעתם,"ויקרא יט, כג",,,,,
00490,"ערלה א, ב (סא ע""א, 3)",אני לא,,"ספ' עג ע""א",,"יומא יב ע""א",,
00500,"ערלה א, ב (סא ע""א, 6)",רבי שמעון,,"ספ' עג ע""א",,,,
00510,"ערלה א, ב (סא ע""א, 8)",ויש קרקע,,,"כל' לא ע""א",,"וש""נ",
00530,"ערלה א, ב (סא ע""א, 11)",גוי שהרכיב,,"ת' ערלה א, ה (13:283)",,,,
00540,"ערלה א, ב (סא ע""א, 15)",אין נוטעין,,"מ' שבי' ה, ו",,"ר""ה י ע""ב",,
00800,"ערלה א, ו (סא ע""ב, 56)",אין מרכיבין,,"מ' ערלה א, ט",,,,
00810,"ערלה א, ו (סא ע""ב, 59)",רבי פדת,,,"שבי' לז ע""ג",,,
00820,"ערלה א, ו (סא ע""ב, 60)",ר' שמעון,,"מ' שבי' ז, ו",,,,
