מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
07770,"סוטה ט, ב (כג ע""ג, 37)",דהדא דרבי,,,"סוטה כג ע""ד (40)",,,
08130,"סוטה ט, ה (כג ע""ד, 40)",דהדא רבי,,,"סוטה כג ע""ג (37)",,,
07780,"סוטה ט, ב (כג ע""ג, 39)",נמצא בעליל,,"ת' סוטה ט, א",,,,
07790,"סוטה ט, ב (כג ע""ג, 40)",רב נחת,,,"פאה יט ע""ג",,,
07800,"סוטה ט, ב (כג ע""ג, 43)",כי ימצא,"דברים כא, א",,,,,
07810,"סוטה ט, ב (כג ע""ג, 43)",באדמה,"דברים כא, א",,,,,
07820,"סוטה ט, ב (כג ע""ג, 44)",מחלפא שיטתון,,,"פאה יט ע""ד; ב""ק ה ע""ג",,,
07840,"סוטה ט, ב (כג ע""ג, 46)",שדך,"דברים כד, יט",,,,,
07850,"סוטה ט, ב (כג ע""ג, 47)",באדמ',"דברים כא, א",,,,,
07860,"סוטה ט, ב (כג ע""ג, 49)",ידינו לא,"דברים כא, ז",,,,,
07870,"סוטה ט, ב (כג ע""ג, 50)",והית' העיר,"דברים כא, ג",,,,"צ""ל: והיה",
07880,"סוטה ט, ב (כג ע""ג, 50)",ומדדו את,"דברים כא, ב",,,,,
07890,"סוטה ט, ב (כג ע""ג, 51)",למחלוקת ניתנו,,,"מע""ש נה ע""ד (10); מכות לב ע""א (16)",,,
07900,"סוטה ט, ג (כג ע""ג, 54)",ואתייא כיי,,,"יב' טו ע""ג",,,
07910,"סוטה ט, ג (כג ע""ג, 55)",הכרת פניהם,"ישעיה ג, ט",,,,,
07920,"סוטה ט, ג (כג ע""ג, 59)",לתת אותה,"יחזקאל כא, לד",,,,"צ""ל: אותך",
07930,"סוטה ט, ה (כג ע""ד, 2)",אשר לא,"דברים כא, ג",,,,,
07940,"סוטה ט, ה (כג ע""ד, 6)",כל דבר,,"ספ' ב ע""ד","פאה טז ע""ג",,,
07950,"סוטה ט, ה (כג ע""ד, 8)",אשר לא,"דברים כא, ג",,,,,
07960,"סוטה ט, ה (כג ע""ד, 13)",אשר לא,"דברים כא, ג",,,,,
07970,"סוטה ט, ה (כג ע""ד, 14)",אמ' ליה,,,"הש' סוטה כג ע""ד (50)",,,
08180,"סוטה ט, ה (כג ע""ד, 50)",אמר ליה,,,"הש' סוטה כג ע""ד (14)",,,
07980,"סוטה ט, ה (כג ע""ד, 15)",אשר לא,"דברים כא, ג",,,,,
07990,"סוטה ט, ה (כג ע""ד, 16)",עול (1),"דברים כא, ג",,,,,
08000,"סוטה ט, ה (כג ע""ד, 16)",עול (2),"במדבר יט, ב",,,,,
08010,"סוטה ט, ה (כג ע""ד, 17)",אף עול,,"ת' פרה ב, ד (15:631)",,,,
08020,"סוטה ט, ה (כג ע""ד, 20)",אי מה,,"הש' ס""ב קכג (152)",,,,
08030,"סוטה ט, ה (כג ע""ד, 22)",אשר אין,"במדבר יט, ב",,,,,
05840,"סוטה ז, ד (כא ע""ד, 14)",והחציו,"יהושע ח, לג",,,,,
05850,"סוטה ז, ד (כא ע""ד, 18)",בשיטים,"הש' במדבר כה, ט",,,,,
05860,"סוטה ז, ד (כא ע""ד, 19)",ארבעים אלף,"הש' יהושע ד, יג",,,,,
05870,"סוטה ז, ד (כא ע""ד, 20)",החומש השיני,"הש' שמות א, ב-ג",,,,,
05880,"סוטה ז, ד (כא ע""ד, 21)",בדגלים,הש' במדבר ב,,,,,
05890,"סוטה ז, ד (כא ע""ד, 23)",שמע אלי,"ישעיה מח, יב",,,,,
05900,"סוטה ז, ד (כא ע""ד, 25)",באבני אפוד,"הש' שמות כח, י",,,,,
05910,"סוטה ז, ד (כא ע""ד, 25)",במלואותם,"שמות כח, כ",,,,,
05920,"סוטה ז, ד (כא ע""ד, 27)",בנימן דותולדותם,"הש' בראשית לה, יח",,,,,
05930,"סוטה ז, ד (כא ע""ד, 28)",עדות ביהוסף,"תהלים פא, ו",,,,,
05940,"סוטה ז, ד (כא ע""ד, 30)",ששה,"שמות כח, י",,,,,
05950,"סוטה ז, ה (כא ע""ד, 33)",על אבני,,"ת' סוטה ח, ו (66:205)",,,,
05960,"סוטה ז, ה (כא ע""ד, 39)",ושדת אותם,"דברים כז, ד",,,,,
05970,"סוטה ז, ה (כא ע""ד, 40)",והיו עמים,"ישעיה לב, יב",,,,,
05980,"סוטה ז, ה (כא ע""ד, 42)",והגוים חרוב,"ישעיה ס, יב",,,,,
05990,"סוטה ז, ה (כא ע""ד, 43)",שלשה מיני,,"ת' סוטה ח, ו (61:205)",,,,
06000,"סוטה ז, ה (כא ע""ד, 48)",רבי יודה,,"ת' סוטה ח, ו (50:204)",,,,
06010,"סוטה ז, ה (כא ע""ד, 50)",והרימו לכם,"יהושע ד, ה",,,,,
06020,"סוטה ז, ה (כא ע""ד, 51)",לא דמי,,,"תנ""ב שלח (67); במ""ר טז, יד (ע ע""א)",,,
06030,"סוטה ז, ה (כא ע""ד, 54)",איש אחד,"במדבר יב, ב",,,,,
06040,"סוטה ז, ה (כא ע""ד, 59)",ויעמדו המים,"יהושע ג, טז",,,,,
06050,"סוטה ז, ה (כא ע""ד, 61)",מלמד שהיו,,,,"בב' סוטה לד ע""א",,
06060,"סוטה ז, ה (כא ע""ד, 64)",הרחק,"יהושע ג, טז",,,,,
06070,"סוטה ז, ה (כא ע""ד, 64)",מארץ רחוקה,"מל""ב כ, יד",,,,,
06080,"סוטה ז, ה (כב ע""א, 2)",ויהי כשמוע,"יהושע ה, א",,,,,
06090,"סוטה ז, ה (כב ע""א, 5)",הנסתרות,"דברים כט, כח",,,,,
06100,"סוטה ז, ה (כב ע""א, 7)",ורובה של,,,"הש' שהש""ר, א, ה, א (ח ע""ג, 28); תנ""ו נצבים ב; א""ר יב; י""ש נצבים תתקמ","	ב""ב קכא ע""ב; הש' סנ' מד ע""א; בר' סב ע""ב","תנ""ו, שמיני ט;  בר""ר, לך לך, 70; י""ש, שלח, תשמג; יהושע, יז",
06120,"סוטה ז, ו (כב ע""א, 13)",מדלגין בנביא,,"מ' מג' ד, ד; ת' מג' ג, יט","יומא מד ע""ב; מג' עה ע""ב",,,
06110,"סוטה ז, ו (כב ע""א, 9)",בכל אתר,,,"יומא מד ע""א",,,
06130,"סוטה ז, ו (כב ע""א, 17)",וקורא,,"מ' סוטה ז, ז",,,,
06140,"סוטה ז, ו (כב ע""א, 17)",אחרי מות,ויקרא טז,,,,,
06150,"סוטה ז, ו (כב ע""א, 17)",ואך בעשור,"ויקרא כג, כז-לח",,,,,
