מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
4685,"פס' ה, ד (לב ע""ג, 20)",פסח שעיבר,,,,"זב' יא ע""א",,
4765,"פס' ה, ה (לב ע""ג, 36)",מפני הרמאין,,,,"הש' פס' סד ע""ב",,
4767,"פס' ה, ו (לב ע""ג, 38)",כתוב אחד,,,,"הש' זב' לז ע""א",,
4835,"פס' ה, ז (לב ע""ג, 47)",אי זו היא,,"ת' תע' ב, יז (100:336)",,"פס' קיח ע""א",,
5105,"פס' ו, א (לג ע""א, 1)",זו הלכה,,,,"פס' סו ע""א",,
5185,"פס' ו, א (לג ע""א, 25)",אדם דן,,,,"פס' סו ע""א",,
5235,"פס' ו, א (לג ע""א, 47)",שלשה הניחו,,,,"הש' ב""מ פד ע""ב",,
5245,"פס' ו, א (לג ע""א, 52)",כל ימיי,,,,"מנ' קט ע""ב",,
5375,"פס' ו, א (לג ע""ב, 14)",השובט והמקטקט,,,,"שבת עה ע""ב; שבת צז ע""ב",,
5465,"פס' ו, ב (לג ע""ב, 41)",מה פליגין,,,,"שבת צד ע""ב",,
5565,"פס' ו, ד (לג ע""ג, 12)",מה לי,,,,"פס' סט ע""א",,
5575,"פס' ו, ה (לג ע""ג, 21)",חגיגת ארבעה,,,,,,
5625,"פס' ו, ו (לג ע""ג, 34)",מתניתא ביודע,,,,"פס' עב ע""א",,
5675,"פס' ו, ז (לג ע""ג, 64)",דרבי ינאי,,,,"שבת קלז ע""א",,
5865,"פס' ז, א (לד ע""א, 22)",למה של,,,,"פס' עד ע""א",,
6035,"פס' ז, א (לד ע""א, 50)",מהו תודס,,,,"פס' נג ע""ב",,
6037,"פס' ז, א (לד ע""א, 53)",שאסו' לאד',,,,"פס' נג ע""א",,
6039,"פס' ז, א (לד ע""א, 55)",גרף את,,,,"פס' עה ע""א",,
6095,"פס' ז, ב (לד ע""ב, 1)",וכא הוא,,,,"פס' עה ע""א",,
6175,"פס' ז, ב (לד ע""ב, 7)",אילו אמר,,,,"פס' מא ע""א",,
6195,"פס' ז, ב (לד ע""ב, 8)",או אילו,,,,"פס' מא ע""א",,
6285,"פס' ז, ב (לד ע""ב, 15)",שבר בו,,,,"פס' פד ע""ב",,
6295,"פס' ז, ב (לד ע""ב, 21)",הדא דתימ',,,,"פס' עו ע""א",,
6325,"פס' ז, ד (לד ע""ב, 30)",מה מועדו,,,,"הש' פס' סו ע""ב",,
6495,"פס' ז, ה (לד ע""ב, 55)",אם יש,,,,"הש' יומא ז ע""א",,
6505,"פס' ז, ה (לד ע""ב, 58)",שחטו בטהרה,,,,"פס' עח ע""ב",,
6515,"פס' ז, ה (לד ע""ב, 64)",מודה רבי,,,,"פס' עח ע""ב",,
6525,"פס' ז, ה (לד ע""ג, 5)",רבי יוחנן,,,,"מנ' כו ע""א",,
6605,"פס' ז, ו (לד ע""ג, 17)",ובלבד רוב,,,,"הש' פס' עט ע""א",,
6625,"פס' ז, ו (לד ע""ג, 23)",והוא שתהא,,,,"הו' ה ע""ב",,
6715,"פס' ז, ו (לד ע""ג, 41)",ר' בא,,,,"פס' פ ע""א",,
6775,"פס' ז, ו (לד ע""ג, 55)",לטומאה הילכו,,,,"פס' צד ע""ב",,
6965,"פס' ז, ז (לד ע""ד, 34)",להוציא משכב,,,,"הש' פס' פ ע""ב",,
6975,"פס' ז, ז (לד ע""ד, 36)",דרומאיי אמרי,,,,"זב' כב ע""ב",,
7125,"פס' ז, ח (לה ע""א, 3)",קל היקלו,,,,"פס' פב ע""א",,
7127,"פס' ז, ח (לה ע""א, 3)",אמר רבי,,,,"זב' קד ע""ב",,
7145,"פס' ז, ח (לה ע""א, 9)",רבי נחמיה,,,,"פס' פב ע""ב",,
7155,"פס' ז, ח (לה ע""א, 13)",ואדיין לא,,,,"זב' קא ע""ב",,
7157,"פס' ז, ח (לה ע""א, 15)",אוף ר',,,,"פס' פג ע""א",,
7165,"פס' ז, ח (לה ע""א, 17)",אמר רבי,,,,"זב' פב ע""א",,
7225,"פס' ז, ט (לה ע""א, 34)",עצם שאין,,,,"פס' פד ע""ב",,
7255,"פס' ז, ט (לה ע""א, 38)",דרבי יעקב,,,,"פס' פג ע""א",,
7257,"פס' ז, ט (לה ע""א, 41)",נמנין על,,,,"פס' פד ע""ב",,
7365,"פס' ז, י (לה ע""ב, 9)",לעול' אינו,,,,"הש' פס' פד ע""ב",,
7385,"פס' ז, י (לה ע""ב, 17)",אם בא,,,,"פס' פג ע""א",,
7445,"פס' ז, יא (לה ע""ב, 28)",לא קידשו,,,,"פס' פה ע""ב",,
7447,"פס' ז, יא (לה ע""ב, 35)",גגות ירוש',,,,"פס' פה ע""ב",,
7705,"פס' ז, יב (לה ע""ג, 20)",אמר רבי,,,,"פס' פו ע""ב",,
7715,"פס' ח, א (לה ע""ג, 60)",עיבר' וילדה,,,,"יב' יב ע""ב",,
7717,"פס' ח, א (לה ע""ד, 1)",קטנה שזינה,,,,"יב' לג ע""ב",,
7718,"פס' ח, א (לה ע""ד, 2)",וחרשת אין,,,,"סוטה כז ע""ב",,
8045,"פס' ח, ג (לה ע""ד, 64)",בשביל לזרזו,,,,"פס' פט ע""א",,
8105,"פס' ח, ג (לו ע""א, 17)",הולך לו,,,,"הש' שבת קמח ע""ב",,
8205,"פס' ח, ה (לו ע""א, 43)",נדה שוחטין,,,,"פס' צ ע""ב",,
8207,"פס' ח, ו (לו ע""א, 46)",מתניתא בשחבשוהו,,,,"הש' פס' צא ע""א",,
8255,"פס' ח, ו (לו ע""א, 50)",מה אז,,,,"יב' עא ע""א",,
8265,"פס' ח, ו (לו ע""א, 53)",בגל ארוך,,,,"פס' צא ע""א",,
8325,"פס' ח, ז (לו ע""א, 61)",אין עושין,,,,"פס' צא ע""ב",,
8327,"פס' ח, ח (לו ע""א, 64)",אבל אם,,,,"הש' זב' ק ע""ב",,
8835,"פס' ט, ב (לו ע""ד, 12)",כדי שיבוא,,,,"פס' צג ע""ב",,
8855,"פס' ט, ב (לו ע""ד, 15)",היה נתון,,,,"פס' צד ע""א",,
9255,"פס' ט, ה (לז ע""א, 8)",אף בתמורת,,,,"הש' תמ' כ ע""ב",,
9285,"פס' ט, ה (לז ע""א, 15)",מתו בעלים,,,,"הש' פס' צח ע""א",,
9295,"פס' ט, ה (לז ע""א, 19)",נשיא שהפריש,,,,"הש' תמ' כ ע""א",,
9297,"פס' ט, ה (לז ע""א, 20)",אין את,,,,"תמ' טז ע""א",,
9455,"פס' ט, ט (לז ע""א, 54)",דרבי יודה,,,,"הש' פס' צט ע""א",,
9475,"פס' י, א (לז ע""ב, 39)",מפסיקין לשבת,,,,"פס' ק ע""א",,
9485,"פס' י, א (לז ע""ב, 45)",רב יוהד,,,,"פס' ק ע""א",,
9487,"פס' י, א (לז ע""ב, 46)",מיני תרוגימא,,,,"פס' קז ע""ב",,
9523,"פס' י, א (לז ע""ב, 55)",כד הוה,,,,"פס' קח ע""א",,
9525,"פס' י, א (לז ע""ב, 58)",אותו כזית,,,,"פס' קח ע""א",,
9527,"פס' י, א (לז ע""ב, 59)",אפי' עבד,,,,"פס' קח ע""א",,
9905,"פס' י, ב (לז ע""ג, 50)",יין ואבדלה,,,,"הש' בר' נב ע""א",,
9795,"פס' י, א (לז ע""ג, 20)",בכרך אחד,,,,"פס' קח ע""ב",,
9825,"פס' י, א (לז ע""ג, 27)",מצוה לצאת,,,,"פס' קח ע""ב",,
9875,"פס' י, א (לז ע""ג, 39)",לוגא דאורייתא,,,,"פס' קט ע""א",,
9907,"פס' י, ב (לז ע""ג, 58)",מבדילין על,,,,"פס' קז ע""א",,
9915,"פס' י, ג (לז ע""ג, 61)",צריך לטבל,,,,"פס' קיד ע""ב",,
9945,"פס' י, ג (לז ע""ד, 13)",אחד זכר,,,,"פס' קיד ע""ב",,
10005,"פס' י, ה (לז ע""ד, 23)",רב אמר,,,,"פס' קטז ע""א",,
10065,"פס' י, ו (לז ע""ד, 33)",אין אומרי',,,,"ער' מ ע""ב",,
10105,"פס' י, ח (לז ע""ד, 48)",שמואל אמר,,,,"פס' קיט ע""ב",,
10095,"פס' י, ז (לז ע""ד, 42)",הרי גאולת,,,,"מג' יד ע""א; ערכ' י ע""ב",,
10097,"פס' י, ז (לז ע""ד, 43)",הרי מרדכי,,,,"מג' יד ע""א; ערכ' י ע""ב",,
10130,"פס' י, ט (לז ע""ד, 53)",ההן יוצא,,,,"פס' פה ע""א",,
