מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00540,"מע""ש א, ב (נב ע""ד, 10)",אין מחללין,,"ת' מע""ש א, ו (16:244)",,"ב""ק צז ע""ב",,
00550,"מע""ש א, ב (נב ע""ד, 14)",יפה נוף,"תהלים מח, ג",,,,,
00560,"מע""ש א, ב (נב ע""ד, 15)",אם היו,,"ת' מע""ש א, ו (19:244)",,"ב""ק צח ע""א",,
00570,"מע""ש א, ב (נב ע""ד, 16)",וצרת הכסף,"דברים יד, כה",,,,,
00580,"מע""ש א, ג (נב ע""ד, 18)",בן בגבג,,"ס""ד קז (168)",,"ער' כז ע""ב",,
00890,"מע""ש ב, א (נג ע""ב, 8)",ונתת הכסף,"דברים יד, כו",,,,,
00900,"מע""ש ב, א (נג ע""ב, 11)",שבועה שלא,,"מ' שבו' ג, א",,,,
00910,"מע""ש ב, א (נג ע""ב, 13)",שבועה שלא,,"מ' שבו' ג, א",,,,
00920,"מע""ש ב, א (נג ע""ב, 15)",שבועה שלא,,"מ' שבו' ג, ד",,,,
00930,"מע""ש ב, א (נג ע""ב, 19)",אכל ושתה,,"מ' יומא ח, ג",,"כר' יח ע""ב",,
00940,"מע""ש ב, א (נג ע""ב, 20)",לא אכלתי,"דברים כו, יד",,,,,
00950,"מע""ש ב, א (נג ע""ב, 23)",לא תוכל,"דברים יב, יז",,,,,
00970,"מע""ש ב, א (נג ע""ב, 26)",מעשר שני,,,"הש' ביכ' סה ע""א (24)",,,
00980,"מע""ש ב, א (נג ע""ב, 27)",כהדא דתני,,,"שבת יב ע""א; יומא מד ע""ד; תע' סד ע""ג",,,
00990,"מע""ש ב, א (נג ע""ב, 28)",ביום הכיפורים,,"הש' מ' יומא ח, א",,,,
01000,"מע""ש ב, א (נג ע""ב, 29)",בתענית ציבור,,"הש' מ' תע' א, ה",,,,
01020,"מע""ש ב, א (נג ע""ב, 31)",לא יחללו,"ויקרא כב, טו","ספ' צח ע""א",,"נדה לב ע""א",,
01040,"מע""ש ב, א (נג ע""ב, 33)",מניין שהוא,,,"מע""ש נו ע""ג (40)",,,
01050,"מע""ש ב, א (נג ע""ב, 34)",לא נתתי,"דברים כו, יד",,,,,
01060,"מע""ש ב, א (נג ע""ב, 36)",כיצד לוכל,,"ת' תר' ט, י (46:158)","שבי' לח ע""א",,,
01070,"מע""ש ב, א (נג ע""ב, 43)",החושש את,,"ת' תר' ט, יד (54:159)",,,"וש""נ",
01080,"מע""ש ב, א (נג ע""ב, 45)",זה דרכו,,"הש' ת' תר' ט, ז (29:157)",,,,
01090,"מע""ש ב, א (נג ע""ב, 47)",שמעון בר,,,"שבת ח ע""ג; שבת יד ע""ג",,,
01100,"מע""ש ב, א (נג ע""ב, 55)",מדיחה היא,,"ת' שבת יב, יג (41:54)",,,,
01110,"מע""ש ב, א (נג ע""ב, 55)",בתרומה אסור,,"הש' ת' תר' ט, טו (58:159)",,,,
01120,"מע""ש ב, א (נג ע""ב, 57)",אמר רב,,,"תר' מז ע""א",,,
01130,"מע""ש ב, א (נג ע""ב, 58)",רבי יודה,,"מ' תר' י, א",,,,
00960,"מע""ש ב, א (נג ע""ב, 25)",אין לוקין,,"הש' מ' מכות ג, ג",,"מכות יט ע""ב",,
01010,"מע""ש ב, א (נג ע""ב, 30)",לא לעונש,,"הש' מ' תר' ו, א",,,,
01030,"מע""ש ב, א (נג ע""ב, 33)",מצטרף,,"הש' ת' תר' ז, ג (12:142)",,,,
01240,"מע""ש ב, ג (נג ע""ג, 18)",רבי מאיר,,"הש' ת' מע""ש א, ג (3:248)",,,,
01780,"מע""ש ג, ז (נד ע""ב, 34)",אורך מאה,,"הש' מ' מדות ב, ו",,,,
02330,"מע""ש ד, ד (נה ע""א, 21)",הקטן תורם,,"הש' מ' תר' א, ג",,,,
02400,"מע""ש ד, ד (נה ע""א, 38)",בעבד כנעני,,"הש' מ' קד' א, ג",,,,
02580,"מע""ש ד, ח (נה ע""ב, 20)",בית שמאי,,"ת' מע""ש ג, טו (51:261)",,,,
02800,"מע""ש ה, א (נה ע""ד, 37)",דמי' העליונים,,"הש' מ' זב' ב, א",,"הש' זב' נג ע""א",,
03080,"מע""ש ה, ג (נו ע""א, 28)",אסור לאונן,,"הש' מ' ביכ' ב, ב",,,,
03090,"מע""ש ה, ג (נו ע""א, 28)",חייב בביעור,,"הש' מ' מע""ש ה, ו; מ' ביכ' ב, ב",,,,
01300,"מע""ש ב, ז (נג ע""ג, 37)",אמ' מה,,,"הש' מג' עב ע""ב (23)",,"צ""ל: חמה",
01340,"מע""ש ב, ז (נג ע""ג, 45)",מחללין,,"הש' מ' דמאי א, ב",,,,
01520,"מע""ש ג, ב (נד ע""א, 33)",תרומה אסורה,,"הש' מ' ביכ' ב, א",,,,
01530,"מע""ש ג, ב (נד ע""א, 33)",מעשר שני,,"הש' מ' נג' יד, ג",,,,
01620,"מע""ש ג, ג (נד ע""א, 47)",מדמי פסח,,"הש' מ' שק' ב, ה",,,,
01660,"מע""ש ג, ה (נד ע""א, 62)",שהן של,,"הש' ת' מע""ש א, יב (35:245)",,,,
02130,"מע""ש ד, ג (נד ע""ד, 50)",יכול להערים,,"הש' מ' מע""ש ד, ד",,,,
01650,"מע""ש ג, ה (נד ע""א, 61)",מה חצר,,"הש' מ' מע' ג, ה","מע' נא ע""א (57)",,,
00010,"מע""ש א, א (נב ע""ב, 40)",קדושה,"ויקרא כז, ל",,,,,
00020,"מע""ש א, א (נב ע""ב, 41)",ברכה,"דברים יד, כד",,,,,
00030,"מע""ש א, א (נב ע""ב, 42)",כיצד אין,,"ת' מע""ש א, א (4:243)",,,,
00040,"מע""ש א, א (נב ע""ב, 43)",רבי מאיר,,"הש' מ' קד' ב, ח","הש' מע""ש נב ע""ב (51); נב ע""ד (35); נד ע""ד (64); נו ע""ב (9); חלה נז ע""ד (1)",,,
00050,"מע""ש א, א (נב ע""ב, 43)",כרבי יודה,,"הש' מ' קד' ב, ח","הש' מע""ש נב ע""ב (51); נב ע""ג (29); נב ע""ד (35); נד ע""ד (64); נו ע""ב (1, 10); חלה נז ע""ד (1)",,,
00650,"מע""ש א, ג (נב ע""ד, 35)",כרבי מאיר,,"הש' מ' קד' ב, ח","הש' מע""ש נב ע""ב (43, 51); נד ע""ד (64); נו ע""ב (9); חלה נז ע""ד (1)",,,
00660,"מע""ש א, ג (נב ע""ד, 35)",כרבי יהודה,,"הש' מ' קד' ב, ח","הש' מע""ש נב ע""ב (43, 51); נב ע""ג (29); נד ע""ד (64); נו ע""ב (1, 10); חלה נז ע""ד (1)",,,
03350,"מע""ש ה, ג (נו ע""ב, 9)",כרבי מאיר,,"הש' מ' קד' ב, ח","הש' מע""ש נב ע""ב (43, 51); נב ע""ד (35); נד ע""ד (64); חלה נז ע""ד (1)",,,
03360,"מע""ש ה, ג (נו ע""ב, 10)",כרבי יודה,,"הש' מ' קד' ב, ח","הש' מע""ש נב ע""ב (43, 51); נב ע""ג (29); נב ע""ד (35); נד ע""ד (64); נו ע""ב (1); חלה נז ע""ד (1)",,,
00100,"מע""ש א, א (נב ע""ב, 51)",רבי מאיר,,"הש' מ' קד' ב, ח","הש' מע""ש נב ע""ב (43); נב ע""ד (35); נד ע""ד (64); נו ע""ב (9); חלה נז ע""ד (1)",,,
00590,"מע""ש א, ג (נב ע""ד, 18)",ונתת הכסף,"דברים יד, כו",,,,,
00600,"מע""ש א, ג (נב ע""ד, 22)",כדי יין,,"מ' מע""ש א, ג",,,,
00610,"מע""ש א, ג (נב ע""ד, 25)",חותל של,,"ת' מע""ש א, י (32:245)",,,,
00620,"מע""ש א, ג (נב ע""ד, 27)",התמד עד,,"מ' חולין א, ז","מע' נב ע""א (1)",,,
00630,"מע""ש א, ג (נב ע""ד, 29)",המתמד ונתן,,"מ' מע' ה, ו",,,"ב' חו' כה ע""ב וש""נ",
00640,"מע""ש א, ג (נב ע""ד, 30)",אמר רבי,,,"מע' נא ע""ד (63)",,,
00670,"מע""ש א, ג (נב ע""ד, 44)",לא יביא,,"מ' מנ' ז, ה",,,,
00680,"מע""ש א, ג (נב ע""ד, 49)",בראשונה היו,,"ת' מע""ש א, ט (24:245)",,,,
00690,"מע""ש א, ג (נב ע""ד, 51)",אחד שביעית,,"ת' שבי' ז, ח (15:196)",,"סוכה מ ע""ב",,
00700,"מע""ש א, ג (נב ע""ד, 56)",והאמר בשם,,,"מע""ש נב ע""ד (49)",,,
00710,"מע""ש א, ד (נב ע""ד, 58)",אין לוקחין,,"מ' מע""ש א, ז",,,,
00720,"מע""ש א, ד (נב ע""ד, 61)","דא""ר יוסי",,,"מע""ש נג ע""א (19)",,,
00730,"מע""ש א, ד (נב ע""ד, 63)",ר' ישמעאל,,,"ער' כ ע""ג",,,
