מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
6850,"יומא ח, א (מד ע""ד, 2)",לפחות מכשיעורין,,,"הש' תר' מד ע""א (27)",,,
6860,"יומא ח, א (מד ע""ד, 2)",תענו את,"ויקרא טז, כט","ספ' פב ע""ד",,,,
6870,"יומא ח, א (מד ע""ד, 4)",כל מלאכה,"ויקרא טז, כט",,,,,
6880,"יומא ח, א (מד ע""ד, 5)",מה מלאכה,,,"יומא מה ע""א",,,
6890,"יומא ח, א (מד ע""ד, 7)",תענו את,"ויקרא טז, כט",,,,,
6900,"יומא ח, א (מד ע""ד, 7)",הנבילות שהן,,,"הש' יומא מב ע""ב (8)",,,
6920,"יומא ח, א (מד ע""ד, 10)",תענו את,"ויקרא טז, כט",,,,,
6930,"יומא ח, א (מד ע""ד, 12)",תענו את,"ויקרא טז, כט",,,,,
6940,"יומא ח, א (מד ע""ד, 14)",תענו את,"ויקרא טז, כט",,,,,
6950,"יומא ח, א (מד ע""ד, 16)",תענו את,"ויקרא טז, כט",,,,,
6960,"יומא ח, א (מד ע""ד, 16)",ויענך וירעיבך,"דברים ח, ג",,,,,
6970,"יומא ח, א (מד ע""ד, 18)",חמשה,"הש' ויקרא טז, כט; טז, לא; כג, כז; כג, כט; במדבר כט, ז",,,,,
6980,"יומא ח, א (מד ע""ד, 19)",ואחד,"הש' ויקרא כג, כט",,,,,
6990,"יומא ח, א (מד ע""ד, 19)",רבי זעורה,,,"תע' סד ע""ג",,,
7000,"יומא ח, א (מד ע""ד, 23)",היה הולך,,"ת' יומא ד, ה (24:251)",,,,
7010,"יומא ח, א (מד ע""ד, 25)",הורי רבי,,,"בר' ה ע""ב; תע' סד ע""ג",,,
7020,"יומא ח, א (מד ע""ד, 26)",אבל ומנודה,,"ת' תע' א, ו (28:324)",,,,
7030,"יומא ח, א (מד ע""ד, 28)",כהדא דתני,,,"מע""ש נג ע""ב; שבת יב ע""א; יומא מה ע""א (26)",,,
7040,"יומא ח, א (מד ע""ד, 33)",ולא יחללו,"ויקרא כב, טו","ספ' צח ע""א",,,,
7050,"יומא ח, א (מד ע""ד, 35)",מצטרף,,,"הש' מע""ש נג ע""ב",,הע' 31,
7060,"יומא ח, א (מד ע""ד, 35)",לא נתתי,"דברים כו, יד",,,,,
7070,"יומא ח, א (מד ע""ד, 38)",כל אילו,,"ת' תע' א, ו (28:324)",,,,
7080,"יומא ח, א (מד ע""ד, 39)",אית תניי,,,"תע' סד ע""ג",,"וש""נ",
7090,"יומא ח, א (מד ע""ד, 40)",אין יוצאין,,"ת' תע' ד, א (2:249)",,,"וש""נ",
7100,"יומא ח, א (מד ע""ד, 49)",קודם שהתקין,,,"הש' מג' עה ע""א (19)",,,
7110,"יומא ח, א (מד ע""ד, 49)",רבי יעקב,,,"בר' ו ע""ג",,,
7120,"יומא ח, א (מד ע""ד, 52)",יום הכיפורים,,"מ' יומא ח, א",,,,
7130,"יומא ח, א (מד ע""ד, 53)",בעלי קריין,,"ת' יומא ד, ה (27:251)",,,,
7140,"יומא ח, א (מד ע""ד, 58)",מלך ביופיו,"ישעיה לג, יז",,,,,
7150,"יומא ח, ב (מד ע""ד, 61)",רבי שמעון,,"ת' יומא ד, ג (8:249)",,,,
7160,"יומא ח, ב (מד ע""ד, 63)",ולמה לא,,,"הש' פאה יט ע""ג (14); כת' לב ע""א",,,
6910,"יומא ח, א (מד ע""ד, 8)",שהן במיתה,,,"הש' דמאי כג ע""ב (46)",,,
7170,"יומא ח, ג (מה ע""א, 1)",למה שתייה,,,"מע""ש נג ע""ב; שבו' לד ע""ב",,,
7180,"יומא ח, ג (מה ע""א, 3)",על כן,"ויקרא יז, יב",,,,,
7200,"יומא ח, ג (מה ע""א, 5)",המחה את,,"ת' כר' ב, יט (2:565)",,,,
7190,"יומא ח, ג (מה ע""א, 4)",דם שקרש,,"ת' טה' ב, ה (17:662)",,,לבדוק מראה מקום,
7210,"יומא ח, ג (מה ע""א, 8)",ונתתה הכסף,"דברים יד, כו",,,,,
7220,"יומא ח, ג (מה ע""א, 11)",שבועה שלא,,"מ' שבו' ג, א",,,,
7230,"יומא ח, ג (מה ע""א, 12)",שבועה שלא,,"מ' שבו' ג, א",,,,
7240,"יומא ח, ג (מה ע""א, 15)",שבועה שלא,,"מ' שבו' ג, ד",,,,
7250,"יומא ח, ג (מה ע""א, 20)",האוכל ושותה,,"מ' יומא ח, ג",,,,
7260,"יומא ח, ג (מה ע""א, 23)",לא תוכל,"דברים יב, ז",,,,,
7270,"יומא ח, ג (מה ע""א, 23)",תירושך,"דברים יב, ז",,,,,
7280,"יומא ח, ג (מה ע""א, 24)",יצהרך,"דברים יב, ז",,,,,
7290,"יומא ח, ג (מה ע""א, 26)",כהדא דתני,,,"מע""ש נג ע""ב; שבת יב ע""א; יומא מד ע""ד (28)",,,
7300,"יומא ח, ג (מה ע""א, 28)",לא נתתי,"דברים כו, יד",,,,,
7310,"יומא ח, ג (מה ע""א, 30)",אזהרה למלאכת,,"ספ' פב ע""א",,,דף?,
7320,"יומא ח, ג (מה ע""א, 30)",כל מלאכה,"ויקרא כג, כח",,,,,
7330,"יומא ח, ג (מה ע""א, 31)",והאבדתי את,"ויקרא כג, ל",,,,,
7340,"יומא ח, ג (מה ע""א, 31)",כי כל,"ויקרא כג, כט",,,,,
7350,"יומא ח, ג (מה ע""א, 32)",ונכרתה הנפש,"ויקרא כג, כט",,,,"צ""ל: ונכרת מעמיה",
