מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
4410,"שק' ו, ד (נ ע""ב, 9)",ואת המנורה,"שמות כו, לה",,,,,
4420,"שק' ו, ד (נ ע""ב, 9)",חמש מימין,"דה""ב ד, ז",,,,,
4430,"שק' ו, ד (נ ע""ב, 10)",אף על,,"ת' סוטה יג, א (3:229); ת' מנ' יא, י (7:530)",,,,
4440,"שק' ו, ד (נ ע""ב, 11)",ומנורת הזהב,"דה""ב יג, יא",,,,,
4450,"שק' ו, ד (נ ע""ב, 12)",ר' יוסה,,"ת' מנ' יא, י (10:530)",,,,
4460,"שק' ו, ד (נ ע""ב, 12)",ואת המנורות,"דה""ב ד, כ",,,,,
4470,"שק' ו, ד (נ ע""ב, 13)",והפרח והנרות,"דה""ב ד, כא",,,,,
4480,"שק' ו, ד (נ ע""ב, 16)",ככר זהב,"שמות כה, לט",,,,,
4490,"שק' ו, ד (נ ע""ב, 17)",מעשה במנורת,,,"יומא מא ע""ד",,"וש""נ",
4500,"שק' ו, ה (נ ע""ב, 19)",אמר רבי,,"ת' שק' ג, ג (8:213)",,,"וש""נ",
4510,"שק' ו, ה (נ ע""ב, 21)",האשה שאמרה,,"ת' שק' ג, ג (7:213)",,,,
4520,"שק' ו, ו (נ ע""ב, 25)",רבי יוסה,,,"שבי' לט ע""א; נד' לא ע""א",,,
4530,"שק' ו, ו (נ ע""ב, 28)",שנים בידם,,"מ' יומא ב, ה",,,,
4540,"שק' ו, ו (נ ע""ב, 33)",נאמר כאן,,"ספ' י ע""ב; ספ' קד ע""ב",,,,
4550,"שק' ו, ו (נ ע""ב, 33)",אזכרה (1),"ויקרא ב, ב",,,,,
4560,"שק' ו, ו (נ ע""ב, 33)",אזכרה (2),"ויקרא כד, ז",,,,,
4570,"שק' ו, ו (נ ע""ב, 33)",מלא קמץ,"ויקרא ב, ב",,,,,
4580,"שק' ו, ו (נ ע""ב, 34)",שני קמצי',"הש' ספ' קד ע""ב",,,,,
4590,"שק' ו, ו (נ ע""ב, 41)",כנגד שש,,"ת' שק' ג, ז (20:214)",,,,
4600,"שק' ו, ו (נ ע""ב, 43)",וככלותם הביאו,"דה""ב כד, יד",,,,,
4610,"שק' ו, ו (נ ע""ב, 45)",ויאמר המלך,"דה""ב כד, ח",,,,,
4620,"שק' ו, ו (נ ע""ב, 46)",אך לא,"מל""ב יב, יד",,,,,
4630,"שק' ז, א (נ ע""ג, 20)",אמר רבי,,,"הש' ער' כג ע""ד (60); שק' מו ע""ד (24); שק' מז ע""א (1); שק' נ ע""ד (8); נזיר נג ע""ב (50)",,,
4650,"שק' ז, א (נ ע""ג, 23)",תניי בית,,,"שק' מח ע""ב (15); שק' נ ע""ד (5)",,,
4660,"שק' ז, א (נ ע""ג, 24)",האשה הזאת,,,"שק' נ ע""ד (49)",,,
4640,"שק' ז, א (נ ע""ג, 23)",וקשיא ויש,,,"שק' מח ע""ב (13)",,,
2265,"שק' ד, ה (מח ע""ב, 13)",וקשיא יש,,,"שק' נ ע""ג (23)",,,
4670,"שק' ז, א (נ ע""ד, 26)",הולכין אחר,,"מ' שק' ז, א",,,,
4680,"שק' ז, ג (נ ע""ג, 31)",תעובר צורתו,,"מ' שק' ז, ג",,,,
4690,"שק' ז, ד (נ ע""ג, 34)",איברים נבילות,,"מ' שק' ז, ד",,,,
4700,"שק' ז, ה (נ ע""ג, 36)",אם היו,,"ת' שק' ג, י (27:215)",,,,
4710,"שק' ז, ה (נ ע""ג, 37)",תשע חנויות,,"ת' דמאי ד, ט (19:79)",,,,
4720,"שק' ז, ה (נ ע""ג, 38)",ולנמצאת הולכין,,,"הש' כת' כה ע""ד",,,
4730,"שק' ז, ה (נ ע""ג, 46)",רב נחת,,,"ע""ז מא ע""ד",,,
4740,"שק' ז, ה (נ ע""ג, 49)",חד בר,,,"ע""ז מא ע""ד",,,
4750,"שק' ז, ה (נ ע""ג, 53)",בכנישתא דבולי,,,"הש' תע' סד ע""א (45)",,,
4760,"שק' ז, ה (נ ע""ג, 55)",דתני המציל,,,"ב""ק ז ע""ב",,,
4770,"שק' ז, ה (נ ע""ג, 55)",המציל מיד,,"ת' ב""מ ב, ב (18:373)",,,,
4780,"שק' ז, ה (נ ע""ג, 60)",המציל מיד,,"ת' ב""מ ב, ב (18:373)",,,,
4790,"שק' ז, ו (נ ע""ד, 5)",תניי בית,,,"שק' מח ע""ב (15); שק' נ ע""ג (23)",,,
4810,"שק' ז, ז (נ ע""ד, 11)",עשירית האיפה,,"הש' מ' מנ' ד, ה",,,,
4820,"שק' ז, ז (נ ע""ד, 13)",מקריב מחצה,,"מ' מנ' ד, ה",,,,
4830,"שק' ז, ז (נ ע""ד, 14)",נמצאו שני,,"מ' מנ' ד, ה",,,,
4840,"שק' ז, ז (נ ע""ד, 15)",מחצה זה,,"ת' מנ' ז, יא (18:522)",,,,
4850,"שק' ז, ז (נ ע""ד, 16)",כשהכהן מתקרב,,"ת' שק' ג, כה (70:218)",,,,
4860,"שק' ז, ז (נ ע""ד, 20)",תופיני,"ויקרא ו, יד",,,,,
4870,"שק' ז, ז (נ ע""ד, 21)",העמידו עושה,,"מ' תמיד א, ג",,,,
4880,"שק' ז, ז (נ ע""ד, 22)",תופיני,"ויקרא ו, יד",,,,,
3450,"שק' ו, א (מט ע""ג, 48)",תני רבי,,"ספ' מא ע""ב","ו""ר ריג",,"סוטה הנ""ל וש""נ ???",
3460,"שק' ו, א (מט ע""ג, 50)",שמן זית,"שמות ל, כד",,,,,
3470,"שק' ו, א (מט ע""ג, 53)",ממנו נמשחו,,"הש' ת' סנ' ד, יא (19:422)",,,,
3480,"שק' ו, א (מט ע""ג, 54)",קום משחהו,"שמ""א טז, יב",,,,,
3490,"שק' ו, א (מט ע""ג, 57)",שמן משחת,"שמות ל, לא",,,,,
3500,"שק' ו, א (מט ע""ג, 57)",אין מושחין,,"ת' סנ' ד, י (17:422)",,,,
3510,"שק' ו, א (מט ע""ג, 58)",והרכבתם את,"מל""א א, לג",,,,,
3520,"שק' ו, א (מט ע""ג, 60)",אין מושחין,,"ת' סנ' ד, י (19:422)",,,שורה,
3530,"שק' ו, א (מט ע""ג, 62)",קום משחהו,"שמ""א טז, יב",,,,,
3540,"שק' ו, א (מט ע""ג, 63)",שהיה גדול,,"ס""ע סד (108)",,,לבדוק מראה מקום,
3550,"שק' ו, א (מט ע""ג, 64)",שתי שנים,"הש' דה""ב לו, ב",,,,,
3560,"שק' ו, א (מט ע""ג, 64)",ולא יאשיהו,,,"הש' שק' מט ע""ג (37)",,,
3570,"שק' ו, א (מט ע""ד, 1)",אין מושחין,,"ת' סנ' ד, י (23:422)","מד""ש יד, ה (89)",,,ז
3580,"שק' ו, א (מט ע""ד, 3)",לא יסור,"בראשית מט, י",,,,,
3590,"שק' ו, א (מט ע""ד, 4)",למען יאריך,"דברים יז, כ",,,,,
3600,"שק' ו, א (מט ע""ד, 5)",לא יהיה,"שמות יח, א",,,,,
