מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
04400,"קד' א, י (סא ע""ד, 24)",אשרי תמימי,"תהלים קיט, א",,,,,
04410,"קד' א, י (סא ע""ד, 25)",אף לא,"תהלים קיט, ג",,,,,
04420,"קד' א, י (סא ע""ד, 26)",אשרי האיש,"תהלים א, א",,,,,
04430,"קד' א, י (סא ע""ד, 27)",דרש בן,,,"ק""ר י, א (כו ע""א)",,,
04440,"קד' א, י (סא ע""ד, 28)",זבובי מות,"קהלת י, א",,,,,
04460,"קד' א, י (סא ע""ד, 30)",לכן הרחיבה,"ישעיה ב, יד",,,"סנ' קיא ע""א",,
04470,"קד' א, י (סא ע""ד, 34)",אם יש,"איוב לג, כג-כד",,,,,
04480,"קד' א, י (סא ע""ד, 41)",אם יש,"איוב לג, כג",,,,,
05080,"קד' ב, ה (סב ע""ג, 51)",תנינן מומין,,,"כת' לא ע""ג",,,
05090,"קד' ב, ה (סב ע""ג, 52)",נדרה שלא,,"ת' כת' ז, ה (34:81)",,,,
05100,"קד' ב, ה (סב ע""ג, 59)",דתנינן תמן,,,"גט' מו ע""א",,,
05110,"קד' ב, ה (סב ע""ד, 9)",היו בה,,"מ' כת' ז, ח",,,,
05120,"קד' ב, ה (סב ע""ד, 11)","בד""א במומין",,"מ' כת' ז, ח",,,,
05130,"קד' ב, ה (סב ע""ד, 13)",נכנסה לרשות,,"מ' כת' ז, ח",,,,
05140,"קד' ב, ה (סב ע""ד, 17)",הוסיפו עליהן,,"ת' כת' ז, ט (35:81)","קד' סב ע""ד (26)",,,
05150,"קד' ב, ה (סב ע""ד, 19)","בד""א במומין",,"מ' כת' ז, ח",,,,
05160,"קד' ב, ה (סב ע""ד, 21)",שומא שיש,,"ת' בכ' ה, ה (3:540)",,,,
05170,"קד' ב, ה (סב ע""ד, 26)",הוסיפו עליהן,,"ת' כת' ז, ט (35:81)","קד' סב ע""ד (17)",,,
05180,"קד' ב, ו (סב ע""ד, 33)",וכולן שבעלו,,"ת' קד' ג, ד (12:289)",,,,
05190,"קד' ב, ו (סב ע""ד, 35)",כל תניי,,"הש' מ' ב""מ ז, יא",,,,
05200,"קד' ב, ו (סב ע""ד, 37)",כל תנאי,,"מ' ב""מ ז, יא",,,,
05210,"קד' ב, ו (סב ע""ד, 39)",רבי חייה,,,"ב""מ י ע""א",,,
05220,"קד' ב, ו (סב ע""ד, 41)",והרי לך,,"מ' ב""מ ה, א",,,,
05230,"קד' ב, ו (סב ע""ד, 42)",אם יש,,"ספ' קט ע""ג",,,,
05240,"קד' ב, ז (סב ע""ד, 57)",ודלא כר',,,"פס' לד ע""ב",,,
05250,"קד' ב, ח (סב ע""ד, 58)",ר' לעזר,,,"קד' סג ע""א (12)",,,
05260,"קד' ב, ח (סב ע""ד, 59)",הבכור מוכרין,,"מ' מע""ש א, ב",,,,
