מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
09515,"סנ' י, ב (כט ע""ב, 35)",ר' חנניה,,,"שהש""ר א, א, ה (א ע""ג, 18); תנ""ב מצורע א (כב ע""א, 8); מד""מ כב, כח (מז ע""א, 20); פס""ר ו (כג ע""ב, 23); י""ש משלי, תתקס",,,
09265,"סנ' י, ב (כט ע""א, 44)",וכן את מוצא,,,"י""ש, תהלים, תתעח; הש' שהש""ר א, א, ו; (א ע""ד, 8)","סוכה נג ע""ב; מכות יא ע""א",,
02517,"סנ' ב, ו (כ ע""ג, 24)",על שם,,,"שהש""ר, שם(11) ; במ""ר, שם (24)",,,
02516,"סנ' ב, ו (כ ע""ג, 23)","ר""ש בן יוחי",,,"שהש""ר, א, א, י (ג ע""ב, 12); במ""ר, י, ד (לו ע""ב, 24)",,"י""ש משלי תתקסד",
00136,"סנ' א, א (יח ע""א, 51)",מימינו ומשמאלו,,,"ש""ר ד, ד, ג (147:6); שהש""ר א, ט, א (י ע""ג, 11); תנ""ב וירא כא (מט ע""א, 9); שמות יד (ה ע""א, 1); משפטים ו (מב ע""ב, 15)",,"ש""ר לפי מה' שנאן תנ""ו, שמות יח; משפטים טו; יל""ש איוב תתקח; אג""ב, כד",
00195,"סנ' א, א (יח ע""א, 58)",אלף רישיה,,,"שהש""ר א, ט, א  (י ע""ג, 24);  ב""ר, פא א (971:3); דב""ר, א, י (צח ע""א, 12)",,,
10535,"סנ' יא, ו (ל ע""ב, 18)",שכל המקביל,,,"עירובין ה, א (כב ע""ב 35); הש' ב""ר, (ו) סג, ו (קכד ע""ד, 1, ע' מה' אלבק 684); שהש""ר, ב, ה, ג (טו ע""ג, 9); מת""ה כה, ו (קו ע""ב, 3);  תנ""ו, תשא כז",,"הש' פס""ז שמות, יח, יב; שכ""ט, בראשית, כח, כב; י""ש תולדות קי; תשא שצג",
00555,"סנ' א, ב (יח ע""ב, 58)","ריב""ל שמע כולהון",,,"הש' שהש""ר ג, ז-ח <ו>, ג (כא ע""ב, 9); במ""ר, יא, ג (מב ע""ד, 14)",,,
10315,"סנ' יא, ד (ל ע""א,  42)",דבר אחר,,"ספרי ד' לז (73:11); קנב (206:8); שיז (359:7); שנב (410:17) מת""ד, יז, ח (8:102); לג, יב (26:216)","שהש""ר, ד, ד, ט (כה ע""ב, 37);  שם, ז, ה<ד>, ג (לז ע""א, 3); תנ""ו וירא כב; הש' ב""ר, סט יז (2:797) _x000D_
שהש""ר, ד, ד, ט (כה ע""ב, 37);  שם, ז, ה<ד>, ג (לז ע""א, 3); תנ""ו וירא כב; הש' ב""ר, סט יז (2:797)","קידושין, סט ע""א ; סנהדרין, פז ע""א ; בבלי, זבחים, נד ע""ב","אג""ב, פ, א; מ""א, דברים יז, ח; פס""ז, שופטים כט ע""א;  וזה""ב, סד ע""ב; י""ש שלח תשמג; שופטים תתקי; האזינו תתקמד; וזה""ב תתקנז;  יהושע כד; הש' י""ש קהלת תתקפט",
00645,"סנ' א, ב (יח ע""ג, 1)",ולמה קוראהו סריס,,,"הש' שהש""ר ג, ז-ח<ו>, א (כא ע""ב, 11); ב""ר (ו) ע, ח (קלז ע""ד, 11; הש' מה' ת""א 807-808); הש' במ""ר, יא, ג (מב ע""ד, 16)",,"י""ש, תצא קכג",
00665,"סנ' א, ב (יח ע""ג, 3)",שני סופרי דיינים,"הש' מ' סנ' ד, ג; ה, ה",,"ב""ר, צט, י (1259:2); ו""ר ל, יא (תשט:4); במ""ר, שם (19); שהש""ר, שם (13); פדר""כ כז, ט (415:10)",,"י""ש, תהלים תשפב",
08965,"סנ' י, ב (כח ע""ד, 21)",ואדיין לא נאסר,,"ס""ב קלא (171:2)","במ""ר כ, כג (פח ע""א, 20); שהש""ר ד, יג, ג (כט ע""א, 19); תנ""ב בלק, כז (22:147); תנ""ו בלק יח","סנהדרין, קו ע""א; חולין, ד ע""ב","פס""ז, בלק, קכט; י""ש, בלק תשעא; הושע תקכו; תהלים תתסה",
01005,"סנ' א, ב (יט ע""א, 20)",רבי ברכיה,,"הש' ספרי דב' שכא (370:10); מת""ד, לב, כה (8:198); ס""ע כה","נד' ו, יג (מ ע""א, 44); ב""ר, מא א (3:404); ו""ר, יא, ז (רלג:2); שהש""ר ח, יא, א, (מא ע""א, 9); ר""ר א, ז (190:26); אס""ר, פת' יא (ב ע""ג, 31); הש' משנת ר""א, יג 260; תנ""ו נח ג (32)","הש'  גיטין, פח ע""א; סנהדרין, לח ע""א",,ז
02305,"סנ' ב, ד (כ ע""ב, 52)",רבי חנינא,,,"	במ""ר, ה, ט (יז ע""ג, 2)","סוטה, לה ע""ב",,
00670,"סנ' א, ב (יח ע""ג, 4)",שמואל אמר,,,"מג' עה ע""ב",,,
00680,"סנ' א, ב (יח ע""ג, 15)",סנהדרין שראו,,,"ר""ה נח ע""ג; סוטה כג ע""ב",,,
00690,"סנ' א, ב (יח ע""ג, 23)",רבי שמעון,,,"ר""ה נח ע""א",,,
00700,"סנ' א, ב (יח ע""ג, 23)",וקדשתם את,"ויקרא כה, י",,,,,
00710,"סנ' א, ב (יח ע""ג, 24)",ראש בית הדין,,"מ' ר""ה ב, ז",,,,
00720,"סנ' א, ב (יח ע""ג, 31)",אילו אחד,,,"הש' ב""ר 7:313",,,
00730,"סנ' א, ב (יח ע""ג, 41)",אם יתכפר,"שמ""א ג, יד",,,,,
00740,"סנ' א, ב (יח ע""ג, 49)",רבי זעירא,,,"הור' מה ע""ד",,,
