מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
7445,"שבת ח, א (יא ע""א, 60)",הלוקח חטים לשנה,,,"הש' ק""ר ב, טו, ד, (___)",,עמ' 15,
7455,"שבת ח, א (יא ע""א, 61)",זה הלוקח מן הסדקי,,,"שק' ג, ב (מז ע""ג, 23); שק' ח, א (נא ע""א, 34); ב""ר, צא (1:1122); ב""ר (ו), צא, ו (קסט ע""ד, 14); אדר""נ, נו""א, ל (90:14)",,,
4145,"שבת ה, ד (ז ע""ג, 22)",והשחירו שיניו,,,"	ביצה ב, ח (סא ע""ד, 6); הש' אס""ר, א,א (ב ע""ד, 36)","חגיגה, כב ע""ב; נזיר, נב ע""ב; הש' סוטה, יב ע""א",,
2483,"שבת ב, ו (ה ע""ב, 21)",רב אמר,,,"ק""ר ג, ב (ט ע""ב)",,,זוסמן
3315,"שבת ג, ה (ו ע""ב, 28)",דמר רבי,,,"חלה נח ע""א",,,
3317,"שבת ג, ה (ו ע""ב, 31)",מלח בציר,,,,"שבת מב ע""ב","צ""ל: מלח כציר",
85,"שבת א, א (ב ע""ב, 18)",שמע כולהן,,,,"הש' הו' ד ע""א",,
125,"שבת א, א (ב ע""ג, 1)",אם העבירו,,,,"שבת פ ע""א",,
155,"שבת א, א (ב ע""ג, 11)",בלע חצי,,,,"חו' קג ע""ב",,
165,"שבת א, א (ב ע""ג, 17)",המוציא מרשות,,,,"הש' שבת ה ע""ב",,
172,"שבת א, א (ב ע""ג, 23)",והא אסקופה,,,,"שבת צא ע""ב",,
174,"שבת א, א (ב ע""ג, 29)",הכל מודין,,,,"שבת ו ע""א; ער' צח ע""א",,
205,"שבת א, א (ב ע""ג, 40)",רבי יוחנן,,,,"שבת ה ע""א",,
242,"שבת א, א (ב ע""ג, 51)",היה עומד,,,,"שבת ה ע""א",,
335,"שבת א, א (ב ע""ד, 12)",מניין לכפורת,,,,"סוכה ה ע""א",,
2315,"שבת ב, ה (ה ע""א, 46)",וחותה גחלים,,,,"כר' כ ע""ב",,
2335,"שבת ב, ה (ה ע""א, 54)",זר ששימש,,,,"יב' לב ע""ב",,
2365,"שבת ב, ה (ה ע""א, 63)",רבי יוסי,,,,"יב' לג ע""ב",,
2385,"שבת ב, ו (ה ע""ב, 5)",אית תניי,,,,"שבת לב ע""א",,
2695,"שבת ב, ז (ה ע""ב, 51)",מעשה בי רבי,,,,"סנ' סח ע""א",,
2745,"שבת ב, ז (ה ע""ג, 5)",אשה פיקחת,,,,"שבת צה ע""א",,
1875,"שבת ב, א (ד ע""ג, 39)",לפי שאין,,,,"שבת כג ע""ב; שבת כד ע""ב",,
1935,"שבת ב, א (ד ע""ג, 51)",מניין לכל,,,,"מג' כ ע""א",,
2175,"שבת ב, ג (ה ע""א, 2)",שלש על,,,,"שבת כט ע""א",,
2725,"שבת ב, ז (ה ע""ב, 63)",ממלא הוא,,,,"ביצה יח ע""א",,
2755,"שבת ג, א (ה ע""ג, 43)",מקיימין עליה,,,,"שבת לו ע""ב",,
2765,"שבת ג, א (ה ע""ג, 50)",לא שנו,,,,"שבת לז ע""א",,
2805,"שבת ג, א (ה ע""ד, 2)",קטמה ונתלבת,,,,"שבת לז ע""א",,
2835,"שבת ג, א (ה ע""ד, 10)",רב כד,,,,"חו' טו ע""א",,
2875,"שבת ג, א (ה ע""ד, 22)",וקנסו במניח,,,,"שבת לח ע""א",,
2885,"שבת ג, א (ה ע""ד, 26)",אבא עלה,,,,"שבת לח ע""א",,
