מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
06575,"מג' ד, ג (עה ע""א, 53)",בשאין שם,,,,"הש' מג' כג ע""ב",,
06567,"מג' ד, ג (עה ע""א, 49)",אסור ללמד,,,,"כת' כח ע""א",,
06595,"מג' ד, ד (עה ע""א, 62)",ועל כולם,,,,"בר' ח ע""א",,
06625,"מג' ד, ד (עה ע""ב, 6)",יוצא להתנחם,,,,"הש' מ""ק כא ע""ב",,
06705,"מג' ד, ד (עה ע""ב, 12)",כנגד עשרה,,,,"מג' כג ע""ב; סנ' טו ע""א",,
06735,"מג' ד, ד (עה ע""ב, 16)",האומ' הרי,,,,"סנ' טו ע""א",,
06737,"מג' ד, ד (עה ע""ב, 19)",עבדים ושפחות,,,,"כת' ק ע""ב",,
06755,"מג' ד, ד (עה ע""ב, 24)",אתא עובדא,,,,"כת' ק ע""א",,
06775,"מג' ד, ה (עה ע""ב, 30)",היתה הפרשה,,,,"מג' כב ע""א",,
06945,"מג' ד, ט (עה ע""ג, 5)",תפילין מרובעות,,,,"מג' כד ע""ב",,
07125,"מג' ד, יב (עה ע""ג, 42)",בית מזוזתו,,,,"מנ' לג ע""א",,
07115,"מג' ד, יב (עה ע""ג, 37)",ודא מזוזה,,,,"מנ' לג ע""א",,
07155,"מג' ד, יב (עה ע""ג, 48)",בית שיש,,,,"הש' מנ' לד ע""א",,
07157,"מג' ד, יב (עה ע""ג, 51)",הדר בחוצה,,,,"מנ' מד ע""א",,
07159,"מג' ד, יב (עה ע""ג, 53)",השוכר בית,,,,"ב""מ קב ע""א",,
06085,"מג' ד, א (עד ע""ד, 16)",דברים שנאמרו,,,,"גטין ס ע""ב; תמ' יד ע""ב",,
06185,"מג' ד, א (עד ע""ד, 28)",שאין שני,,,,"ר""ה כז ע""א",,
06422,"מג' ד, א (עה ע""א, 24)",שיהו הנשים,,,,"סנ' יט ע""א",,
00365,"מג' א, א (ע ע""א, 39)",פרט לטיבריא,,,,"ערכ' לב ע""א",,
00555,"מג' א, א (ע ע""א, 54)",לוד וגיא,,,,"מג' ד ע""א",,
00725,"מג' א, א (ע ע""ב, 13)",מפני מה,,,,"מג' ד ע""א",,
00785,"מג' א, ג (ע ע""ב, 26)",בעון קומי,,,,"הש' מג' ד ע""ב",,
00815,"מג' א, ה (ע ע""ב, 46)",כל שאמרו,,,,"מג' ה ע""א",,
00817,"מג' א, ו (ע ע""ב, 52)",עשרה בטילים,,,,"מג' ה ע""א",,
00875,"מג' א, ו (ע ע""ג, 6)",דרבי יוסי,,"מ' שק' א, ד",,"ב""מ קיח ע""א",,
00885,"מג' א, ו (ע ע""ג, 9)",דר' יוסי,,"מ' שק' א, ד",,"ב""מ קיח ע""א",,
01055,"מג' א, ו (ע ע""ג, 37)",אמר רבן,,,,"תע' יח ע""א",,
