מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00700,"כל' ב, ב (כז ע""ד, 11)",באמת,,,"תר' מא ע""ב (25); שבת ג ע""ב (58); שבת יב ע""ג; נזיר נו ע""ג (49)",,,
00710,"כל' ב, ג (כז ע""ד, 19)",עד כמה,,"ת' כל' א, טז (44:206)",,,,
00720,"כל' ב, ג (כז ע""ד, 21)",מקצת היום,,"ת' כל' א, טז (45:205)",,,,
00730,"כל' ב, ג (כז ע""ד, 21)",ואם צימחה,,"ת' כל' א, יז (48:206)",,,,
00740,"כל' ב, ג (כז ע""ד, 23)",אין מחייבין,,"ת' לכ' א, יז (46:206)",,,,
02440,"כל' ז, ו (לא ע""א, 32)",התולש מעציץ,,"מ' שבת י, ו",,,,
02450,"כל' ז, ו (לא ע""א, 33)",עציץ נקוב,,"מ' עוק' ב, י",,,,
02460,"כל' ז, ו (לא ע""א, 34)",רבי יוסי,,,"מע' נא ע""ד; שבת יב ע""ד",,,
02470,"כל' ז, ו (לא ע""א, 35)",וכי יפול,"ויקרא יא, לז",,,,,
02480,"כל' ז, ו (לא ע""א, 36)",עציץ שאינו,,"ת' דמאי ה, כה (106:93)",,,,
02490,"כל' ז, ו (לא ע""א, 42)",תפלוגתא דרבי,,,"כל' לא ע""א (15)",,,
02310,"כל' ז, ד (לא ע""א, 15)",האוסר אינו,,,"כל' ל ע""א (42)",,,
02500,"כל' ח, א (לא ע""ב, 7)",לא תזרע,"דברים כב, ט","ס""ד רל (262); הש' ספ' פט ע""ב",,"מ""ק ב ע""ב",,
02510,"כל' ח, א (לא ע""ב, 8)",וכרם,"דברים כב, ט",,,,,
02520,"כל' ח, א (לא ע""ב, 9)",כרבי עקיבה,,"ת' כל' א, טו (38:205)","כל' לא ע""ב (36)",,,
02860,"כל' ח, א (לא ע""ב, 36)",דרבי עקיבה,,"ת' כל' א, טו (38:205)","כל' לא ע""ב (9)",,,
02530,"כל' ח, א (לא ע""ב, 11)",המחפה בכלאי',,"הש' ת' כל' א, טו (36:205)",,"מכות כא ע""ב",,
02540,"כל' ח, א (לא ע""ב, 11)",מניין שהוא,,"הש' ס""ד רל (1:263)",,,,
02550,"כל' ח, א (לא ע""ב, 12)",פן תקדש,"דברים כב, ט",,,,,
02560,"כל' ח, א (לא ע""ב, 12)",פן תוקדש,"דברים ז, כה",,,,"צ""ל: פן תוקש",
02570,"כל' ח, א (לא ע""ב, 14)",פן תקדש,"דברים כב, ט",,,,,
02580,"כל' ח, א (לא ע""ב, 14)",ולא יהיה,"דברים כג, יח",,,,,
02590,"כל' ח, א (לא ע""ב, 16)",דאמר רבי,,,"ערלה סב ע""ד; פס' כח ע""ג","קד' נו ע""ב","ב' קד' וש""נ",
02600,"כל' ח, א (לא ע""ב, 16)",פן תקדש,"דברים כב, ט",,,,,
02610,"כל' ח, א (לא ע""ב, 16)",לא תזרע,"דברים כב, ט",,,,,
02620,"כל' ח, א (לא ע""ב, 17)",מלמד שאינו,,,"בר' ו ע""ג (44)","בר' כב ע""א","ב' יר' וש""נ",
02640,"כל' ח, א (לא ע""ב, 18)",שדך לא,"ויקרא יט, יט",,,,,
02650,"כל' ח, א (לא ע""ב, 19)",לא תזרע,"דברים כב, ט",,,,,
00750,"כל' ב, ד (כז ע""ד, 30)",גפן שיבשה,,"מ' כל' ז, ב",,,,
00760,"כל' ב, ד (כז ע""ד, 31)",ואמר רבי,,,"כל' ל ע""ד",,,
00770,"כל' ב, ד (כז ע""ד, 31)",דרבי מאיר,,"מ' כל' ז, ב",,,,
00780,"כל' ב, ד (כז ע""ד, 32)",מותרות לשעבר,,"ת' כל' א, יח (51:207)",,,,
00790,"כל' ב, ה (כז ע""ד, 37)",תניי יהושע,,,"ב""ב טו ע""א","ב""ק פא ע""א",,
00800,"כל' ב, ה (כז ע""ד, 39)",וכן תלתן,,"מ' כל' ב, ה",,,,
00810,"כל' ב, ה (כז ע""ד, 43)",וכן תלתן,,"מ' כל' ב, ה",,,,
00820,"כל' ב, ה (כז ע""ד, 55)",וכן מקום,,"מ' כל' ב, ה",,,,
00830,"כל' ב, ה (כז ע""ד, 58)",כההיא דאמר,,,"פס' לג ע""ב; נזיר נד ע""א",,,
00840,"כל' ב, ו (כז ע""ד, 60)",עושה שתי,,"ת' כל' ב, א (4:207)",,,,
00860,"כל' ב, ו (כח ע""א, 1)",ריש לקיש,,,"כל' כז ע""ב (57); כל' כח ע""א (8)",,,
00870,"כל' ב, ו (כח ע""א, 3)",תבואה בתבואה,,"מ' כל' ב, י",,,,
00880,"כל' ב, ו (כח ע""א, 5)",ר' לעזר,,"ת' כל' ב, א (2:207)",,,,
00890,"כל' ב, ז (כח ע""א, 8)",ריש לקיש,,,"כל' כז ע""ב (57); כל' כח ע""א (1)",,,
00910,"כל' ב, ז (כח ע""א, 14)",היו לו,,"ת' כל' ב, ג (11:208)",,,,
00920,"כל' ב, ז (כח ע""א, 17)",דר' אליעזר,,"ת' כל' ב, ב (8:208)",,,,
00930,"כל' ב, ז (כח ע""א, 25)",אין אדם,,"מ' כל' ז, ז",,,,
00940,"כל' ב, ז (כח ע""א, 26)",כמה דרבי,,,"כל' כט ע""ג",,,
00950,"כל' ב, ח (כח ע""א, 30)",אין מקיפין,,"ת' כל' ב, ה (19:209)",,,,
00960,"כל' ב, ח (כח ע""א, 33)",מותר הוא,,"ת' כל' ב, ד (17:209)",,,,
00970,"כל' ב, ח (כח ע""א, 49)",וסומך לשרשי,,"ת' כל' ב, ה (22:209)",,,,
00980,"כל' ב, ח (כח ע""א, 50)",סומך לבור,,"מ' כל' ב, ח",,,,
00990,"כל' ב, ח (כח ע""ב, 4)",הרוצה לעשות,,"ת' כל' ב, יג (49:211)",,,,
02140,"כל' ו, ה (ל ע""ג, 38)",רבי יוסי,,"מ' תר' ד, ז",,,,
02150,"כל' ו, ה (ל ע""ג, 40)",אמר רבי,,"מ' ער' ב, ה","ער' כ ע""ב",,,
02160,"כל' ו, ו (ל ע""ג, 53)",תמן,,"הש' מ' כל' ה, ד",,,,
02170,"כל' ז, א (ל ע""ד, 31)",דרבי עקיבה,,"מ' כל' ו, א",,,,
02180,"כל' ז, א (ל ע""ד, 33)",מרחיקין את,,"מ' ב""ב ב, א",,,,
02190,"כל' ז, א (ל ע""ד, 38)",מי רגלים,,"מ' ב""ב ב, א",,,,
02200,"כל' ז, א (ל ע""ד, 44)",המבריך שלשה,,"מ' כל' ז, ב",,,,
02210,"כל' ז, ב (ל ע""ד, 46)",אמר רבי,,,"כל' כז ע""ד",,,
02220,"כל' ז, ג (ל ע""ד, 56)",אין לו,,,"כל' כט ע""ב",,,
02240,"כל' ז, ד (ל ע""ד, 60)",לא תזרע,"דברים כב, ט",,,,,
02250,"כל' ז, ד (ל ע""ד, 61)",דרבי מאיר,,,"דמאי כד ע""ד","גטין מז ע""א","יר' דמאי וש""נ",
02260,"כל' ז, ד (ל ע""ד, 64)",הנעבד אית,,,"ע""ז מב ע""ד",,,
02230,"כל' ז, ג (ל ע""ד, 60)",עיקר הכרם,,,"הש' כל' לא ע""ב (29)",,,
02780,"כל' ח, א (לא ע""ב, 29)",עיקר כרמך,,,"הש' כל' ל ע""ד (60)",,,
02270,"כל' ז, ד (לא ע""א, 2)",רבי מאיר,,,"הש' כל' ל ע""ד (62)",,,
02280,"כל' ז, ד (לא ע""א, 3)",רבי יוסה,,"הש' מ' כל' ז, ד",,,,
02290,"כל' ז, ד (לא ע""א, 6)",המסכך את,,"מ' כל' ז, ד",,,,
02300,"כל' ז, ד (לא ע""א, 9)",המראה דינר,,"ת' ב""ק י, י (18:367)",,"ב""ק צט ע""ב",,
02320,"כל' ז, ד (לא ע""א, 15)",במסכך את,,"מ' כל' ז, ד",,,,
02330,"כל' ז, ד (לא ע""א, 18)",אמר רבי,,"מ' כל' ז, ה",,,,
02340,"כל' ז, ה (לא ע""א, 25)",ויש קרקע,,,"ערלה סא ע""א; ב""ק ז ע""ג",,,
02350,"כל' ז, ה (לא ע""א, 25)",שאין קרקע,,,"פאה יז ע""א",,"וש""נ",
02360,"כל' ז, ה (לא ע""א, 26)",רבי עקיבה,,"ת' כל' ד, י (37:220)",,,,
02370,"כל' ז, ה (לא ע""א, 27)",משתשריש,,"הש' ת' כל' ד, יב (44:221); ס""ד רל (263)",,,,
02380,"כל' ז, ה (לא ע""א, 28)",לרבי יוחנן,,,"כל' ל ע""א (34)",,,
02390,"כל' ז, ה (לא ע""א, 28)",לרבי הושעיא,,,"כל' ל ע""א (32)",,,
02400,"כל' ז, ה (לא ע""א, 29)",ותבואת הכרם,"דברים כב, ט",,,,,
02410,"כל' ז, ו (לא ע""א, 30)",אין בין,,"ת' כל' ד, יג (48:221)",,"שבת צה ע""א","ב' שבת וש""נ",
02420,"כל' ז, ו (לא ע""א, 31)",אית חורנין,,,"שבת יב ע""ד",,,
02430,"כל' ז, ו (לא ע""א, 31)",עציץ נקוב,,"מ' כל' ז, ז",,,,
01100,"כל' ג, א (כח ע""ג, 21)",תיפתר שהגובלין,,,"כל' כח ע""ג (32)",,,
01110,"כל' ג, א (כח ע""ג, 21)",רבי יודה,,"מ' כל' ג, א",,,,
