מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00360,"ביכ' א, ה (סד ע""א, 18)",רבי יהודה,,"מ' קד' ד, ו","קד' סו ע""א","יב' נז ע""א; קד' עח ע""א",,
00370,"ביכ' א, ה (סד ע""א, 19)",כי אם,"יחזקאל מד, כב",,,,,
00380,"ביכ' א, ה (סד ע""א, 22)",בשם רבי,,"ס""ב קנז (212)",,"יב' ס ע""ב; קד' עח ע""א","ב' וש""נ",
00390,"ביכ' א, ה (סד ע""א, 23)",וכל הטף,"במדבר לא, יז",,,,,
00400,"ביכ' א, ה (סד ע""א, 24)",החיו לכם,"במדבר לא, יז",,,,,
00410,"ביכ' א, ה (סד ע""א, 29)",רבי יעקב,,,"יב' ט ע""ב; קד' סו ע""א","יב' ס ע""ב",,
00420,"ביכ' א, ה (סד ע""א, 32)",כרבי שמעון,,,"הש' ביכ' סד ע""א (21)",,,
00430,"ביכ' א, ה (סד ע""א, 35)",והו' אשה,"ויקרא כא, יג",,,,,
00440,"ביכ' א, ה (סד ע""א, 35)",כל לא,,,"ביכ' סד ע""ד (20)",,,
00450,"ביכ' א, ה (סד ע""א, 36)",כי אם,"ויקרא כא, יד",,,,,
00460,"ביכ' א, ה (סד ע""א, 37)",דור שני,,"הש' ס""ד רנג (279)",,,,
00480,"ביכ' א, ו (סד ע""א, 44)",שכל הביכורים,,,"ביכ' סד ע""ב (23)",,,
00500,"ביכ' א, ו (סד ע""א, 47)",הפריש בכוריו,,"ת' ביכ' א, ג (8:286)",,,,
00510,"ביכ' א, ו (סד ע""א, 48)",יבש האילן,,"מ' ביכ' א, ו",,,"צ""ל: המעיין",
00520,"ביכ' א, ו (סד ע""א, 49)",אמר רבי,,,"יב' יב ע""ד","הש' ב""ב פא ע""ב; מכות יח ע""א",,
00530,"ביכ' א, ו (סד ע""א, 53)",כתיב ושמחת,,,"כת' לב ע""א",,,
00540,"ביכ' א, ו (סד ע""א, 53)",ושמחת בכל,"דברים כו, יא",,,,,
00550,"ביכ' א, ו (סד ע""א, 54)",מלמד שאדם,,"ס""ד שא (320)",,"גטין מז ע""ב",,
00560,"ביכ' א, ו (סד ע""א, 56)",רבי שמעון,,,"ב""ק ד ע""ג",,,
00570,"ביכ' א, ז (סד ע""א, 58)",האוכל ביכורין,,"מ' מכות ג, ג",,,,
00580,"ביכ' א, ז (סד ע""א, 59)",דרבי עקיבה,,,,"הש' מכות יז ע""א",,
00590,"ביכ' א, ז (סד ע""ב, 1)",ששנה עליה,"הש' דברים כו, ד; כו, י",,,,,
00600,"ביכ' א, ח (סד ע""ב, 4)",שנים לא,,"הש' מ' ב""ב ד, ה",,,,
00620,"ביכ' א, ח (סד ע""ב, 6)",לרבי יודה,,,"בר' י ע""ב",,"צ""ל: רבי יודה",
00630,"ביכ' א, ח (סד ע""ב, 7)",בירך על,,"מ' בר' ו, ב",,,,
00640,"ביכ' א, ח (סד ע""ב, 11)",הלוקח מהו,,,"הש' חלה נח ע""ב (43)",,,
00650,"ביכ' א, ח (סד ע""ב, 15)",נתן לו,,"מ' תמ' ו, ו",,,,
