מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00670,"שבו' א, ד (לג ע""ב, 2)",חד בר,,,"הש' פס' לב ע""ג (55); תע' סז ע""א (61)",,,
00680,"שבו' א, ו (לג ע""ב, 8)",רבי יוסי,,,"יומא מב ע""ב; שק' מח ע""א",,,
00690,"שבו' א, ח (לג ע""ב, 18)",רבי שמעון,,"ת' שבו' א, ב (26:445)",,,,
00700,"שבו' א, ח (לג ע""ב, 21)",הלחם,"הש' ויקרא כב, יח-יט",,,,,
00710,"שבו' א, ח (לג ע""ב, 24)",והתודה,"ויקרא טז, כא",,,,,
00720,"שבו' א, ח (לג ע""ב, 25)",על שם,,,"הש' מת""ה צ, ג (387); פד""כ וזאת הברכה (442); הש' מת""ה ק, ב (425)",,,
00730,"שבו' א, ט (לג ע""ב, 32)",חטאות,,"מ' כר' ו, ד",,,,
00740,"שבו' א, ט (לג ע""ב, 42)",העולה,,,"ו""ר קנג; תנ""ו לך לך י (55); תנ""ב לך לך יג (71); תנ""ו תצוה טו (298); תנ""ו צו יג (385); תנ""ב צו ב (17)",,,ז
00750,"שבו' א, ט (לג ע""ב, 43)",והעולה,"יחזקאל כ, לב",,,,,
00760,"שבו' א, ט (לג ע""ב, 44)",אולי חטאו,"איוב א, ה",,,,,
00770,"שבו' א, ט (לג ע""ב, 50)",יום מיתה,,"ת' יומא ד, ט (49:253)",,,,
00780,"שבו' א, ט (לג ע""ב, 50)",מיתה,,"מ' יומא ח, ח",,,,
00790,"שבו' א, ט (לג ע""ב, 51)",ר' מתיה,,,"יומא מה ע""ב; סנ' כז ע""ג",,,
00800,"שבו' א, ט (לג ע""ב, 52)",ארבעה,,"ת' יומא ד, ו (35:251)",,,,
00810,"שבו' א, ט (לג ע""ב, 53)",שובו בנים,"ירמיהו ג, כב",,,,,
00820,"שבו' א, ט (לג ע""ב, 54)",ופקדתי,"תהילים פט, לג",,,,,
00830,"שבו' א, ט (לג ע""ב, 55)",אם יכופר,"ישעיהו כב, יד",,,,,
00840,"שבו' א, ט (לג ע""ג, 4)",חומר בשעיר,,"ת' יומא ד, טז (81:255)",,,,
00850,"שבו' א, ט (לג ע""ג, 8)",רבי ירמיה,,,"סנ' כז ע""ג וש""נ",,,
00860,"שבו' א, ט (לג ע""ג, 9)",צדקה תצר,"משלי יג, ו",,,,,
00870,"שבו' א, ט (לג ע""ג, 9)",חטאים,"משלי יג, כא",,,,,
00880,"שבו' א, ט (לג ע""ג, 10)",רגלי,"שמ""א ב, ט",,,,,
