מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00670,"ב""מ ג, ז (ט ע""א, 61)",רבי אבא,,,"יב' ד ע""ב",,,
00680,"ב""מ ג, ז (ט ע""א, 63)",רבי יוחנן,,,"פס' כז ע""ג",,,
00690,"ב""מ ג, י (ט ע""ב, 8)",לגונב חבית,,"ת' ב""ק י, לג",,,,
00700,"ב""מ ג, יג (ט ע""ב, 26)",מעשה הוה,,,"הש' ב""מ ד, ב (ט ע""ג, 55)",,,
00710,"ב""מ ג, י (ט ע""ב, 28)",ומה טעמא,,,"שבו' לח ע""ג",,,
00720,"ב""מ ד, א (ט ע""ג, 32)",רבי יוחנן,,,"קד' ס ע""ד",,,
00730,"ב""מ ד, א (ט ע""ג, 40)",נכנסה לרשות,,"מ' כת' ז, ח",,,,
00740,"ב""מ ד, ב (ט ע""ג, 51)",רבי אחא,,,"ב""ר 279",,,
00750,"ב""מ ד, ב (ט ע""ג, 51)",כי מלאה,"בראשית ו, יג",,,,,
00760,"ב""מ ד, ב (ט ע""ג, 53)",רבה,"בראשית ו, ה",,,,,
00770,"ב""מ ד, ב (ט ע""ג, 53)",רבה,"בראשית יח, כ",,,,,
00780,"ב""מ ד, ב (ט ע""ג, 55)",מעשה היה,,,"ב""מ ג, יג (ט ע""ב, 26)",,,
00790,"ב""מ ד, ב (ט ע""ג, 57)",חד בר נש,,,"קד' סה ע""ג",,,
00800,"ב""מ ד, ב (ט ע""ג, 62)",רבי יעקב,,,"שבי' לט ע""ד וש""נ",,,
00810,"ב""מ ד, ב (ט ע""ד, 13)",או קנה,"ויקרא כה, יג",,,,,
00820,"ב""מ ד, ב (ט ע""ד, 16)",הנושא והנותן,,"ת' ב""מ ג, יד (12:377)",,,,
00830,"ב""מ ד, ג (ט ע""ד, 30)",ארבע מידות,,"מ' ב""ב ה, ו",,,,
00840,"ב""מ ד, ג (ט ע""ד, 31)",רבי יוסי,,,"ב""מ ד, ב (ט ע""ד, 15)",,,
00850,"ב""מ ד, ד (ט ע""ד, 33)",יותר מיכן,,"ת' ב""מ ג, יז-יח (24:377); ת' מע""ש ג, ו (19:258)",,,,
00860,"ב""מ ד, ד (ט ע""ד, 36)",לא יתנה,,"ת' ב""מ ג, יט",,,,
00870,"ב""מ ד, ה (ט ע""ד, 40)",חזקיה,,,"מע""ש נג ע""ג",,,
00880,"ב""מ ד, ה (ט ע""ד, 41)",בורר היפה,,"מ' מע""ש ב, ו",,,,
00890,"ב""מ ד, ה (ט ע""ד, 44)",יעקב,,,"מע""ש נד ע""ד",,,
00900,"ב""מ ד, ה (ט ע""ד, 47)",ממעשרו,"ויקרא כז, לא",,,,,
00910,"ב""מ ד, ה (ט ע""ד, 48)",פרט לפחות,,"ספ' קטו ע""ב",,,,
00920,"ב""מ ד, ה (ט ע""ד, 50)",ה' חומשין,,"מ' ב""מ ד, ח",,,,
00930,"ב""מ ה, א (י ע""א, 51)",אם מזו,,,"ב""ב יד ע""א",,,
00940,"ב""מ ה, א (י ע""א, 54)",ישראל שהלוה,,"ת' ב""מ ה, כב","פס' כט ע""א; גט' מו ע""א",,,
00950,"ב""מ ה, א (י ע""א, 55)",את כספך,"ויקרא כה, לז",,,,,
00960,"ב""מ ה, א (י ע""א, 57)",אל תקח,"ויקרא כה, לו",,,,,
00970,"ב""מ ה, א (י ע""א, 60)",במה קנה,,,"קד' סב ע""ד",,,
00980,"ב""מ ה, א (י ע""א, 64)",יש דברים,,"ת' ב""מ ד, ג",,,,
00990,"ב""מ ה, ג (י ע""ב, 7)",המוכר שדה,,"ת' ב""מ ד, ד",,,,
00010,"ב""מ א, א (ז ע""ד, 25)",אדם שאמר,,"ת' שבו' ה, ג (24:451)","כת' כו ע""א",,,
00020,"ב""מ א, א (ז ע""ד, 34)",שנים שהיו,,"ת' ב""מ א, טו (18:372)","גט' מג ע""ב",,,
00030,"ב""מ א, א (ז ע""ד, 37)",זה אומ',,"ת' ב""מ א, ב (22:371)",,,,
00040,"ב""מ א, ב (ז ע""ד, 41)",אשה שהיתה,,,,"קד' סה ע""ב",,
00050,"ב""מ א, ד (ז ע""ד, 49)",ריש לקיש,,,"פאה יח ע""א; גט' מט ע""ג",,,
00060,"ב""מ א, ד (ז ע""ד, 51)",נטל מקצת,,"מ' פאה ד, ג",,,,
00070,"ב""מ א, ד (ז ע""ד, 54)",שנים שהיו,,"ת' פאה ב, ב (3:46)",,,,
00080,"ב""מ א, ד (ז ע""ד, 56)",ראה את,,"מ' ב""מ א, ד",,,,
00090,"ב""מ א, ד (ז ע""ד, 57)",קרוב לה,,"מ' גט' ח, ב",,,,
00100,"ב""מ א, ד (ז ע""ד, 59)",ואני בעניי,"דה""א כב, יד",,,,,
00110,"ב""מ א, ד (ז ע""ד, 63)",האומ' יזכה,,"ת' ב""מ א, ד (17:371)",,,,
00120,"ב""מ א, ה (ח ע""א, 3)",רבי יוחנן,,,"פאה יח ע""ב; כת' ל ע""ג",,,
00130,"ב""מ א, ה (ח ע""א, 4)",ריש לקיש,,,"פאה יח ע""ב",,,
