מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00545,"הו' א, ד (מו ע""א,39)",מי שהוא עשוי עיניים,,"הש' ס""ד, מא 86; מת""ד, יא, יג (29:34)","_x000D_
שהש""ר א, טו, ב  (יג ע""א, 1); שם, ד, א, ב (כג ע""א, 5);  שם, ה, יב, א (לא ע""ב, 40);  שם, ז, ה<ד>, ב (לו ע""ד, 35); ר""ר ב, ב (53:50); שם, ד, יב (141:116); איכ""ר, ב ד (2:112); מד""ש, יד (3:90); הש' במ""ר, יד, ד (נט ע""א, 25); שהש""ז, פרשה ז, ה (33:34)","הש' תענית כד ע""א","הש' תנ' תצוה א; תנ""ו, תצוה  ה;  י""ש תצוה שעה; שה""ש תתקפד; תתקצב; שמואל קיא",
00670,"הו' א, ו (מו ע""ב, 2)",ניטמאת,,"מ' מנ' ב, ב",,,,
00680,"הו' א, ז (מו ע""ב, 6)",רבי שמעון,,"ספ' יט ע""ב",,,,
00690,"הו' א, ז (מו ע""ב, 9)",כן,,,"הש' הו' מה ע""ג (52)",,,
00700,"הו' א, ז (מו ע""ב, 10)",הוריית,,"מ' הו' ב, א",,,,
00710,"הו' א, ח (מו ע""ב, 12)",רבי מאיר,,"הש' הו' א, ה",,,,
00720,"הו' א, ח (מו ע""ב, 13)",נאמר כאן,,"ספ' יט ע""א",,,,
00730,"הו' א, ח (מו ע""ב, 14)",מעיני,"במדבר טו, כד",,,,,
00740,"הו' א, ח (מו ע""ב, 19)",מטילין,,"ת' שק' ב, ו (33:207)",,,,
00750,"הו' א, ח (מו ע""ב, 22)",ידיהם,"ויקרא ד, טו",,,,,
00760,"הו' א, ח (מו ע""ב, 22)",ידי כל,,"ספ' יט ע""ב",,,,
00770,"הו' א, ח (מו ע""ב, 23)",ידיהם,,,,,,
00780,"הו' א, ח (מו ע""ב, 23)",פר טעון,,"ת' מנ' י, ט (30:527)",,,,
00790,"הו' א, ח (מו ע""ב, 24)",רבי שמעון,,"ספ' כ ע""ד",,,,
00800,"הו' א, ח (מו ע""ב, 26)",ויגשו,"דה""ב כט, כג",,,,,
00810,"הו' א, ח (מו ע""ב, 28)",הבאים,"עזרא ח, לה",,,,,
00820,"הו' א, ח (מו ע""ב, 28)",איפשר,,"ת' פרה א, ד (32:630)",,,,
00830,"הו' א, ח (מו ע""ב, 32)",וסמך,"ויקרא ד, כד",,,,,
00840,"הו' א, ח (מו ע""ב, 32)",וסמכו,"ויקרא ד, טו",,,,,
00850,"הו' א, ח (מו ע""ב, 33)",חי טעון,,"ספ' פב ע""א",,,,
00860,"הו' א, ח (מו ע""ב, 34)",וסמך,"ויקרא טז, כא",,,,,
00870,"הו' א, ח (מו ע""ב, 37)",הורו,,,"הו' מו ע""ג",,,
00880,"הו' א, ח (מו ע""ב, 40)",הורו,,"ספ' פט ע""א (פ""ד, י)",,,,
00890,"הו' א, ח (מו ע""ב, 41)",טעו,,"ספ' פט ע""א (פ""ד, יב)",,,,
00900,"הו' ב, א (מו ע""ג, 14)",נפש,"ויקרא ד, ב",,,,,
00910,"הו' ב, א (מו ע""ג, 14)",אם הכהן,"ויקרא ד, ג",,,,,
00920,"הו' ב, א (מו ע""ג, 14)",הרי,,"ספ' יז ע""א",,,,
00930,"הו' ב, א (מו ע""ג, 19)",העם,,"ספ' יז ע""א",,,,
00940,"הו' ב, א (מו ע""ג, 20)",אשר חטא,"ויקרא ד, ג",,,,,
00950,"הו' ב, א (מו ע""ג, 23)",אשר חטא,"ויקרא ד, ג",,,,,
00960,"הו' ב, ג (מו ע""ג, 39)",תמן,,,"הו' מו ע""ב",,,
00970,"הו' ב, ג (מו ע""ג, 43)",משיח,,,"הו' מו ע""ד",,,
00980,"הו' ב, ד (מו ע""ג, 47)",מצות,"ויקרא ד, יג",,,,,
00990,"הו' ב, ד (מו ע""ג, 47)",הייתי,,,"יב' ו ע""ג",,,
00010,"הו' א, א (מה ע""ג, 51)",נפש,"ויקרא ד, כז",,,,,
00020,"הו' א, א (מה ע""ג, 52)",הרי אילו,,"ספ' כא ע""ג","הו' א, א (מה ע""ד, 7)",,,
00030,"הו' א, א (מה ע""ג, 54)",מיעוט,,"מלב""מ ד (16)","סוטה כג ע""ג (46)",,,
00040,"הו' א, א (מה ע""ג, 55)",רבי חגיי,,,"תר' מה ע""ב",,,
00050,"הו' א, א (מה ע""ג, 56)",פטור,,"הש מ' תר' ח, א",,,,
00060,"הו' א, א (מה ע""ג, 57)",חייב,,"מ' תר' ו, א",,,,
00070,"הו' א, א (מה ע""ג, 58)",פטור,,"מ' תר' ח, א",,,,
00080,"הו' א, א (מה ע""ג, 60)",פטור,,"מ' פס' ו, ה",,,,
00090,"הו' א, א (מה ע""ג, 61)",חייב,,"הש' מ' הו' א, א",,,,
00100,"הו' א, א (מה ע""ג, 63)",או הודע,"ויקרא ד, כח",,,,,
00110,"הו' א, א (מה ע""ג, 63)",אמריו,,הש' ספ' צג,,,,
00120,"הו' א, א (מה ע""ד, 1)",על דעתיה,"הש' ויקרא ה, כג",,,,,
00130,"הו' א, א (מה ע""ד, 2)",במחוייבי,,"מ' כר' ו, ד",,,,
00140,"הו' א, א (מה ע""ד, 7)",הרי אלו,,"ספ' כא ע""ג","הו' א, א (מה ע""ג, 52)",,,
00150,"הו' א, א (מה ע""ד, 9)",ונעלם,"ויקרא ד, יג",,,,,
00160,"הו' א, א (מה ע""ד, 10)",דו אמר,,,"שבו' לב ע""ד",,,
00170,"הו' א, א (מה ע""ד, 10)",והוא ידע,"ויקרא ה, ג",,,,,
00180,"הו' א, א (מה ע""ד, 13)",אין חייבין,,"מ' הו' א, ג",,,,
00190,"הו' א, א (מה ע""ד, 15)",מן המקום,"דברים יז, י",,,,,
00200,"הו' א, א (מה ע""ד, 16)",יבחר,,"הש' ס""ד קנד (207)",,,,
