מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00670,"מכות ב, ז (לא ע""ד, 55)",חטאים תרדף,"משלי יג, כא",,,,,
00680,"מכות ב, ז (לא ע""ד, 58)",על כן יורה,"תהילים כה, ח",,,,,
00690,"מכות ב, ז (לא ע""ד, 58)",כציפור לנוד,"משלי כו, ב",,,,,
00700,"מכות ב, ז (לא ע""ד, 60)",רבי יוסי,,,"פד""כ 349; איכ""ר ג, מד (137); מת""ה כה, ד (313); מת""ה סט, ב (321)",,,ז
00710,"מכות ב, ז (לא ע""ד, 61)",ואני תפילתי,"תהילים סט, יד",,,,,
00720,"מכות ב, ז (לב ע""א, 2)",שלש,"דברים יט, ב",,,,,
00730,"מכות ב, ז (לב ע""א, 2)",אבא שאול,,,,,,
00740,"מכות ב, ז (לב ע""א, 3)",עוד,"דברים יט, ט",,,,,
00750,"מכות ב, ז (לב ע""א, 4)",עוד,"דברים יט, ט",,,,,
00760,"מכות ב, ז (לב ע""א, 4)",על השלש,"דברים יט, ט",,,,,
00770,"מכות ב, ז (לב ע""א, 4)",שש ערי,"במדבר לה, יג",,,,,
00780,"מכות ב, ז (לב ע""א, 5)",ותייא,,"הש' ת' יומא, ב, טו (238:119); סוטה, יג, א (8:229)","הו' ג, ב   (מז ע""ג, 54); במ""ר טו, י (סה ע""ד, 22); שהש""ר ח, י, ג, (מ ע""ג, 10);  ב""מ ח""ב מח""ו (שמות) ; הש' שק' ו, א (מט ע""ג, 36); תע' ב, א (סה ע""א, 56); סוטה, ח, ג (כב ע""ג, 6);  אדר""נ, נו""א, מא (11:113); בדמה""מ, ד","יומא, כא ע""ב; הש' יומא, נב ע""ב, נד ע""א; הוריות, יב ע""א; כריתות, ה ע""ב",,
00790,"מכות ב, ז (לב ע""א, 6)",עלו ההר,"חגי א, ח",,,,,
00800,"מכות ב, ז (לב ע""א, 10)",בר נש,,,"שבי' לט ע""ד",,,
00810,"מכות ב, ז (לב ע""א, 12)",כי יחם,"דברים יט, ו",,,,,
