מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
670,"ר""ה א, א (נו ע""ג, 42)",ההלל והשמחה,,"מ' סוכה ד, א",,,,
680,"ר""ה א, א (נו ע""ג, 45)",רבי אבודמא,,,"סוכה ד, ה (נד ע""ג, 41); חג' א, ד (עו ע""ג, 3)",,,
690,"ר""ה א, א (נו ע""ג, 46)",וביום השמיני,"ויקרא יב, ג",,,,,
700,"ר""ה א, א (נו ע""ג, 47)",כי תדר,"דברים כג, כב",,,,,
710,"ר""ה א, א (נו ע""ג, 48)",ואל פתח,"ויקרא יז, ד",,,,,
720,"ר""ה א, א (נו ע""ג, 55)",לא תאחר,"דברים כג, כב",,,,,
730,"ר""ה א, א (נו ע""ג, 59)",מוצא שפתיך,"דברים כג, כד",,,,,
740,"ר""ה א, א (נו ע""ג, 60)",בית דין,,"ס""ד רסה (5:286)",,"ר""ה ו ע""א",,
750,"ר""ה א, א (נו ע""ג, 60)",למשכון,,"מ' ערכ' ה, ו",,,,
760,"ר""ה א, א (נו ע""ג, 61)",כאשר נדרת,"דברים כג, כד",,,,,
770,"ר""ה א, א (נו ע""ג, 62)",אי זהו נדר,,"מ' קנ' א, א",,,,
780,"ר""ה א, א (נו ע""ג, 63)",רבי חמא,,,"מג' א, ט (עא ע""ב, 9)",,,
790,"ר""ה א, א (נו ע""ד, 2)",שכר בתים,,"ת' ר""ה א, א (1:305); מדר""י פסחא א (8:7); מדרשב""י יב, ב (4:9)",,"ר""ה ז ע""א",,
800,"ר""ה א, א (נו ע""ד, 2)",והוא שאמר,,,,"ר""ה ז ע""ב",,
810,"ר""ה א, א (נו ע""ד, 4)",בתחילתה,,,"שק' א, א (מה ע""ד, 29)",,,
820,"ר""ה א, א (נו ע""ד, 6)",חדשי,"במדבר כח, יד",,,,,
830,"ר""ה א, א (נו ע""ד, 6)",חדשי,"שמות יב, ב",,,,,
840,"ר""ה א, א (נו ע""ד, 8)",זאת עולת,"במדבר כח, יד",,,,,
850,"ר""ה א, א (נו ע""ד, 9)",בחדשו לחדשי,"במדבר כח, יד",,,,,
860,"ר""ה א, א (נו ע""ד, 11)",חדשי,"במדבר כח, יד",,,,,
870,"ר""ה א, א (נו ע""ד, 11)",חדשי,"שמות יב, ב",,,,,
880,"ר""ה א, א (נו ע""ד, 12)",באחד באלול,,"מ' בכ' ט, ה",,,,
890,"ר""ה א, א (נו ע""ד, 13)",האלוליים,,"מ' בכ' ט, ה; ת' ר""ה א, ו (18:306); ת' בכ' ז, ט (16:542)","ר""ה א, א (נו ע""ד,18); ר""ה א, א (נו ע""ד, 38); שק' ג, א (מז ע""ב, 17)","בכ' נח ע""א",,
900,"ר""ה א, א (נו ע""ד, 14)",רב חונה,,,"שק' ג, א (מז ע""ב, 18)",,,
910,"ר""ה א, א (נו ע""ד, 16)",לבשו כרים,"תהילים סה, יד",,,,,
920,"ר""ה א, א (נו ע""ד, 18)",האלוליים,,"מ' בכ' ט, ה; ת' ר""ה א, ו (18:306); ת' בכ' ז, ט (16:542)","ר""ה א, א (נו ע""ד,13); ר""ה א, א (נו ע""ד, 38); שק' ג, א (מז ע""ב, 17)","בכ' נח ע""א",,
930,"ר""ה א, א (נו ע""ד, 24)",תלמיד וחבר,,,"שק' ג, א (מז ע""ב, 27); ב""ב ט, יב (יז ע""ב, 8)",,,
940,"ר""ה א, א (נו ע""ד, 26)",על החלוקין,,"מ' ב""ב ט, י",,,,
950,"ר""ה א, א (נו ע""ד, 28)",מאחד בתשרי,,"מ' בכ' ט, ו",,,,
960,"ר""ה א, א (נו ע""ד, 36)",מחוסר זמן,,"ת' בכ' ז, ו (9:542)",,"בכ' כא ע""ב; בכ' נו ע""א; בכ' נז ע""ב; תמ' יט ע""ב",,
970,"ר""ה א, א (נו ע""ד, 38)",האלוליים,,"מ' בכ' ט, ה; ת' ר""ה א, ו (18:306); ת' בכ' ז, ט (16:542)","ר""ה א, א (נו ע""ד,13); ר""ה א, א (נו ע""ד, 18); שק' ג, א (מז ע""ב, 17)","בכ' נח ע""א",,
980,"ר""ה א, א (נו ע""ד, 43)",כל הבכור,"דברים טו, יט",,,,,
990,"ר""ה א, ב (נו ע""ד, 45)",וחג האסיף,"שמות כג, טז",,,,,
10,"ר""ה א, א (נו ע""א, 44)",החדש הזה,"שמות יב, ב",,,,,
20,"ר""ה א, א (נו ע""א, 45)",ואינו ראש,,"מדר""י פסחא א (7:7); מדרשב""י יב, ב (2:9)",,,,
