מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
670,"בר' א, א (ב ע""ד, 16)",קדמו עיני,"תהילים קיט, קמח",,,,,
680,"בר' א, א (ב ע""ד, 22)",הוא שדוד,,,"פד""כ ו, ד (12:124); איכ""ר ב, יט (10:121); מת""ה כב, ח (29:184); מת""ה, נז, ד (3:298); ימ""ת נז, ט (א, 3:298); ילק""ש תהילים תשע""ו (40:922)",,,
690,"בר' א, א (ב ע""ד, 22)",עורה כבודי,"תהילים נז, ט",,,,,
700,"בר' א, א (ב ע""ד, 28)",ומה היה,,,"פד""כ ו, ד (4:124); ר""ר ו, א (1:154); איכ""ר ב, יט (4:121); ימ""ת קיט, כא (16:219); ילק""ש תהילים תשע""ו (32:922); שם תתס""ז (37:955); שם תתע""ו (21:961); מת""ה כב, ח (185); מת""ה נז, ד (298); תנ""ו בהעלתך (525)","בר' ג ע""ב; סנ' טז ע""א",,ז
710,"בר' א, א (ב ע""ד, 32)",והיה כנגן,"מל""א ג, טו",,,,,
720,"בר' א, א (ב ע""ד, 48)",רגזו ואל,"תהילים ד, ה",,,,,
730,"בר' א, א (ב ע""ד, 49)",אין אומר,,"ת' בר' ג, ו (26:13)",,"בר' לא ע""א",,
740,"בר' א, א (ב ע""ד, 51)",שלש תכיפות,,,"מת""ה ד, ט (2:47); מת""ה קלד, ד (518); דב""ר ב, י (קא ע""ג, 8 )","בר' מב ע""א",,ז
750,"בר' א, א (ב ע""ד, 51)",תכף לסמיכה,,"מ' מנ' ט, ח",,,,
760,"בר' א, א (ב ע""ד, 51)",תכף לנטילת,,"ת' בר' ה, כו (60:29)","בר' ח, ב (יב ע""א, 20); מת""ה ד, ט (3:47); דב""ר ב, י (קא ע""ג, 9 )","בר' מב ע""א; בר' נב ע""ב",,
770,"בר' א, א (ב ע""ד, 52)",וסמך,"ויקרא א, ד",,,,,
780,"בר' א, א (ב ע""ד, 52)",ושחט,"ויקרא א, ה",,,,,
790,"בר' א, א (ב ע""ד, 53)",שאו ידיכם,"תהילים קלד, ב",,,,,
800,"בר' א, א (ב ע""ד, 53)",יהיו לרצון,"תהילים יט, טו",,,,,
810,"בר' א, א (ב ע""ד, 54)",יענך ה',"תהילים כ, ב",,,,,
820,"בר' א, א (ב ע""ד, 63)",פעמים שאדם,,"ת' בר' א, א (5:1)","אדר""נ נו""א ב (27)","בר' ח ע""ב",,
830,"בר' א, א (ג ע""א, 2)",הקורא עם,,,"בר' א, ח (ג ע""ג, 41)","יומא לז ע""ב",,
840,"בר' א, ב (ג ע""א, 11)",סכין אלוונתית,,"ת' שבת, יב, יב (33:53)","שבת יד, ג (יד ע""ג, 57)",,,
850,"בר' א, ב (ג ע""א, 12)",אמר ר' שמעון,,"ת' שבת, יב, יב (33:53)","שבת יד, ג (יד ע""ג, 57)","שבת קלד ע""א",,
860,"בר' א, ב (ג ע""א, 15)",השדרה והגולגות,,"מ' אה' ב, ו",,,,
870,"בר' א, ב (ג ע""א, 17)",מעשה שהביאו,,"ת' אה' ד, ב (28:600)",,"נזיר נב ע""א",,
880,"בר' א, ב (ג ע""א, 22)",כל הספחין מותרין,,"מ' שבי' ט, א",,,,
890,"בר' א, ב (ג ע""א, 23)",ר' שמעון בן יוחאי,,,"שבי' לח ע""ד; פד""כ, ויהי בשלח, יז (9:193); ק""ר י, ח (כז ע""א, 15); הש' ב""ר עט, ו (1:945); מת""ה יז, יג (134); אס""ר ג, ז (ז ע""א)",,,ז
900,"בר' א, ב (ג ע""א, 26)",ופורץ גדר,"קהלת י, ח",,,,,
910,"בר' א, ג (ג ע""א, 32)",אית דלא תני,,,,"בר' ט ע""א",,
920,"בר' א, ג (ג ע""א, 34)",נאמר כאן לילה,,"מדרשב""י, בא, יב, ח (1:13)",,"בר' ט ע""א; פס' קכ ע""ב; מג' כא ע""א; זב' נז ע""ב",,
930,"בר' א, ג (ג ע""א, 34)",לילה,"שמות יב, ח",,,,,
