מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
670,"ע""ז ב, א (מ ע""ג, 19)",כי אז,"צפניה ג, ט",,,,,
680,"ע""ז ב, א (מ ע""ג, 20)",ננתקה,"תהילים ב, ג",,,,,
690,"ע""ז ב, א (מ ע""ג, 22)",ויזבחו,"דה""ב טו, יא",,,,,
700,"ע""ז ב, א (מ ע""ג, 24)",ואנשי,"שמ""א ו, טו",,,,,
710,"ע""ז ב, א (מ ע""ג, 26)",הפרות,"שמ""א ו, יד",,,,,
720,"ע""ז ב, א (מ ע""ג, 27)",שאול,,,"ב""ר 242 וש""נ",,"וש""נ",
730,"ע""ז ב, א (מ ע""ג, 29)",ויאמר,"שמ""ב כד, כג",,,,,
740,"ע""ז ב, א (מ ע""ג, 29)",ומיד,"ויקרא כב, כה",,,,,
750,"ע""ז ב, א (מ ע""ג, 32)",בדמים,,"ת' שק' א, ז",,,,
760,"ע""ז ב, א (מ ע""ג, 32)",מעמידין,,"ת' ע""ז ג, ב",,,,
770,"ע""ז ב, א (מ ע""ג, 41)",מעמידין,,"ת' ע""ז ג, א",,,,
780,"ע""ז ב, א (מ ע""ג, 42)",מתייחדת,,"ת' קד' ה, ט-י",,,,
790,"ע""ז ב, א (מ ע""ג, 45)",מוכרין,,"ת' ע""ז ב, ד",,,,
800,"ע""ז ב, א (מ ע""ג, 48)",נזדווג,,"ת' ע""ז ג, ד",,,,
810,"ע""ז ב, א (מ ע""ג, 52)",עד אשר,"בראשית לג, יד",,,,,
820,"ע""ז ב, א (מ ע""ג, 54)",ועלו,עובדיה כא,,,,,
830,"ע""ז ב, א (מ ע""ג, 56)",מיילדת,,"הש' ת' ע""ז ג, ג-ד",,,,
840,"ע""ז ב, א (מ ע""ג, 58)",אם היה,,,"ע""ז ב, ב (מ ע""ד, 5)",,,
850,"ע""ז ב, א (מ ע""ג, 62)",מלכים,"ישעיה מט, כג",,,,,
860,"ע""ז ב, ב (מ ע""ד, 5)",אם היה,,,"ע""ז ב, א (מ ע""ג, 58)",,,
870,"ע""ז ב, ב (מ ע""ד, 12)",החושש,,"הש' מ' שבת יד, ד","שבת יד ע""ד",,,
880,"ע""ז ב, ב (מ ע""ד, 24)",רבי יוסי,,,"שבת טז ע""ב",,,
890,"ע""ז ב, ב (מ ע""ד, 24)",מחט,,,"שבת יז ע""ב",,,
900,"ע""ז ב, ב (מ ע""ד, 36)",בר בריה,,,"איכ""ר 158; ק""ר י, ה (כו ע""ג)",,,ז
910,"ע""ז ב, ב (מ ע""ד, 38)",והוות,,,"ב""ר 8:861 וש""נ",,,
920,"ע""ז ב, ב (מ ע""ד, 43)",רבי יונה,,,"הש' מג' עה ע""ג",,,
930,"ע""ז ב, ב (מ ע""ד, 44)",שבת,,"ספ' טו ע""ד",,,,
940,"ע""ז ב, ב (מ ע""ד, 56)",יצא רובו,,"מ' אה' ז, ו",,,,
950,"ע""ז ב, ב (מ ע""ד, 58)",גוי בגוי,,"ת' ע""ז ח, ה",,,,
960,"ע""ז ב, ב (מ ע""ד, 59)",להציל,,,"סנ' כו ע""ג",,,
970,"ע""ז ב, ב (מ ע""ד, 61)",מעשה,,"ת' חו' ב, כב-כג","ק""ר א, ח (ד ע""ב)",,,
980,"ע""ז ב, ב (מא ע""א, 2)",ופורץ,"קהלת י, ח",,,,,
990,"ע""ז ב, ב (מא ע""א, 3)",אשר יעשה,"ויקרא יח, ה",,,,,
10,"ע""ז א, א (לט ע""א, 50)",נחום המדי,,"ת' ע""ז א, א (11:460)",,,,
20,"ע""ז א, א (לט ע""ב, 32)",דוקינר,,,,"הש' ע""ז ו ע""ב",,
30,"ע""ז א, א (לט ע""ב, 36)",הולכין,,"ת' ע""ז א, ח",,,,
40,"ע""ז א, א (לט ע""ב, 36)",לא סוף,,,"ב""ר 476; ע""ז לט ע""ג",,,
50,"ע""ז א, א (לט ע""ב, 45)",ר' יודה,,"מ' מו""ק א, ח",,,,
60,"ע""ז א, א (לט ע""ב, 46)",רבי חנינה,,,"מו""ק פ ע""ד",,,
70,"ע""ז א, א (לט ע""ב, 52)",אומנים,,"ת' ע""ז א, ג","שבת ד ע""א",,,
80,"ע""ז א, א (לט ע""ב, 53)",בתלוש,,,"שמ' ה, ט",,,
90,"ע""ז א, ב (לט ע""ג, 2)",רב אמר,,,"בר' יב ע""ג; ער' כב ע""ב","ע""ז ב ע""א",,
