מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
00540,"סוכה א, א (נב ע""ב, 22)",העושה סוכה,,"ת' בר' ו, ט (49:36)","בר' יד ע""א","סוכה מו ע""א",,
00550,"סוכה א, ב (נב ע""ב, 33)",אוהל שהוא,,"הש' מ' אה' ג, ז",,,,
00560,"סוכה א, ב (נב ע""ב, 34)",מה דיורין,,,"הש' ער' כג ע""א (22)","סוכה י ע""א",,
00570,"סוכה א, ב (נב ע""ב, 34)",דתנא חד,,,"הש' מ""ק פג ע""ג",,הע' 4,
00580,"סוכה א, ב (נב ע""ב, 35)",לית בר,,,"הש' תר' מו ע""א (54); שבת ד ע""ד (59); שבת יז ע""ב (3); סוכה נג ע""ג (62); גטין נ ע""ג (4)",,להשלים,
00590,"סוכה א, ג (נב ע""ב, 37)",תילה בה,,,"הש' סוכה נב ע""ג (21)","סוכה י ע""ב",,
00600,"סוכה א, ד (נב ע""ב, 43)",רב ירמיה,,,"הש' סוכה נב ע""ב (64)",,,
00610,"סוכה א, ד (נב ע""ב, 44)",סיככה באניצי,,"ת' סוכה א, ה (10:256)",,"סוכה יב ע""ב",,
00620,"סוכה א, ד (נב ע""ב, 45)",סיככה בחבלי',,"ת' סוכה א, ד (9:256)",,,,
00630,"סוכה א, ה (נב ע""ב, 48)",באספך מגרנך,"דברים טז, יג",,,,,
00640,"סוכה א, ה (נב ע""ב, 49)",ואיד יעלה,"בראשית ב, ו",,,,,
00650,"סוכה א, ה (נב ע""ב, 50)",רבי יוחנן,,,"ב""ר 120; מת""ה קלה, א (518)","הש' תע' ט ע""ב",,ז
00660,"סוכה א, ו (נב ע""ב, 55)",אין חבילה,,,"הש' תר' מז ע""ב (8); ערלה סג ע""א (54)",,,
00670,"סוכה א, ו (נב ע""ב, 57)",בא במחשבה,,,"הש' דמאי כא ע""ד",,הע' 1,
00680,"סוכה א, ו (נב ע""ב, 60)",וסכות על,"שמות מ, ג",,,"סוכה ז ע""ב",,
00690,"סוכה א, ז (נב ע""ב, 63)",רבי יסא,,,"סוכה נב ע""ג (2)","סוכה טו ע""א",,
00700,"סוכה א, ז (נב ע""ב, 64)",מן מה,,,"סוכה נב ע""ב (43)",,,
00710,"סוכה א, ז (נב ע""ג, 2)",רבי יוסי,,,"סוכה נב ע""ב (63)",,,
00720,"סוכה א, ז (נב ע""ג, 6)",רבי זריקן,,,"סוכה נב ע""ג (11)",,,
00730,"סוכה א, ז (נב ע""ג, 9)",שאין סכך,,,"הש' ער' נא ע""ד (31); ער' נב (28, 37)","סוכה יז ע""א",,
00740,"סוכה א, ז (נב ע""ג, 11)",דאמר ר',,,"סוכה נב ע""ג (6)",,,
00750,"סוכה א, ח (נב ע""ג, 17)",תעשה לך,"דברים טז, יג",,,,,
00760,"סוכה א, ט (נב ע""ג, 19)",אמר רבי,,,"ער' כה ע""ב","סוכה טז ע""ב",,
00770,"סוכה א, ט (נב ע""ג, 25)",דגשרים המפולשין,,"הש' מ' ער' ט, ד",,,,
00780,"סוכה א, ט (נב ע""ג, 26)",רבי חנניה,,,"שבת ו ע""א; ער' כה ע""ב","ער' פז ע""ב",,
00855,"סוכה א, י (נב ע""ג, 32)",התיב רבי,,,,"סוכה יט ע""א",,
00810,"סוכה א, ט (נב ע""ג, 27)",הבאת לונטיות,,"מ' שבת כב, ה",,,,
00890,"סוכה א, יא (נב ע""ג, 44)",ארוגה טמיאה,,"הש' ת' סוכה ג, י (34:259)",,"סוכה כ ע""א",,
00800,"סוכה א, ט (נב ע""ג, 27)",והתיר כצוצרה,,"ת' ער' ו, כז (97:126)",,,,
00820,"סוכה א, י (נב ע""ג, 28)",אויר פסול,,,"הש' ער' נא ע""ד (31); ער' נב (9, 37)","סוכה יז ע""א",,
00870,"סוכה א, י (נב ע""ג, 37)",משום שאין,,,"הש' ער' נא ע""ד (31); ער' נב (9, 28)",,,
00830,"סוכה א, י (נב ע""ג, 29)",דתנינן הרחיק,,,"בר' יא ע""א",,,
00840,"סוכה א, י (נב ע""ג, 30)",הרחיק את,,"מ' סוכה א, ט",,,,
00850,"סוכה א, י (נב ע""ג, 31)",בית שנפחת,,"מ' סוכה א, י",,,,
00860,"סוכה א, י (נב ע""ג, 33)",ואין מטבילין,,"הש' מ' מק' ז, א",,,,
00880,"סוכה א, יא (נב ע""ג, 38)",מודה ר',,"ת' סוכה א, יא (31:258)",,"סוכה יט ע""ב",,
00900,"סוכה ב, א (נב ע""ד, 28)",אבל פורס,,"מ' סוכה א, ג",,,,
00910,"סוכה ב, א (נב ע""ד, 31)",הוא אומר,,"הש' ספרי דברים, מא 85; מת""ד, יא, יג (34:7)","הש' שמ' יא, ז (32:189); פס' ג, ז (ל ע""ב, 40); חג' א, ז (עו ע""ג, 38); שהש""ר, ב, יד, ה (יח ע""ב, 6)","קידושין, מ ע""ב","י""ש, עקב תתסא",
00920,"סוכה ב, א (נב ע""ד, 33)",ר' יודא,,"מ' סוכה א, ב",,,,
00930,"סוכה ב, א (נב ע""ד, 36)",טבי עבדו,,,"ער' כו ע""א",,,
00940,"סוכה ב, ב (נב ע""ד, 40)",מעשה באנשי,,"ת' סוכה ב, ג (10:260)",,,,
00950,"סוכה ב, ד (נב ע""ד, 48)",רבי אלעזר,,,"הש' סוכה נב ע""ד (53)",,,
00960,"סוכה ב, ד (נב ע""ד, 49)",רבי שמעון,,,"ער' יט ע""ב",,,
00970,"סוכה ב, ד (נב ע""ד, 51)",מטמא משם,,"מ' ער' א, ז",,"סוכה כד ע""א",,
00980,"סוכה ב, ד (נב ע""ד, 52)",דרבי יוסי,,"מ' אה' ח, ה",,,,
00990,"סוכה ב, ד (נב ע""ד, 55)",נתנו באילן,,"ת' ער' ב, יג (43:96); הש' מ' ער' ג, ג","ער' כ ע""ד","ער' לג ע""א",,
01000,"סוכה ב, ד (נב ע""ד, 57)",וקשיא אם,,,"סוכה נב ע""ד (63)",,,
01010,"סוכה ב, ד (נב ע""ד, 61)",נתנו בכלכלה,,"ת' ער' ב, יג (45:96)",,"ער' לג ע""א",,
01020,"סוכה ב, ד (נב ע""ד, 63)",וקשיא אם,,,"סוכה נב ע""ד (57)",,,
01030,"סוכה ב, ד (נג ע""א, 3)",בידי אדם,,"מ' סוכה ב, ד",,,,
01040,"סוכה ב, ד (נג ע""א, 11)",דתני רבי,,,"שבת ז ע""ב",,"וש""נ",
01050,"סוכה ב, ה (נג ע""א, 15)",לא סוף,,"ת' סוכה ב, ב (5:260)",,"ער' כו ע""א",,
