מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
3070,"נזיר ו, ז (נה ע""ב, 45)",חומר בתגלחת,,"ת' נזיר ד, ד (14:137); הש' ס""ב לא (7:38)",,,"ת' נזיר וש""נ",
3840,"נזיר ז, ב (נו ע""ב, 43)",אם יבשה,,,,"ב' נדה נו ע""א",,
3850,"נזיר ז, ב (נו ע""ב, 44)",אם נסרחת,,,,"ב' ע""ז סז ע""ב",,
3950,"נזיר ז, ב (נו ע""ב, 63)",נקבר עמו,,"הש' מ' אה' ב, ב",,,,
3990,"נזיר ז, ב (נו ע""ג, 9)",גילגלין,,"הש' מ' נזיר ט, ג",,,,
4010,"נזיר ז, ב (נו ע""ג, 11)",שכונת קברות,,"הש' מ' נזיר ט, ג",,,,
4110,"נזיר ז, ג (נו ע""ג, 30)",או בעצם,"במדבר יט, טז","הש' סז""ב (16:306)",,,,
4140,"נזיר ז, ג (נו ע""ג, 34)",אפילו על,,"הש' מ' טה' ד, ה",,,,
4760,"נזיר ט, ב (נז ע""ד, 15)",תבן וביטלו,,"הש' ת' אה' טו, ה (35:612)",,,,
4810,"נזיר ט, ב (נז ע""ד, 26)",אין ספק,,"הש' מ' טה' ד, ח",,,,
10,"נזיר א, א (נא ע""א, 38)",כתיב איש,,,"נד' לו ע""ג",,,
20,"נזיר א, א (נא ע""א, 38)",איש כי,"במדבר ל, ג",,,,,
30,"נזיר א, א (נא ע""א, 39)",או השבע,"במדבר ל, ג",,,,,
40,"נזיר א, א (נא ע""א, 41)","גר""ש",,,"נד' לו ע""ג (43)",,,
50,"נזיר א, א (נא ע""א, 42)",מיכן שאדם,,"ת' נד' א, ז (30:126)",,,,
60,"נזיר א, א (נא ע""א, 43)",דרבי יוחנן,,,"יב' יג ע""ד; נד' לו ע""ג (52)",,,
70,"נזיר א, א (נא ע""א, 45)",דרבי יודה,,"הש' ת' נזיר ב, ח (15:127)","נזיר נב ע""א (48); נזיר נד ע""ב (25)",,,
770,"נזיר ב, ח (נב ע""א, 48)",דרבי יודה,,"הש' ת' נזיר ב, ח (15:127)","נזיר נא ע""א (45); נזיר נד ע""ב (25)",,,
410,"נזיר א, ג (נא ע""ג, 4)",בפרשת נזיר,"הש' במדבר ו, ב-כא",,,,,
2070,"נזיר ה, ו (נד ע""ב, 25)",דרבי יודה,,"הש' ת' נזיר ב, ח (15:127)","נזיר נא ע""א (45); נזיר נב ע""א (48)",,,
80,"נזיר א, א (נא ע""א, 48)",כך אם,,,"נזיר נא ע""ד (58)",,,
90,"נזיר א, א (נא ע""א, 50)",שמור ושמעת,"דברים יב, כח",,"הש' נזיר נב ע""א (7)",,,
100,"נזיר א, א (נא ע""א, 53)",הריני כזה,,"מ' נזיר א, א",,,,
110,"נזיר א, א (נא ע""א, 54)",ומדרבי יוסי,,,"נזיר נא ע""ב (5)",,"צ""ל: ומר רבי",
170,"נזיר א, א (נא ע""ב, 5)",אמר רבי,,,"נזיר נא ע""א (54)",,,
120,"נזיר א, א (נא ע""א, 58)",והתני בר,,,"נד' לז ע""א",,,
130,"נזיר א, א (נא ע""א, 58)",האומר לחרס,"איוב ט, ז",,,,,
140,"נזיר א, א (נא ע""א, 62)",בית שמאי,,"ת' נזיר א, א (1:124)",,,,
150,"נזיר א, א (נא ע""ב, 3)",הרי עלי,,"מ' נזיר א, א","נזיר נא ע""ב (10)",,,
160,"נזיר א, א (נא ע""ב, 4)",עד די,"דניאל ד, ל",,,,,
180,"נזיר א, א (נא ע""ב, 10)",הרי עלי,,"מ' נזיר א, א","נזיר נא ע""ב (10)",,,
190,"נזיר א, א (נא ע""ב, 11)",עד די,"דניאל ד, ל",,,,,
200,"נזיר א, א (נא ע""ב, 12)",תורין ובני,"הש' במדבר ו, י",,,,,
210,"נזיר א, א (נא ע""ב, 14)",כל עוף,,,"הש' שבת יב ע""ב (21)",,,
220,"נזיר א, א (נא ע""ב, 14)",כל צפור,"דברים יד, יא",,,,,
230,"נזיר א, א (נא ע""ב, 15)",אמו' לצפו',"יחזקאל לט, יז",,,,,
240,"נזיר א, ב (נא ע""ב, 21)",הריני נזיר,,"הש' ת' נזיר א, ב (3:124)",,,,
250,"נזיר א, ב (נא ע""ב, 23)",כמוכוס,,"ת' נזיר א, א (5:124)",,,"צ""ל: סומכוס",
260,"נזיר א, ב (נא ע""ב, 25)",רבי לעזר,,,"נד' לו ע""ד",,,
270,"נזיר א, ב (נא ע""ב, 31)",שבועה שלא,,"מ' שבו' ג, ד",,,,
280,"נזיר א, ב (נא ע""ב, 33)",שאין שבועו',,,"שבו' לד ע""ג",,,
1440,"נזיר ד, ד (נג ע""ב, 57)",שכן הוא,,"הש' ת' נזיר ג, יח (57:135)",,,,
1450,"נזיר ד, ד (נג ע""ב, 58)",קרבנו,"ויקרא ד, כג",,,,,
1460,"נזיר ד, ד (נג ע""ב, 59)",בהמה אין,,,"נזיר נה ע""ג",,,
1470,"נזיר ד, ד (נג ע""ב, 62)",היו לו,,"מ' נזיר ד, ד",,,,
1490,"נזיר ד, ה (נג ע""ג, 5)",מיפר לה,,,"נזיר נג ע""ב",,,
1500,"נזיר ד, ה (נג ע""ג, 6)",הפר נדריה,"במדבר ל, ט",,,,"צ""ל: והפר את נדרה",
1510,"נזיר ד, ה (נג ע""ג, 7)",דרבי שמעון,,"הש' מ' נזיר ו, ט",,,,
1520,"נזיר ד, ה (נג ע""ג, 8)",ואחר ישתה,"במדבר ו, כ",,,,,
1530,"נזיר ד, ה (נג ע""ג, 10)",במה דברים,,"ת' נזיר ג, יד (36:133)",,,,
1550,"נזיר ד, ה (נג ע""ג, 13)",רבי אומר,,"מ' נזיר ד, ה",,,,
1560,"נזיר ד, ו (נג ע""ג, 17)",איש,"ויקרא יג, מד","ספ' סז ע""ד","סוטה יט ע""ב",,,
1570,"נזיר ד, ו (נג ע""ג, 18)",לעניין שלמטן,"הש' ויקרא יג, מה",,,,,
1580,"נזיר ד, ו (נג ע""ג, 20)","כ""ד דברים",,"ת' עד' ב, ב (9:457)",,,,
1590,"נזיר ד, ו (נג ע""ג, 20)",בית שמאי,,"ת' נזיר ג, יז (51:134)",,,,
1600,"נזיר ד, ו (נג ע""ג, 22)",עד שיביא,,"הש' ת' נזיר ג, יז (53:134); ת' נדה ה, טו (31:646)",,,,
1610,"נזיר ד, ו (נג ע""ג, 26)",מעשה בירבי,,"ת' נדה ה, טו (30:646)",,,,
1630,"נזיר ד, ו (נג ע""ג, 38)",קרבנו לה',"במדבר ו, יד",,"נזיר נב ע""ג",,,
1650,"נזיר ה, א (נג ע""ד, 14)",המתכוין לומר,,"מ' תר' ג, ח","תר' מב ע""ב",,,
1660,"נזיר ה, א (נג ע""ד, 19)",בשפתים,"ויקרא ה, ד","ספ' כג ע""ג",,,,
1670,"נזיר ה, א (נג ע""ד, 20)",כל נדיב,"שמות לה, כב",,,,,
1680,"נזיר ה, א (נג ע""ד, 22)",מוצא שפתיך,"דברים כג, כד",,,,,
1690,"נזיר ה, א (נג ע""ד, 23)",המכנס מעות,,"מ' שק' ב, ג",,,,
1700,"נזיר ה, א (נג ע""ד, 26)",ר' יוסי,,,"שק' מו ע""ג",,,
1710,"נזיר ה, א (נג ע""ד, 29)",אמר רבי,,"מ' שק' ב, ד",,,,
1720,"נזיר ה, א (נג ע""ד, 40)",האומר הרי,,"מ' מנ' יב, ב",,,,
1730,"נזיר ה, א (נג ע""ד, 41)","דב""ש אומרי'",,"מ' נזיר ה, א",,,,
290,"נזיר א, ב (נא ע""ב, 34)",כשם שכינוי,,"ת' נז' א, ה (20:125)",,,,
300,"נזיר א, ב (נא ע""ב, 39)",הריני נזיר,,"מ' נזיר א, ד",,,,
310,"נזיר א, ב (נא ע""ב, 40)",הרי זה,,"ת' נזיר א, ג (14:125)",,,,
320,"נזיר א, ב (נא ע""ב, 47)",הוסיף רבי,,"ת' נזיר א, ג (12:124)",,,,
330,"נזיר א, ב (נא ע""ב, 49)",הוסיף רבי,,"ת' סוטה ג, טז (128:164)","מד""ש כז, ה (129); במ""ר ט, כד (כט ע""ד)",,,ז
340,"נזיר א, ב (נא ע""ב, 51)",הריני נזי',,"מ' נזיר א, ה",,,,
350,"נזיר א, ב (נא ע""ב, 52)",שהוא מגלח,,"ת' נזיר א, ג (14:125)",,,,
360,"נזיר א, ב (נא ע""ב, 59)",כן יעשה,"במדבר ו, כא",,,,,
370,"נזיר א, ב (נא ע""ב, 62)",נזיר שמשון,,"ת' נזיר א, ה (21:125)",,,,
380,"נזיר א, ב (נא ע""ב, 64)",כפי נזרו,"במדבר ו, כא",,,,,
390,"נזיר א, ב (נא ע""ג, 1)",כי נזיר,"שופטים יג, ה",,,,,
400,"נזיר א, ג (נא ע""ג, 3)","יהי""ה","במדבר ו, ה","סז""ב 23:241",,,,
420,"נזיר א, ג (נא ע""ג, 5)",על דעתיה,,,"נזיר נב ע""ג",,,
430,"נזיר א, ג (נא ע""ג, 7)",גדל פרע,"במדבר ו, ה","ס""ב כה (31)",,,,
440,"נזיר א, ג (נא ע""ג, 8)",ובכתה את,"דברים כא, יג",,,,,
450,"נזיר א, ג (נא ע""ג, 9)",ימים,"במדבר ו, ה",,,,,
460,"נזיר א, ג (נא ע""ג, 9)",והימים הראשונים,"במדבר ו, יב",,,,,
470,"נזיר א, ג (נא ע""ג, 10)",ימים שהותרו,,"הש' ס""ז 2:244",,,,
480,"נזיר א, ג (נא ע""ג, 11)",עד מלאת,"במדבר ה, ה",,,,,
490,"נזיר א, ג (נא ע""ג, 13)",האומר הריני,,"מ' נזיר א, ו",,,,
500,"נזיר א, ג (נא ע""ג, 15)",הריני נזיר,,"מ' נזיר א, ג",,,,
510,"נזיר א, ד (נא ע""ג, 25)",הריני נזיר,,"ת' נזיר א, ד (18:125)",,,,
530,"נזיר א, ו (נא ע""ג, 30)",חסידים הראשוני',,"ת' נד' א, א (3:100)",,,,
520,"נזיר א, ו (נא ע""ג, 29)",מתניתא דרבי,,,"נד' לו ע""ג",,,
540,"נזיר א, ו (נא ע""ג, 32)",וכפר עליו,"במדבר ו, יא",,,,,
550,"נזיר א, ו (נא ע""ג, 33)",אמר שמעון,,"ת' נזיר ד, ז (32:138)",,,"וש""נ",
560,"נזיר א, ו (נא ע""ג, 40)",איש או,"במדבר ו, ב",,,,,
570,"נזיר ב, א (נא ע""ד, 19)",כינויי כינויין,,"הש' ת' נזיר ב, א (1:126)",,,,
580,"נזיר ב, א (נא ע""ד, 20)",כה אמר,"ישעיה סה, ח",,,,,
590,"נזיר ב, א (נא ע""ד, 25)",הרי עלי,,"מ' מנ' יב, ג",,,,
600,"נזיר ב, א (נא ע""ד, 28)",אמר אמרה,,"מ' נזיר ב, ב",,,,
610,"נזיר ב, א (נא ע""ד, 39)",אמר לקדשי,,"הש' מ' תמ' ה, ה",,,,
630,"נזיר ב, א (נא ע""ד, 46)",אף הוא,,"הש' מ' תמ' א, א",,,,
640,"נזיר ב, ב (נא ע""ד, 54)",שאין גוים,,"הש' מ' נזיר ט, א",,,,
650,"נזיר ב, ב (נא ע""ד, 55)",אמר אמרה,,"מ' נזיר ב, ב",,,,
660,"נזיר ב, ב (נא ע""ד, 58)",כך אני,,,"נזיר נא ע""א (48)",,,
670,"נזיר ב, ב (נא ע""ד, 61)",או אשה,"במדבר ו, ב",,,,,
680,"נזיר ב, ב (נא ע""ד, 63)",כיני מתניתא,,,"נזיר נד ע""ב (23)",,,
2060,"נזיר ה, ו (נד ע""ב, 23)",כיני מתנית',,,"נזיר נא ע""ד (63)",,,
690,"נזיר ב, ג (נב ע""א, 7)",שמור ושמעת,"דברים יב, כח",,"הש' נזיר נא ע""א (50)",,,
700,"נזיר ב, ג (נב ע""א, 8)",הרי זה,,"ת' גט' ה, יב (70:268)",,,,
710,"נזיר ב, ג (נב ע""א, 13)",דרבי שמעון,,"מ' מנ' יב, ג",,,,
730,"נזיר ב, ה (נב ע""א, 27)",הריני נזיר,,"מ' נזיר ב, ה",,,,
740,"נזיר ב, ה (נב ע""א, 33)",שאד' קובע,,,"פס' לה ע""ד",,,
750,"נזיר ב, ה (נב ע""א, 36)",רבי לוי,,,"כת' לה ע""ד",,,
760,"נזיר ב, ו (נב ע""א, 42)",אשכח אמר,,,"פס' לו ע""א (1)",,,
780,"נזיר ב, ח (נב ע""א, 48)",דרבי יודה,,"ת' נזיר ב, ז (15:127)",,,,
790,"נזיר ב, ט (נב ע""א, 58)",מניח את,,"מ' נזיר ב, ט",,,,
800,"נזיר ב, ט (נב ע""א, 62)",טמא מת,,"הש' ת' נזיר ב, יד (43:130)",,,,
810,"נזיר ב, ט (נב ע""ב, 3)",קרבנו לה',"במדבר ו, יא","ת' נזיר ב, ו (10:127)",,,,
820,"נזיר ב, ט (נב ע""ב, 5)",אמר רבי,,,"קד' סג ע""ג",,,
830,"נזיר ב, ט (נב ע""ב, 8)",נזיר לאחר,,"ת' נזיר ב, י (20:128)",,,,
840,"נזיר ב, י (נב ע""ב, 12)",לאחר שבעים,,"מ' נזיר ב, י",,,,
850,"נזיר ב, י (נב ע""ב, 27)",שאלו את,,"ת' נזיר ה, ב (19:142)",,,,
880,"נזיר ג, א (נב ע""ג, 8)",לבר קפרא,,,"נזיר נא ע""ג",,,
890,"נזיר ג, א (נב ע""ג, 12)",ר' אימי,,,"מ""ק פב ע""א",,,
900,"נזיר ג, א (נב ע""ג, 17)",שמונה ימים,,"מ' מ""ק ג, ה",,,,
910,"נזיר ג, א (נב ע""ג, 22)",על כל,,,"שמ' ט, ח (171)",,,
920,"נזיר ג, ב (נב ע""ג, 24)",מי שנזר,,"ת' נזיר ב, טו (48:130)",,,,
930,"נזיר ג, ב (נב ע""ג, 25)",להישען על,,,"הש' כת' לו ע""א (19)",,,
940,"נזיר ג, ב (נב ע""ג, 33)",כרבי שמעון,,"הש' מ' נזיר ו, ט",,,,
990,"נזיר ג, ג (נב ע""ג, 46)",מנזיר טמא,"הש' במדבר ו, ט",,,,,
950,"נזיר ג, ב (נב ע""ג, 33)",הפריש שתיהן,,"ת' נזיר ב, טו (50:130)",,,,
960,"נזיר ג, ב (נב ע""ג, 35)",קרבנו לה',"במדבר ו, כא","ת' נזיר ה, ו (10:127)","נזיר נג ע""ג",,,
980,"נזיר ג, ג (נב ע""ג, 45)",בין תגלחת,"הש' ויקרא יד, ח-ט",,,,,
860,"נזיר ב, י (נב ע""ב, 32)",שהנזיר מגלח,"הש' במדבר ו, יח",,,,,
870,"נזיר ב, י (נב ע""ב, 33)",ומצורע מגלח,"הש' ויקרא יד, ט-י",,,,,
1000,"נזיר ג, ד (נב ע""ג, 52)",זאת תורת,"במדבר ו, יג",,,,,
1010,"נזיר ג, ה (נב ע""ג, 58)",נזר והוא,,,"נזיר נה ע""ב",,,
1020,"נזיר ג, ה (נב ע""ד, 1)",לא יבוא,"במדבר ו, ח",,,,,
1030,"נזיר ג, ה (נב ע""ד, 1)",ולא יטמא,"במדבר ו, ט",,,,,
1040,"נזיר ג, ה (נב ע""ד, 3)",השתחוה או,,"מ' שבו' ב, ג",,,,
1050,"נזיר ג, ה (נב ע""ד, 6)",נזיר שהיה,,"מ' שבו' ו, ד",,,,
1060,"נזיר ג, ה (נב ע""ד, 7)",היה מטמא,,"מ' שבו' ו, ד",,,,
1070,"נזיר ג, ה (נב ע""ד, 10)",יטמ' בעל,"ויקרא כא, ד",,,,"צ""ל: לא יטמא",
1080,"נזיר ג, ה (נב ע""ד, 13)",להחלו,"ויקרא כא, ד",,,,,
1100,"נזיר ג, ה (נב ע""ד, 35)",ניטמא יום,,"מ' נזיר ג, ד",,,,
1110,"נזיר ג, ו (נב ע""ד, 38)",שלשי' יום,,"מ' נזיר ג, ו",,,,
1120,"נזיר ג, ז (נב ע""ד, 40)",רב אמ',,,"יב' טו ע""א; סנ' כב ע""ד",,,
1130," נזיר ג, ז (נב ע""ד, 53)",ר' יודה,,"מ' יב' טו, ה",,,,
1140,"נזיר ג, ז (נב ע""ד, 56)",אחד חקירות,,"מ' סנ' ה, ב",,,,
1150,"נזיר ג, ז (נב ע""ד, 58)",צדק צדק,"דברים טז, כ",,,,,
1160,"נזיר ג, ז (נב ע""ד, 58)",לא נחלקו,,"ת' נזיר ג, א (1:131)",,,,
1170,"נזיר ד, א (נג ע""א, 36)",מאן תנא,,,"קד' סב ע""ב",,,
1180,"נזיר ד, א (נג ע""א, 37)",הותר האמצעי,,,,"ב' נזיר כא ע""א",,
1190,"נזיר ד, א (נג ע""א, 39)",בתוך כדי,,"ת' נזיר ה, א (16:115)",,,"וש""נ",
1200,"נזיר ד, א (נג ע""א, 39)",כמה הוא,,,"בר' ד ע""ב",,"וש""נ",
1210,"נזיר ד, א (נג ע""א, 48)",פי מן,,"ת' נזיר ג, ג (8:131)",,,,
1220,"נזיר ד, א (נג ע""א, 51)",נדר (1),"במדבר ו, ב",,,,,
1230,"נזיר ד, א (נג ע""א, 51)",נדר (2),"ויקרא כז, ב",,,,,
1240,"נזיר ד, ב (נג ע""א, 55)",מה ראית,,"הש' ת' נדרים ו, א (4:116)",,,,
1250,"נזיר ד, ב (נג ע""א, 56)",אין כאן,,,"נזיר נג ע""א (61)",,,
1260,"נזיר ד, ב (נג ע""א, 60)",רבי אבהו,,,"נד' מב ע""א",,,
1270,"נזיר ד, ב (נג ע""א, 61)",אין כאן,,,"נזיר נג ע""א (56)",,,
1280,"נזיר ד, ג (נג ע""ב, 2)",וה' יסלח,"במדבר ל, ט",,,,,
1290,"נזיר ד, ג (נג ע""ב, 3)",כשהיה רבי,,"ת' נזיר ג, יד (33:132)",,,,
1300,"נזיר ד, ג (נג ע""ב, 5)",האשה שנדרה,,"ת' נזיר ג, ט (23:132)","נזיר נג ע""ב (12)",,,
1310,"נזיר ד, ג (נג ע""ב, 8)",רבי לעזר,,"מ' שבו' ה, ג","שבו' לו ע""ב",,,
1320,"נזיר ד, ג (נג ע""ב, 9)",אמר רבי,,,"שבו' לו ע""ב",,,
1330,"נזיר ד, ג (נג ע""ב, 12)",האשה שנדרה,,"ת' נזיר ג, ט (23:132)","נזיר נג ע""ב (5)",,,
1340,"נזיר ד, ג (נג ע""ב, 23)",רבי שמעון,,"מ' מנ' יב, ג",,,,
1350,"נזיר ד, ד (נג ע""ב, 27)",תרעה בעדר,,"מ' נזיר ה, ג",,,,
1360,"נזיר ד, ד (נג ע""ב, 27)",הזקן עוקר,,,"כת' לא ע""ג; נד' לט ע""ד",,,
1370,"נזיר ד, ד (נג ע""ב, 29)",הפר את,"במדבר ל, ט",,,,"צ""ל: והפר",
1390,"נזיר ד, ד (נג ע""ב, 37)",מותר נזירים,,"מ' שק' ב, ה",,,,
1400,"נזיר ד, ד (נג ע""ב, 38)",אמ' רב,,,"שק' מו ע""ד",,,
1410,"נזיר ד, ד (נג ע""ב, 43)",אילו לחטאתי,,"ת' מעי' א, י (28:551)","נזיר נג ע""ב (64)",,,
1420,"נזיר ד, ד (נג ע""ב, 50)",דמר ר',,,"שק' מו ע""ד",,"וש""נ",
1480,"נזיר ד, ד (נג ע""ב, 64)",אילו לחטאתי,,"ת' מעי' א, י (28:551)","נזיר נג ע""ב (43)",,,
1430,"נזיר ד, ד (נג ע""ב, 53)",יכול לא,,"ספ' כ ע""ג",,,,
1980,"נזיר ה, ה (נד ע""א, 60)",זו טעות,,,"נד' מא ע""ג",,,
1990,"נזיר ה, ה (נד ע""ב, 1)",החזון אשר,"יחזקאל יב, כז",,,,,
2000,"נזיר ה, ה (נד ע""ב, 1)",תני שלש,,,"בר' יא ע""ב; ב""ר צא (1115); ק""ר ז, יא (כ ע""א)",,,ז
2020,"נזיר ה, ה (נד ע""ב, 10)",כי בצל,"קהלת ז, יב",,,,,
2030,"נזיר ה, ה (נד ע""ב, 11)",חבי כמעט,"ישעיה כו, כ",,,,,
2040,"נזיר ה, ה (נד ע""ב, 12)",ויתרון דעת,"קהלת ז, יב",,,,,
2050,"נזיר ה, ה (נד ע""ב, 13)",סלסליה ותרוממך,"ב""ס יא, א (351); הש' משלי ד, ח",,,,,
2010,"נזיר ה, ה (נד ע""ב, 8)",אייתיתיה,,,,"ב' בר' מח ע""א",,
2080,"נזיר ה, ו (נד ע""ב, 29)",וכולן מונין,,"ת' נזיר ג, יט (72:136)",,,,
2090,"נזיר ה, ו (נד ע""ב, 30)",דבית שמאי,,"מ' נזיר ה, א",,,,
2100,"נזיר ו, א (נד ע""ג, 24)",שלשה מינין,,"הש' ס""ב כב (25)",,,,
2110,"נזיר ו, א (נד ע""ג, 24)",הטומאה דכתיב,,"ס""ב כו (22:31)","נזיר נה ע""ב",,,
2120,"נזיר ו, א (נד ע""ג, 24)",כל ימי הזירו,"במדבר ו, ו",,,,,
2140,"נזיר ו, א (נד ע""ג, 25)",כל ימי נדר,"במדבר ו, ה",,,,,
2130,"נזיר ו, א (נד ע""ג, 25)",תגלחת דכתיב,,"ס""ב כה (10:30)",,,,
2150,"נזיר ו, א (נד ע""ג, 27)",כל ימי נזרו,"במדבר ו, ד",,,,,
2160,"נזיר ו, א (נד ע""ג, 27)",תני רב,,,"שבת ט ע""א",,,
2170,"נזיר ו, א (נד ע""ג, 28)","א""ל רבי",,,"שבת ט ע""א; יב' ט ע""ג",,,
2180,"נזיר ו, א (נד ע""ג, 31)",לא תעשה,"שמות כ, ט",,,,,
2190,"נזיר ו, א (נד ע""ג, 32)",לא תבערו,"שמות לה, ג",,,,,
2200,"נזיר ו, א (נד ע""ג, 34)",וכא לא,,,"שבת ט ע""א; סנ' כה ע""ב",,,
2210,"נזיר ו, א (נד ע""ג, 34)",לא תעבדם,"שמות כ, ד",,,,,
2220,"נזיר ו, א (נד ע""ג, 35)",לא תשתחוה,"שמות כ, ד",,,,,
2230,"נזיר ו, א (נד ע""ג, 38)",לא תשתחוה,"שמות לד, יד",,,,,
2240,"נזיר ו, א (נד ע""ג, 40)",חברייא אמרי,,,"נזיר נד ע""ג (56)",,,
2290,"נזיר ו, א (נד ע""ג, 56)",חברייא אמרי,,,"נזיר נד ע""ג (40)",,,
2250,"נזיר ו, א (נד ע""ג, 46)",זובח לאלהים,"שמות כב, יט",,,,,
2260,"נזיר ו, א (נד ע""ג, 50)",בכל מושבותיכם,"שמות לב, ג",,,,,
2270,"נזיר ו, א (נד ע""ג, 50)",והיו אלה,"במדבר לה, כט",,,,,
2280,"נזיר ו, א (נד ע""ג, 54)",ויצאו מן,"הש' במדבר ו, ד",,,,,
2300,"נזיר ו, א (נד ע""ג, 59)",ר' אליעזר,,"ס""ב כד (29)","נזיר נה ע""א (35)",,,
2740,"נזיר ו, ב (נה ע""א, 35)",והא תני,,"ס""ב כד (29)","נזיר נד ע""ג (59)",,,
2310,"נזיר ו, א (נד ע""ג, 60)",מכל אשר,"במדבר ו, ד",,,,,
2320,"נזיר ו, א (נד ע""ג, 62)",לא תאכלו,"דברים יד, כא",,,,,
2330,"נזיר ו, א (נד ע""ג, 62)",עד כדון,,"ס""ד קד (163)",,,,
2340,"נזיר ו, א (נד ע""ג, 63)",נבילה,"דברים יד, כא",,,,,
2350,"נזיר ו, א (נד ע""ד, 2)",לא תאכל,"דברים יד, כא",,,,,
2360,"נזיר ו, א (נד ע""ד, 2)",ולא תאכל,"דברים יב, כג","הש' ס""ד עו (141)",,,,
2370,"נזיר ו, א (נד ע""ד, 4)",רבי אליעזר,,"הש' מדרשב""י 2:214",,,,
2380,"נזיר ו, א (נד ע""ד, 4)",ובשר בשדה,"שמות כב, ל",,,,,
2390,"נזיר ו, א (נד ע""ד, 8)",חלב לא,"הש' ויקרא ז, כג",,,,,
