מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
03680,"תר' ז, א (מד ע""ג, 55)",הכל היו,,,"מכות לא ע""א",,,
03690,"תר' ז, א (מד ע""ג, 55)",לא תענ',"שמות כ, יב",,,,,
03700,"תר' ז, א (מד ע""ג, 56)",ועשיתם לו,"דברים יט, יט",,,,,
03710,"תר' ז, א (מד ע""ג, 57)",וכל זר,"ויקרא כב, י",,,,,
03720,"תר' ז, א (מד ע""ג, 57)",ואיש כי,"ויקרא כב, יד",,,,,
03730,"תר' ז, א (מד ע""ד, 2)",התיב רבי,,,"כת' כז ע""ג; ב""ק ג ע""א",,,
03740,"תר' ז, א (מד ע""ד, 3)",המצית גדישו,,"הש' מ' ב""ק ג, י",,,,
03750,"תר' ז, א (מד ע""ד, 8)",דם יחשב,"ויקרא יז, ד","ספ' פג ע""ד",,"קד' מג ע""א",,
03760,"תר' ז, א (מד ע""ד, 8)",במזיד בתרומה,,,"פס' כט ע""ב",,,
03770,"תר' ז, א (מד ע""ד, 11)",אין בין,,"מ' מג' א, ח","מג' עא ע""א; כת' כז ע""ג","מג' ז ע""ב; מכות כג ע""ב","יר' וב' מג' וש""נ",
03780,"תר' ז, א (מד ע""ד, 12)",רבי נחוניה,,"ת' מג' א, ז (33:345)",,,,
03790,"תר' ז, א (מד ע""ד, 20)",צריכה לרבנין,,,"הש' ביכ' סד ע""ד (5); יומא לט ע""ד (44)",,,
03800,"תר' ז, א (מד ע""ד, 20)",אמר רבי,,,"הש' חלה נח ע""ג (27)",,,
03810,"תר' ז, א (מד ע""ד, 25)",איתפלגון השוחט,,,"מג' עא ע""א; כת' כז ע""ג; ע""ז מג ע""ג","חו' פא ע""ב",,
03830,"תר' ז, א (מד ע""ד, 31)",כרבי מאיר,,,"תר' מד ע""ג (17); תר' מד ע""ג (41); תר' מד ע""ג (46)",,,
03630,"תר' ז, א (מד ע""ג, 46)",כרבי מאיר,,,"תר' מד ע""ג (17); תר' מד ע""ג (41); תר' מד ע""ד (31)",,,
04160,"תר' ח, א (מה ע""ב, 16)",או הודע,"ויקרא ד, כח",,,,,
04180,"תר' ח, ב (מה ע""ב, 20)",ובאת אל,"דברים כו, ג",,,"קד' סו ע""ב",,
04190,"תר' ח, ב (מה ע""ב, 21)",זה שהיה,,,"תר' מה ע""ב (36)",,,
04200,"תר' ח, ב (מה ע""ב, 22)",אמ' רב,,,"הש' יומא מ ע""א (11)","קד' סו ע""ב",,
04210,"תר' ח, ב (מה ע""ב, 22)",ופועל ידיו,"דברים לג, יא",,,,,
04220,"תר' ח, ב (מה ע""ב, 26)",ר' ירמיה,,,"הור' מז ע""ד",,,
04230,"תר' ח, ב (מה ע""ב, 28)",כחטא' גזולה,,"הש' מ' גטין ה, ה",,,,
04240,"תר' ח, ב (מה ע""ב, 31)",ויחזור הרוצח,,"הש' מ' מכות ב, ו",,,,
04250,"תר' ח, ב (מה ע""ב, 31)",ואינו יוצא,,"הש' מ' מכות ב, ז",,,,
04260,"תר' ח, ב (מה ע""ב, 32)",מעשה במגורת,,"ת' מק' א, יז (29:653)",,"קד' סו ע""ב",,
04270,"תר' ח, ב (מה ע""ב, 36)",לעומד ומקריב,,,"תר' מה ע""ב (21)",,,
04280,"תר' ח, ג (מה ע""ב, 51)",או נודע,,"מ' תר' ח, ב",,,,
04290,"תר' ח, ג (מה ע""ב, 53)",דרבי ליעזר,,,"מע' נ ע""ג",,,
04300,"תר' ח, ג (מה ע""ב, 57)",בהמה,"ויקרא יא, ג",,,,,
04310,"תר' ח, ג (מה ע""ב, 57)",בבהמה,"ויקרא יא, ד",,,,,
04320,"תר' ח, ג (מה ע""ב, 58)",זיזין שבעדשין,,"ת' תר' ז, יא (39:145); ספ' נז ע""א",,"חו' סז ע""ב",,
04330,"תר' ח, ג (מה ע""ב, 61)",דם שעל,,"ת' תר' ז, יא (37:145)",,"כת' ס ע""א; כר' כא ע""ב; כר' כב ע""א",,
04340,"תר' ח, ג (מה ע""ב, 63)",טמאים,"ויקרא יא, כז",,,,,
04350,"תר' ח, ג (מה ע""ב, 64)",טמאים הם,"ויקרא יא, כז",,,,,
04360,"תר' ח, ג (מה ע""ג, 2)",בהמה,"ויקרא יא, ג",,,,,
04370,"תר' ח, ג (מה ע""ג, 2)",בבהמה תאכלו,"ויקרא יא, ד",,,,,
