מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
04440,"פאה ז, ד (כ ע""א, 47)",בן לוי,,"ת' פאה ג, יד (66:55)",,,,
04450,"פאה ז, ד (כ ע""א, 50)",ונשאר בו,"ישעיה יז, ו",,,,,
04460,"פאה ז, ד (כ ע""א, 55)",ארץ פרי,"תהלים קז, לד",,,,,
04470,"פאה ז, ד (כ ע""א, 56)","א""ר חנינא",,,"סוטה יז ע""ב; במ""ר ט, כד (ל ע""א); מד""ש יג, ז (84)",,,
04480,"פאה ז, ד (כ ע""א, 58)",אמ' ר',,"מד""ת כו, ט","סוטה יז ע""ב; סוטה כד ע""ב",,,
04490,"פאה ז, ד (כ ע""א, 61)",רבי חונא,,,"ב""ר, סה, טז (6:729); שהש""ר ד, יד,א (כט ע""ב, 12); איכ""ר, פת' י (21:9); אס""ר ג, ד (ו ע""ד)",,,ז
04500,"פאה ז, ד (כ ע""א, 64)",רבי אמר,,,"ב""ב יז ע""א","הש' כת' קיב ע""א",,
04510,"פאה ז, ד (כ ע""ב, 3)",עד שהמלך,"שיר השירים א, יב",,,,,
04520,"פאה ז, ד (כ ע""ב, 5)",אייתון קומוי,,,"ב""ב יז ע""א",,,
04530,"פאה ז, ד (כ ע""ב, 6)",ולית אסיר,,,"הש' שבי' לח ע""ד (22)",,,
04540,"פאה ז, ד (כ ע""ב, 7)",באותה שעה,,,"דמאי כב ע""ג",,,
04550,"פאה ז, ד (כ ע""ב, 7)",התיר רבי,,"ת' שבי' ד, טז (53:183); הש' מ' שבי' ו, ד","שבי' לז ע""א",,,
04560,"פאה ז, ד (כ ע""ב, 8)",עבשו פרודות,"יואל א, יז",,,,,
04570,"פאה ז, ד (כ ע""ב, 11)",מעשה בשועל,,"ס""ד שיז (360)",,"כת' קיא ע""ב",,
04580,"פאה ז, ד (כ ע""ב, 23)",ובנא ביה,,,"הש' פאה כא ע""ב (49); מג' עה ע""ג (41)",,,
04590,"פאה ז, ד (כ ע""ב, 25)",מיניה וביה,,,"הש' ו""ר שסז",,,
04600,"פאה ז, ה (כ ע""ב, 30)",בין כך,,"ת' פאה ב, כא (45:49)",,,,
04610,"פאה ז, ו (כ ע""ב, 34)",רבי אומר,,"ת' מע""ש ה, יז (55:272)","מע""ש נו ע""א",,,
04620,"פאה ז, ו (כ ע""ב, 38)",קודש הילולים,"ויקרא יט, כד","הש' ספ' צ ע""ב",,,,
04630,"פאה ז, ו (כ ע""ב, 39)",פוטר מן,,"הש' מ' ביכ' ב, ב",,,,
04640,"פאה ז, ו (כ ע""ב, 40)","רשב""ג",,"ת' מע""ש ה, יז (57:272)",,,,
04650,"פאה ז, ו (כ ע""ב, 43)",קודש הילולים,"ויקרא יט, כד",,,,,
04660,"פאה ז, ו (כ ע""ב, 44)",פוטר בביעור,,"הש' מ' ביכ' ב, ב",,,,
04670,"פאה ז, ו (כ ע""ב, 46)",קודש הילולים,"ויקרא יט, כד",,,,,
04680,"פאה ז, ו (כ ע""ב, 46)",לא מתמנעין,,,"שבת ט ע""ב",,,
04690,"פאה ז, ו (כ ע""ב, 47)",אם גאל,"ויקרא כז, לא",,,,,
04700,"פאה ז, ו (כ ע""ב, 49)",רבי יודה,,"מ' תר' ג, ט",,,,
04710,"פאה ז, ו (כ ע""ב, 50)",אין לנכרי,,"ת' תר' ב, יג (54:115)",,,,
04720,"פאה ז, ו (כ ע""ב, 54)",רבי יהודה,,,"פאה כ ע""ב (62); פאה כ ע""ג (5)",,,
04740,"פאה ז, ו (כ ע""ב, 62)",רבי יודה,,,"פאה כ ע""ב (54); פאה כ ע""ג (5)",,,
04730,"פאה ז, ו (כ ע""ב, 57)",רבי יהודה,,"ת' תר' ב, יג (54:115)",,,,
04750,"פאה ז, ו (כ ע""ב, 64)",תרומת תורה,"הש' במדבר טו, יט",,,,,
04760,"פאה ז, ו (כ ע""ג, 2)",רבי יוסי,,"ת' מנ' ו, כ (7:521)",,,,
04770,"פאה ז, ו (כ ע""ג, 5)",דרבי יודה,,,"פאה כ ע""ב (54); פאה כ ע""ב (62)",,,
04780,"פאה ז, ו (כ ע""ג, 8)",ובשנה החמישית,"ויקרא יט, כה","ספ' צ ע""ב",,,,
04790,"פאה ז, ו (כ ע""ג, 14)",דאמר רבי,,,"יב' ח ע""א",,,
