מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
5230,"יב' ח, ו (ט ע""ד, 47)",רבי ניחא,,,"יב' י ע""א (31)",,,
5240,"יב' ח, ו (ט ע""ד, 53)",ואת זכר,"ויקרא יח, כב",,,,,
5260,"יב' ט, א (י ע""א, 34)",ואסורה ליבם,,,"הש' יב' י ע""ד (31)",,,
5330,"יב' ט, ה (י ע""א, 61)",אמר ר',,,"הש' שבת יב ע""א",,ראה הע' 3,
5250,"יב' ט, א (י ע""א, 33)",ואילין אינון,,,"הש' שבת יב ע""ד",,ראה הע' 1,
5270,"יב' ט, א (י ע""א, 36)",דרבי יונה,,,"תר' מ ע""ג; יב' י ע""א (ט, ב, 48)",,,
5280,"יב' ט, א (י ע""א, 39)",רבי יוסי,,,"קד' סד ע""ג",,,
5290,"יב' ט, א (י ע""א, 41)",לא יקחו,"ויקרא כא, ז","ספ' צד ע""ג",,,,
5300,"יב' ט, ב (י ע""א, 48)",דרבי יונה,,,"תר' מ ע""ג; יב' י ע""א (ט, א, 36)",,,
5310,"יב' ט, ה (י ע""א, 59)",אמר רבי,,,"כת' לד ע""א",,,
5320,"יב' ט, ה (י ע""א, 61)",ולא פירות,,"מ' יב' ט, ג",,,,
6420,"יב' יא, א (יא ע""ד, 37)",ובת כהן,"ויקרא כא, ט",,,,,
6430,"יב' יא, א (יא ע""ד, 37)",איש,"ויקרא כא, ט",,,,,
6440,"יב' יא, א (יא ע""ד, 39)",אל תחלל,"ויקרא יט, כט",,,,,
6450,"יב' יא, א (יא ע""ד, 40)",לא יקח,"דברים כג, א","ס""ד רמו (275); ת' יב' יב, א (1:39)",,,,
6460,"יב' יא, א (יא ע""ד, 40)",ולא יגלה,"דברים כג, א",,,,,
6470,"יב' יא, א (יא ע""ד, 42)",להתרייא,,,"הש' כל' לא ע""ב (21)",,,
6480,"יב' יא, א (יא ע""ד, 46)",לא יבוא,"דברים כג, ה",,,,,
6490,"יב' יא, ב (יא ע""ד, 54)",והלא הגר,,"ספ' צב ע""א",,,,
6500,"יב' יא, ב (יא ע""ד, 55)",אביו ואמו,"ויקרא כ, ט",,,,,
6510,"יב' יא, ב (יב ע""א, 5)",גר אחותו,,,"ב""ר 165; ב""ר נב, יא (549); תנ""ב וירא כו (101)",,,ז
6520,"יב' יא, ב (יב ע""א, 11)",על כן,"בראשית ב, כד",,,,,
6530,"יב' יא, ב (יב ע""א, 14)",ויקח עמרם,"שמות ו, כ",,,,,
6540,"יב' יא, ב (יב ע""א, 16)",וגם אמנ',"בראשית כ, יב",,,,,
6550,"יב' יא, ב (יב ע""א, 17)",ותהי לי,"בראשית כ, יב",,,,,
6560,"יב' יא, ב (יב ע""א, 21)",ובגלל התועבות,"דברים יח, יב","ס""ד עג (220)",,,,
6570,"יב' יא, ב (יב ע""א, 24)",וכן שפחה,,"מ' יב' יא, ב",,,,
6580,"יב' יא, ב (יב ע""א, 25)",ואמרת אלהם,"ויקרא ו, א",,,,,
6590,"יב' יא, ג (יב ע""א, 29)",בכל אתר,,,"יב' ד ע""א",,,
6610,"יב' יא, ד (יב ע""א, 32)",אמר רבי,,,"יב' ב ע""ד",,,
6620,"יב' יא, ה (יב ע""א, 35)",נשים ועבדים,,"ת' פאה ד, ד (12:56)",,,"וש""נ",
