מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
10060,"כת' יב, ג (לד ע""ד, 62)",במתים חפשי,"תהלים פח, ו",,"	כלאים, ט, ג (לב ע""א, 55); פד""כ נספח (450); הש' אס""ר פת' א (א ע""א, 8)","שבת ל ע""א; קנא ע""ב; נדה סא ע""א",,ז
10430,"כת' יג, א (לה ע""ג, 53)",לא כן,,,"מגילה, ג, א  (עג ע""ד, 28); איכ""ר, פתיחתא יב (29:11); איכ""ר, פרשה ב, ב (1:100) ; שהש""ר, ה, יב, ב (לא ע""ג, 8); איכ""ז, פרשה א, מב (9:70);פד""כ טו, ז (2:257); הש' במ""ר, יח, כא (עו ע""ג, 9); תנ""ו, קרח יב","הש' בבלי, כתובות, קה ע""א",,
670,"כת' א, ה (כה ע""ג, 22)",והיו הולכין,,,"מג""ת 79",,,
680,"כת' א, ה (כה ע""ג, 31)",בת כהן,,"ת' כת' א, ב (12:57)",,,,
690,"כת' א, ה (כה ע""ג, 34)",ר' יוסי,,,"קד' סה ע""ד",,,
700,"כת' א, ו (כה ע""ג, 37)",וחזר ואמ',,,"הש' כת' א, ט (כה ע""ד, 29)",,,
710,"כת' א, ו (כה ע""ג, 39)",רבי אילא,,,"כת' כד ע""ב",,,
720,"כת' א, ז (כה ע""ג, 50)",דרבי מאיר,,,"כת' כה ע""א (17); כת' כו ע""ב",,,
730,"כת' א, ז (כה ע""ג, 53)",היא אומרת,,"מ' כת' א, ז",,,,
740,"כת' א, ח (כה ע""ד, 3)",עדות שהאשה,,"ת' כת' א, ו (42:59)",,,,
750,"כת' א, ח (כה ע""ד, 7)",כשירין,,,"כת' כו ע""א",,,
760,"כת' א, ח (כה ע""ד, 8)",אין ממנין,,"הש' ת' כת' א, ו (47:59)",,,,
770,"כת' א, ט (כה ע""ד, 9)",במה דברים,,"ת' כת' א, ו (48:59)",,,,
780,"כת' א, ט (כה ע""ד, 11)",שתוקי סתם,,,"כת' א, ט (כה ע""ד, 23)",,,
790,"כת' א, ט (כה ע""ד, 13)",היא כשרה,,"הש' מ' עד' ח, ג",,,,
