Ma_ID,Ma_Runorder,Ma_Name,Ma_LibID,SSMA_TimeStamp,Ma_Img,Ma_ImgFile,Ma_NameDescription,Ma_Description,Ma_SysNum
5314,2070,T-S E1.105,2,000000000000EE9B,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.105",,000140589
5315,2071,T-S E1.106,2,000000000000EE9C,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.106",,000140589
5316,2072,T-S E1.107,2,000000000000EE9D,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.107",,000140589
5317,2073,T-S E1.108,2,000000000000EE9E,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.108",,000140589
5318,2074,T-S E1.109,2,000000000000EE9F,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.109",,000140589
5319,2075,T-S E1.110,2,000000000000EEA0,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.110",,000140589
5320,2076,T-S E1.112,2,000000000000EEA1,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.112",,000140589
5321,2077,T-S E1.113,2,000000000000EEA2,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.113",,000140589
5322,2078,T-S E1.114,2,000000000000EEA3,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.114",,000140589
5323,2079,T-S E1.115,2,000000000000EEA4,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.115",,000140589
5324,2080,T-S E1.116,2,000000000000EEA5,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.116",,000140589
5325,2081,T-S E1.117,2,000000000000EEA6,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.117",,000140589
5326,2082,T-S E1.118,2,000000000000EEA7,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.118",,000140589
5327,2083,T-S E1.119-120,2,000000000000EEA8,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.119-120",,000140589
5328,2084,T-S E1.121,2,000000000000EEA9,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.121",,000140589
5329,2085,T-S E1.122,2,000000000000EEAA,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.122",,000140589
5330,2086,T-S E1.123,2,000000000000EEAB,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.123",,000140589
5331,2087,T-S E1.124,2,000000000000EEAC,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.124",,000140589
5332,2088,T-S E1.125-126,2,000000000000EEAD,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.125-126",,000140589
5333,2089,T-S E1.127,2,000000000000EEAE,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.127",,000140589
5334,2090,T-S E1.128-129,2,000000000000EEAF,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.128-129",,000140589
5335,2091,T-S E1.130,2,000000000000EEB0,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.130",,000140589
5336,2092,T-S E1.131,2,000000000000EEB1,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.131",,000140589
5337,2093,T-S E1.132-133,2,000000000000EEB2,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.132-133",,000140589
5338,2094,T-S E1.134,2,000000000000EEB3,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.134",,000140589
5339,2095,T-S E1.135,2,000000000000EEB4,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.135",,000140589
5340,2096,T-S E1.136,2,000000000000EEB5,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.136",,000140589
5341,2097,T-S E1.137,2,000000000000EEB6,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.137",,000140589
5342,2098,"T-S E1.138, 140",2,000000000000EEB7,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.138, 140",,000140589
5343,2099,T-S E1.139,2,000000000000EEB8,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.139",,000140589
5345,2100,T-S E1.141,2,000000000000EEB9,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.141",,000140589
5346,2101,T-S E1.142,2,000000000000EEBA,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.142",,000140589
5347,2102,T-S E1.143,2,000000000000EEBB,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.143",,000140589
5348,2103,T-S E1.144-145,2,000000000000EEBC,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.144-145",,000140589
5349,2104,T-S E1.146,2,000000000000EEBD,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.146",,000140589
5350,2105,T-S E1.147,2,000000000000EEBE,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E1.147",,000140589
5357,2106,T-S E2.1,2,000000000000EEBF,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.1",,000140590
5358,2107,T-S E2.2,2,000000000000EEC0,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.2",,000140590
5359,2108,T-S E2.3,2,000000000000EEC1,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.3",,000140590
5360,2109,T-S E2.4,2,000000000000EEC2,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.4",,000140590
5361,2110,T-S E2.5,2,000000000000EEC3,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.5",,000140590
5362,2111,T-S E2.6,2,000000000000EEC4,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.6",,000140590
5363,2112,T-S E2.7,2,000000000000EEC5,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.7",,000140590
5364,2113,T-S E2.8,2,000000000000EEC6,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.8",,000140590
5365,2114,T-S E2.9,2,000000000000EEC7,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.9",,000140590
5366,2115,T-S E2.10,2,000000000000EEC8,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.10",,000140590
5367,2116,T-S E2.11,2,000000000000EEC9,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.11",,000140590
5368,2117,T-S E2.12,2,000000000000EECA,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.12",,000140590
5369,2118,T-S E2.13,2,000000000000EECB,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.13",,000140590
5370,2119,T-S E2.14,2,000000000000EECC,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.14",,000140590
5371,2120,T-S E2.15,2,000000000000EECD,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.15",,000140590
5372,2121,T-S E2.16,2,000000000000EECE,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.16",,000140590
5373,2122,T-S E2.17,2,000000000000EECF,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.17",,000140590
5374,2123,T-S E2.18,2,000000000000EED0,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.18",,000140590
5375,2124,T-S E2.19,2,000000000000EED1,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.19",,000140590
5376,2122,T-S E2.20,2,000000000000EED2,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.20",,000140590
5377,2126,T-S E2.21,2,000000000000EED3,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.21",,000140590
5378,2125,T-S E2.22,2,000000000000EED4,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.22",,000140590
5380,2127,T-S E2.24,2,000000000000EED5,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.24",,000140590
5381,2128,T-S E2.25,2,000000000000EED6,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.25",,000140590
5382,2129,T-S E2.26,2,000000000000EED7,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.26",,000140590
5383,2130,T-S E2.27-28,2,000000000000EED8,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.27-28",,000140590
5384,2131,T-S E2.29,2,000000000000EED9,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.29",,000140590
5385,2131,T-S E2.30,2,000000000000EEDA,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.30",,000140590
5386,2132,T-S E2.31,2,000000000000EEDB,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.31",,000140590
5387,2133,T-S E2.32,2,000000000000EEDC,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.32",,000140590
5388,2134,T-S E2.33,2,000000000000EEDD,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.33",,000140590
5389,2135,T-S E2.34,2,000000000000EEDE,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.34",,000140590
5390,2136,T-S E2.35,2,000000000000EEDF,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.35",,000140590
5391,2137,T-S E2.36,2,000000000000EEE0,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.36",,000140590
5392,2138,T-S E2.37,2,000000000000EEE1,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.37",,000140590
5393,2139,T-S E2.38,2,000000000000EEE2,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.38",,000140590
5394,2140,T-S E2.39,2,000000000000EEE3,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.39",,000140590
5395,2141,T-S E2.40,2,000000000000EEE4,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.40",,000140590
5396,2142,T-S E2.41-42,2,000000000000EEE5,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.41-42",,000140590
5397,2143,T-S E2.43,2,000000000000EEE6,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.43",,000140590
5398,2144,T-S E2.44,2,000000000000EEE7,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.44",,000140590
5399,2145,T-S E2.45,2,000000000000EEE8,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.45",,000140590
5400,2146,T-S E2.46,2,000000000000EEE9,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.46",,000140591
5401,2147,T-S E2.47,2,000000000000EEEA,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.47",,000140590
5402,2148,T-S E2.48,2,000000000000EEEB,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.48",,000140590
5403,2149,T-S E2.49,2,000000000000EEEC,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.49",,000140590
5404,2150,T-S E2.50,2,000000000000EEED,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.50",,000140590
5405,2151,T-S E2.51,2,000000000000EEEE,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.51",,000140590
5406,2152,T-S E2.52,2,000000000000EEEF,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.52",,000140590
5407,2153,T-S E2.53,2,000000000000EEF0,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.53",,000140590
5408,2154,T-S E2.54,2,000000000000EEF1,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.54",,000140590
5409,2155,T-S E2.55,2,000000000000EEF2,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.55",,000140590
5410,2156,T-S E2.56,2,000000000000EEF3,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.56",,000140590
5411,2157,T-S E2.57,2,000000000000EEF4,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.57",,000140590
5412,2158,T-S E2.58,2,000000000000EEF5,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.58",,000140590
5413,2159,T-S E2.59,2,000000000000EEF6,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.59",,000140590
5414,2160,T-S E2.60,2,000000000000EEF7,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.60",,000140590
5416,2161,T-S E2.61,2,000000000000EEF8,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.61",,000140590
5417,2162,T-S E2.62,2,000000000000EEF9,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.62",,000140590
5418,2163,T-S E2.63,2,000000000000EEFA,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.63",,000140590
5419,2164,T-S E2.64,2,000000000000EEFB,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.64",,000140590
5420,2165,T-S E2.65,2,000000000000EEFC,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.65",,000140590
5421,2166,T-S E2.66,2,000000000000EEFD,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.66",,000140590
5422,2167,T-S E2.67,2,000000000000EEFE,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.67",,000140590
5423,2168,T-S E2.68,2,000000000000EEFF,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.68",,000140590
5424,2169,T-S E2.69,2,000000000000EF01,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.69",,000140590
5425,2170,T-S E2.70,2,000000000000EF02,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.70",,000140590
5426,2171,T-S E2.71,2,000000000000EF03,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.71",,000140590
5427,2172,T-S E2.72,2,000000000000EF04,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.72",,000140590
5428,2173,T-S E2.73,2,000000000000EF05,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.73",,000140590
5429,2174,T-S E2.74,2,000000000000EF06,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.74",,000140590
5430,2175,T-S E2.75,2,000000000000EF07,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.75",,000140590
5431,2176,T-S E2.76,2,000000000000EF08,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.76",,000140590
5432,2177,T-S E2.77,2,000000000000EF09,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.77",,000140590
5433,2178,T-S E2.78,2,000000000000EF0A,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.78",,000140590
5434,2179,T-S E2.79,2,000000000000EF0B,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.79",,000140590
5435,2180,T-S E2.80,2,000000000000EF0C,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.80",,000140590
5436,2181,T-S E2.81,2,000000000000EF0D,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.81",,000140590
5438,2183,T-S E2.82,2,000000000000EF0E,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.82",,000140590
5439,2184,T-S E2.83,2,000000000000EF0F,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.83",,000140590
5440,2185,T-S E2.84,2,000000000000EF10,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.84",,000140590
5441,2186,T-S E2.85,2,000000000000EF11,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.85",,000140590
5442,2187,T-S E2.86,2,000000000000EF12,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.86",,000140590
5443,2188,T-S E2.87,2,000000000000EF13,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.87",,000140590
5444,2189,T-S E2.88,2,000000000000EF14,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.88",,000140590
5445,2190,T-S E2.89,2,000000000000EF15,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.89",,000140590
5446,2191,T-S E2.90,2,000000000000EF16,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.90",,000140590
5447,2192,T-S E2.91,2,000000000000EF17,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.91",,000140590
5448,2193,T-S E2.92,2,000000000000EF18,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.92",,000140590
5449,2194,T-S E2.93-94,2,000000000000EF19,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.93-94",,000140590
5450,2195,T-S E2.95,2,000000000000EF1A,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224334,"קטע גניזה, קיימברידג' T-S E2.95",,000140590
7658,15001,Heb. 20,15,000000000000EF1B,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1224289,כתב יד וינה Heb. 20,"כתיבה ספרדית מרובעת, המאה ה-13 או ה-14, 327 דפים.",000170663
9093,8148.3,Cod. hebr. 141,8,000000000000F265,,http://dlib.nli.org.il/webclient/DeliveryManager?&custom_att_2=ext&metadata_request=false&pid=1299389,כתב יד מינכן 141,"כתיבה ספרדית מרובעת, המאה ה-14 או ה-15, 103 דפים.</br> (לכתב היד באתר ספריית המדינה של בוואריה, מינכן)",000189091
