AM. II,3,364,,,,
,4,367,,,,
,6,334,,,,
,8,"354, 699",,,,
,14,347,,,,
,15,357,,,,
,16,346,,,,
,17,341,,,,
,18,342,,,,
,19,572,,,,
,20,572,,,,
,21,572,,,,
,22,572,,,,
,23,572,,,,
,24,718,,,,
,25,439,,,,
,27,439,,,,
,28,180,,,,
,29,439,,,,
,30,434,,,,
,32,305,,,,
,33,190,,,,
,34,676,,,,
,35,290,,,,
,41,271,,,,
,42,271,,,,
,45,449,,,,
,46,331,,,,
,47,331,,,,
,48,308,,,,
,49,159,,,,
,51,154,,,,
,52,155,,,,
,53,156,,,,
,54,161,,,,
,55,163,,,,
,63,242,,,,
,64,692,,,,
,65,"692, 693",,,,
,66,355,,,,
,67,344,,,,
,68,350,,,,
,69,352,,,,
,70,352,,,,
,75,294,,,,
,78,373,,,,
,79,180,,,,
,80,241,,,,
,81,280,,,,
,82,284,,,,
,83,285,,,,
,97,254,,,,
,99,185,,,,
,101,422,,,,
,107,637,,,,
,108,378,,,,
,119,452,,,,
,122,550,,,,
,123,521,,,,
,127,581,,,,
,128,581,,,,
,129,259,,,,
,130,"562, 582",,,,
,136,566,,,,
,138,653,,,,
,139,564,,,,
,140,555,,,,
,141,584,,,,
,142,767,,,,
,143,430,,,,
,151,139,,,,
,155,615,,,,
,157,610,,,,
,159,460,,,,
,161,457,,,,
,162,624,,,,
,164,441,,,,
,165,433,,,,
,169,177,,,,
,174,733,,,,
,177,514,,,,
,178,513,,,,
,180,526,,,,
,181,497,,,,
,182,502,,,,
,183,503,,,,
,184,501,,,,
,185,504,,,,
,194,511,,,,
,197,511,,,,
,198,508,,,,
,199,517,,,,
,200,517,,,,
,206,701,,,,
,209,739,,,,
,218,786,,,,
,221,726,,,,
,231,191,,,,
,232,681,,,,
,234,536,,,,
,235,480,,,,
,238,592,,,,
,239,477,,,,
,240,18,,,,
,241,734,,,,
,242,293,,,,
,244,"293, 603",,,,
,245,444,,,,
,246,666,,,,
