LEMBERG,108,551,,,,
,109,535,,,,
,111,535,,,,
,122,647,,,,
,123,760,,,,
,124,327,,,,
,125,69,,,,
,126,410,,,,
,127,410,,,,
,128,402,,,,
,138,217,,,,
,139,40,,,,
,140,111,,,,
,141,279,,,,
,142,210,,,,
,143,105,,,,
,144,41,,,,
,145,127,,,,
,146,"44, 55",,,,
,148,413,,,,
,151,281,,,,
,157,755,,,,
,176,77,,,,
,181,691,,,,
,182,"296, 322",,,,
,183,215,,,,
,184,85,,,,
,185,157,,,,
,186,37,,,,
,187,222,,,,
,188,227,,,,
,193,114,,,,
,194,120,,,,
,195,84,,,,
,196,218,,,,
,197,133,,,,
,198,429,,,,
,202,7,,,,
,205,752,,,,
,206,738,,,,
,207,715,,,,
,208,136,,,,
,209,447,,,,
,211,166,,,,
,212,166,,,,
,213,597,,,,
,214,596,,,,
,215,600,,,,
,216,601,,,,
,217,560,,,,
,218,491,,,,
,219,491,,,,
,220,427,,,,
,223,4,,,,
,224,4,,,,
,226,685,,,,
,227,236,,,,
,228,236,,,,
,229,236,,,,
,230,1,,,,
,231,130,,,,
,232,669,,,,
,233,175,,,,
,234,205,,,,
,235,138,,,,
,236,688,,,,
,237,295,,,,
,238,479,,,,
,239,707,,,,
,241,703,,,,
,241,398,,,,
,242,665,,,,
,243,326,,,,
,244,365,,,,
,245,374,,,,
,246,174,,,,
,247,771,,,,
,248,771,,,,
,249,679,,,,
,267,409,,,,
,268,6,,,,
,269,19,,,,
,305,781,,,,
,306,720,,,,
,307,720,,,,
,308,762,,,,
,309,636,,,,
,310,246,,,,
,312,224,,,,
,313,594,,,,
,314,618,,,,
,322,87,,,,
,323,88,,,,
,326,428,,,,
,327,306,,,,
,328,306,,,,
,329,221,,,,
,331,646,,,,
,332,62,,,,
,333,454,,,,
,334,770,,,,
,335,629,,,,
,336,58,,,,
,337,93,,,,
,338,"498, 499",,,,
,339,384,,,,
,340,66,,,,
,341,42,,,,
,342,113,,,,
,343,423,,,,
,344,677,,,,
,345,576,,,,
,346,30,,,,
,347,31,,,,
,349,43,,,,
,351,602,,,,
,352,405,,,,
,355,258,,,,
,356,633,,,,
,357,505,,,,
,359,442,,,,
,360,448,,,,
,363,11,,,,
,364,207,,,,
,366,230,,,,
,367,73,,,,
,368,107,,,,
,369,605,,,,
,370,420,,,,
,371,"561, 562",,,,
,372,612,,,,
,373,475,,,,
,374,475,,,,
,375,780,,,,
,376,145,,,,
,378,687,,,,
,379,623,,,,
,380,432,,,,
,381,570,,,,
,382,599,,,,
,383,288,,,,
,384,694,,,,
,385,452,,,,
,386,280,,,,
,387,672,,,,
,388,506,,,,
,389,380,,,,
,393,319,,,,
,394,364,,,,
,398,33,,,,
,403,153,,,,
,404,142,,,,
