II Samuel 1:1,1
II Samuel 1:2,2
II Samuel 1:3,4
II Samuel 1:4,6
II Samuel 1:5,10
II Samuel 1:6,12
II Samuel 1:7,13
II Samuel 1:8,14
II Samuel 1:9,18
II Samuel 1:10,19
II Samuel 1:11,21
II Samuel 1:12,22
II Samuel 1:13,27
II Samuel 2:1,3
II Samuel 2:2,6
II Samuel 2:3,8
II Samuel 2:4,9
II Samuel 2:5,11
II Samuel 2:6,12
II Samuel 2:7,14
II Samuel 2:8,16
II Samuel 2:9,18
II Samuel 2:10,23
II Samuel 2:11,24
II Samuel 2:12,26
II Samuel 2:13,28
II Samuel 2:14,29
II Samuel 3:1,1
II Samuel 3:2,3
II Samuel 3:3,6
II Samuel 3:4,7
II Samuel 3:5,13
II Samuel 3:6,16
II Samuel 3:7,17
II Samuel 3:8,18
II Samuel 3:9,26
II Samuel 3:10,27
II Samuel 3:11,29
II Samuel 3:12,31
II Samuel 3:13,35
II Samuel 4:1,1
II Samuel 4:2,2
II Samuel 4:3,3
II Samuel 4:4,4
II Samuel 4:5,5
II Samuel 4:6,6
II Samuel 4:7,10
II Samuel 4:8,11
II Samuel 5:1,1
II Samuel 5:2,4
II Samuel 5:3,6
II Samuel 5:4,7
II Samuel 5:5,8
II Samuel 5:6,9
II Samuel 5:7,10
II Samuel 5:8,11
II Samuel 5:9,14
II Samuel 5:10,17
II Samuel 5:11,18
II Samuel 5:12,20
II Samuel 5:13,21
II Samuel 5:14,23
II Samuel 5:15,25
II Samuel 6:1,1
II Samuel 6:2,2
II Samuel 6:3,3
II Samuel 6:4,5
II Samuel 6:5,6
II Samuel 6:6,7
II Samuel 6:7,8
II Samuel 6:8,10
II Samuel 6:9,13
II Samuel 6:10,14
II Samuel 6:11,16
II Samuel 6:12,19
II Samuel 6:13,20
II Samuel 6:14,21
II Samuel 6:15,22
II Samuel 7:1,1
II Samuel 7:2,2
II Samuel 7:3,5
II Samuel 7:4,6
II Samuel 7:5,7
II Samuel 7:6,11
II Samuel 7:7,12
II Samuel 7:8,14
II Samuel 7:9,19
II Samuel 7:10,23
II Samuel 7:11,27
II Samuel 7:12,28
II Samuel 8:1,1
II Samuel 8:2,2
II Samuel 8:3,3
II Samuel 8:4,4
II Samuel 8:5,7
II Samuel 8:6,9
II Samuel 8:7,10
II Samuel 8:8,11
