1,13
2,5
3,13
4,1
5,8
6,1
7,18
8,16
9,13
10,7
11,5
12,9
13,9
14,4
15,4
16,3
17,18
18,1
19,4
20,1
21,1
22,5
23,2
24,1
25,7
26,7
27,9
28,23
29,2
30,14
31,3
32,22
33,41
34,42
35,15
36,5
37,15
38,20
39,26
40,5
41,12
42,21
43,20
44,12
45,32
46,38
47,2
48,2
49,17
50,1
51,8
52,5
53,1
54,13
55,12
57,2
58,4
59,1
60,20
61,17
62,3
63,2
64,2
65,32
66,42
67,39
68,8
69,16
70,11
71,39
72,35
73,34
74,9
75,35
76,2
77,11
78,5
79,16
80,4
81,35
82,23
83,5
84,7
85,5
86,6
87,47
88,41
89,12
90,24
91,12
92,18
93,27
94,11
95,13
96,24
97,49
98,14
99,24
100,6
101,12
102,10
103,28
104,17
105,8
106,7
107,23
108,39
109,14
110,20
111,21
112,6
113,8
114,18
115,14
116,4
117,8
118,4
119,6
120,5
121,15
122,19
123,16
124,3
125,14
126,30
127,2
128,5
129,26
130,8
131,18
132,6
133,13
134,5
135,2
136,2
137,4
138,14
139,10
140,23
141,24
142,5
143,4
144,5
145,13
146,44
147,5
148,2
149,39
150,9
151,6
152,2
153,26
154,41
155,63
156,15
157,32
158,16
159,7
160,4
161,8
162,15
163,16
164,10
165,1
166,1
167,2
168,4
169,3
170,3
171,36
172,14
173,5
174,8
175,92
176,49
177,5
178,3
179,2
180,5
181,2
182,16
183,11
184,3
185,7
186,2
187,2
188,4
189,3
190,20
191,4
192,18
193,2
194,7
195,14
196,6
197,15
198,19
199,3
200,16
201,3
202,10
203,12
204,12
205,16
206,4
207,29
208,1
209,14
210,6
211,8
212,14
213,1
214,20
215,8
216,11
217,8
218,24
219,3
220,20
221,1
222,4
223,2
224,2
225,7
226,7
227,51
228,20
229,3
230,7
231,30
232,23
233,3
234,2
235,29
236,7
237,1
238,7
239,3
240,4
241,19
242,9
243,30
244,2
245,15
246,17
247,7
248,19
249,5
250,46
251,3
252,5
253,51
254,1
255,15
256,10
257,7
258,4
259,15
260,12
261,1
262,21
263,1
264,8
265,2
266,7
267,29
268,7
269,8
270,4
271,2
272,22
273,16
274,13
275,25
276,11
277,24
278,15
279,6
280,10
281,11
282,3
283,6
284,4
285,16
286,6
287,6
288,5
289,5
290,37
291,29
292,23
293,5
294,11
295,6
296,7
297,6
298,4
299,1
300,4
301,8
302,2
303,12
304,5
305,7
306,12
307,7
308,9
309,5
310,3
311,6
312,22
313,3
314,2
315,5
316,2
317,4
318,1
319,1
320,5
321,1
322,1
323,3
324,1
325,3
326,1
327,2
328,3
329,1
330,5
331,6
332,6
333,6
334,6
335,3
336,4
337,20
338,12
339,10
340,11
341,12
342,2
343,3
344,7
345,2
346,22
347,2
348,13
349,4
350,24
351,2
352,10
353,8
354,6
355,3
356,10
357,2
358,2
359,10
360,4
361,10
362,10
363,9
364,9
365,5
366,6
367,6
368,6
369,13
370,12
371,10
372,2
373,3
374,5
375,12
376,1
377,1
378,9
379,2
380,7
381,2
382,6
383,6
384,4
385,1
386,5
387,1
388,13
389,8
390,7
391,8
392,1
393,5
394,7
395,1
396,8
397,3
398,6
399,5
400,5
401,1
402,1
403,5
404,3
405,6
406,5
407,3
408,3
409,7
410,31
411,2
412,8
413,2
414,4
415,3
416,1
417,13
418,15
419,3
420,36
421,21
422,2
423,5
424,16
425,2
426,2
