txt file line,Perek running counter,page running counter,Daf,Line,Rambam,Semag,Tur Shulchan Arukh,original,problem
105,יט,א,16b,1,"[u'Mishneh Torah, Fasts 4:3']",,"[u'Tur, Orach Chaim 579', u'Shulchan Arukh, Orach Chayim 579:1', u'Shulchan Arukh, Orach Chayim 579:1', u'Tur, Orach Chaim 53', u'Shulchan Arukh, Orach Chayim 53:4']","יט א ב מיי' פ""ד מהל' תענית הלכה ג טוש""ע א""ח סימן תקעט סעיף א וסימן נג סעיף ד",
105,יט,ב,16b,1,"[u'Mishneh Torah, Fasts 4:3']",,"[u'Tur, Orach Chaim 579', u'Shulchan Arukh, Orach Chayim 579:1', u'Shulchan Arukh, Orach Chayim 579:1', u'Tur, Orach Chaim 53', u'Shulchan Arukh, Orach Chayim 53:4']","יט א ב מיי' פ""ד מהל' תענית הלכה ג טוש""ע א""ח סימן תקעט סעיף א וסימן נג סעיף ד",FALSE
106,כ,ג,16b,4,"[u'Mishneh Torah, Fasts 4:6']",,"[u'Tur, Orach Chaim 579']","כ ג מיי' שם הלכה ו טור א""ח סי' תקעט",FALSE
107,כא,ד,16b,6,"[u'Mishneh Torah, Fasts 4:15']",,,כא ד ה מיי' שם הלכה טו,
107,כא,ה,16b,13,"[u'Mishneh Torah, Fasts 4:15']",,,כא ד ה מיי' שם הלכה טו,FALSE
108,כב,א,17a,5,"[u'Mishneh Torah, Admission into the Sanctuary 1:2']","[u'Sefer Mitzvot Gadol, Positive Commandments 176']",,"כב א מיי' פ""א מהל' ביאת מקדש הלכה ב סמג עשין קעו",FALSE
109,כג,ב,17a,7,"[u'Mishneh Torah, Admission into the Sanctuary 1:7']",,,כג ב ג ד מיי' שם הלכה ז,
109,כג,ג,17a,7,"[u'Mishneh Torah, Admission into the Sanctuary 1:7']",,,כג ב ג ד מיי' שם הלכה ז,
109,כג,ד,17a,9,"[u'Mishneh Torah, Admission into the Sanctuary 1:7']",,,כג ב ג ד מיי' שם הלכה ז,FALSE
110,כד,ה,17a,10,"[u'Mishneh Torah, Admission into the Sanctuary 1:12', u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:11']",,,"כד ה מיי' שם הלכה יב ופ""ו מהלכות כלי המקדש הלכה יא",FALSE
111,כה,ו,17a,11,"[u'Mishneh Torah, Kings and Wars 2:5']",,,"כה ו מיי' פ""ב מהלכות מלכים הלכה ה",FALSE
112,כו,ז,17a,11,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 5:6']",,,"כו ז מיי' פ""ה מהלכות כלי המקדש הל' ו",FALSE
113,כז,ח,17a,11,"[u'Mishneh Torah, Admission into the Sanctuary 1:11']","[u'Sefer Mitzvot Gadol, Positive Commandments 172']",,"כז ח מיי' פ""א מהלכות ביאת מקדש הלכה יא סמג עשין קעב",FALSE
114,כח,ט,17a,13,"[u'Mishneh Torah, Nazariteship 3:1', u'Mishneh Torah, Admission into the Sanctuary 1:11']","[u'Sefer Mitzvot Gadol, Positive Commandments 202']",,"כח ט מיי' פ""ג מהל' נזירות הלכה א ופ""א מהלכות ביאת מקדש הלכה יא סמג עשין רב",FALSE
115,כט,י,17a,14,"[u'Mishneh Torah, Admission into the Sanctuary 1:10']",,,"כט י מיי' פ""א מהלכות ביאת מקדש הל' י",FALSE
116,ל,א,17b,2,"[u'Mishneh Torah, Admission into the Sanctuary 1:5', u'Mishneh Torah, Prayer and the Priestly Blessing 4:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 40']","[u'Tur, Orach Chaim 99', u'Shulchan Arukh, Orach Chayim 99:2']","ל א ב מיי' פ""א מהל' ביאת מקדש הלכה ה ופ""ד מהלכות תפלה הל' יד סמג עשין ש לאוין מ טוש""ע א""ח סימן צט סעיף ב",
116,ל,ב,17b,2,"[u'Mishneh Torah, Admission into the Sanctuary 1:5', u'Mishneh Torah, Prayer and the Priestly Blessing 4:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 40']","[u'Tur, Orach Chaim 99', u'Shulchan Arukh, Orach Chayim 99:2']","ל א ב מיי' פ""א מהל' ביאת מקדש הלכה ה ופ""ד מהלכות תפלה הל' יד סמג עשין ש לאוין מ טוש""ע א""ח סימן צט סעיף ב",error from ibid in Ref or table none problem
117,לא,ג,17b,3,"[u'Mishneh Torah, Admission into the Sanctuary 1:1']","[u'Sefer Mitzvot Gadol, Negative Commandments 40']",,"לא ג מיי' פ""א מהל' ביאת מקדש הלכה א סמג לאוין שם",FALSE
118,לב,ד,17b,3,"[u'Mishneh Torah, Admission into the Sanctuary 1:14']",,,"לב ד מיי' שם הי""ד",FALSE
119,לג,ה,17b,4,"[u'Mishneh Torah, Admission into the Sanctuary 1:1']",,,לג ה מיי' שם הל' א,FALSE
120,לד,ו,17b,4,"[u'Mishneh Torah, Admission into the Sanctuary 1:14']",,,לד ו מיי' שם הלכה יד,FALSE
121,לה,א,18a,13,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 2:13']",,,"לה א מיי' פ""ב מהלכות מגילה הלכה יג",FALSE
122,לו,א,18b,2,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:13']",,"[u'Tur, Orach Chaim 696', u'Shulchan Arukh, Orach Chayim 696:3']","לו א מיי' פ""ג מהלכות מגילה הלכה יג טור ש""ע א""ח סי' תרצו סעיף ג",FALSE
123,לז,ב,18b,11,"[u'Mishneh Torah, Fasts 1:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 3']","[u'Tur, Orach Chaim 572', u'Shulchan Arukh, Orach Chayim 572:2']","לז ב ג מיי' פ""א מהל' תענית הלכה ז סמג עשין ג טוש""ע א""ח סי' תקעב סעיף ב",
123,לז,ג,18b,12,"[u'Mishneh Torah, Fasts 1:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 3']","[u'Tur, Orach Chaim 572', u'Shulchan Arukh, Orach Chayim 572:2']","לז ב ג מיי' פ""א מהל' תענית הלכה ז סמג עשין ג טוש""ע א""ח סי' תקעב סעיף ב",FALSE
124,א,ד,18b,14,"[u'Mishneh Torah, Fasts 2:16', u'Mishneh Torah, Fasts 2:17', u'Mishneh Torah, Fasts 2:18']",,"[u'Tur, Orach Chaim 575', u'Shulchan Arukh, Orach Chayim 575:8']","א ד מיי' פ""ב מהלכות תענית הלכה טז יז יח טוש""ע א""ח סי' תקעה סעיף ח",FALSE
125,ב,א,19a,1,"[u'Mishneh Torah, Fasts 2:2']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:1', u'Shulchan Arukh, Orach Chayim 576:1', u'Shulchan Arukh, Orach Chayim 576:12']","ב א מיי' פ""ב מהלכות תענית ה""ב טוש""ע א""ח סי' תקעו סעיף א וסעיף יב",FALSE
126,ג,ב,19a,1,"[u'Mishneh Torah, Fasts 2:2', u'Mishneh Torah, Fasts 2:5']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:2']","ג ב ג מיי' שם הל' ב והל' ה טוש""ע שם סעיף ב",
126,ג,ג,19a,2,"[u'Mishneh Torah, Fasts 2:2', u'Mishneh Torah, Fasts 2:5']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:2']","ג ב ג מיי' שם הל' ב והל' ה טוש""ע שם סעיף ב",FALSE
127,ד,ד,19a,3,"[u'Mishneh Torah, Fasts 2:10', u'Mishneh Torah, Fasts 2:11']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:8', u'Shulchan Arukh, Orach Chayim 576:9']","ד ד מיי' שם הל' י יא טוש""ע שם סעיף ח ט",FALSE
128,ה,ה,19a,3,"[u'Mishneh Torah, Fasts 2:7']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:6']","ה ה מיי' שם הלכה ז טוש""ע שם סעיף ו",FALSE
129,ו,ו,19a,4,"[u'Mishneh Torah, Fasts 2:11']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:8']","ו ו מיי' שם הלכה יא טוש""ע שם סעיף ח",FALSE
130,ז,ז,19a,5,"[u'Mishneh Torah, Fasts 1:6', u'Mishneh Torah, Sabbath 2:24']","[u'Sefer Mitzvot Gadol, Positive Commandments 30']","[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:13', u'Shulchan Arukh, Orach Chayim 576:13', u'Tur, Orach Chaim 288', u'Shulchan Arukh, Orach Chayim 288:9']","ז ז ח מיי' שם פ""א ה""ו ופ""ב מהלכות שבת הלכה כד סמג עשין ל טוש""ע שם סעיף יג וסי' רפח סעיף ט",
130,ז,ח,19a,5,"[u'Mishneh Torah, Fasts 1:6', u'Mishneh Torah, Sabbath 2:24']","[u'Sefer Mitzvot Gadol, Positive Commandments 30']","[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:13', u'Shulchan Arukh, Orach Chayim 576:13', u'Tur, Orach Chaim 288', u'Shulchan Arukh, Orach Chayim 288:9']","ז ז ח מיי' שם פ""א ה""ו ופ""ב מהלכות שבת הלכה כד סמג עשין ל טוש""ע שם סעיף יג וסי' רפח סעיף ט",FALSE
131,ח,ט,19a,6,"[u'Mishneh Torah, Sabbath 2:15']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:11']","ח ט מיי' שם פ""ב הלכה טו טוש""ע א""ח סי' תקעו סעיף יא",FALSE
132,ט,י,19a,10,"[u'Mishneh Torah, Sabbath 1:16']",,"[u'Tur, Orach Chaim 569', u'Shulchan Arukh, Orach Chayim 569:1', u'Shulchan Arukh, Orach Chayim 569:1', u'Tur, Orach Chaim 575', u'Shulchan Arukh, Orach Chayim 575:11']","ט י מיי' שם פ""א הלכה טז טור ש""ע א""ח סימן תקסט סעיף א וסי' תקעה סעיף יא",FALSE
133,י,כ,19a,11,"[u'Mishneh Torah, Sabbath 1:16']",,"[u'Tur, Orach Chaim 575', u'Shulchan Arukh, Orach Chayim 575:11']","י כ מיי' שם טוש""ע א""ח סי' תקעה סעיף יא",FALSE
134,יא,ל,19a,14,"[u'Mishneh Torah, Sabbath 2:16']",,"[u'Tur, Orach Chaim 575', u'Shulchan Arukh, Orach Chayim 575:8']","יא ל מיי' שם פ""ב הלכה טז טוש""ע א""ח סי' תקעה סעיף ח",FALSE
135,יב,א,19b,5,"[u'Mishneh Torah, Fasts 2:16']",,"[u'Tur, Orach Chaim 572', u'Shulchan Arukh, Orach Chayim 572:2']","יב א מיי' פ""ב מהלכות תענית הלכה טז טוש""ע א""ח סימן תקעב סעיף ב",FALSE
136,יג,ב,19b,7,"[u'Mishneh Torah, Fasts 2:13']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:5']","יג ב מיי' שם הלכה יג טוש""ע א""ח סי' תקעו סעיף ה",FALSE
137,יד,ג,19b,7,"[u'Mishneh Torah, Fasts 2:10']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:8']","יד ג מיי' שם הלכה י טוש""ע שם סעיף ח",FALSE
138,טו,א,20b,5,"[u'Mishneh Torah, Fasts 2:12']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:4']","טו א מיי' פ""ב מהלכות תענית הלכה יב טוש""ע א""ח סי' תקעו סעיף ד",FALSE
139,טז,א,21a,7,"[u'Mishneh Torah, Ownerless Property and Gifts 12:6']",,"[u'Tur, Choshen Mishpat 253', u'Shulchan Arukh, Choshen Mishpat 253:17']","טז א מיי' פי""ב מהלכות זכיה ומתנה הלכה ו טוש""ע ח""מ סי' רנג סעיף יז",FALSE
140,יז,ב,21a,7,"[u'Mishneh Torah, Marriage 20:14']","[u'Sefer Mitzvot Gadol, Positive Commandments 48']","[u'Tur, Even HaEzer 54', u'Shulchan Arukh, Even HaEzer 54:1', u'Tur, Choshen Mishpat 252', u'Shulchan Arukh, Choshen Mishpat 252:2']","יז ב מיי' פ""כ מהלכות אישות הלכה יד סמג עשין מח טוש""ע אה""ע סי' נד וטוש""ע ח""מ סי' רנב סעיף ב",FALSE
141,יח,ג,21a,15,"[u'Mishneh Torah, Fasts 3:5']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:2']","יח ג מיי' פ""ג מהלכות תענית הלכה ה טוש""ע א""ח סי' תקעו סעיף ב",FALSE
142,יט,א,21b,10,,,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:3']","יט א טוש""ע א""ח סי' תקעו סעיף ג",FALSE
143,כ,ב,21b,12,"[u'Mishneh Torah, Fasts 2:6']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:2']","כ ב ג מיי' פ""ב מהלכות תענית הלכה ו טוש""ע שם סעיף ב",
143,כ,ג,21b,13,"[u'Mishneh Torah, Fasts 2:6']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:2']","כ ב ג מיי' פ""ב מהלכות תענית הלכה ו טוש""ע שם סעיף ב",FALSE
144,כא,א,22a,8,"[u'Mishneh Torah, Fasts 2:10']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:9']","כא א מיי' פ""ב מהלכות תעניות הל' י טוש""ע א""ח סי' תקעו סעיף ט",FALSE
145,כב,ב,22a,9,"[u'Mishneh Torah, Fasts 2:7', u'Mishneh Torah, Fasts 2:8']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:6', u'Shulchan Arukh, Orach Chayim 576:7']","כב ב ג ד ה ו מיי' שם הלכה ז ח טוש""ע שם סעיף ו ז",
145,כב,ג,22a,12,"[u'Mishneh Torah, Fasts 2:7', u'Mishneh Torah, Fasts 2:8']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:6', u'Shulchan Arukh, Orach Chayim 576:7']","כב ב ג ד ה ו מיי' שם הלכה ז ח טוש""ע שם סעיף ו ז",
145,כב,ד,22a,14,"[u'Mishneh Torah, Fasts 2:7', u'Mishneh Torah, Fasts 2:8']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:6', u'Shulchan Arukh, Orach Chayim 576:7']","כב ב ג ד ה ו מיי' שם הלכה ז ח טוש""ע שם סעיף ו ז",
145,כב,ה,22a,15,"[u'Mishneh Torah, Fasts 2:7', u'Mishneh Torah, Fasts 2:8']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:6', u'Shulchan Arukh, Orach Chayim 576:7']","כב ב ג ד ה ו מיי' שם הלכה ז ח טוש""ע שם סעיף ו ז",
145,כב,ו,22a,16,"[u'Mishneh Torah, Fasts 2:7', u'Mishneh Torah, Fasts 2:8']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:6', u'Shulchan Arukh, Orach Chayim 576:7']","כב ב ג ד ה ו מיי' שם הלכה ז ח טוש""ע שם סעיף ו ז",FALSE
146,כג,ז,22a,17,"[u'Mishneh Torah, Fasts 2:4']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:1']","כג ז מיי' שם הלכה ד טוש""ע שם סעיף א",FALSE
147,כד,א,22b,8,"[u'Mishneh Torah, Fasts 2:11']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:8']","כד א מיי' פ""ב מהל' תענית הלכה יא טוש""ע א""ח סימן תקעו סעיף ח",FALSE
148,כה,ב,22b,9,"[u'Mishneh Torah, Defilement by a Corpse 20:4']",,,"כה ב מיי' פ""כ מהלכות טומאת מת הל' ד",FALSE
149,כו,ג,22b,10,"[u'Mishneh Torah, Fasts 1:9']",,"[u'Tur, Orach Chaim 578', u'Shulchan Arukh, Orach Chayim 578:1']","כו ג מיי' פ""א מהל' תענית הלכה ט טוש""ע א""ח סימן תקעח סעיף א",FALSE
150,כז,ד,22b,12,"[u'Mishneh Torah, Fasts 2:5']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:2']","כז ד מיי' פ""ב מהל' תענית הלכה ה טוש""ע א""ח סימן תקעו סעיף ב",FALSE
151,כח,ה,22b,14,"[u'Mishneh Torah, Fasts 2:15']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:11']","כח ה ו מיי' שם הל' טו טוש""ע שם סעיף יא",
151,כח,ו,22b,16,"[u'Mishneh Torah, Fasts 2:15']",,"[u'Tur, Orach Chaim 576', u'Shulchan Arukh, Orach Chayim 576:11']","כח ה ו מיי' שם הל' טו טוש""ע שם סעיף יא",FALSE
152,כט,א,24a,1,"[u'Mishneh Torah, Sabbath 11:1']","[u'Sefer Mitzvot Gadol, Negative Commandments 65']",,"כט א ב מיי' פי""א מהל' שבת הל' א סמג לאוין סה",
152,כט,ב,24a,1,"[u'Mishneh Torah, Sabbath 11:1']","[u'Sefer Mitzvot Gadol, Negative Commandments 65']",,"כט א ב מיי' פי""א מהל' שבת הל' א סמג לאוין סה",FALSE
153,ל,א,24b,12,"[u'Mishneh Torah, Service on the Day of Atonement 4:1']",,,"ל א ב ג מיי' פ""ד מהל' עבודת יוה""כ הלכה א",
153,ל,ב,24b,13,"[u'Mishneh Torah, Service on the Day of Atonement 4:1']",,,"ל א ב ג מיי' פ""ד מהל' עבודת יוה""כ הלכה א",
153,ל,ג,24b,13,"[u'Mishneh Torah, Service on the Day of Atonement 4:1']",,,"ל א ב ג מיי' פ""ד מהל' עבודת יוה""כ הלכה א",FALSE
154,לא,א,25a,9,"[u'Mishneh Torah, Damages to Property 5:2']","[u'Sefer Mitzvot Gadol, Positive Commandments 67']","[u'Tur, Choshen Mishpat 409', u'Shulchan Arukh, Choshen Mishpat 409:1']","לא א מיי' פ""ה מהל' נזקי ממון הל' ב סמג עשין סז טוש""ע ח""מ סימן תט סעיף א",FALSE
155,לב,א,25b,2,"[u'Mishneh Torah, Sales 23:15']","[u'Sefer Mitzvot Gadol, Positive Commandments 42']","[u'Tur, Choshen Mishpat 216', u'Shulchan Arukh, Choshen Mishpat 216:14']","לב א מיי' פכ""ג מהל' מכירה הלכה טו סמג עשין מב טוש""ע ח""מ סימן ריו סעיף יד",FALSE
156,לג,ב,25b,6,"[u'Mishneh Torah, Fasts 4:19']",,"[u'Tur, Orach Chaim 575', u'Shulchan Arukh, Orach Chayim 575:11']","לג ב מיי' פ""ד מהלכות תענית הלכה יט טוש""ע א""ח סימן תקעה סעיף יא",FALSE
157,לד,א,26a,1,"[u'Mishneh Torah, Fasts 1:16']",,"[u'Tur, Orach Chaim 575', u'Shulchan Arukh, Orach Chayim 575:11']","לד א מיי' פ""א מהל' תענית הלכה טז וטוש""ע א""ח סימן תקעה סעיף יא",FALSE
158,א,ב,26a,4,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:1']","[u'Sefer Mitzvot Gadol, Positive Commandments 172']",,"א ב מיי' פ""ו מהלכות כלי מקדש הלכה א סמג עשין קעב",FALSE
159,ב,ג,26a,6,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:2']",,,ב ג מיי' שם הלכה ב,FALSE
160,ג,ד,26a,6,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:3']",,,ג ד מיי' שם הלכה ג,FALSE
161,ד,ה,26a,7,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:6']",,,ד ה מיי' שם הלכה ו,FALSE
162,ה,ו,26a,8,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:7']",,,ה ו מיי' שם הלכה ז,FALSE
163,ו,ז,26a,9,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:8']",,,ו ז ח מיי' שם הלכה ח,
163,ו,ח,26a,10,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:8']",,,ו ז ח מיי' שם הלכה ח,FALSE
164,ז,ט,26a,14,"[u'Mishneh Torah, Fasts 5:2']","[u""Sefer Mitzvot Gadol, Rabbinic Commandments, Laws of Tisha B'Av 1""]","[u'Tur, Orach Chaim 549']","ז ט מיי' פ""ה מהלכות תענית הלכה ב סמג עשין מד""ס ג טור א""ח סימן תקמט",FALSE
165,ח,א,26b,3,"[u'Mishneh Torah, Fasts 5:6']","[u""Sefer Mitzvot Gadol, Rabbinic Commandments, Laws of Tisha B'Av 1""]","[u'Tur, Orach Chaim 551', u'Shulchan Arukh, Orach Chayim 551:1']","ח א מיי' פ""ה מהלכות תענית הלכה ו סמג עשין מד""ס ג טוש""ע א""ח סי' תקנא סעיף א",FALSE
166,ט,ב,26b,3,"[u'Mishneh Torah, Fasts 5:6']","[u""Sefer Mitzvot Gadol, Rabbinic Commandments, Laws of Tisha B'Av 1""]","[u'Tur, Orach Chaim 551', u'Shulchan Arukh, Orach Chayim 551:3']","ט ב מיי' וסמג שם טוש""ע א""ח שם סעיף ג",FALSE
167,י,ג,26b,3,"[u'Mishneh Torah, Fasts 5:7']","[u""Sefer Mitzvot Gadol, Rabbinic Commandments, Laws of Tisha B'Av 1""]","[u'Tur, Orach Chaim 552', u'Shulchan Arukh, Orach Chayim 552:1']","י ג מיי' שם הלכה ז סמג שם טוש""ע א""ח סימן תקנב סעיף א",FALSE
168,יא,ד,26b,15,"[u'Mishneh Torah, Prayer and the Priestly Blessing 14:1', u'Mishneh Torah, Prayer and the Priestly Blessing 14:2']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Orach Chaim 129', u'Shulchan Arukh, Orach Chayim 129:1']","יא ד ה מיי' פי""ד מהל' תפלה הלכה א ב סמג עשין כ טוש""ע א""ח סימן קכט סעיף א",
168,יא,ה,26b,15,"[u'Mishneh Torah, Prayer and the Priestly Blessing 14:1', u'Mishneh Torah, Prayer and the Priestly Blessing 14:2']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Orach Chaim 129', u'Shulchan Arukh, Orach Chayim 129:1']","יא ד ה מיי' פי""ד מהל' תפלה הלכה א ב סמג עשין כ טוש""ע א""ח סימן קכט סעיף א",FALSE
169,יב,ו,26b,16,"[u'Mishneh Torah, Prayer and the Priestly Blessing 15:4']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Orach Chaim 128', u'Shulchan Arukh, Orach Chayim 128:38']","יב ו מיי' שם פט""ו הלכה ד סמג שם טוש""ע א""ח סימן קכח סעיף לח",FALSE
170,יג,א,27a,1,"[u'Mishneh Torah, Prayer and the Priestly Blessing 15:2']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Orach Chaim 128', u'Shulchan Arukh, Orach Chayim 128:30']","יג א מיי' פט""ו מהל' תפלה הל' ב סמג עשין כ טוש""ע א""ח סימן קכח סעיף ל",FALSE
171,יד,ב,27a,6,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 3:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 169']",,"יד ב מיי' פ""ג מהל' כלי המקדש הל' ג סמג עשין קסט",FALSE
172,טו,ג,27a,7,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 4:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 171']",,"טו ג ד מיי' שם פ""ד הלכה ג סמג עשין קעא",
172,טו,ד,27a,8,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 4:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 171']",,"טו ג ד מיי' שם פ""ד הלכה ג סמג עשין קעא",FALSE
173,טז,א,27b,10,"[u'Mishneh Torah, Prayer and the Priestly Blessing 12:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 19']","[u'Tur, Orach Chaim 137', u'Shulchan Arukh, Orach Chayim 137:2']","טז א מיי' פי""ב מהל' תפלה הלכה ג סמג עשין יט טוש""ע א""ח סימן קלז סעיף ב",FALSE
174,יז,ב,27b,11,"[u'Mishneh Torah, Prayer and the Priestly Blessing 13:4']","[u'Sefer Mitzvot Gadol, Positive Commandments 19']","[u'Tur, Orach Chaim 423', u'Shulchan Arukh, Orach Chayim 423:2']","יז ב מיי' פי""ג שם ה""ד סמג שם טוש""ע א""ח סי' תכג סעיף ב",FALSE
175,יח,א,28a,3,"[u'Mishneh Torah, Vessels of the Sanctuary and Those who Serve Therein 6:7']",,,"יח א מיי' פ""ו מהל' כלי המקדש הל' ז",FALSE
176,יט,א,28b,6,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:6']",,,"יט א מיי' פ""ג מהל' מגילה וחנוכה הל' ו",FALSE
177,כ,ב,28b,6,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:7']",,,כ ב מיי' שם הלכה ז,FALSE
178,כא,ג,28b,6,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:7']",,"[u'Tur, Orach Chaim 644', u'Shulchan Arukh, Orach Chayim 644:1']","כא ג מיי' שם טוש""ע א""ח סימן תרמד סעיף א",FALSE
179,כב,ד,28b,6,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:7']",,"[u'Tur, Orach Chaim 683', u'Shulchan Arukh, Orach Chayim 683:1']","כב ד מיי' שם טוש""ע א""ח סימן תרפג",FALSE
180,כג,ה,28b,6,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:7']",,"[u'Tur, Orach Chaim 488', u'Shulchan Arukh, Orach Chayim 488:1']","כג ה מיי' שם טוש""ע שם סימן תפח סעיף א",FALSE
181,כד,ו,28b,6,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:7']",,"[u'Tur, Orach Chaim 494', u'Shulchan Arukh, Orach Chayim 494:1']","כד ו מיי' שם טוש""ע א""ח סימן תצד סעיף א",FALSE
182,כה,ז,28b,7,"[u'Mishneh Torah, Scroll of Esther and Hanukkah 3:7']",,"[u'Tur, Orach Chaim 422', u'Shulchan Arukh, Orach Chayim 422:2']","כה ז מיי' שם טוש""ע א""ח סימן תכב סעיף ב",FALSE
183,כו,א,29a,10,,,"[u'Tur, Orach Chaim 558', u'Shulchan Arukh, Orach Chayim 558:1']","כו א טוש""ע א""ח סימן תקנח",FALSE
184,כז,א,29b,1,,,"[u'Tur, Orach Chaim 551', u'Shulchan Arukh, Orach Chayim 551:1']","כז א טוש""ע א""ח סימן תקנא סעיף א",FALSE
185,כח,ב,29b,5,"[u'Mishneh Torah, Rest on a Holiday 7:21']","[u'Sefer Mitzvot Gadol, Negative Commandments 75']","[u'Tur, Orach Chaim 534', u'Shulchan Arukh, Orach Chayim 534:1']","כח ב מיי' פ""ז מהל' י""ט הלכה כא סמג לאוין עה טוש""ע שם סימן תקלד סעיף א",FALSE
186,כט,ג,29b,6,"[u'Mishneh Torah, Fasts 5:6']","[u""Sefer Mitzvot Gadol, Rabbinic Commandments, Laws of Tisha B'Av 1""]","[u'Tur, Orach Chaim 551', u'Shulchan Arukh, Orach Chayim 551:3']","כט ג ד מיי' פ""ה מהל' תענית הלכה ו סמג עשין מד""ס ג טוש""ע שם סימן תקנא סעיף ג",
186,כט,ד,29b,7,"[u'Mishneh Torah, Fasts 5:6']","[u""Sefer Mitzvot Gadol, Rabbinic Commandments, Laws of Tisha B'Av 1""]","[u'Tur, Orach Chaim 551', u'Shulchan Arukh, Orach Chayim 551:3']","כט ג ד מיי' פ""ה מהל' תענית הלכה ו סמג עשין מד""ס ג טוש""ע שם סימן תקנא סעיף ג",FALSE
187,ל,ה,29b,8,"[u'Mishneh Torah, Fasts 5:6']",,"[u'Tur, Orach Chaim 551', u'Shulchan Arukh, Orach Chayim 551:4']","ל ה מיי' שם טוש""ע שם סעיף ד",FALSE
