txt file line,Perek running counter,page running counter,Daf,Line,Rambam,Semag,Tur Shulchan Arukh,original,problem
181,סז,ח,17a,20,"[u'Mishneh Torah, Human Dispositions 4:15']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 196', u""Shulchan Arukh, Yoreh De'ah 196:6""]","סז ז ח מיי' פ""ד שם הלכה טו סמג לאוין קיא טוש""ע י""ד סי' קצו סעיף ו",FALSE
182,סח,ט,17a,23,"[u'Mishneh Torah, Defilement of Foods 1:22']",,,"סח ט י מיי' פ""א מהל' טומאת אוכלין הלכה כב",
182,סח,י,17a,23,"[u'Mishneh Torah, Defilement of Foods 1:22']",,,"סח ט י מיי' פ""א מהל' טומאת אוכלין הלכה כב",FALSE
183,סט,א,17b,2,"[u'Mishneh Torah, Forbidden Intercourse 5:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 183', u""Shulchan Arukh, Yoreh De'ah 183:1""]","סט א ב מיי' פ""ה מהל' איסורי ביאה הלכה ג סמג לאוין קיא טוש""ע י""ד סי' קפג סעיף א",
183,סט,ב,17b,3,"[u'Mishneh Torah, Forbidden Intercourse 5:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 183', u""Shulchan Arukh, Yoreh De'ah 183:1""]","סט א ב מיי' פ""ה מהל' איסורי ביאה הלכה ג סמג לאוין קיא טוש""ע י""ד סי' קפג סעיף א",FALSE
184,ע,ג,17b,4,"[u'Mishneh Torah, Forbidden Intercourse 5:3', u'Mishneh Torah, Forbidden Intercourse 5:4']",,,ע ג מיי' שם הלכה ג והלכה ד,FALSE
185,עא,ד,17b,7,"[u'Mishneh Torah, Forbidden Intercourse 5:5']",,,עא ד ה מיי' שם הל' ה,
185,עא,ה,17b,10,"[u'Mishneh Torah, Forbidden Intercourse 5:5']",,,עא ד ה מיי' שם הל' ה,FALSE
186,עב,א,18a,2,"[u'Mishneh Torah, Forbidden Intercourse 5:5']",,,"עב א מיי' פ""ה מהל' איסורי ביאה הל' ה",FALSE
187,עג,ב,18a,7,"[u'Mishneh Torah, Defilement by a Corpse 25:10']",,,"עג ב מיי' פ' כ""ה מהל' טומאת מת הל' י",FALSE
188,עד,ג,18a,7,"[u'Mishneh Torah, Defilement by a Corpse 25:10', u'Mishneh Torah, Forbidden Intercourse 10:14']",,,"עד ג מיי' שם ופ""י מהל' איסורי ביאה הל' יד",FALSE
189,עה,ד,18a,8,"[u'Mishneh Torah, Forbidden Intercourse 10:11']","[u'Sefer Mitzvot Gadol, Negative Commandments 111', u'Sefer Mitzvot Gadol, Positive Commandments 243']",,"עה ד מיי' פ""י מהל' איסורי ביאה הלכה יא סמג לאוין קיא ועשין רמג",FALSE
190,עו,ה,18a,10,"[u'Mishneh Torah, Forbidden Foods 8:11']","[u'Sefer Mitzvot Gadol, Negative Commandments 141']","[u'Tur, Yoreh Deah 110', u""Shulchan Arukh, Yoreh De'ah 110:3""]","עו ה מיי' פ""ח מהל' מאכלות אסורות הל' יא וע""ש במ""מ סמג לאוין קמא טוש""ע י""ד סי' קי סעיף ג",FALSE
191,עז,ו,18a,11,"[u'Mishneh Torah, Forbidden Foods 8:11', u'Mishneh Torah, Other Sources of Defilement 17:8']",,"[u'Tur, Yoreh Deah 63', u""Shulchan Arukh, Yoreh De'ah 63:1""]","עז ו מיי' שם ופי""ז מהל' אבות הטומאה הל""ח טוש""ע יו""ד סי' סג סעיף א",FALSE
192,עח,ז,18a,13,"[u'Mishneh Torah, Other Sources of Defilement 18:2']",,,"עח ז מיי' פי""ח מהל' שאר אבות הטומאה הלכה ב",FALSE
193,עט,ח,18a,16,"[u'Mishneh Torah, Forbidden Intercourse 10:19', u'Mishneh Torah, Offerings for Those with Incomplete Atonement 1:6', u'Mishneh Torah, Offerings for Those with Incomplete Atonement 1:7']",,"[u'Tur, Yoreh Deah 194', u""Shulchan Arukh, Yoreh De'ah 194:9""]","עט ח מיי' פ""י מהל' איסורי ביאה הלכה יט ופ""א מהל' מחוסרי כפרה הל' ו ז טוש""ע י""ד סימן קצד סעיף ט",FALSE
194,פ,א,18b,9,"[u'Mishneh Torah, Other Sources of Defilement 16:3']",,,"פ א ב מיי' פט""ז מהל' שאר אבות הטומאה הלכה ג",
194,פ,ב,18b,12,"[u'Mishneh Torah, Other Sources of Defilement 16:3']",,,"פ א ב מיי' פט""ז מהל' שאר אבות הטומאה הלכה ג",FALSE
195,פא,ג,18b,13,"[u'Mishneh Torah, Forbidden Intercourse 5:13']","[u'Sefer Mitzvot Gadol, Negative Commandments 111', u'Sefer Mitzvot Gadol, Positive Commandments 243']","[u'Tur, Yoreh Deah 188', u'Tur, Yoreh Deah 194']","פא ג מיי' פ""ה מהל' איסורי ביאה הל' יג סמג לאוין קיא ועשין רמג טור י""ד סימן קפח וטור י""ד סימן קצד",FALSE
196,פב,א,19a,2,"[u'Mishneh Torah, Forbidden Intercourse 5:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:1""]","פב א ב מיי' פ""ה מהל' איסורי ביאה הל' ז סמג עשין קיא טוש""ע י""ד סימן קפח סעיף א",
196,פב,ב,19a,2,"[u'Mishneh Torah, Forbidden Intercourse 5:7']","[u'Sefer Mitzvot Gadol, Positive Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:1""]","פב א ב מיי' פ""ה מהל' איסורי ביאה הל' ז סמג עשין קיא טוש""ע י""ד סימן קפח סעיף א",FALSE
197,פג,ג,19a,2,"[u'Mishneh Torah, Forbidden Intercourse 5:6', u'Mishneh Torah, Those Who Defile Bed or Seat 1:8']","[u'Sefer Mitzvot Gadol, Positive Commandments 111']","[u""Shulchan Arukh, Yoreh De'ah 188:1"", u'Tur, Yoreh Deah 188']","פג ג מיי' שם הל' ו ופ""א מהל' משכב ומושב הל' ח סמג שם טוש""ע שם",FALSE
198,פד,ד,19a,4,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,"פד ד מיי' פ""ה מהל' איסורי ביאה הל""ח",FALSE
199,פה,ה,19a,4,"[u'Mishneh Torah, Forbidden Intercourse 5:9']",,,פה ה ו מיי' שם הל' ט,
199,פה,ו,19a,4,"[u'Mishneh Torah, Forbidden Intercourse 5:9']",,,פה ה ו מיי' שם הל' ט,FALSE
200,פו,ז,19a,4,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,פו ז מיי' שם הל' ח,FALSE
201,פז,ח,19a,5,"[u'Mishneh Torah, Forbidden Intercourse 5:10']",,,פז ח מיי' שם הל' י,FALSE
202,פח,ט,19a,11,"[u'Mishneh Torah, Defilement by Leprosy 2:6']",,,"פח ט מיי' פ""ב מהל' טומאת צרעת הל' ו",FALSE
203,פט,י,19a,11,"[u'Mishneh Torah, Defilement by Leprosy 2:9']",,,פט י מיי' שם הל' ט,FALSE
204,צ,כ,19a,12,"[u'Mishneh Torah, Defilement by Leprosy 14:7']",,,"צ כ מיי' פי""ד מהלכות טומאת צרעת הלכה ז",FALSE
205,צא,ל,19a,16,"[u'Mishneh Torah, Defilement by Leprosy 12:8']","[u'Sefer Mitzvot Gadol, Positive Commandments 234']",,"צא ל מיי' שם פי""ב הלכה ח' סמ""ג עשין רל""ד",FALSE
206,צב,א,19b,9,"[u'Mishneh Torah, Those Who Defile Bed or Seat 1:8']",,,"צב א מיי' פ""א מהל' מטמאי משכב ומושב הלכה ח",FALSE
207,צג,ב,19b,17,"[u'Mishneh Torah, Forbidden Intercourse 9:23']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 190', u""Shulchan Arukh, Yoreh De'ah 190:7"", u""Shulchan Arukh, Yoreh De'ah 190:7"", u""Shulchan Arukh, Yoreh De'ah 190:26""]","צג ב מיי' פ""ט מהל' איסורי ביאה הל' כג סמג לאוין קיא טוש""ע י""ד סי' קצ סעיף ז וסעיף כו",FALSE
208,צד,ג,19b,19,"[u'Mishneh Torah, Forbidden Intercourse 9:24']",,"[u'Tur, Yoreh Deah 190', u""Shulchan Arukh, Yoreh De'ah 190:19""]","צד ג מיי' שם הל' כד טוש""ע שם סעי' יט",FALSE
209,צה,ד,19b,21,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,"צה ד מיי' שם פ""ה הלכה ח",FALSE
210,צו,א,20a,3,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,"צו א ב ג מיי' פ""ה מהל' איסורי ביאה הלכה ח",
210,צו,ב,20a,4,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,"צו א ב ג מיי' פ""ה מהל' איסורי ביאה הלכה ח",
210,צו,ג,20a,5,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,"צו א ב ג מיי' פ""ה מהל' איסורי ביאה הלכה ח",FALSE
211,צז,ד,20a,6,"[u'Mishneh Torah, Forbidden Intercourse 5:9']",,,צז ד ה מיי' שם הל' ט,
211,צז,ה,20a,6,"[u'Mishneh Torah, Forbidden Intercourse 5:9']",,,צז ד ה מיי' שם הל' ט,FALSE
212,צח,ו,20a,10,"[u'Mishneh Torah, Forbidden Intercourse 5:12']",,,צח ו מיי' שם הל' יב,FALSE
213,צט,ז,20a,16,"[u'Mishneh Torah, Forbidden Intercourse 5:9']",,,צט ז מיי' שם הל' ט,FALSE
214,ק,ח,20a,16,"[u'Mishneh Torah, Forbidden Intercourse 5:10']",,,ק ח מיי' שם הלכה י,FALSE
215,קא,ט,20a,19,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,קא ט י כ ל מ נ מיי' שם הלכה ח,
215,קא,י,20a,21,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,קא ט י כ ל מ נ מיי' שם הלכה ח,
215,קא,כ,20a,22,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,קא ט י כ ל מ נ מיי' שם הלכה ח,
215,קא,ל,20a,23,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,קא ט י כ ל מ נ מיי' שם הלכה ח,
215,קא,מ,20a,23,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,קא ט י כ ל מ נ מיי' שם הלכה ח,
215,קא,נ,20a,26,"[u'Mishneh Torah, Forbidden Intercourse 5:8']",,,קא ט י כ ל מ נ מיי' שם הלכה ח,FALSE
216,קב,א,20b,12,,,"[u'Tur, Yoreh Deah 242', u""Shulchan Arukh, Yoreh De'ah 242:31""]","קב א טוש""ע י""ד סי' רמב סעיף לא בהג""ה",FALSE
217,קג,ב,20b,14,"[u'Mishneh Torah, Forbidden Intercourse 5:10']","[u'Sefer Mitzvot Gadol, Positive Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:2""]","קג ב מיי' פ""ה מהל' איסורי ביאה הל' י סמג עשין קיא טוש""ע י""ד סימן קפח סעיף ב",FALSE
218,קד,ג,20b,15,,,"[u""Shulchan Arukh, Yoreh De'ah 188:2"", u'Tur, Yoreh Deah 188']","קד ג טוש""ע שם",FALSE
219,קה,ד,20b,23,"[u'Mishneh Torah, Forbidden Intercourse 5:12']",,,קה ד מיי' שם הל' יב,FALSE
220,קו,א,21a,1,"[u'Mishneh Torah, Forbidden Intercourse 5:10']",,,"קו א מיי' פ""ה מהלכות איסורי ביאה הל' י",FALSE
221,א,ב,21a,4,"[u'Mishneh Torah, Forbidden Intercourse 5:13']",,"[u'Tur, Yoreh Deah 188', u'Tur, Yoreh Deah 194']","א ב מיי' פ""ה מהלכות איסורי ביאה הל' יג טור י""ד סי' קפח וטור י""ד סי' קצד",FALSE
222,ב,ג,21a,5,"[u'Mishneh Torah, Forbidden Intercourse 5:14', u'Mishneh Torah, Forbidden Intercourse 5:15']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:4""]","ב ג ד מיי' שם פ""ה הל' יד והל' טו ועי' בהשגות ובמ""מ סמג לאוין קיא טוש""ע י""ד סי' קפח סעיף ד",
222,ב,ד,21a,5,"[u'Mishneh Torah, Forbidden Intercourse 5:14', u'Mishneh Torah, Forbidden Intercourse 5:15']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:4""]","ב ג ד מיי' שם פ""ה הל' יד והל' טו ועי' בהשגות ובמ""מ סמג לאוין קיא טוש""ע י""ד סי' קפח סעיף ד",FALSE
223,ג,ה,21a,7,"[u'Mishneh Torah, Forbidden Intercourse 10:8']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 194', u""Shulchan Arukh, Yoreh De'ah 194:3""]","ג ה ו מיי' שם פ""י הל' ח סמג שם טוש""ע שם סי' קצד סעיף ג",
223,ג,ו,21a,8,"[u'Mishneh Torah, Forbidden Intercourse 10:8']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 194', u""Shulchan Arukh, Yoreh De'ah 194:3""]","ג ה ו מיי' שם פ""י הל' ח סמג שם טוש""ע שם סי' קצד סעיף ג",FALSE
224,ד,ז,21a,12,"[u'Mishneh Torah, Forbidden Intercourse 5:13']",,,"ד ז מיי' שם פ""ה הל' יג",FALSE
225,ה,ח,21a,19,"[u'Mishneh Torah, Forbidden Intercourse 7:4']",,,"ה ח מיי' פ""ז מהלכות איסורי ביאה הל' ד",FALSE
226,ו,א,21b,2,"[u'Mishneh Torah, Forbidden Intercourse 10:8']",,"[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:3""]","ו א טוש""ע י""ד סי' קפח סעיף ג ועי' בהשגות בפ""ה מהל' איסורי ביאה הל' יג ובהגהות מיי' ריש פ""י",FALSE
227,ז,ב,21b,11,"[u'Mishneh Torah, Forbidden Intercourse 5:13']",,,"ז ב מיי' פ""ה מהלכות איסורי ביאה הל' יג",FALSE
228,ח,ג,21b,14,"[u'Mishneh Torah, Forbidden Intercourse 10:4']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 194', u""Shulchan Arukh, Yoreh De'ah 194:3""]","ח ג מיי' שם פ""י הל' ד סמג לאוין קיא טוש""ע י""ד סי' קצד סעיף ג",FALSE
229,ט,ד,21b,14,"[u'Mishneh Torah, Forbidden Intercourse 5:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:5""]","ט ד מיי' שם פ""ה הל' יד סמג שם טור ש""ע י""ד סי' קפח סעיף ה",FALSE
230,י,ה,21b,16,"[u'Mishneh Torah, Forbidden Intercourse 5:16']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:3""]","י ה ו מיי' שם הל' טז ועי' בהשגות ובמ""מ ובכ""מ סמג שם טוש""ע י""ד סי' קפח סעיף ג",
230,י,ו,21b,24,"[u'Mishneh Torah, Forbidden Intercourse 5:16']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:3""]","י ה ו מיי' שם הל' טז ועי' בהשגות ובמ""מ ובכ""מ סמג שם טוש""ע י""ד סי' קפח סעיף ג",FALSE
231,יא,א,22a,4,"[u'Mishneh Torah, Other Sources of Defilement 5:1']",,,"יא א ב מיי' פ""ה מהל' שאר אבות הטומאה הלכה א ועי' בכ""מ",
231,יא,ב,22a,5,"[u'Mishneh Torah, Other Sources of Defilement 5:1']",,,"יא א ב מיי' פ""ה מהל' שאר אבות הטומאה הלכה א ועי' בכ""מ",FALSE
232,יב,ג,22a,8,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 3:1', u'Mishneh Torah, Offerings for Those with Incomplete Atonement 3:2']",,,"יב ג ד מיי' פ""ג מהל' מחוסרי כפרה הלכה א ב",
232,יב,ד,22a,10,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 3:1', u'Mishneh Torah, Offerings for Those with Incomplete Atonement 3:2']",,,"יב ג ד מיי' פ""ג מהל' מחוסרי כפרה הלכה א ב",FALSE
233,יג,ה,22a,12,"[u'Mishneh Torah, Forbidden Intercourse 5:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:4""]","יג ה מיי' פ""ה מהלכות איסורי ביאה הלכה יד סמג לאוין קיא טוש""ע י""ד סימן קפח סעיף ד",FALSE
234,יד,ו,22a,13,"[u'Mishneh Torah, Those Who Defile Bed or Seat 2:1']","[u'Sefer Mitzvot Gadol, Positive Commandments 243']",,"יד ו מיי' פ""ב מהלכות מטמאי משכב ומושב הלכה א סמג עשין רמג",FALSE
235,טו,ז,22a,13,"[u'Mishneh Torah, Defilement by a Corpse 2:1']",,,"טו ז מיי' פ""ב מהלכות טומאת המת הלכה א",FALSE
236,טז,ח,22a,14,"[u'Mishneh Torah, Forbidden Intercourse 5:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:4""]","טז ח מיי' פ""ה מהל' איסורי ביאה הלכה יד סמג לאוין קיא טוש""ע י""ד סימן קפח סעיף ד",FALSE
237,יז,א,22b,5,"[u'Mishneh Torah, Forbidden Intercourse 5:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:4""]","יז א ב ג מיי' פ""ה מהל' איסורי ביאה הלכה יד ועי' במ""מ סמג לאוין קיא טוש""ע י""ד סימן קפח סעיף ד",
237,יז,ב,22b,5,"[u'Mishneh Torah, Forbidden Intercourse 5:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:4""]","יז א ב ג מיי' פ""ה מהל' איסורי ביאה הלכה יד ועי' במ""מ סמג לאוין קיא טוש""ע י""ד סימן קפח סעיף ד",
237,יז,ג,22b,7,"[u'Mishneh Torah, Forbidden Intercourse 5:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:4""]","יז א ב ג מיי' פ""ה מהל' איסורי ביאה הלכה יד ועי' במ""מ סמג לאוין קיא טוש""ע י""ד סימן קפח סעיף ד",FALSE
238,יח,א,23a,11,"[u'Mishneh Torah, Forbidden Intercourse 10:10']",,,"יח א מיי' פ""י מהלכות איסורי ביאה הלכה י",FALSE
239,יט,ב,23a,13,"[u'Mishneh Torah, Things Forbidden on the Altar 2:2']",,,"יט ב מיי' פ""ב מהלכות איסורי מזבח הלכה ב",FALSE
240,כ,א,23b,2,"[u'Mishneh Torah, Inheritances 2:10']","[u'Sefer Mitzvot Gadol, Positive Commandments 96']","[u'Tur, Choshen Mishpat 277', u'Shulchan Arukh, Choshen Mishpat 277:6']","כ א מיי' פ""ב מהלכות נחלות הלכה י סמג עשין צו טוש""ע ח""מ סימן רעז סעיף ו",FALSE
241,כא,ב,23b,2,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 11:15']","[u'Sefer Mitzvot Gadol, Positive Commandments 144']","[u'Tur, Yoreh Deah 305', u""Shulchan Arukh, Yoreh De'ah 305:22""]","כא ב מיי' פי""א מהל' בכורים הלכה טו סמג עשין קמד טוש""ע י""ד סי' שה סעיף כב",FALSE
242,כב,ג,23b,5,"[u'Mishneh Torah, Forbidden Foods 1:7']","[u'Sefer Mitzvot Gadol, Negative Commandments 132']","[u'Tur, Yoreh Deah 13', u""Shulchan Arukh, Yoreh De'ah 13:5""]","כב ג מיי' פ""א מהלכות מאכלות אסורות הלכה ז סמג לאוין קלב טוש""ע י""ד סימן יג סעיף ה",FALSE
243,כג,ד,23b,10,"[u'Mishneh Torah, Forbidden Intercourse 10:9']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 194']","כג ד מיי' פ""י מהל' איסורי ביאה הלכה ט סמג לאוין קיא טור י""ד סימן קצד",FALSE
244,כד,ה,23b,14,"[u'Mishneh Torah, Forbidden Intercourse 10:10']",,,כד ה מיי' שם הלכה י,FALSE
245,כה,ו,23b,15,"[u'Mishneh Torah, Forbidden Intercourse 10:11']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u""Shulchan Arukh, Yoreh De'ah 13:5"", u'Tur, Yoreh Deah 194']",כה ו ז מיי' שם הלכה יא סמג שם טור שם,
245,כה,ז,23b,16,"[u'Mishneh Torah, Forbidden Intercourse 10:11']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u""Shulchan Arukh, Yoreh De'ah 13:5"", u'Tur, Yoreh Deah 194']",כה ו ז מיי' שם הלכה יא סמג שם טור שם,FALSE
246,כו,א,24a,1,"[u'Mishneh Torah, Forbidden Intercourse 10:11']",,,"כו א מיי' פ""י מהלכות איסורי ביאה הלכה יא",FALSE
247,כז,ב,24a,2,"[u'Mishneh Torah, Ritual Slaughter 11:1', u'Mishneh Torah, Forbidden Foods 4:9']","[u'Sefer Mitzvot Gadol, Negative Commandments 132']","[u'Tur, Yoreh Deah 57', u""Shulchan Arukh, Yoreh De'ah 57:18""]","כז ב מיי' פי""א מהלכות שחיטה הלכה א ופ""ד מהלכות מאכלות אסורות הלכה ט סמג לאוין קלב טוש""ע י""ד סי' נז סעיף יח",FALSE
248,כח,ג,24a,3,"[u'Mishneh Torah, Forbidden Foods 3:19', u'Mishneh Torah, Other Sources of Defilement 2:1']",,,"כח ג מיי' שם פ""ג הלכה יט ופ""ב מהלכות אבות הטומאה הלכה א",FALSE
249,כט,ד,24a,4,"[u'Mishneh Torah, Forbidden Intercourse 10:11']",,"[u'Tur, Yoreh Deah 194']","כט ד ה ו ז מיי' פ""י מהל' איסורי ביאה הלכה יא טור י""ד סי' קצד",
249,כט,ה,24a,8,"[u'Mishneh Torah, Forbidden Intercourse 10:11']",,"[u'Tur, Yoreh Deah 194']","כט ד ה ו ז מיי' פ""י מהל' איסורי ביאה הלכה יא טור י""ד סי' קצד",
249,כט,ו,24a,8,"[u'Mishneh Torah, Forbidden Intercourse 10:11']",,"[u'Tur, Yoreh Deah 194']","כט ד ה ו ז מיי' פ""י מהל' איסורי ביאה הלכה יא טור י""ד סי' קצד",
249,כט,ז,24a,12,"[u'Mishneh Torah, Forbidden Intercourse 10:11']",,"[u'Tur, Yoreh Deah 194']","כט ד ה ו ז מיי' פ""י מהל' איסורי ביאה הלכה יא טור י""ד סי' קצד",FALSE
250,ל,ח,24a,12,"[u'Mishneh Torah, Forbidden Foods 1:6']","[u'Sefer Mitzvot Gadol, Positive Commandments 82']","[u'Tur, Yoreh Deah 13', u""Shulchan Arukh, Yoreh De'ah 13:6""]","ל ח מיי' פ""א מהלכות מאכלות אסורות הלכ' ו סמג עשין פב טוש""ע י""ד סי' יג סעיף ו",FALSE
251,לא,ט,24a,13,"[u'Mishneh Torah, Forbidden Foods 1:6']",,,לא ט מיי' שם הלכה ו,FALSE
252,לב,י,24a,15,"[u'Mishneh Torah, Admission into the Sanctuary 8:10']",,,"לב י מיי' פ""ח מהלכות ביאת מקדש הלכה י",FALSE
253,לג,כ,24a,16,"[u'Mishneh Torah, Forbidden Foods 4:4']","[u'Sefer Mitzvot Gadol, Negative Commandments 132']","[u'Tur, Yoreh Deah 15', u""Shulchan Arukh, Yoreh De'ah 15:2""]","לג כ מיי' פ""ד מהלכות מאכלות אסורות הלכה ד סמג לאוין קלב טוש""ע י""ד סי' טו סעי' ב",FALSE
254,לד,ל,24a,19,"[u'Mishneh Torah, Forbidden Foods 5:14']","[u'Sefer Mitzvot Gadol, Negative Commandments 132']","[u'Tur, Yoreh Deah 13', u""Shulchan Arukh, Yoreh De'ah 13:2""]","לד ל מיי' שם פ""ה הלכה יד סמג שם טוש""ע י""ד סי' יג סעיף ב",FALSE
255,לה,א,24b,3,"[u'Mishneh Torah, Forbidden Intercourse 10:11']",,"[u'Tur, Yoreh Deah 194']","לה א ב מיי' פ""י מהל' איסורי ביאה הלכה יא טור י""ד סי' קצד",
255,לה,ב,24b,3,"[u'Mishneh Torah, Forbidden Intercourse 10:11']",,"[u'Tur, Yoreh Deah 194']","לה א ב מיי' פ""י מהל' איסורי ביאה הלכה יא טור י""ד סי' קצד",FALSE
256,לו,ג,24b,10,"[u'Mishneh Torah, Forbidden Intercourse 10:10']",,,לו ג ד מיי' שם הלכה י,
256,לו,ד,24b,11,"[u'Mishneh Torah, Forbidden Intercourse 10:10']",,,לו ג ד מיי' שם הלכה י,FALSE
257,לז,ה,24b,14,"[u'Mishneh Torah, Forbidden Intercourse 10:4']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u'Tur, Yoreh Deah 194', u""Shulchan Arukh, Yoreh De'ah 194:3""]","לז ה מיי' שם הלכה ד סמג לאוין קיא טוש""ע י""ד סי' קצד סעיף ג",FALSE
258,לח,ו,24b,14,"[u'Mishneh Torah, Forbidden Intercourse 10:2']",,,לח ו מיי' שם הלכה ב,FALSE
259,לט,ז,24b,14,"[u'Mishneh Torah, Forbidden Intercourse 10:12']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']","[u""Shulchan Arukh, Yoreh De'ah 194:3"", u'Tur, Yoreh Deah 194']","לט ז מיי' שם הלכה יב סמג שם טור ש""ע שם",FALSE
260,מ,א,25a,6,"[u'Mishneh Torah, Forbidden Intercourse 10:4']",,,"מ א מיי' פ""י מהלכות איסורי ביאה הלכה ד",FALSE
261,מא,ב,25a,13,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 4:10']","[u'Sefer Mitzvot Gadol, Positive Commandments 211']","[u'Tur, Yoreh Deah 315', u""Shulchan Arukh, Yoreh De'ah 315:7""]","מא ב מיי' פ""ד מהלכות בכורים הלכה י סמג עשין ריא טוש""ע י""ד סימן שטו סעיף ז",FALSE
262,מב,ג,25a,13,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 11:14', u'Mishneh Torah, Forbidden Intercourse 10:2', u'Mishneh Torah, Forbidden Intercourse 10:14']","[u'Sefer Mitzvot Gadol, Positive Commandments 144']","[u'Tur, Yoreh Deah 305', u""Shulchan Arukh, Yoreh De'ah 305:23""]","מב ג מיי' פי""א מהלכות בכורים הלכה יד ופ""י מהלכות איסורי ביאה הלכה ב והלכה יד סמג עשין קמד טוש""ע י""ד סימן שה סעיף כג",FALSE
263,מג,ד,25a,24,"[u'Mishneh Torah, Forbidden Intercourse 10:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']",,"מג ד ה ו ז מיי' פ""י מהלכות איסורי ביאה הלכה ג סמג לאוין קיא",
263,מג,ה,25a,24,"[u'Mishneh Torah, Forbidden Intercourse 10:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']",,"מג ד ה ו ז מיי' פ""י מהלכות איסורי ביאה הלכה ג סמג לאוין קיא",
263,מג,ו,25a,25,"[u'Mishneh Torah, Forbidden Intercourse 10:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']",,"מג ד ה ו ז מיי' פ""י מהלכות איסורי ביאה הלכה ג סמג לאוין קיא",
263,מג,ז,25a,27,"[u'Mishneh Torah, Forbidden Intercourse 10:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']",,"מג ד ה ו ז מיי' פ""י מהלכות איסורי ביאה הלכה ג סמג לאוין קיא",FALSE
