txt file line,Perek running counter,page running counter,Daf,Line,Rambam,Semag,Tur Shulchan Arukh,original,problem
401,טו,ח,41a,11,"[u'Mishneh Torah, Forbidden Intercourse 10:5', u'Mishneh Torah, Those Who Defile Bed or Seat 1:9']",,,"טו ח מיי' שם ופ""א מהל' משכב ומושב הלכה ט",FALSE
402,טז,א,41b,3,"[u'Mishneh Torah, Forbidden Intercourse 10:5', u'Mishneh Torah, Those Who Defile Bed or Seat 1:9']",,,"טז א ב ג ד מיי' פ""י מהל' איסורי ביאה הל""ה ופ""א מהל' משכב ומושב הל""ט",
402,טז,ב,41b,4,"[u'Mishneh Torah, Forbidden Intercourse 10:5', u'Mishneh Torah, Those Who Defile Bed or Seat 1:9']",,,"טז א ב ג ד מיי' פ""י מהל' איסורי ביאה הל""ה ופ""א מהל' משכב ומושב הל""ט",
402,טז,ג,41b,5,"[u'Mishneh Torah, Forbidden Intercourse 10:5', u'Mishneh Torah, Those Who Defile Bed or Seat 1:9']",,,"טז א ב ג ד מיי' פ""י מהל' איסורי ביאה הל""ה ופ""א מהל' משכב ומושב הל""ט",
402,טז,ד,41b,6,"[u'Mishneh Torah, Forbidden Intercourse 10:5', u'Mishneh Torah, Those Who Defile Bed or Seat 1:9']",,,"טז א ב ג ד מיי' פ""י מהל' איסורי ביאה הל""ה ופ""א מהל' משכב ומושב הל""ט",FALSE
403,יז,ה,41b,9,"[u'Mishneh Torah, Those Who Defile Bed or Seat 1:10']",,,"יז ה ו מיי' פ""א מהל' משכב ומושב הל""י",
403,יז,ו,41b,9,"[u'Mishneh Torah, Those Who Defile Bed or Seat 1:10']",,,"יז ה ו מיי' פ""א מהל' משכב ומושב הל""י",FALSE
404,יז,ז,41b,9,"[u'Mishneh Torah, Forbidden Intercourse 5:7']",,"[u'Tur, Yoreh Deah 188', u""Shulchan Arukh, Yoreh De'ah 188:1""]","יז ז מיי' פ""ה מהל' איסורי ביאה הל""ז טוש""ע יו""ד סי' קפח סעיף א",FALSE
405,יח,ח,41b,11,"[u'Mishneh Torah, Forbidden Intercourse 5:11']",,,"יח ח מיי' שם הלי""א",FALSE
406,יט,ט,41b,12,"[u'Mishneh Torah, Forbidden Intercourse 5:2']",,"[u'Tur, Yoreh Deah 183', u""Shulchan Arukh, Yoreh De'ah 183:1""]","יט ט י כ מיי' פ""ה מהל' איסורי ביאה הל""ב טוש""ע יו""ד סי' קפג סעיף א",
406,יט,י,41b,13,"[u'Mishneh Torah, Forbidden Intercourse 5:2']",,"[u'Tur, Yoreh Deah 183', u""Shulchan Arukh, Yoreh De'ah 183:1""]","יט ט י כ מיי' פ""ה מהל' איסורי ביאה הל""ב טוש""ע יו""ד סי' קפג סעיף א",
406,יט,כ,41b,15,"[u'Mishneh Torah, Forbidden Intercourse 5:2']",,"[u'Tur, Yoreh Deah 183', u""Shulchan Arukh, Yoreh De'ah 183:1""]","יט ט י כ מיי' פ""ה מהל' איסורי ביאה הל""ב טוש""ע יו""ד סי' קפג סעיף א",FALSE
407,כ,ל,41b,17,"[u'Mishneh Torah, Other Sources of Defilement 5:11']",,,"כ ל מיי' פ""ה מהל' אבות הטומאה הלי""א",FALSE
408,כא,מ,41b,17,"[u'Mishneh Torah, Other Sources of Defilement 5:9', u'Mishneh Torah, Defilement by a Corpse 1:3']",,,"כא מ מיי' פ""ה מהל' אבות הטומאה הל""ט ופ""א מהל' טומאת מת הלכה ג",FALSE
409,כב,נ,41b,17,"[u'Mishneh Torah, Other Sources of Defilement 5:9']",,,"כב נ מיי' פ""ה מהל' אבות הטומאה הל""ט",FALSE
410,כג,ס,41b,20,"[u'Mishneh Torah, Heave Offerings 7:7']",,,"כג ס מיי' פ""ז מהל' תרומות הל""ז",FALSE
411,כד,א,42a,3,"[u'Mishneh Torah, Heave Offerings 7:7']",,,"כד א מיי' פ""ז מהל' תרומות הל""ז",FALSE
412,כה,ב,42a,13,"[u'Mishneh Torah, Other Sources of Defilement 5:9', u'Mishneh Torah, Other Sources of Defilement 5:11']",,,"כה ב מיי' פ""ה מהל' אבות הטומאה הל""ט והלכה יא",FALSE
413,כו,ג,42a,15,"[u'Mishneh Torah, Forbidden Intercourse 5:2']",,,"כו ג מיי' פ""ה מהל' איסורי ביאה הל""ב",FALSE
414,כז,ד,42a,18,"[u'Mishneh Torah, Those Who Defile Bed or Seat 5:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 111']",,"כז ד מיי' פ""ה מהל' משכב ומושב הל""ג סמג לאוין קיא",FALSE
415,כח,ה,42a,20,"[u'Mishneh Torah, Other Sources of Defilement 3:1']",,,"כח ה מיי' פ""ג מהל' שאר אבות הטומאה הלכה א",FALSE
416,כט,א,42b,4,,,"[u'Tur, Yoreh Deah 194', u""Shulchan Arukh, Yoreh De'ah 194:1""]","כט א טוש""ע יו""ד סי' קצ""ד סעיף א",FALSE
417,כט,ב,42b,5,,,"[u'Tur, Yoreh Deah 195', u""Shulchan Arukh, Yoreh De'ah 195:10"", u""Shulchan Arukh, Yoreh De'ah 195:10"", u""Shulchan Arukh, Yoreh De'ah 195:12""]","כט ב טוש""ע יו""ד סי' קצה סעיף י וסעיף יב",FALSE
418,ל,ג,42b,7,"[u'Mishneh Torah, Circumcision 1:15']","[u'Sefer Mitzvot Gadol, Positive Commandments 28']","[u'Tur, Yoreh Deah 262', u""Shulchan Arukh, Yoreh De'ah 262:4""]","ל ג מיי' פ""א מהל' מילה הלט""ו סמג עשין כח טוש""ע יו""ד סי' רסב סעי' ד",FALSE
419,לא,ד,42b,10,"[u'Mishneh Torah, Defilement by a Corpse 1:3', u'Mishneh Torah, Defilement by a Corpse 1:8']",,,"לא ד ה מיי' פ""א מהל' טומאת מת הל""ג והל""ח",
419,לא,ה,42b,15,"[u'Mishneh Torah, Defilement by a Corpse 1:3', u'Mishneh Torah, Defilement by a Corpse 1:8']",,,"לא ד ה מיי' פ""א מהל' טומאת מת הל""ג והל""ח",FALSE
420,לב,ו,42b,16,"[u'Mishneh Torah, Other Sources of Defilement 3:1']",,,"לב ו ז ח מיי' פ""ג מהל' אבות הטומאה הלכה א",
420,לב,ז,42b,17,"[u'Mishneh Torah, Other Sources of Defilement 3:1']",,,"לב ו ז ח מיי' פ""ג מהל' אבות הטומאה הלכה א",
420,לב,ח,42b,20,"[u'Mishneh Torah, Other Sources of Defilement 3:1']",,,"לב ו ז ח מיי' פ""ג מהל' אבות הטומאה הלכה א",FALSE
421,לג,ט,42b,22,"[u'Mishneh Torah, Defilement by a Corpse 1:3', u'Mishneh Torah, Defilement by a Corpse 1:8']",,,"לג ט מיי' פ""א מהל' טומאת מת הל""ג והלכה ח",FALSE
422,לד,י,42b,23,"[u'Mishneh Torah, Vessels 14:5']",,,"לד י מיי' פי""ד מהל' כלים הל""ה",FALSE
423,לה,א,43a,2,"[u'Mishneh Torah, Those Who Defile Bed or Seat 8:5']",,,"לה א מיי' פ""ח מהל' מטמאי משכב ומושב הלכה ה",FALSE
424,לו,ב,43a,10,"[u'Mishneh Torah, Other Sources of Defilement 5:4']","[u'Sefer Mitzvot Gadol, Positive Commandments 246']",,"לו ב מיי' פ""ה מהל' שאר אבות הטומאה הל""ד סמג עשין רמו",FALSE
425,לז,ג,43a,11,"[u'Mishneh Torah, Other Sources of Defilement 5:5']",,,"לז ג ד מיי' שם הל""ה",
425,לז,ד,43a,11,"[u'Mishneh Torah, Other Sources of Defilement 5:5']",,,"לז ג ד מיי' שם הל""ה",FALSE
426,לח,ה,43a,12,"[u'Mishneh Torah, Other Sources of Defilement 5:4']",,,"לח ה מיי' שם הל""ד",FALSE
427,לט,ו,43a,14,"[u'Mishneh Torah, Other Sources of Defilement 5:7']",,,"לט ו מיי' שם הל""ז",FALSE
428,מ,ז,43a,17,"[u'Mishneh Torah, Other Sources of Defilement 5:18']",,,"מ ז מיי' שם הלי""ח",FALSE
429,מא,ח,43a,19,"[u'Mishneh Torah, Those Who Defile Bed or Seat 2:9']",,,"מא ח מיי' פ""ב מהל' מטמאי משכב ומושב הלכה ט",FALSE
430,מב,א,43b,2,"[u'Mishneh Torah, Those Who Defile Bed or Seat 2:9']",,,"מב א מיי' פ""ב מהל' מטמאי משכב ומושב הלכה ט",FALSE
431,מג,ב,43b,4,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 2:9']",,,"מג ב מיי' פ""ב מהל' מחוסרי כפרה הל""ט ועיין מ""ש בזה הכ""מ בפ""ה מהל' אבות הטומא' הלכה א",FALSE
432,מד,ג,43b,6,"[u'Mishneh Torah, Those Who Defile Bed or Seat 2:1']",,,"מד ג מיי' פ""ב מהל' מטמאי משכב ומושב הלכה א",FALSE
433,מה,ד,43b,8,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 2:6']",,,"מה ד ה מיי' פ""ב מהל' מחוסרי כפרה הל""ו",
433,מה,ה,43b,10,"[u'Mishneh Torah, Offerings for Those with Incomplete Atonement 2:6']",,,"מה ד ה מיי' פ""ב מהל' מחוסרי כפרה הל""ו",FALSE
434,מו,ו,43b,12,"[u'Mishneh Torah, Those Who Defile Bed or Seat 1:12']",,,"מו ו מיי' פ""א מהל' משכב ומושב הלכה יב",FALSE
435,מז,ז,43b,13,"[u'Mishneh Torah, Other Sources of Defilement 5:1']",,,"מז ז מיי' פ""ה מהל' אבות הטומאה הל""א",FALSE
436,מח,ח,43b,17,"[u'Mishneh Torah, Defilement by a Corpse 2:3', u'Mishneh Torah, Other Sources of Defilement 2:3', u'Mishneh Torah, Other Sources of Defilement 4:3']",,,"מח ח ט מיי' פ""ב מהל' טומאת המת הל""ג ופ""ב מהל' אבות הטומא' הל""ג ופ""ד שם הל""ג",
436,מח,ט,43b,18,"[u'Mishneh Torah, Defilement by a Corpse 2:3', u'Mishneh Torah, Other Sources of Defilement 2:3', u'Mishneh Torah, Other Sources of Defilement 4:3']",,,"מח ח ט מיי' פ""ב מהל' טומאת המת הל""ג ופ""ב מהל' אבות הטומא' הל""ג ופ""ד שם הל""ג",FALSE
437,מט,י,43b,19,"[u'Mishneh Torah, Those Who Defile Bed or Seat 2:10', u'Mishneh Torah, Other Sources of Defilement 5:17']",,,"מט י מיי' פ""ב מהל' משכב ומושב הל""י ופ""ה מהל' אבות הטומאה הלכה יז",FALSE
438,נ,כ,43b,19,"[u'Mishneh Torah, Vessels 1:3']",,,"נ כ מיי' פ""א מהל' כלים הלכה ג",FALSE
439,נא,ל,43b,20,"[u'Mishneh Torah, Other Sources of Defilement 5:2']",,,"נא ל מיי' פ""ה מהל' שאר אבות הטומאה הלכה ב",FALSE
440,נב,מ,43b,27,"[u'Mishneh Torah, Forbidden Intercourse 4:1', u'Mishneh Torah, Those Who Defile Bed or Seat 1:3']",,,"נב מ מיי' פ""ד מהל' איסורי ביאה הל""א ופ""א מהל' משכב ומושב הל""ג",FALSE
441,נג,נ,43b,28,"[u'Mishneh Torah, Those Who Defile Bed or Seat 1:4']",,,"נג נ מיי' פ""א מהל' משכב ומושב הלכה ד",FALSE
442,נד,ס,43b,28,"[u'Mishneh Torah, Defilement by Leprosy 9:1']",,,"נד ס מיי' פ""ט מהל' טומאת צרעת הל""א",FALSE
443,נה,ע,43b,28,"[u'Mishneh Torah, Defilement by a Corpse 1:14']",,,"נה ע מיי' פ""א מהל' טומאת מת הלי""ד",FALSE
444,נו,פ,43b,28,"[u'Mishneh Torah, Levirate Marriage and Release 1:6']","[u'Sefer Mitzvot Gadol, Positive Commandments 22']","[u'Tur, Even HaEzer 157', u'Shulchan Arukh, Even HaEzer 157:1']","נו פ מיי' פ""א מהל' יבום וחליצה הל""ו סמג עשין כב טוש""ע אה""ע סי' קנז סעי' א",FALSE
445,נז,צ,43b,28,"[u'Mishneh Torah, Levirate Marriage and Release 1:5']","[u'Sefer Mitzvot Gadol, Positive Commandments 22']","[u'Tur, Even HaEzer 156', u'Shulchan Arukh, Even HaEzer 156:4']","נז צ מיי' שם הל""ה סמג שם טוש""ע שם סי' קנו סעיף ד",FALSE
446,נח,ק,43b,28,"[u'Mishneh Torah, Heave Offerings 6:12']",,,"נח ק מיי' פ""ו מהל' תרומות הלכה יב",FALSE
447,נט,ר,43b,28,"[u'Mishneh Torah, Heave Offerings 6:13']",,,"נט ר מיי' שם הלי""ג",FALSE
448,ס,א,44a,1,"[u'Mishneh Torah, Inheritances 1:13']","[u'Sefer Mitzvot Gadol, Positive Commandments 96']","[u'Tur, Choshen Mishpat 276', u'Shulchan Arukh, Choshen Mishpat 276:5']","ס א מיי' פ""א מהל' נחלות הלי""ג וע""ש סמג עשין צו טוש""ע חו""מ סי' רעו סעיף ה",FALSE
449,סא,ב,44a,1,"[u'Mishneh Torah, Murderer and the Preservation of Life 2:6']",,,"סא ב מיי' פ""ב מהל' רוצח הלכה ו",FALSE
450,סב,ג,44a,12,"[u'Mishneh Torah, Heave Offerings 8:2']",,,"סב ג מיי' פ""ח מהל' תרומות הל""ב",FALSE
451,סד,ה,44a,18,"[u'Mishneh Torah, Inheritances 1:13']","[u'Sefer Mitzvot Gadol, Positive Commandments 96']","[u'Tur, Choshen Mishpat 276', u'Shulchan Arukh, Choshen Mishpat 276:5']","סד ה מיי' פ""א מהל' נחלות הלי""ג סמג עשין צו טוש""ע חו""מ סי' רעו סעיף ה",FALSE
452,סה,ו,44a,18,,,"[u'Shulchan Arukh, Choshen Mishpat 276:5', u'Tur, Choshen Mishpat 276']","סה ו טוש""ע ח""מ שם",FALSE
453,סו,ז,44a,18,"[u'Mishneh Torah, Inheritances 1:13']","[u'Sefer Mitzvot Gadol, Positive Commandments 96']","[u'Shulchan Arukh, Choshen Mishpat 276:5', u'Tur, Choshen Mishpat 276']","סו ז מיי' שם הלי""ג סמג שם טוש""ע שם",FALSE
454,סז,א,44b,3,"[u'Mishneh Torah, Inheritances 2:5']","[u'Sefer Mitzvot Gadol, Positive Commandments 96']","[u'Tur, Choshen Mishpat 277', u'Shulchan Arukh, Choshen Mishpat 277:5']","סז א ב מיי' פ""ב מהל' נחלות הל""ה סמג עשין צו טוש""ע חו""מ סי' רעז סעיף ה",
454,סז,ב,44b,3,"[u'Mishneh Torah, Inheritances 2:5']","[u'Sefer Mitzvot Gadol, Positive Commandments 96']","[u'Tur, Choshen Mishpat 277', u'Shulchan Arukh, Choshen Mishpat 277:5']","סז א ב מיי' פ""ב מהל' נחלות הל""ה סמג עשין צו טוש""ע חו""מ סי' רעז סעיף ה",FALSE
455,סח,ג,44b,4,"[u'Mishneh Torah, Inheritances 2:2']",,"[u'Tur, Choshen Mishpat 277', u'Shulchan Arukh, Choshen Mishpat 277:3']","סח ג מיי' שם הל' ב טוש""ע שם סעי' ג",FALSE
456,סט,ד,44b,7,"[u'Mishneh Torah, Mourning 1:6', u'Mishneh Torah, Mourning 1:7']",,"[u'Tur, Yoreh Deah 374', u""Shulchan Arukh, Yoreh De'ah 374:8""]","סט ד ה ו מיי' פ""א מהל' אבל הל""ו והל""ז טוש""ע יו""ד סי' שעד סעי' ח",
456,סט,ה,44b,8,"[u'Mishneh Torah, Mourning 1:6', u'Mishneh Torah, Mourning 1:7']",,"[u'Tur, Yoreh Deah 374', u""Shulchan Arukh, Yoreh De'ah 374:8""]","סט ד ה ו מיי' פ""א מהל' אבל הל""ו והל""ז טוש""ע יו""ד סי' שעד סעי' ח",
456,סט,ו,44b,8,"[u'Mishneh Torah, Mourning 1:6', u'Mishneh Torah, Mourning 1:7']",,"[u'Tur, Yoreh Deah 374', u""Shulchan Arukh, Yoreh De'ah 374:8""]","סט ד ה ו מיי' פ""א מהל' אבל הל""ו והל""ז טוש""ע יו""ד סי' שעד סעי' ח",FALSE
457,ע,ז,44b,9,"[u'Mishneh Torah, Marriage 3:11']",,"[u'Tur, Even HaEzer 37', u'Shulchan Arukh, Even HaEzer 37:1']","ע ז מיי' פ""ג מהל' אישות הלי""א טוש""ע אה""ע סי' לז סעי' א",FALSE
458,עא,ח,44b,9,"[u'Mishneh Torah, Levirate Marriage and Release 1:17']",,"[u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:4']","עא ח מיי' פ""א מהל' יבום הלי""ז טוש""ע אה""ע סי' קסז סעי' ד",FALSE
459,עב,ט,44b,9,"[u'Mishneh Torah, Forbidden Intercourse 3:2']",,,"עב ט מיי' פ""ג מהל' איסורי ביאה הל""ב",FALSE
460,עג,י,44b,10,"[u'Mishneh Torah, Those Who Defile Bed or Seat 3:3']",,,"עג י מיי' פ""ג מהל' מטמאי משכב ומושב הלכה ג",FALSE
461,עד,כ,44b,11,"[u'Mishneh Torah, Heave Offerings 6:3']",,,"עד כ מיי' פ""ו מהל' תרומות הל""ג",FALSE
462,עה,ל,44b,11,"[u'Mishneh Torah, Forbidden Intercourse 18:3', u'Mishneh Torah, Forbidden Intercourse 18:6', u'Mishneh Torah, Forbidden Intercourse 19:1', u'Mishneh Torah, Forbidden Intercourse 19:2']",,"[u'Tur, Even HaEzer 6', u'Shulchan Arukh, Even HaEzer 6:9', u'Shulchan Arukh, Even HaEzer 6:9', u'Tur, Even HaEzer 7', u'Shulchan Arukh, Even HaEzer 7:12']","עה ל מיי' פי""ח מהל' איסורי ביאה הל""ג והל""ו ופי""ט הל""א והל' ב' טוש""ע אה""ע סי' ו סעי' ט וסי' ז סעי' יב",FALSE
463,עו,מ,44b,11,"[u'Mishneh Torah, Forbidden Intercourse 1:13']",,,"עו מ מיי' פ""א מהל' איסורי ביאה הלי""ג",FALSE
464,עז,א,45a,8,"[u'Mishneh Torah, Forbidden Intercourse 5:25']",,"[u'Tur, Even HaEzer 20', u'Shulchan Arukh, Even HaEzer 20:1']","עז א מיי' פ""ה מהל' איסורי ביאה הל' כה שו""ע אה""ע סי' כ סעיף א בהג""ה",FALSE
465,עח,ב,45a,16,"[u'Mishneh Torah, Forbidden Intercourse 18:6']","[u'Sefer Mitzvot Gadol, Negative Commandments 181']","[u'Tur, Even HaEzer 6', u'Shulchan Arukh, Even HaEzer 6:9']","עח ב מיי' שם פי""ח הל' ו סמג לאוין קפא טוש""ע אה""ע סי' ו סעי' ט",FALSE
466,עט,ג,45a,19,"[u'Mishneh Torah, Levirate Marriage and Release 1:16', u'Mishneh Torah, Levirate Marriage and Release 5:18']","[u'Sefer Mitzvot Gadol, Positive Commandments 52']","[u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:2']","עט ג מיי' פ""א מהל' יבום הלט""ז ופ""ה שם הלי""ח סמג עשין נב טוש""ע אה""ע סימן קסז סעיף ב",FALSE
467,פ,ד,45a,20,"[u'Mishneh Torah, Those Who Defile Bed or Seat 3:3']",,,"פ ד מיי' פ""ג מהל' מטמאי משכב ומושב הלכה ג",FALSE
468,פא,ה,45a,21,"[u'Mishneh Torah, Heave Offerings 8:11']",,,"פא ה מיי' פ""ח מהל' תרומות הלי""א",FALSE
469,פב,ו,45a,21,"[u'Mishneh Torah, Things Forbidden on the Altar 4:3']",,,"פב ו מיי' פ""ד מהל' איסורי מזבח הל""ג",FALSE
470,פג,ז,45a,21,"[u'Mishneh Torah, Things Forbidden on the Altar 4:2', u'Mishneh Torah, Forbidden Intercourse 1:17']",,,"פג ז מיי' שם הל""ב ופ""א מהל' איסורי ביאה הל' יז",FALSE
471,פד,ח,45a,21,"[u'Mishneh Torah, Forbidden Intercourse 1:13']",,,"פד ח מיי' פ""א מהל' איסורי ביאה הלי""ג",FALSE
472,פה,ט,45a,22,"[u'Mishneh Torah, Levirate Marriage and Release 5:18', u'Mishneh Torah, Levirate Marriage and Release 5:21']","[u'Sefer Mitzvot Gadol, Positive Commandments 52']","[u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:1', u'Shulchan Arukh, Even HaEzer 167:1', u'Shulchan Arukh, Even HaEzer 167:2']","פה ט מיי' פ""ה מהל' יבום הלי""ח והל' כא סמג עשין נב טוש""ע אה""ע סי' קסז סעי' א וסעי' ב",FALSE
473,פו,א,45b,1,"[u'Mishneh Torah, Levirate Marriage and Release 5:21']","[u'Sefer Mitzvot Gadol, Positive Commandments 52']","[u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:2']","פו א מיי' פ""ה מהל' יבום הל' כא סמג עשין נב טוש""ע אה""ע סי' קסז סעי' ב",FALSE
474,פז,ב,45b,2,"[u'Mishneh Torah, Vows 11:1', u'Mishneh Torah, Vows 11:2', u'Mishneh Torah, Vows 11:3']","[u'Sefer Mitzvot Gadol, Negative Commandments 241']","[u'Tur, Yoreh Deah 233', u""Shulchan Arukh, Yoreh De'ah 233:1""]","פז ב מיי' פי""א מהל' נדרים הל' א ב ג סמג לאוין רמא טוש""ע יו""ד סי' רלג",FALSE
475,פח,א,46a,4,"[u'Mishneh Torah, Marriage 2:18', u'Mishneh Torah, Marriage 2:19']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:14', u'Shulchan Arukh, Even HaEzer 155:14', u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:3']","פח א ב ג ד מיי' פ""ב מהל' אישות הלי""ח והלי""ט סמג עשין כ טוש""ע אה""ע סימן קנה סעי' יד וסימן קסז סעי' ג",
475,פח,ב,46a,4,"[u'Mishneh Torah, Marriage 2:18', u'Mishneh Torah, Marriage 2:19']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:14', u'Shulchan Arukh, Even HaEzer 155:14', u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:3']","פח א ב ג ד מיי' פ""ב מהל' אישות הלי""ח והלי""ט סמג עשין כ טוש""ע אה""ע סימן קנה סעי' יד וסימן קסז סעי' ג",
475,פח,ג,46a,4,"[u'Mishneh Torah, Marriage 2:18', u'Mishneh Torah, Marriage 2:19']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:14', u'Shulchan Arukh, Even HaEzer 155:14', u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:3']","פח א ב ג ד מיי' פ""ב מהל' אישות הלי""ח והלי""ט סמג עשין כ טוש""ע אה""ע סימן קנה סעי' יד וסימן קסז סעי' ג",
475,פח,ד,46a,11,"[u'Mishneh Torah, Marriage 2:18', u'Mishneh Torah, Marriage 2:19']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:14', u'Shulchan Arukh, Even HaEzer 155:14', u'Tur, Even HaEzer 167', u'Shulchan Arukh, Even HaEzer 167:3']","פח א ב ג ד מיי' פ""ב מהל' אישות הלי""ח והלי""ט סמג עשין כ טוש""ע אה""ע סימן קנה סעי' יד וסימן קסז סעי' ג",FALSE
476,פט,ה,46a,12,"[u'Mishneh Torah, Marriage 2:1', u'Mishneh Torah, Divorce 11:1']","[u'Sefer Mitzvot Gadol, Positive Commandments 20']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:12']","פט ה מיי' שם הל""א ופי""א מהל' גירושין הל""א סמג שם טוש""ע אה""ע סימן קנה סעיף יב",FALSE
477,צ,ו,46a,14,"[u'Mishneh Torah, Divorce 11:4']","[u'Sefer Mitzvot Gadol, Positive Commandments 50']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:19']","צ ו ז ח מיי' פי""א מהל' גירושין הל""ד סמג עשין נ טוש""ע אה""ע סי' קנה סעיף יט",
477,צ,ז,46a,15,"[u'Mishneh Torah, Divorce 11:4']","[u'Sefer Mitzvot Gadol, Positive Commandments 50']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:19']","צ ו ז ח מיי' פי""א מהל' גירושין הל""ד סמג עשין נ טוש""ע אה""ע סי' קנה סעיף יט",
477,צ,ח,46a,19,"[u'Mishneh Torah, Divorce 11:4']","[u'Sefer Mitzvot Gadol, Positive Commandments 50']","[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:19']","צ ו ז ח מיי' פי""א מהל' גירושין הל""ד סמג עשין נ טוש""ע אה""ע סי' קנה סעיף יט",FALSE
478,צא,ט,46a,20,"[u'Mishneh Torah, Divorce 11:5']",,"[u'Tur, Even HaEzer 155', u'Shulchan Arukh, Even HaEzer 155:20']","צא ט מיי' שם הל""ה טוש""ע שם סעי' כ",FALSE
479,צב,א,46b,5,"[u'Mishneh Torah, Vows 11:5']",,,"צב א ב מיי' פי""א מהל' נדרים הל""ה",
479,צב,ב,46b,6,"[u'Mishneh Torah, Vows 11:5']",,,"צב א ב מיי' פי""א מהל' נדרים הל""ה",FALSE
480,צג,ג,46b,8,"[u'Mishneh Torah, Vows 11:4']",,"[u'Tur, Yoreh Deah 233', u""Shulchan Arukh, Yoreh De'ah 233:1""]","צג ג מיי' שם הל""ד טוש""ע יו""ד סי' רלג סעי' א",FALSE
481,צד,ד,46b,10,"[u'Mishneh Torah, Forbidden Foods 17:27']","[u'Sefer Mitzvot Gadol, Negative Commandments 141']","[u'Tur, Orach Chaim 343', u'Shulchan Arukh, Orach Chayim 343:1', u'Tur, Yoreh Deah 373', u""Shulchan Arukh, Yoreh De'ah 373:1""]","צד ד מיי' פי""ז מהל' מאכלות אסורות הל' כז סמג לאוין קמא טוש""ע או""ח סי' שמג וטוש""ע יו""ד סי' שעג סעי' א בהג""ה",FALSE
482,צה,ה,46b,13,"[u'Mishneh Torah, Vows 11:20']","[u'Sefer Mitzvot Gadol, Negative Commandments 241']","[u'Tur, Yoreh Deah 234', u""Shulchan Arukh, Yoreh De'ah 234:2"", u""Shulchan Arukh, Yoreh De'ah 234:2"", u""Shulchan Arukh, Yoreh De'ah 234:35""]","צה ה מיי' פי""א מהל' נדרים הל""כ סמג לאוין רמא טוש""ע יו""ד סי' רלד סעי' ב וסעי' לה",FALSE
483,צו,ו,46b,14,"[u'Mishneh Torah, Heave Offerings 4:5']",,,"צו ו ז מיי' פ""ד מהל' תרומות הל""ה",
483,צו,ז,46b,15,"[u'Mishneh Torah, Heave Offerings 4:5']",,,"צו ו ז מיי' פ""ד מהל' תרומות הל""ה",FALSE
484,צז,ח,46b,16,"[u'Mishneh Torah, Heave Offerings 1:26']",,,"צז ח מיי' פ""א שם הל' כו",FALSE
485,צח,א,47a,1,"[u'Mishneh Torah, Defilement of Foods 8:15']",,,"צח א מיי' פ""ח מהל' טומאת אוכלין הלט""ו",FALSE
486,צט,ב,47a,1,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 6:4']",,,"צט ב מיי' פ""ו מהל' בכורים הל""ד",FALSE
487,ק,ג,47a,7,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 5:5', u'Mishneh Torah, Forbidden Intercourse 20:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 141']","[u'Tur, Yoreh Deah 322', u""Shulchan Arukh, Yoreh De'ah 322:2""]","ק ג ד מיי' פ""ה שם הל""ה ופ""כ מהל' איסורי ביאה הל""ג סמג עשין קמא טוש""ע יו""ד סימן שכב סעיף ב",
487,ק,ד,47a,7,"[u'Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 5:5', u'Mishneh Torah, Forbidden Intercourse 20:3']","[u'Sefer Mitzvot Gadol, Positive Commandments 141']","[u'Tur, Yoreh Deah 322', u""Shulchan Arukh, Yoreh De'ah 322:2""]","ק ג ד מיי' פ""ה שם הל""ה ופ""כ מהל' איסורי ביאה הל""ג סמג עשין קמא טוש""ע יו""ד סימן שכב סעיף ב",FALSE
