Notes,Name,Match Name 1 corrected,Match Name En,Match Name 1,Match Name 2,Match Name 3,Match Name 4,Match Name 5,Match Name 6,Match Name 7,Match Name 8,Match Name 9,Match Name 10,Match Name 11,Match Name 12,Match Name 13,Match Name 14,Match Name 15,Match URL 1,Match URL 2,Match URL 3,Match URL 4,Match URL 5,Match URL 6,Match URL 7,Match URL 8,Match URL 9,Match URL 10,Match URL 11,Match URL 12,Match URL 13,Match URL 14,Match URL 15
,נחום המדי,,Nahum haMedi,נחום המדי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Nahum%20haMedi,,,,,,,,,,,,,,
,רבי נהוראי,,Rabbi Nehorai,רבי נהוראי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Nehorai,,,,,,,,,,,,,,
,רבי אלעזר בן צדוק,,Rabbi Elazar b. Tzadok,רבי אלעזר בן צדוק,רבי אלעזר בן צדוק,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Elazar%20b.%20Tzadok%20(I),https://www.sefaria.org/person/Rabbi%20Elazar%20b.%20Tzadok%20(II),,,,,,,,,,,,,
,רבי יוסי,,Rabbi Yose b. Halafta,רבי יוסי בן חלפתא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yose%20b.%20Halafta,,,,,,,,,,,,,,
,רבי יצחק,,Rabbi Yitzhak,רבי יצחק,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yitzhak,,,,,,,,,,,,,,
,בן ננס,,Rabbi Shimon b. Nannas,רבי שמעון בן ננס,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Shimon%20b.%20Nannas,,,,,,,,,,,,,,
,מרים בת בייתוס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,קליאופטרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,יהושע בן גמלא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר יוסי בר חנינא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אלעזר בן שמוע,,Rabbi Elazar b. Shamu'a,רבי אלעזר בן שמוע,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Elazar%20b.%20Shamu'a,,,,,,,,,,,,,,
,רב הונא בריה דרב איקא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אבין,,Rabbi Avin b. Ravin,רבי אבין בן רבין,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Avin%20b.%20Ravin,,,,,,,,,,,,,,
,רב עוירא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר יוסי בר נתן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי יונתן,,Rabbi Yonatan,רבי יונתן,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Yonatan,,,,,,,,,,,,,,
,רב המנונא סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב ביבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב ענן בר תחליפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב יהודה בר יחזקאל,,Rav Yehudah b. Yehezkel,רב יהודה בן יחזקאל,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yehudah%20b.%20Yehezkel,,,,,,,,,,,,,,
,רבי יצחק נפחא,,Rabbi Yitzhak Nappaha,רבי יצחק נפחא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yitzhak%20Nappaha,,,,,,,,,,,,,,
,רב אחא בר יוסף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אבא בר תחליפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חייא אריכא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,לוי בריה דרב הונא בר חייא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חייא בר אשי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי יהודה הנדואה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אחא בר רב הונא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אילפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב ייבא סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי יונה,,Rabbi Yonah,רבי יונה,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yonah,,,,,,,,,,,,,,
,רב שמואל בר ביסנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,פפא בר אבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רמי בר חמא,,Rami b. Hama,רמי בר חמא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rami%20b.%20Hama,,,,,,,,,,,,,,
,רב טובי בר מתנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבה בר בר חנה,,Rabbah b. b. Hanah,רבה בר בר חנה,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbah%20b.%20b.%20Hanah,,,,,,,,,,,,,,
,רבי שילא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי ינאי בר ישמעאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב הונא בריה דרב יהושע,רב הונא בריה דרב יהושע,Rav Huna b. Yehoshua,רב הונא בר יהושע,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Huna%20b.%20Yehoshua,,,,,,,,,,,,,,
,ר אלעזר מהגרוניא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבה בר רב חנן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אבא אומנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,צפנת בת פניאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבין סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,איפרא הורמיז,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אחא בר יעקב,,Rav Aha b. Ya'akov,רב אחא בר יעקב,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Aha%20b.%20Ya'akov,,,,,,,,,,,,,,
,רחבה,,Rahava of Pumbedita,רחבא דפומבדיתא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rahava%20of%20Pumbedita,,,,,,,,,,,,,,
,רבי אבינא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב עיליש,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אדא בר אהבה,,Rav Adda b. Ahavah,רב אדא בר אהבה,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(I),,,,,,,,,,,,,,
,רבי בון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חנינא בר חמא,,Rabbi Hanina b. Hama,רבי חנינא בר חמא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Hama,,,,,,,,,,,,,,
,רבי אביתר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אגריפס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי תנחומא,,Rabbi Tanhuma b. Abba,רבי תנחומא בר אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Tanhuma%20b.%20Abba,,,,,,,,,,,,,,
,רבי לוי,,Rabbi Levi,רבי לוי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Levi,,,,,,,,,,,,,,
,רב מרדכי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,זעירי,זעירי,Ze'iri,זעירא,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Ze'iri,,,,,,,,,,,,,,
,רבי אבא בר זוטרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר יעקב בר אחא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב הונא,,Rav Huna,רב הונא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Huna,,,,,,,,,,,,,,
,רב מלכיו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חנינא בן גמליאל,,Rabbi Hanina b. Gamliel,רבי חנינא בן גמליאל,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Hanina%20b.%20Gamliel,,,,,,,,,,,,,,
,רב חמא בריה דרבה בר אבהו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב סמא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב,,Rav,רב,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav,,,,,,,,,,,,,,
,רב כהנא,,Rav Kahana,רב כהנא,רב כהנא,רב כהנא,רב כהנא,רב כהנא,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Kahana%20(I),https://www.sefaria.org/person/Rav%20Kahana%20(II),https://www.sefaria.org/person/Rav%20Kahana%20(III),https://www.sefaria.org/person/Rav%20Kahana%20(IV),https://www.sefaria.org/person/Rav%20Kahana%20(V),,,,,,,,,,
,רב חנן בר רבא,,Rav Hanan b. Rabbah,רב חנן בר רבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hanan%20b.%20Rabbah,,,,,,,,,,,,,,
,רב יהודה בר אישתתא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אידי בר אבין,,Rav Idi b. Avin,רב אידי בר אבין,רב אידי בר אבין,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Idi%20b.%20Avin%20(I),https://www.sefaria.org/person/Rav%20Idi%20b.%20Avin%20(II),,,,,,,,,,,,,
,רבי חייא בר זרנוקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב סעורם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב שמואל בר שילת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב דימי בר יוסף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מר זוטרא חסידא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חננאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב הונא ריש גלותא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי תנחום בר איסבלוסטיקא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אבא בר פפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבה בר חנה,,Rabbah b. Hanah,רבה בר חנה,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbah%20b.%20Hanah,,,,,,,,,,,,,,
,יוסף מוקיר שבת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי שמואל בן סוסרטיי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אחא בריה דרב איקא,רב אחא בריה דרב איקא,Rav Aha brei d' R' Iqa,רב אחא בריה דרב איפא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Aha%20brei%20d'%20R'%20Iqa,,,,,,,,,,,,,,
,רב אחא דהוצל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב יצחק ברבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר יהושע בריה דרב אידי,,Rabbi Yehoshua b. Idi,רבי יהושע בריה דרב אידי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yehoshua%20b.%20Idi,,,,,,,,,,,,,,
,רב אחאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבא בר שרשום,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב פנחס בן רב חסדא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אבא בריה דרבי חייא,רבי אבא בריה דרבי חייא,Rabbi Abba b. Hiyya b. Abba,רבי אבא בן הייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Abba%20b.%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
,רבי חייא בר גמדא,,Rabbi Hiyya b. Abba,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
,רב נחמן בר יעקב,,Rav Nahman b. Ya'akov,רב נחמן בר יעקב,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Nahman%20b.%20Ya'akov,,,,,,,,,,,,,,
,רב יחזקאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חלבו,,Rabbi Helbo,רבי חלבו,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Helbo,,,,,,,,,,,,,,
,רב רחומי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב הונא בר חייא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבא,,Rava,רבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rava,,,,,,,,,,,,,,
,ר יוסי דמן יוקרת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבה בר רב הונא,,Rabbah b. Rav Huna,רבה בר רב הונא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbah%20b.%20Rav%20Huna,,,,,,,,,,,,,,
Disambiguate,רבינא,,Ravina,רבינא,רבינא,,,,,,,,,,,,,,https://www.sefaria.org/person/Ravina%20(I),https://www.sefaria.org/person/Ravina%20(II)%20b.%20Huna,,,,,,,,,,,,,
,רבה,,Rabbah b. Nahmani,רבה בר נחמני,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbah%20b.%20Nahmani,,,,,,,,,,,,,,
,רב שימי בר אשי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב ענן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבין חסידא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חנא בר ביזנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שמואל,,Shmuel,שמואל,,,,,,,,,,,,,,,https://www.sefaria.org/person/Shmuel,,,,,,,,,,,,,,
,רבה בר אבוה,,Rabbah b. Avuha,רבה בר אבוה,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbah%20b.%20Avuha,,,,,,,,,,,,,,
,רב ירמיה בר אבא,,Rav Yirmeyah b. Abba,רב ירמיה בר אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yirmeyah%20b.%20Abba,,,,,,,,,,,,,,
,רפרם בר פפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אחא בריה דרבינא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אחי בר יאשיה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר אבון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אלעזר,,Rabbi Elazar b. Pedat,רבי אלעזר בן פדת,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Elazar%20b.%20Pedat,,,,,,,,,,,,,,
,רבי אלכסנדרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב טבות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חזקיה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אדא בר מתנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אבימי,,Avimi,אבימי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Avimi,,,,,,,,,,,,,,
,רבי חנינא,רבי חנינא,Rabbi Hanina,רב חנינא,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Hanina,,,,,,,,,,,,,,
,בר דרומא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב גמדא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ילתא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר אפס,,Rabbi Aphes,רבי אפס,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Aphes,,,,,,,,,,,,,,
,רב יוסף בריה דרבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי יעקב בר אידי,,Rabbi Ya'akov b. Idi,רבי יעקב בר אידי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Ya'akov%20b.%20Idi,,,,,,,,,,,,,,
,רבי אלעאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אחדבוי בר אמי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב ששת,,Rav Sheshet,רב ששת,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Sheshet,,,,,,,,,,,,,,
,קרנא,,Karna,קרנא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Karna,,,,,,,,,,,,,,
,אבא בר מרתא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב עמרם חסידא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אדא בר אחוה,,Rav Adda b. Ahavah,רב אדא בר אהבה,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(I),,,,,,,,,,,,,,
,מר בר רב אשי,,Mar b. Rav Ashi,מר בר רב אשי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20b.%20Rav%20Ashi,,,,,,,,,,,,,,
,ר אבא דמן חיפה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי תנחום,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי חנינא בר פפי,,Rabbi Hanina b. Pappa,רבי חנינה בר פפא‎,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Pappa,,,,,,,,,,,,,,
,רב אויא סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,שבור מלכא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,נתן צוציתא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי פרידא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי מיאשא בר בריה דר יהושע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אידית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חסדא,,Rav Hisda,רב חסדא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hisda,,,,,,,,,,,,,,
,רב מתנה,,Rav Matenah,רב מתנא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Matenah,,,,,,,,,,,,,,
,רבי חייא בר בא,,Rabbi Hiyya b. Abba,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
,רב שמואל בר יהודה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חנן,,Rav Hanan b. Rabbah,רב חנן בר רבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hanan%20b.%20Rabbah,,,,,,,,,,,,,,
,מר עוקבא,,Mar Ukva,מר עוקבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20Ukva,,,,,,,,,,,,,,
,רב עולא בריה דרב עילאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אמימר,,Amemar,אמימר,,,,,,,,,,,,,,,https://www.sefaria.org/person/Amemar,,,,,,,,,,,,,,
,רבי שמעון בר רבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי פנחס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חנינא בר שילא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי יונתן בן עכמאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רמי בר יחזקאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב משרשיא,,Rav Mesharshiya,רב משרשיא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Mesharshiya,,,,,,,,,,,,,,
,רב חמא בר טוביה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אחא שר הבירה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אלעזר בן פדת,,Rabbi Elazar b. Pedat,רבי אלעזר בן פדת,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Elazar%20b.%20Pedat,,,,,,,,,,,,,,
,רבי אבא דמן עכו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב יצחק בר יוסף,,Rav Yitzhak b. Yosef,רב יצחק בר יוסף,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yitzhak%20b.%20Yosef,,,,,,,,,,,,,,
,רב ברונא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב נחמן,,Rav Nahman b. Ya'akov,רב נחמן בר יעקב,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Nahman%20b.%20Ya'akov,,,,,,,,,,,,,,
,רב מרי בר רחל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חמא,,Rav Hama,רב חמא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hama,,,,,,,,,,,,,,
,רבי הושעיא,,Rabbi Oshaya Rabbah,רבי אושעיא בריבי,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Oshaya%20Rabbah,,,,,,,,,,,,,,
,רב יצחק בר ביסנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב עולא בר אבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי שמואל בר רבי יוסי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,בטנית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אויא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חנניא בר שלמיא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ר אושעיא בריבי,,Rabbi Oshaya Rabbah,רבי אושעיא בריבי,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Oshaya%20Rabbah,,,,,,,,,,,,,,
,מנימין בר איהי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מרי בר איסק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אליעזר זעירא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אדא בר אבא,,Rav Adda b. Ahavah,רב אדא בר אהבה,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(I),,,,,,,,,,,,,,
,רבי יוסי בר אסיין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אושעיא,,Rabbi Oshaya Rabbah,רבי אושעיא בריבי,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Oshaya%20Rabbah,,,,,,,,,,,,,,
,ר יאשיה,,Rabbi Yoshiah,רבי יאשיה,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Yoshiah,,,,,,,,,,,,,,
,רב יהודה,,Rav Yehudah b. Yehezkel,רב יהודה בן יחזקאל,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yehudah%20b.%20Yehezkel,,,,,,,,,,,,,,
,רבי בנאה,,Rabbi Banna'ah,רבי בנאה,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Banna'ah,,,,,,,,,,,,,,
,רב שמואל בר יצחק,,Rabbi Shmuel b. Yitzhak,רבי שמואל בן יצחק,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yitzhak,,,,,,,,,,,,,,
,ר שמעון בר ווא,,Rabbi Shimon b. Abba,רבי שמעון בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Abba,,,,,,,,,,,,,,
,מר זוטרא,,Mar Zutra,מר זוטרא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20Zutra,,,,,,,,,,,,,,
,רב נחמן בר יצחק,,Rav Nahman b. Yitzhak,רב נחמן בר יצחק,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Nahman%20b.%20Yitzhak,,,,,,,,,,,,,,
,אלישע בעל כנפים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אחא,,Rabbi Aha,רבי אחא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Aha,,,,,,,,,,,,,,
,רב זביד,,Rav Zevid,רב זביד,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Zevid,,,,,,,,,,,,,,
,רבי אבוה,,Rabbi Abbahu,רבי אבהו,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Rabbi%20Abbahu,,,,,,,,,,,,,,
,רבי חנא בר חנילאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מר עוקבא בר חמא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי שמעון בן אליקים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב דימי אחוה דרב ספרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מר זוטרא בריה דרב נחמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,אבא סוראה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב חנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב יוסף בר חמא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב עוקבא בר חמא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disambiguate,רפרם,,Rafram,רפרם,רפרם,,,,,,,,,,,,,,https://www.sefaria.org/person/Rafram%20(I),https://www.sefaria.org/person/Rafram%20(II),,,,,,,,,,,,,
,רב שמואל בר אבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רמי בר תמרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי שמעון בן לקיש,,Rabbi Shimon b. Lakish,רבי שמעון בן לקיש,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Lakish,,,,,,,,,,,,,,
,רבי חנינא בר יוסף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב מרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב פפא בר שמואל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי אבא,,Rabbi Abba,רבי אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Abba,,,,,,,,,,,,,,
,עוקבא,,Mar Ukva,מר עוקבא,,,,,,,,,,,,,,,https://www.sefaria.org.il/person/Mar%20Ukva,,,,,,,,,,,,,,
,מר בריה דרבינא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי תנחום בן חנילאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רבי רומנוס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,עיפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב אשי,,Rav Ashi,רב אשי‎,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Ashi,,,,,,,,,,,,,,
,רבי מנחם בר סימאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,רב סחורה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
