ID,Name,He Name,Edge,Value,Value ID
Q1514983,Gershom,גרשום,has transliteration,Gēršōm,
Q1514983,Gershom,גרשום,child of,Moses,Q9077
Q1514983,Gershom,גרשום,alternate spelling of,גרשם,
Q1514983,Gershom,גרשום,has transliteration,Gersam,
Q219395,Melchizedek,מלכי-צדק,has transliteration,Malchitzedek,
Q219395,Melchizedek,מלכי-צדק,alternate spelling of,מלכי צדק,
Q219395,Melchizedek,מלכי-צדק,alternate spelling of,מלכיצדק,
Q219395,Melchizedek,מלכי-צדק,has gender,male,
Q219395,Melchizedek,מלכי-צדק,has transliteration,Malchizedek,
Q594805,Jochebed,יוכבד,has gender,female,
Q594805,Jochebed,יוכבד,parent of,Miriam,Q1938388
Q594805,Jochebed,יוכבד,parent of,Moses,Q9077
Q594805,Jochebed,יוכבד,has transliteration,Yocheved,
Q594805,Jochebed,יוכבד,child of,Levi,Q215512
Q594805,Jochebed,יוכבד,parent of,Aaron,Q51676
Q594805,Jochebed,יוכבד,spouse of,Amram,Q477527
Q1641601,Tattenai,תתני,has gender,male,
Q1641601,Tattenai,תתני,alternate spelling of,תתני פחת עבר נהרה,
Q2918052,Riphath,ריפת,child of,Gomer,Q1148172
Q2918052,Riphath,ריפת,has gender,male,
Q2918052,Riphath,ריפת,has transliteration,Diphath,
Q11343582,Meshach,,has gender,male,
Q11343582,Meshach,,has transliteration,Mishael,
Q1135791,Obed,עובד,child of,Ruth,Q1774982
Q1135791,Obed,עובד,child of,Boaz,Q212253
Q1135791,Obed,עובד,has gender,male,
Q1135791,Obed,עובד,parent of,Jesse,Q45090
Q5354448,Eleazar,,has gender,male,
Q20101919,Tema,תימא,child of,Ishmael,Q183403
Q20101919,Tema,תימא,has gender,male,
Q133507,Elijah,אליהו,has transliteration,Eliyahu Hanavi,
Q133507,Elijah,אליהו,has transliteration,Eliahu,
Q133507,Elijah,אליהו,has transliteration,Eliyyahu,
Q133507,Elijah,אליהו,has transliteration,Eliyahu,
Q133507,Elijah,אליהו,has transliteration,Ilyaseen,
Q133507,Elijah,אליהו,has role,נביא,
Q133507,Elijah,אליהו,has gender,male,
Q133507,Elijah,אליהו,has transliteration,Elija,
Q133507,Elijah,אליהו,has transliteration,Eliyyah,
Q133507,Elijah,אליהו,has transliteration,Elyahu,
Q133507,Elijah,אליהו,has transliteration,Eliya,
Q133507,Elijah,אליהו,has transliteration,Eliahu ha-Navi,
Q133507,Elijah,אליהו,has transliteration,Elijah the Prophet,
Q133507,Elijah,אליהו,has transliteration,Elijah the Tishbite from Tishby,
Q133507,Elijah,אליהו,has transliteration,Eliyohu,
Q133507,Elijah,אליהו,has transliteration,Eliyah,
Q133507,Elijah,אליהו,has transliteration,Ilya,
Q133507,Elijah,אליהו,has transliteration,Elya,
Q133507,Elijah,אליהו,has transliteration,Eilyohu,
Q133507,Elijah,אליהו,has transliteration,’Ilyās,
Q133507,Elijah,אליהו,alternate spelling of,אליהו הנביא,
Q133507,Elijah,אליהו,has transliteration,Prophet Elias,
Q133507,Elijah,אליהו,has transliteration,Elijah the Tishbite,
Q1449132,Iscah,יסכה,has gender,female,
Q1449132,Iscah,יסכה,has transliteration,יִסְכּֽה (Yiskah),
Q1449132,Iscah,יסכה,has transliteration,Yiskah,
Q1449132,Iscah,יסכה,child of,Haran,Q1199156
Q20888416,Joel,יואל,child of,Samuel,Q6577515
Q20888416,Joel,יואל,has role,שופט,
Q20888416,Joel,יואל,has gender,male,
Q220822,Esau,עשו,child of,Isaac,Q671872
Q220822,Esau,עשו,spouse of,Basemath,Q3320047
Q220822,Esau,עשו,has gender,male,
Q220822,Esau,עשו,has transliteration,Edom,
Q220822,Esau,עשו,parent of,Jeush,Q42535942
Q220822,Esau,עשו,has transliteration,Esav,
Q220822,Esau,עשו,parent of,Reuel,Q32979741
Q220822,Esau,עשו,alternate spelling of,עשיו,
Q220822,Esau,עשו,has transliteration,Eisav,
Q220822,Esau,עשו,parent of,Eliphaz,Q2899130
Q220822,Esau,עשו,spouse of,Mahalath,Q2669401
Q220822,Esau,עשו,child of,Rebecca,Q40520
Q5638029,Hadoram,הדורם,child of,Joktan,Q1553059
Q5638029,Hadoram,הדורם,has gender,male,
Q4890957,Bera,ברע,has gender,male,
Q4890957,Bera,ברע,has role,מלך מלכות,
Q5637556,Hadad ben Bedad,הדד בן בדד,has gender,male,
Q155852,Lamech,למך בן מתושאל,parent of,Jabal,Q1676803
Q155852,Lamech,למך בן מתושאל,parent of,Jubal,Q1432204
Q155852,Lamech,למך בן מתושאל,has gender,male,
Q155852,Lamech,למך בן מתושאל,spouse of,Zillah,Q203082
Q155852,Lamech,למך בן מתושאל,parent of,Naamah,Q1542154
Q155852,Lamech,למך בן מתושאל,child of,Methusael,Q10329289
Q155852,Lamech,למך בן מתושאל,parent of,Tubal-cain,Q1356181
Q155852,Lamech,למך בן מתושאל,spouse of,Ada,Q1809123
Q155852,Lamech,למך בן מתושאל,alternate spelling of,לֶמֶךְ,
Q1889603,Vashti,ושתי,has gender,female,
Q1889603,Vashti,ושתי,alternate spelling of,וושתי,
Q1889603,Vashti,ושתי,child of,Belshazzar,Q225198
Q1889603,Vashti,ושתי,spouse of,Ahasuerus,Q1370497
Q1889603,Vashti,ושתי,alternate spelling of,המלכה ושתי,
Q12165878,Q12165878,תוגרמה,child of,Gomer,Q1148172
Q12165878,Q12165878,,has gender,male,
Q12060123,Tobit,טובי,spouse of,Anna,Q33058118
Q12060123,Tobit,טובי,has gender,male,
Q12060123,Tobit,טובי,parent of,Tobias,Q1412773
Q1531578,Micaiah,מיכיהו בן ימלה,has gender,male,
Q1531578,Micaiah,מיכיהו בן ימלה,has role,נביא,
Q16070970,Job's wife,אשת איוב,has gender,female,
Q16070970,Job's wife,אשת איוב,spouse of,Job,Q179962
Q457520,Arpachshad,ארפכשד,has transliteration,Arphaxad,
Q457520,Arpachshad,ארפכשד,child of,Shem,Q200902
Q457520,Arpachshad,ארפכשד,has gender,male,
Q457520,Arpachshad,ארפכשד,has transliteration,Arphacsad,
Q457520,Arpachshad,ארפכשד,parent of,Salah,Q1827950
Q6710215,Barzilai the Giladi,ברזילי הגלעדי,has gender,male,
Q767434,Shiphrah,שפרה,has gender,female,
Q767434,Shiphrah,שפרה,has role,מילדת,
Q767434,Shiphrah,שפרה,has transliteration,Shifrah,
Q158825,Jeremiah,ירמיהו,alternate spelling of,ירמיה,
Q158825,Jeremiah,ירמיהו,child of,Hilkiah,Q25796501
Q158825,Jeremiah,ירמיהו,has transliteration,Yirmiyahu,
Q158825,Jeremiah,ירמיהו,has transliteration,Yirmiahu,
Q158825,Jeremiah,ירמיהו,has transliteration,Yirmiyohu,
Q158825,Jeremiah,ירמיהו,has transliteration,Jeremy,
Q158825,Jeremiah,ירמיהו,has transliteration,Yirmiya,
Q158825,Jeremiah,ירמיהו,has transliteration,Yirmiah,
Q158825,Jeremiah,ירמיהו,has role,נביא,
Q158825,Jeremiah,ירמיהו,alternate spelling of,ירמיהו הנביא,
Q158825,Jeremiah,ירמיהו,has transliteration,Yirmiyah,
Q158825,Jeremiah,ירמיהו,has gender,male,
Q363660,Elimelek,אלימלך,has transliteration,Elimelech,
Q363660,Elimelek,אלימלך,parent of,Chilion,Q30246326
Q363660,Elimelek,אלימלך,parent of,Mahlon,Q9026972
Q363660,Elimelek,אלימלך,has gender,male,
Q363660,Elimelek,אלימלך,spouse of,Naomi,Q2596433
Q976765,Sisera,סיסרא,child of,Sisera's mother,Q7530790
Q976765,Sisera,סיסרא,has transliteration,Sisara,
Q976765,Sisera,סיסרא,has gender,male,
Q976765,Sisera,סיסרא,has role,מנהיג,
Q2558734,Uz,עוץ,child of,Aram,Q625667
Q2558734,Uz,עוץ,has gender,male,
Q471388,Elihu,אליהוא בן ברכאל,has gender,male,
Q1584907,Q1584907,חרבונה,has gender,male,
Q1585141,Moab,מואב,child of,Lot,Q40574
Q1585141,Moab,מואב,has gender,male,
Q1771358,Salomon,שלמון,child of,Nahshon,Q1784980
Q1771358,Salomon,שלמון,has gender,male,
Q1771358,Salomon,שלמון,alternate spelling of,שַׂלְמָה,
Q1771358,Salomon,שלמון,parent of,Boaz,Q212253
Q816667,Benaiah,בניהו בן יהוידע,has transliteration,"Benaiah, son of Jehoiada",
Q816667,Benaiah,בניהו בן יהוידע,has gender,male,
Q816667,Benaiah,בניהו בן יהוידע,has role,מנהיג,
Q1542154,Naamah,נעמה,has gender,female,
Q1542154,Naamah,נעמה,child of,Zillah,Q203082
Q1542154,Naamah,נעמה,has transliteration,Naamà,
Q1542154,Naamah,נעמה,alternate spelling of,נַעֲמָה‎‎,
Q1542154,Naamah,נעמה,spouse of,Noah,Q81422
Q1542154,Naamah,נעמה,child of,Lamech,Q155852
Q1161313,Serug,שרוג,child of,Reu,Q2040793
Q1161313,Serug,שרוג,parent of,Nahor,Q888890
Q1161313,Serug,שרוג,has gender,male,
Q2210407,Izhar,יצהר,child of,Kohath,Q2914557
Q2210407,Izhar,יצהר,has gender,male,
Q2210407,Izhar,יצהר,parent of,Korah,Q1337316
Q22054796,Shechem,שכם בן חמור,parent of,Asenath,Q723681
Q22054796,Shechem,שכם בן חמור,child of,Hamor,Q1573937
Q22054796,Shechem,שכם בן חמור,has gender,male,
Q321166,Abihu,אביהוא,has specific dependence,כהונה,
Q321166,Abihu,אביהוא,child of,Aaron,Q51676
Q321166,Abihu,אביהוא,child of,Elisheba,Q2916801
Q321166,Abihu,אביהוא,has gender,male,
Q10581739,Merab,מרב בת שאול,has gender,female,
Q10581739,Merab,מרב בת שאול,child of,Ahinoam,need id
Q10581739,Merab,מרב בת שאול,has transliteration,Merav,
Q10581739,Merab,מרב בת שאול,child of,Saul,Q28730
Q10581739,Merab,מרב בת שאול,alternate spelling of,מֵרַב,
Q196771,Zeruiah,צרויה,has gender,female,
Q196771,Zeruiah,צרויה,parent of,Asahel,Q2915076
Q196771,Zeruiah,צרויה,parent of,Abishai,Q1154317
Q196771,Zeruiah,צרויה,child of,Jesse,Q45090
Q196771,Zeruiah,צרויה,parent of,Joab,Q1141064
Q225198,Belshazzar,בלשאצר,parent of,Vashti,Q1889603
Q225198,Belshazzar,בלשאצר,has transliteration,Balthazar,
Q225198,Belshazzar,בלשאצר,has gender,male,
Q225198,Belshazzar,בלשאצר,has role,מלך מלכות,
Q11684128,Abiasaph,אביאסף בן קרח,child of,Korah,Q1337316
Q11684128,Abiasaph,אביאסף בן קרח,has gender,male,
Q42535942,Jeush,יעוש,child of,Esau,Q220822
Q42535942,Jeush,יעוש,has transliteration,Yeush,
Q42535942,Jeush,יעוש,alternate spelling of,יעיש,
Q42535942,Jeush,יעוש,has gender,male,
Q214648,Samson,שמשון,has gender,male,
Q214648,Samson,שמשון,child of,Wife of Manoah,Q14579312
Q214648,Samson,שמשון,has role,נזיר,
Q214648,Samson,שמשון,has role,שופט,
Q214648,Samson,שמשון,child of,Manoah,Q221514
Q194808,Sarah,שרה,has gender,female,
Q194808,Sarah,שרה,parent of,Isaac,Q671872
Q194808,Sarah,שרה,has transliteration,Sara,
Q194808,Sarah,שרה,spouse of,Abraham,Q9181
Q194808,Sarah,שרה,has transliteration,Sarai,
Q194808,Sarah,שרה,alternate spelling of,שרה אימנו,
Q194808,Sarah,שרה,alternate spelling of,שרה אמנו,
Q313415,Asa of Judah,אסא,has role,מלך יהודה,
Q313415,Asa of Judah,אסא,has gender,male,
Q313415,Asa of Judah,אסא,child of,Abijah of Judah,Q273517
Q313415,Asa of Judah,אסא,spouse of,Azubah,Q4833002
Q313415,Asa of Judah,אסא,alternate spelling of,אָסָא,
Q313415,Asa of Judah,אסא,parent of,Jehoshaphat,Q126689
Q313415,Asa of Judah,אסא,has role,מלך מלכות,
Q221826,Zilpah,זלפה,has gender,female,
Q221826,Zilpah,זלפה,parent of,Asher,Q1775026
Q221826,Zilpah,זלפה,parent of,Gad,Q851749
Q221826,Zilpah,זלפה,has role,שפחה,
Q221826,Zilpah,זלפה,alternate spelling of,זִלְפָּה,
Q2118973,Chedorlaomer,כדרלעומר,has gender,male,
Q2118973,Chedorlaomer,כדרלעומר,alternate spelling of,כְּדָרְלָעֹ֤מֶר,
Q1497453,Gedaliah,גדליהו בן אחיקם,alternate spelling of,גדליהו,
Q1497453,Gedaliah,גדליהו בן אחיקם,alternate spelling of,גדליה בן אחיקם,
Q1497453,Gedaliah,גדליהו בן אחיקם,alternate spelling of,גדליה,
Q1497453,Gedaliah,גדליהו בן אחיקם,has gender,male,
Q1497453,Gedaliah,גדליהו בן אחיקם,alternate spelling of,גְּדַלְיָּה,
Q30148909,Tamar,תמר,has gender,female,
Q1030008,Tamar,תמר,has gender,female,
Q14579312,Wife of Manoah,אשת מנוח,has gender,female,
Q14579312,Wife of Manoah,אשת מנוח,spouse of,Manoah,Q221514
Q14579312,Wife of Manoah,אשת מנוח,parent of,Samson,Q214648
Q1370497,Ahasuerus,אחשוורוש,has transliteration,Ahashuerus,
Q1370497,Ahasuerus,אחשוורוש,alternate spelling of,המלך אחשוורוש,
Q1370497,Ahasuerus,אחשוורוש,has gender,male,
Q1370497,Ahasuerus,אחשוורוש,has transliteration,Ahashverosh,
Q1370497,Ahasuerus,אחשוורוש,alternate spelling of,אחשורוש,
Q1370497,Ahasuerus,אחשוורוש,spouse of,Esther,Q732413
Q1370497,Ahasuerus,אחשוורוש,has transliteration,Ahasverus,
Q1370497,Ahasuerus,אחשוורוש,has transliteration,Achashverosh,
Q1370497,Ahasuerus,אחשוורוש,spouse of,Vashti,Q1889603
Q1370497,Ahasuerus,אחשוורוש,has transliteration,King Ahasuerus,
Q33026733,Talmai,תלמי מלך גשור,alternate spelling of,תלמי,
Q33026733,Talmai,תלמי מלך גשור,parent of,Maacah,Q11765188
Q33026733,Talmai,תלמי מלך גשור,has gender,male,
Q33026733,Talmai,תלמי מלך גשור,has transliteration,"Talmai, King of Geshur",
Q1516117,Tola,תולע בן פואה,has role,שופט,
Q1516117,Tola,תולע בן פואה,has gender,male,
Q2424977,Elkanah,אלקנה,parent of,Samuel,Q6577515
Q2424977,Elkanah,אלקנה,spouse of,Hannah,Q2346367
Q2424977,Elkanah,אלקנה,has gender,male,
Q2424977,Elkanah,אלקנה,spouse of,Peninnah,Q2068934
Q3320047,Basemath,בשמת בת ישמעאל,has gender,female,
Q3320047,Basemath,בשמת בת ישמעאל,spouse of,Esau,Q220822
Q3320047,Basemath,בשמת בת ישמעאל,child of,Ishmael,Q183403
Q3320047,Basemath,בשמת בת ישמעאל,parent of,Reuel,Q32979741
Q3320047,Basemath,בשמת בת ישמעאל,has transliteration,Bashemath,
Q3320047,Basemath,בשמת בת ישמעאל,has transliteration,Basmath,
Q3320047,Basemath,בשמת בת ישמעאל,has transliteration,Basmat,
Q887994,Tibni,תבני,alternate spelling of,תבני בן גינת,
Q887994,Tibni,תבני,has role,מלך ישראל,
Q887994,Tibni,תבני,has gender,male,
Q7734,Joshua,יהושע בן נון,has gender,male,
Q7734,Joshua,יהושע בן נון,child of,Nun,Q3344859
Q7734,Joshua,יהושע בן נון,has transliteration,Josua,
Q7734,Joshua,יהושע בן נון,alternate spelling of,יְהוֹשֻׁעַ,
Q7734,Joshua,יהושע בן נון,has transliteration,Yehoshua,
Q7734,Joshua,יהושע בן נון,has role,שופט,
Q16573951,Hamutal,חמוטל בת ירמיהו,has gender,female,
Q16573951,Hamutal,חמוטל בת ירמיהו,parent of,Zedekiah,Q184273
Q40520,Rebecca,רבקה,has gender,female,
Q40520,Rebecca,רבקה,alternate spelling of,רבקה אימנו,
Q40520,Rebecca,רבקה,spouse of,Isaac,Q671872
Q40520,Rebecca,רבקה,parent of,Jacob,Q289957
Q40520,Rebecca,רבקה,child of,Bethuel,Q1579827
Q40520,Rebecca,רבקה,alternate spelling of,רבקה אמנו,
Q40520,Rebecca,רבקה,parent of,Esau,Q220822
Q40520,Rebecca,רבקה,has transliteration,Rivkah,
Q40520,Rebecca,רבקה,has transliteration,Rivka,
Q4293448,Milcah,מלכה,has gender,female,
Q4293448,Milcah,מלכה,child of,Zelophehad,Q2659583
Q26836116,Ithream,יתרעם,child of,Eglah,Q22040689
Q26836116,Ithream,יתרעם,child of,David,Q41370
Q26836116,Ithream,יתרעם,has gender,male,
Q1341397,Michal,מיכל,has gender,female,
Q1341397,Michal,מיכל,spouse of,David,Q41370
Q1341397,Michal,מיכל,child of,Ahinoam,need id
Q1341397,Michal,מיכל,alternate spelling of,מיכל בת שאול,
Q1341397,Michal,מיכל,child of,Saul,Q28730
Q722770,Ashkenaz,אשכנז,child of,Gomer,Q1148172
Q722770,Ashkenaz,אשכנז,has gender,male,
Q215512,Levi,לוי,has gender,male,
Q215512,Levi,לוי,parent of,Kohath,Q2914557
Q215512,Levi,לוי,has transliteration,Levy,
Q215512,Levi,לוי,child of,Jacob,Q289957
Q215512,Levi,לוי,child of,Leah,Q128847
Q215512,Levi,לוי,parent of,Jochebed,Q594805
Q215512,Levi,לוי,parent of,Merari,Q2670550
Q215512,Levi,לוי,parent of,Gershon,Q2915121
Q5313606,Dumah,דומה,child of,Ishmael,Q183403
Q5313606,Dumah,דומה,has gender,male,
Q10271944,Elishama the son of Ammihud,אלישמע בן עמיהוד,has transliteration,"Elishama, son of Ammihud",
Q10271944,Elishama the son of Ammihud,אלישמע בן עמיהוד,has gender,male,
Q10271944,Elishama the son of Ammihud,אלישמע בן עמיהוד,has transliteration,Elishama ben Ammihud,
Q1684266,Javan,יוון,parent of,Dodanim,Q1518112
Q1684266,Javan,יוון,child of,Japheth,Q200637
Q1684266,Javan,יוון,parent of,Elishah,Q1330627
Q1684266,Javan,יוון,has gender,male,
Q1684266,Javan,יוון,parent of,Kittim,Q1743921
Q13143737,Sabtah,סבתה,has gender,male,
Q13143737,Sabtah,סבתה,child of,Cush,Q1138595
Q213633,Deborah,דבורה הנביאה,has gender,female,
Q213633,Deborah,דבורה הנביאה,alternate spelling of,אשת לפידות,
Q213633,Deborah,דבורה הנביאה,alternate spelling of,דְּבוֹרָה|Dvora|Dəḇôrā,
Q213633,Deborah,דבורה הנביאה,has role,שופט,
Q221514,Manoah,מנוח,has gender,male,
Q221514,Manoah,מנוח,parent of,Samson,Q214648
Q221514,Manoah,מנוח,has transliteration,Manoa,
Q221514,Manoah,מנוח,spouse of,Wife of Manoah,Q14579312
Q221514,Manoah,מנוח,has transliteration,Father of Samson,
Q221514,Manoah,מנוח,has transliteration,Manoá,
Q221514,Manoah,מנוח,has transliteration,Manoach,
Q30226376,Shua,שוע,parent of,Judah's wife,Q30226372
Q30226376,Shua,שוע,has gender,male,
Q922184,Caleb,כלב בן יפונה,child of,Q11927454,Q11927454
Q922184,Caleb,כלב בן יפונה,has gender,male,
Q922184,Caleb,כלב בן יפונה,has transliteration,Kaleb,
Q922184,Caleb,כלב בן יפונה,has transliteration,Kalev,
Q922184,Caleb,כלב בן יפונה,has transliteration,Calev,
Q922184,Caleb,כלב בן יפונה,parent of,Achsah,Q2829011
Q922184,Caleb,כלב בן יפונה,has transliteration,Kalev ben Yefuneh,
Q1889647,Achan,עכן בן כרמי,alternate spelling of,עכר,
Q1889647,Achan,עכן בן כרמי,has transliteration,Achar,
Q1889647,Achan,עכן בן כרמי,has gender,male,
Q203082,Zillah,צלה,has gender,female,
Q203082,Zillah,צלה,has transliteration,Tselah,
Q203082,Zillah,צלה,spouse of,Lamech,Q155852
Q203082,Zillah,צלה,parent of,Tubal-cain,Q1356181
Q203082,Zillah,צלה,parent of,Naamah,Q1542154
Q11762292,Lo-Ruhama,,has gender,female,
Q11762292,Lo-Ruhama,,child of,Hosea,Q665541
Q11762291,Lo-Ammi,,child of,Hosea,Q665541
Q11762291,Lo-Ammi,,has gender,male,
Q2426606,Ashur,אשור,child of,Shem,Q200902
Q2426606,Ashur,אשור,has gender,male,
Q2426606,Ashur,אשור,has transliteration,Asshur,
Q4748020,Amoz,אמוץ,parent of,Isaiah,Q188794
Q4748020,Amoz,אמוץ,has gender,male,
Q1938388,Miriam,מרים הנביאה,has gender,female,
Q1938388,Miriam,מרים הנביאה,alternate spelling of,מִרְיָם,
Q1938388,Miriam,מרים הנביאה,child of,Jochebed,Q594805
Q1938388,Miriam,מרים הנביאה,child of,Amram,Q477527
Q1938388,Miriam,מרים הנביאה,has role,נביא,
Q4081479,Bela ben Beor,בלע בן בעור,has gender,male,
Q2914557,Kohath,קהת,parent of,Izhar,Q2210407
Q2914557,Kohath,קהת,parent of,Amram,Q477527
Q2914557,Kohath,קהת,has transliteration,Kehot,
Q2914557,Kohath,קהת,has transliteration,Kehat,
Q2914557,Kohath,קהת,has transliteration,Kehath,
Q2914557,Kohath,קהת,child of,Levi,Q215512
Q2914557,Kohath,קהת,parent of,Hebron,Q1800542
Q2914557,Kohath,קהת,has gender,male,
Q878947,Rezin,רצין מלך ארם-דמשק,alternate spelling of,רצין,
Q878947,Rezin,רצין מלך ארם-דמשק,has gender,male,
Q313216,Uzziah,עוזיהו,alternate spelling of,עזריהו,
Q313216,Uzziah,עוזיהו,parent of,Jotham of Judah,Q109920
Q313216,Uzziah,עוזיהו,has role,מלך יהודה,
Q313216,Uzziah,עוזיהו,has gender,male,
Q313216,Uzziah,עוזיהו,alternate spelling of,עֻזִּיָּהוּ,
Q313216,Uzziah,עוזיהו,child of,Amaziah of Judah,Q313237
Q313216,Uzziah,עוזיהו,alternate spelling of,עזיהו,
Q313216,Uzziah,עוזיהו,alternate spelling of,עוזיהו מלך יהודה,
Q313216,Uzziah,עוזיהו,alternate spelling of,עוזיה,
Q313216,Uzziah,עוזיהו,has role,מלך מלכות,
Q313214,Ahaziah of Judah,אחזיה,has role,מלך יהודה,
Q313214,Ahaziah of Judah,אחזיה,has gender,male,
Q313214,Ahaziah of Judah,אחזיה,child of,Athaliah,Q463934
Q313214,Ahaziah of Judah,אחזיה,spouse of,Zibiah,Q8071446
Q313214,Ahaziah of Judah,אחזיה,alternate spelling of,אחזיהו,
Q313214,Ahaziah of Judah,אחזיה,parent of,Jehoash of Judah,Q313229
Q313214,Ahaziah of Judah,אחזיה,alternate spelling of,אחזיה בן יהורם,
Q313214,Ahaziah of Judah,אחזיה,has role,מלך מלכות,
Q313214,Ahaziah of Judah,אחזיה,child of,Jehoram of Judah,Q313215
Q2898616,Hul,חול,child of,Aram,Q625667
Q2898616,Hul,חול,has gender,male,
Q313219,Jeroboam,ירבעם בן נבט,child of,Nebat,Q26835883
Q313219,Jeroboam,ירבעם בן נבט,has role,מלך ישראל,
Q313219,Jeroboam,ירבעם בן נבט,has gender,male,
Q313219,Jeroboam,ירבעם בן נבט,has role,מלך מלכות,
Q313219,Jeroboam,ירבעם בן נבט,alternate spelling of,ירבעם,
Q492665,Hur,חור,has gender,male,
Q11927454,Q11927454,יפנה,parent of,Caleb,Q922184
Q11927454,Q11927454,,has gender,male,
Q2920137,Rabshakeh,רבשקה,has gender,male,
Q1812268,Anak,,has gender,male,
Q6176487,Jehonadab,,has gender,male,
Q888890,Nahor,נחור,child of,Serug,Q1161313
Q888890,Nahor,נחור,has transliteration,Nachor,
Q888890,Nahor,נחור,has gender,male,
Q888890,Nahor,נחור,parent of,Terah,Q586541
Q2903509,Maacah,מעכה,has gender,female,
Q2903509,Maacah,מעכה,alternate spelling of,מעוך,
Q2903509,Maacah,מעכה,parent of,Abijah of Judah,Q273517
Q1675214,Ithamar,איתמר הכהן,child of,Elisheba,Q2916801
Q1675214,Ithamar,איתמר הכהן,alternate spelling of,איתמר בן אהרן,
Q1675214,Ithamar,איתמר הכהן,has gender,male,
Q1675214,Ithamar,איתמר הכהן,has transliteration,Itamar,
Q1675214,Ithamar,איתמר הכהן,child of,Aaron,Q51676
Q1675214,Ithamar,איתמר הכהן,has transliteration,אִיתָמָר,
Q1675214,Ithamar,איתמר הכהן,has specific dependence,כהונה,
Q1675214,Ithamar,איתמר הכהן,has transliteration,ʼĪṯāmār,
Q30973,Meshech,משך,has gender,male,
Q30973,Meshech,משך,child of,Japheth,Q200637
Q32979741,Reuel,רעואל,child of,Esau,Q220822
Q32979741,Reuel,רעואל,has gender,male,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordokhay,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordokhai,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordekhai,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordchai,
Q1136380,Mordecai,מרדכי היהודי,has gender,male,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordecai Bilshan,
Q1136380,Mordecai,מרדכי היהודי,parent of,Esther,Q732413
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordechai,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordecai 或 Mordechai,
Q1136380,Mordecai,מרדכי היהודי,alternate spelling of,מורדכי היהודי,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordochai,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordekhay,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordochay,
Q1136380,Mordecai,מרדכי היהודי,alternate spelling of,מרדכי,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordechay,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordekai,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Mordechi,
Q1136380,Mordecai,מרדכי היהודי,has transliteration,Bilshan,
Q70899,Adam,אדם,has gender,male,
Q70899,Adam,אדם,parent of,Seth,Q107626
Q70899,Adam,אדם,parent of,Abel,Q313421
Q70899,Adam,אדם,alternate spelling of,אָדָם,
Q70899,Adam,אדם,parent of,Cain,Q205365
Q70899,Adam,אדם,spouse of,Eve,Q830183
Q3603527,Abijah,אביה,child of,Samuel,Q6577515
Q3603527,Abijah,אביה,has role,שופט,
Q3603527,Abijah,אביה,has gender,male,
Q6271831,Jonadab,יונדב בן שמעה,has gender,male,
Q1775026,Asher,אשר,child of,Zilpah,Q221826
Q1775026,Asher,אשר,has gender,male,
Q1775026,Asher,אשר,parent of,Serah,Q2899037
Q1775026,Asher,אשר,child of,Jacob,Q289957
Q1775026,Asher,אשר,alternate spelling of,אשר בן יעקב,
Q1775026,Asher,אשר,alternate spelling of,אָשֵׁר,
Q319034,Jehoiakim,יהויקים,has gender,male,
Q319034,Jehoiakim,יהויקים,child of,Josiah,Q313228
Q319034,Jehoiakim,יהויקים,child of,Zebudah,Q30527376
Q319034,Jehoiakim,יהויקים,has role,מלך ישראל,
Q319034,Jehoiakim,יהויקים,parent of,Jeconiah,Q319049
Q319034,Jehoiakim,יהויקים,has transliteration,Eliakim,
Q319034,Jehoiakim,יהויקים,has role,מלך מלכות,
Q212253,Boaz,בעז,has gender,male,
Q212253,Boaz,בעז,child of,Salomon,Q1771358
Q212253,Boaz,בעז,has transliteration,Booz,
Q212253,Boaz,בעז,parent of,Obed,Q1135791
Q212253,Boaz,בעז,spouse of,Ruth,Q1774982
Q212253,Boaz,בעז,alternate spelling of,בֹּעַז,
Q20101216,Mishma,משמע,child of,Ishmael,Q183403
Q20101216,Mishma,משמע,has gender,male,
Q625661,Reuben,ראובן,has transliteration,Reuven,
Q625661,Reuben,ראובן,child of,Jacob,Q289957
Q625661,Reuben,ראובן,alternate spelling of,רְאוּבֵן,
Q625661,Reuben,ראובן,child of,Leah,Q128847
Q625661,Reuben,ראובן,has gender,male,
Q1133337,Abner,אבנר בן נר,child of,Witch of Endor,Q1391553
Q1133337,Abner,אבנר בן נר,has gender,male,
Q550869,Dan,דן,alternate spelling of,דָּן,
Q550869,Dan,דן,child of,Jacob,Q289957
Q550869,Dan,דן,child of,Bilhah,Q794991
Q550869,Dan,דן,has gender,male,
Q946939,Phut,פוט,has transliteration,Put,
Q946939,Phut,פוט,child of,Ham,Q229702
