ID,Name,He Name,Edge,Value,Value ID
Q946939,Phut,פוט,has gender,male,
Q16131373,Daughter of Jephthah,בת יפתח,has gender,female,
Q16131373,Daughter of Jephthah,בת יפתח,has transliteration,Jephthah's daughter,
Q16131373,Daughter of Jephthah,בת יפתח,child of,Jephthah,Q1133523
Q19893741,Oded,עודד,has gender,male,
Q203956,Zimri,זמרי בן סלוא,has gender,male,
Q18191849,Q18191849,יהודי,has gender,male,
Q4177234,Hezron,חצרון,parent of,Jerahmeel,Q1687510
Q4177234,Hezron,חצרון,parent of,Ram,Q1824842
Q4177234,Hezron,חצרון,has gender,male,
Q4177234,Hezron,חצרון,child of,Perez,Q1814684
Q1424200,Hammedatha,,parent of,Haman,Q650680
Q2776374,Bildad,בלדד,has gender,male,
Q480279,Abimelech,אבימלך בן גדעון,alternate spelling of,אבימלך בן ירובעל,
Q480279,Abimelech,אבימלך בן גדעון,has role,שופט,
Q480279,Abimelech,אבימלך בן גדעון,has role,מלך ישראל,
Q480279,Abimelech,אבימלך בן גדעון,has gender,male,
Q480279,Abimelech,אבימלך בן גדעון,child of,Gideon,Q176125
Q27587242,Tirzah,תרצה,has gender,female,
Q27587242,Tirzah,תרצה,child of,Zelophehad,Q2659583
Q11689901,Q11689901,חנמאל,has gender,male,
Q1648259,Peleg,פלג,child of,Eber,Q502282
Q1648259,Peleg,פלג,has gender,male,
Q1648259,Peleg,פלג,parent of,Reu,Q2040793
Q586541,Terah,תרח,has transliteration,Terach,
Q586541,Terah,תרח,has gender,male,
Q586541,Terah,תרח,alternate spelling of,תֶּרַח,
Q586541,Terah,תרח,has transliteration,Térach,
Q586541,Terah,תרח,parent of,Abraham,Q9181
Q586541,Terah,תרח,child of,Nahor,Q888890
Q586541,Terah,תרח,parent of,Haran,Q1199156
Q586541,Terah,תרח,parent of,Nahor,Q6323112
Q214617,Hagar,הגר,has gender,female,
Q214617,Hagar,הגר,parent of,Ishmael,Q183403
Q214617,Hagar,הגר,has role,שפחה,
Q214617,Hagar,הגר,alternate spelling of,הָגָר,
Q214617,Hagar,הגר,spouse of,Abraham,Q9181
Q43280403,"Asaph, son of Berachiah",אסף בן ברכיהו,has transliteration,Asaph,
Q43280403,"Asaph, son of Berachiah",אסף בן ברכיהו,has gender,male,
Q6272377,Jonathan,יהונתן בן גרשום,has specific dependence,כהונה,
Q6272377,Jonathan,יהונתן בן גרשום,has gender,male,
Q11955533,Zabdi,,has gender,male,
Q44203,Naboth,נבות היזרעאלי,has gender,male,
Q44203,Naboth,נבות היזרעאלי,alternate spelling of,נבות,
Q1411953,Balak,בלק,alternate spelling of,בלק בן צפור,
Q1411953,Balak,בלק,alternate spelling of,בלק בן ציפור,
Q1411953,Balak,בלק,has gender,male,
Q1411953,Balak,בלק,has role,מלך מלכות,
Q21087985,Qedar,קדר,child of,Ishmael,Q183403
Q21087985,Qedar,קדר,has gender,male,
Q21087985,Qedar,קדר,has transliteration,Kedar,
Q1294423,Shelah,שלה,child of,Judah's wife,Q30226372
Q1294423,Shelah,שלה,has gender,male,
Q1294423,Shelah,שלה,child of,Judah,Q282220
Q21087988,Massa,משא,child of,Ishmael,Q183403
Q21087988,Massa,משא,has gender,male,
Q1773005,Simeon,שמעון,alternate spelling of,שִׁמְעוֹן,
Q1773005,Simeon,שמעון,has gender,male,
Q1773005,Simeon,שמעון,alternate spelling of,שִׁמְעוֹן|,
Q1773005,Simeon,שמעון,has transliteration,Shimon,
Q1773005,Simeon,שמעון,child of,Jacob,Q289957
Q1773005,Simeon,שמעון,child of,Leah,Q128847
Q1773005,Simeon,שמעון,parent of,Jakin,Q18088109
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tzfanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Sephanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Zfanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Zefanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Ts'fanya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Z'fanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Z'fanya,
Q1761359,Zephaniah,צפניה בן כושי,has role,נביא,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Zfanya,
Q1761359,Zephaniah,צפניה בן כושי,has gender,male,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tzefanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Zefanya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tzefanya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tsfanya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tsfanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tsefanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tz'fanya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tz'fanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tzfaniya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tsefanya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Ts'fanyah,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Tzfanya,
Q1761359,Zephaniah,צפניה בן כושי,has transliteration,Zephanyah,
Q583207,Huldah,חולדה הנביאה,has gender,female,
Q583207,Huldah,חולדה הנביאה,has role,נביא,
Q682531,Enos,אנוש,parent of,Kenan,Q844433
Q682531,Enos,אנוש,has gender,male,
Q682531,Enos,אנוש,child of,Seth,Q107626
Q9026972,Mahlon,מחלון,spouse of,Ruth,Q1774982
Q9026972,Mahlon,מחלון,child of,Elimelek,Q363660
Q9026972,Mahlon,מחלון,has gender,male,
Q9026972,Mahlon,מחלון,has transliteration,Machlon,
Q9026972,Mahlon,מחלון,child of,Naomi,Q2596433
Q1917635,Mehuman,,has gender,male,
Q1195680,Eliezer,אליעזר,child of,Moses,Q9077
Q1195680,Eliezer,אליעזר,child of,Zipporah,Q205523
Q1195680,Eliezer,אליעזר,has gender,male,
Q171724,Daniel,דניאל,alternate spelling of,דנייאל,
Q171724,Daniel,דניאל,has gender,male,
Q171724,Daniel,דניאל,has role,מנהיג,
Q42532277,Seir,שעיר,alternate spelling of,שעיר החרי,
Q42532277,Seir,שעיר,has gender,male,
Q42532277,Seir,שעיר,parent of,Zibeon,Q42532003
Q42532277,Seir,שעיר,has transliteration,Seir the Horite,
Q2335214,Heth,,has gender,male,
Q24238724,Adbeel,אדבאל,child of,Ishmael,Q183403
Q24238724,Adbeel,אדבאל,has gender,male,
Q26743342,Abdiel,,has gender,male,
Q1824842,Ram,רם‎,parent of,Amminadab,Q2038223
Q1824842,Ram,רם‎,has gender,male,
Q1824842,Ram,רם‎,child of,Hezron,Q4177234
Q8027483,Wise woman of Abel,האישה החכמה מאבל בית מעכה,has gender,female,
Q205372,Absalom,אבשלום,alternate spelling of,אַבְשָׁלוֹם,
Q205372,Absalom,אבשלום,has gender,male,
Q205372,Absalom,אבשלום,alternate spelling of,אבשלום בן דוד,
Q205372,Absalom,אבשלום,child of,David,Q41370
Q205372,Absalom,אבשלום,child of,Maacah,Q2903509
Q205372,Absalom,אבשלום,alternate spelling of,מרד אבשלום,
Q1277966,Ithobaal I,אתבעל מלך צידונים,has gender,male,
Q1277966,Ithobaal I,אתבעל מלך צידונים,parent of,Jezebel,Q721295
Q308320,Abdon,עבדון בן הלל,has role,שופט,
Q308320,Abdon,עבדון בן הלל,has gender,male,
Q308320,Abdon,עבדון בן הלל,alternate spelling of,עבדון בן הלל הפרעתוני,
Q14925390,Abimael,אבימאל,child of,Joktan,Q1553059
Q14925390,Abimael,אבימאל,has gender,male,
Q1352758,Cozbi,כזבי בת צור,has gender,female,
Q638332,Ard,ארד,has gender,male,
Q638332,Ard,ארד,child of,Benjamin,Q460763
Q40574,Lot,לוט,child of,Haran,Q1199156
Q40574,Lot,לוט,parent of,Moab,Q1585141
Q40574,Lot,לוט,parent of,Ben-Ammi,Q9168580
Q40574,Lot,לוט,has gender,male,
Q40574,Lot,לוט,alternate spelling of,לוֹט,
Q2418113,Chileab,כלאב,child of,David,Q41370
Q2418113,Chileab,כלאב,child of,Abigail,Q4416778
Q2418113,Chileab,כלאב,has gender,male,
Q1553059,Joktan,יקטן,has gender,male,
Q1553059,Joktan,יקטן,parent of,Sheleph,Q7493584
Q1553059,Joktan,יקטן,child of,Eber,Q502282
Q1553059,Joktan,יקטן,parent of,Jobab,Q44123555
Q1553059,Joktan,יקטן,parent of,Hadoram,Q5638029
Q1553059,Joktan,יקטן,parent of,Abimael,Q14925390
Q1553059,Joktan,יקטן,parent of,Uzal,Q7904500
Q1356181,Tubal-cain,תובל קין,child of,Zillah,Q203082
Q1356181,Tubal-cain,תובל קין,has transliteration,Tubal-Cain,
Q1356181,Tubal-cain,תובל קין,has transliteration,Tubal Cain,
Q1356181,Tubal-cain,תובל קין,has gender,male,
Q1356181,Tubal-cain,תובל קין,has transliteration,Tubalcain,
Q1356181,Tubal-cain,תובל קין,child of,Lamech,Q155852
Q1356181,Tubal-cain,תובל קין,alternate spelling of,תובל-קין,
Q29167793,Sherah,,has gender,female,
Q29167793,Sherah,,has transliteration,Sheerah,
Q594903,Ishbak,ישבק,child of,Keturah,Q908531
Q594903,Ishbak,ישבק,has gender,male,
Q594903,Ishbak,ישבק,child of,Abraham,Q9181
Q191787,Ezra,עזרא הסופר,has transliteration,Ezra the Priest,
Q191787,Ezra,עזרא הסופר,has transliteration,Ezra ha-Sofer,
Q191787,Ezra,עזרא הסופר,has gender,male,
Q191787,Ezra,עזרא הסופר,has transliteration,Esdras,
Q191787,Ezra,עזרא הסופר,alternate spelling of,עֶזְרָא,
Q191787,Ezra,עזרא הסופר,has transliteration,Azaryahu,
Q191787,Ezra,עזרא הסופר,alternate spelling of,עזרא,
Q191787,Ezra,עזרא הסופר,has transliteration,Ezra the Scribe,
Q26835883,Nebat,נבט,has gender,male,
Q26835883,Nebat,נבט,parent of,Jeroboam,Q313219
Q30246326,Chilion,כליון,child of,Elimelek,Q363660
Q30246326,Chilion,כליון,has gender,male,
Q30246326,Chilion,כליון,child of,Naomi,Q2596433
Q4290819,Geshem the Arabian,גשם הערבי,has gender,male,
Q207389,Rachel,רחל,has gender,female,
Q207389,Rachel,רחל,alternate spelling of,רחל אמנו,
Q207389,Rachel,רחל,has transliteration,Rochel,
Q207389,Rachel,רחל,has transliteration,Rachel Imeinu,
Q207389,Rachel,רחל,parent of,Benjamin,Q460763
Q207389,Rachel,רחל,has transliteration,Rochel Imeinu,
Q207389,Rachel,רחל,has transliteration,Rahel,
Q207389,Rachel,רחל,child of,Laban,Q840401
Q207389,Rachel,רחל,has transliteration,Rachel Imenu,
Q207389,Rachel,רחל,parent of,Joseph,Q145746
Q207389,Rachel,רחל,spouse of,Jacob,Q289957
Q207389,Rachel,רחל,alternate spelling of,רחל בת לבן,
Q1478110,Keziah,קציעה,child of,Job,Q179962
Q362021,Eli,עלי הכהן,has gender,male,
Q362021,Eli,עלי הכהן,has role,כהן גדול,
Q362021,Eli,עלי הכהן,parent of,Phinehas,Q20723908
Q362021,Eli,עלי הכהן,has specific dependence,כהונה,
Q362021,Eli,עלי הכהן,parent of,Hophni,Q1563312
Q362021,Eli,עלי הכהן,has role,שופט,
Q625667,Aram,ארם,has gender,male,
Q625667,Aram,ארם,child of,Shem,Q200902
Q625667,Aram,ארם,parent of,Uz,Q2558734
Q625667,Aram,ארם,parent of,Gether,Q2910407
Q625667,Aram,ארם,parent of,Hul,Q2898616
Q625667,Aram,ארם,parent of,Mash,Q13418757
Q4695108,Ahikam,אחיקם,has gender,male,
Q755316,Midian,מדין,parent of,Ephah,Q5382125
Q755316,Midian,מדין,child of,Keturah,Q908531
Q755316,Midian,מדין,parent of,Abida,Q3314892
Q755316,Midian,מדין,has gender,male,
Q755316,Midian,מדין,child of,Abraham,Q9181
Q313229,Jehoash of Judah,יואש,has role,מלך יהודה,
Q313229,Jehoash of Judah,יואש,has gender,male,
Q313229,Jehoash of Judah,יואש,child of,Zibiah,Q8071446
Q313229,Jehoash of Judah,יואש,child of,Ahaziah of Judah,Q313214
Q313229,Jehoash of Judah,יואש,has transliteration,Joash,
Q313229,Jehoash of Judah,יואש,alternate spelling of,יהואש המלך,
Q313229,Jehoash of Judah,יואש,parent of,Amaziah of Judah,Q313237
Q313229,Jehoash of Judah,יואש,has role,מלך מלכות,
Q313228,Josiah,יאשיהו,alternate spelling of,יֹאשִׁיָּהוּ,
Q313228,Josiah,יאשיהו,has gender,male,
Q313228,Josiah,יאשיהו,parent of,Jehoahaz of Judah,Q336832
Q313228,Josiah,יאשיהו,has role,מלך ישראל,
Q313228,Josiah,יאשיהו,alternate spelling of,יאשיהו המלך,
Q313228,Josiah,יאשיהו,parent of,Jehoiakim,Q319034
Q313228,Josiah,יאשיהו,spouse of,Jehoiakim,Q319034
Q313228,Josiah,יאשיהו,has role,מלך מלכות,
Q313228,Josiah,יאשיהו,parent of,Zedekiah,Q184273
Q313221,Omri,עמרי,has gender,male,
Q313221,Omri,עמרי,alternate spelling of,עָמְרִי,
Q313221,Omri,עמרי,has role,מלך ישראל,
Q313221,Omri,עמרי,alternate spelling of,עומרי,
Q313221,Omri,עמרי,parent of,Ahab,Q235901
Q313221,Omri,עמרי,has role,מלך מלכות,
Q273517,Abijah of Judah,אביה,has role,מלך יהודה,
Q273517,Abijah of Judah,אביה,has gender,male,
Q273517,Abijah of Judah,אביה,parent of,Asa of Judah,Q313415
Q273517,Abijah of Judah,אביה,alternate spelling of,אביה בן רחבעם,
Q273517,Abijah of Judah,אביה,child of,Rehoboam,Q211663
Q273517,Abijah of Judah,אביה,alternate spelling of,אבים,
Q273517,Abijah of Judah,אביה,child of,Maacah,Q2903509
Q273517,Abijah of Judah,אביה,has role,מלך מלכות,
Q313224,Baasha,בעשא,parent of,Elah,Q319020
Q313224,Baasha,בעשא,has role,מלך ישראל,
Q313224,Baasha,בעשא,has gender,male,
Q313224,Baasha,בעשא,has role,מלך מלכות,
Q13418757,Mash,מש,child of,Aram,Q625667
Q13418757,Mash,מש,has gender,male,
Q1234538,Doeg the Edomite,דואג האדומי,has gender,male,
Q1481751,Tiras,תירס,has gender,male,
Q1481751,Tiras,תירס,child of,Japheth,Q200637
Q7530790,Sisera's mother,אם סיסרא,has gender,female,
Q7530790,Sisera's mother,אם סיסרא,parent of,Sisera,Q976765
Q2495184,Enoch,חנוך בן קין,parent of,Irad,Q3364264
Q2495184,Enoch,חנוך בן קין,alternate spelling of,חנוך,
Q2495184,Enoch,חנוך בן קין,child of,Cain,Q205365
Q2495184,Enoch,חנוך בן קין,has gender,male,
Q2495184,Enoch,חנוך בן קין,alternate spelling of,חֲנוֹך,
Q1333225,Elon,אילון הזבולוני,has role,שופט,
Q1333225,Elon,אילון הזבולוני,has gender,male,
Q2899130,Eliphaz,אליפז בן עשו,has gender,male,
Q2899130,Eliphaz,אליפז בן עשו,child of,Esau,Q220822
Q2899130,Eliphaz,אליפז בן עשו,parent of,Amalek,Q372091
Q2899130,Eliphaz,אליפז בן עשו,parent of,Teman,Q1546303
Q2899130,Eliphaz,אליפז בן עשו,alternate spelling of,אליפז בן עשיו,
Q2899130,Eliphaz,אליפז בן עשו,parent of,Omar,Q7089609
Q1573937,Hamor,חמור,parent of,Shechem,Q22054796
Q1573937,Hamor,חמור,has gender,male,
Q22017204,Naaman,,child of,Bela,Q22018139
Q22017204,Naaman,,has gender,male,
Q574641,Balaam,בלעם בן בעור,has gender,male,
Q574641,Balaam,בלעם בן בעור,has transliteration,Bilaam,
Q574641,Balaam,בלעם בן בעור,alternate spelling of,בִּלְעָם,
Q574641,Balaam,בלעם בן בעור,alternate spelling of,"בִּלְעָם,",
Q574641,Balaam,בלעם בן בעור,has transliteration,Bilam,
Q574641,Balaam,בלעם בן בעור,has transliteration,Bil'am,
Q574641,Balaam,בלעם בן בעור,has role,נביא,
Q599907,Baruch ben Neriah,ברוך בן נריה,has gender,male,
Q865263,Naamah,נעמה העמונית,has gender,female,
Q865263,Naamah,נעמה העמונית,spouse of,Solomon,Q37085
Q865263,Naamah,נעמה העמונית,parent of,Rehoboam,Q211663
Q33026741,Abital,אביטל,has gender,female,
Q33026741,Abital,אביטל,parent of,Shephatiah,Q9351247
Q33026741,Abital,אביטל,spouse of,David,Q41370
Q194064,Ezekiel,יחזקאל,alternate spelling of,יחזקאל בן בוזי,
Q194064,Ezekiel,יחזקאל,alternate spelling of,יְחֶזְקֵאל,
Q194064,Ezekiel,יחזקאל,alternate spelling of,יחזקאל הנביא,
Q194064,Ezekiel,יחזקאל,has gender,male,
Q194064,Ezekiel,יחזקאל,has role,נביא,
Q651256,Issachar,יששכר,alternate spelling of,יִשָּׂשׁכָר,
Q651256,Issachar,יששכר,has gender,male,
Q651256,Issachar,יששכר,child of,Jacob,Q289957
Q651256,Issachar,יששכר,child of,Leah,Q128847
Q651256,Issachar,יששכר,parent of,Tola,Q3992381
Q651256,Issachar,יששכר,has transliteration,Yissachar,
Q10329365,Mehujael,מחויאל,parent of,Methusael,Q10329289
Q10329365,Mehujael,מחויאל,child of,Irad,Q3364264
Q10329365,Mehujael,מחויאל,has gender,male,
Q122035,Dinah,דינה,has gender,female,
Q122035,Dinah,דינה,parent of,Asenath,Q723681
Q122035,Dinah,דינה,child of,Jacob,Q289957
Q122035,Dinah,דינה,child of,Leah,Q128847
Q122035,Dinah,דינה,alternate spelling of,דינה בת יעקב,
Q887987,Sihon,סיחון,alternate spelling of,סיחן,
Q887987,Sihon,סיחון,has gender,male,
Q887987,Sihon,סיחון,alternate spelling of,סיחון מלך האמורי,
Q1790796,Madai,מדי,has gender,male,
Q1790796,Madai,מדי,child of,Japheth,Q200637
Q1703736,Q1703736,נחבי,has gender,male,
Q3494535,Abidan,,has role,שופט,
Q3494535,Abidan,,has gender,male,
Q372091,Amalek,עמלק,child of,Eliphaz,Q2899130
Q372091,Amalek,עמלק,has gender,male,
Q786540,Zimran,זמרן,child of,Keturah,Q908531
Q786540,Zimran,זמרן,has gender,male,
Q786540,Zimran,זמרן,child of,Abraham,Q9181
Q211663,Rehoboam,רחבעם,alternate spelling of,רְחַבְעָם,
Q211663,Rehoboam,רחבעם,has role,מלך יהודה,
Q211663,Rehoboam,רחבעם,has gender,male,
Q211663,Rehoboam,רחבעם,child of,Solomon,Q37085
Q211663,Rehoboam,רחבעם,has role,מלך ישראל,
Q211663,Rehoboam,רחבעם,child of,Naamah,Q865263
Q211663,Rehoboam,רחבעם,parent of,Abijah of Judah,Q273517
Q211663,Rehoboam,רחבעם,alternate spelling of,רחבעם המלך,
Q211663,Rehoboam,רחבעם,has role,מלך מלכות,
Q3107413,Jemima,ימימה,child of,Job,Q179962
Q3107413,Jemima,ימימה,has transliteration,Jemimah,
Q204797,Canaan,כנען,child of,Ham,Q229702
Q204797,Canaan,כנען,has gender,male,
Q14933103,Eliezer,אליעזר עבד אברהם,child of,Nimrod,Q201861
Q14933103,Eliezer,אליעזר עבד אברהם,has transliteration,Eliezer of Damascus,
Q14933103,Eliezer,אליעזר עבד אברהם,has gender,male,
Q5382125,Ephah,עיפה,has gender,male,
Q5382125,Ephah,עיפה,child of,Midian,Q755316
Q2040793,Reu,רעו,child of,Peleg,Q1648259
Q2040793,Reu,רעו,parent of,Serug,Q1161313
Q2040793,Reu,רעו,has transliteration,Re'u,
Q2040793,Reu,רעו,has gender,male,
Q2040793,Reu,רעו,has transliteration,Ragau,
Q2844493,Amraphel,אמרפל,alternate spelling of,אַמְרָפֶל,
Q2844493,Amraphel,אמרפל,has gender,male,
Q9168580,Ben-Ammi,בן־עמי,child of,Lot,Q40574
Q9168580,Ben-Ammi,בן־עמי,has gender,male,
Q125102,Necho II,נכו השני,has gender,male,
Q125102,Necho II,נכו השני,has role,מנהיג,
Q650680,Haman,המן האגגי,spouse of,Zeresh,Q939384
Q650680,Haman,המן האגגי,has gender,male,
Q650680,Haman,המן האגגי,child of,Hammedatha,Q1424200
Q650680,Haman,המן האגגי,has transliteration,Hâmân,
Q650680,Haman,המן האגגי,has transliteration,Haman (Bible),
Q650680,Haman,המן האגגי,has transliteration,Haman the Agagite,
Q2194240,Jehoiada,יהוידע הכהן,has transliteration,Yehoyada the Priest,
Q2194240,Jehoiada,יהוידע הכהן,has gender,male,
Q2194240,Jehoiada,יהוידע הכהן,spouse of,Jehosheba,Q6176492
Q2194240,Jehoiada,יהוידע הכהן,has transliteration,Jehoiada the Priest,
Q2194240,Jehoiada,יהוידע הכהן,has transliteration,Yehoyada HaKohen,
Q2194240,Jehoiada,יהוידע הכהן,alternate spelling of,יהוידע,
Q2194240,Jehoiada,יהוידע הכהן,has role,כהן גדול,
Q2194240,Jehoiada,יהוידע הכהן,has transliteration,Yehoyada,
Q1300996,Ehud,אהוד בן גרא,has role,שופט,
Q1300996,Ehud,אהוד בן גרא,has gender,male,
Q25796501,Hilkiah,חלקיה,has specific dependence,כהונה,
Q25796501,Hilkiah,חלקיה,parent of,Jeremiah,Q158825
Q25796501,Hilkiah,חלקיה,has gender,male,
Q853439,Bezalel,בצלאל בן אורי,has gender,male,
Q188794,Isaiah,ישעיהו,alternate spelling of,ישעיהו הנביא,
Q188794,Isaiah,ישעיהו,has gender,male,
Q188794,Isaiah,ישעיהו,alternate spelling of,יְשַׁעְיָה,
Q188794,Isaiah,ישעיהו,alternate spelling of,ישעיהו בן אמוץ,
Q188794,Isaiah,ישעיהו,parent of,Shearjashub,Q18192190
Q188794,Isaiah,ישעיהו,alternate spelling of,יְשַׁעְיָהוּ,
Q188794,Isaiah,ישעיהו,alternate spelling of,ישעיה,
Q188794,Isaiah,ישעיהו,child of,Amoz,Q4748020
Q188794,Isaiah,ישעיהו,has role,נביא,
Q42532003,Zibeon,צבעון החוי,alternate spelling of,צבעון,
Q42532003,Zibeon,צבעון החוי,has gender,male,
Q42532003,Zibeon,צבעון החוי,parent of,Anah,Q42532204
Q42532003,Zibeon,צבעון החוי,has transliteration,Tzivon,
Q42532003,Zibeon,צבעון החוי,has transliteration,Zibeon the Hivite,
Q42532003,Zibeon,צבעון החוי,child of,Seir,Q42532277
Q1343803,Abimelech,אבימלך מלך גרר,has transliteration,Avimelech,
Q1343803,Abimelech,אבימלך מלך גרר,has gender,male,
Q126689,Jehoshaphat,יהושפט,child of,Asa of Judah,Q313415
Q126689,Jehoshaphat,יהושפט,has role,מלך יהודה,
Q126689,Jehoshaphat,יהושפט,has gender,male,
Q126689,Jehoshaphat,יהושפט,parent of,Jehoram of Judah,Q313215
Q126689,Jehoshaphat,יהושפט,alternate spelling of,יְהוֹשָׁפָט,
Q126689,Jehoshaphat,יהושפט,child of,Azubah,Q4833002
Q126689,Jehoshaphat,יהושפט,has role,מלך מלכות,
Q19717479,Q19717479,זבד בן נתן,has gender,male,
Q3773487,Nebaioth,נביות,alternate spelling of,נְבָיוֹת,
Q3773487,Nebaioth,נביות,child of,Ishmael,Q183403
Q3773487,Nebaioth,נביות,has gender,male,
Q7904500,Uzal,אוזל,child of,Joktan,Q1553059
Q7904500,Uzal,אוזל,has gender,male,
Q2596433,Naomi,נעמי,has gender,female,
Q2596433,Naomi,נעמי,spouse of,Elimelek,Q363660
Q2596433,Naomi,נעמי,parent of,Chilion,Q30246326
Q2596433,Naomi,נעמי,parent of,Mahlon,Q9026972
Q721295,Jezebel,איזבל,has gender,female,
Q721295,Jezebel,איזבל,alternate spelling of,אּיזָ֫בֶל,
Q721295,Jezebel,איזבל,spouse of,Ahab,Q235901
Q721295,Jezebel,איזבל,parent of,Ahaziah of Israel,Q313213
Q721295,Jezebel,איזבל,child of,Ithobaal I,Q1277966
Q721295,Jezebel,איזבל,parent of,Jehoram of Israel,Q334739
Q721295,Jezebel,איזבל,parent of,Athaliah,Q463934
Q400266,Ahinoam,אחינועם היזרעאלית,has gender,female,
need id,Ahinoam,אחינועם,parent of,Michal,Q1341397
Q400266,Ahinoam,אחינועם היזרעאלית,has transliteration,Achinoam,
need id,Ahinoam,אחינועם,parent of,Merab,Q10581739
Q400266,Ahinoam,אחינועם היזרעאלית,spouse of,David,Q41370
need id,Ahinoam,אחינועם,child of,Ahimaaz,Q2904547
Q400266,Ahinoam,אחינועם היזרעאלית,alternate spelling of,אחינועם,
need id,Ahinoam,אחינועם,parent of,Jonathan,Q74891
Q400266,Ahinoam,אחינועם היזרעאלית,parent of,Amnon,Q361636
Q400266,Ahinoam,אחינועם היזרעאלית,alternate spelling of,אחינעם היזרעאלית,
need id,Ahinoam,אחינועם,parent of,Ish-bosheth,Q313238
need id,Ahinoam,אחינועם,spouse of,Saul,Q28730
Q6903514,Nebuzaradan,נבוזראדן,has gender,male,
Q201861,Nimrod,נמרוד,has transliteration,Nimrod the great,
Q201861,Nimrod,נמרוד,has gender,male,
Q201861,Nimrod,נמרוד,alternate spelling of,נמרד,
Q201861,Nimrod,נמרוד,parent of,Eliezer,Q14933103
Q201861,Nimrod,נמרוד,has role,מלך מלכות,
Q201861,Nimrod,נמרוד,alternate spelling of,נימרוד,
Q201861,Nimrod,נמרוד,child of,Cush,Q1138595
Q18192190,Shearjashub,שאר ישוב,has gender,male,
Q18192190,Shearjashub,שאר ישוב,child of,Isaiah,Q188794
Q16128781,Abiel,אביאל בן צרור,has gender,male,
Q205523,Zipporah,צפורה,has gender,female,
Q205523,Zipporah,צפורה,parent of,Gershom,Q1514983
Q205523,Zipporah,צפורה,child of,Jethro,Q62788
Q205523,Zipporah,צפורה,spouse of,Moses,Q9077
Q205523,Zipporah,צפורה,parent of,Eliezer,Q1195680
Q205523,Zipporah,צפורה,has role,רועה רעה,
Q32979697,Shelemiah,שלמיהו,alternate spelling of,שלמיהו בן עבדאל,
Q32979697,Shelemiah,שלמיהו,child of,Abdeel,Q2613514
Q32979697,Shelemiah,שלמיהו,has gender,male,
Q1964706,Magog,מגוג,has gender,male,
Q1964706,Magog,מגוג,child of,Japheth,Q200637
Q272277,Bathsheba,בת שבע,has gender,female,
Q272277,Bathsheba,בת שבע,spouse of,David,Q41370
Q272277,Bathsheba,בת שבע,spouse of,Uriah the Hittite,Q71267
Q272277,Bathsheba,בת שבע,has transliteration,Bat Sheva,
Q272277,Bathsheba,בת שבע,parent of,Solomon,Q37085
Q717814,Hadadezer,בן-הדד השני,child of,Ben-Hadad I,Q816397
Q717814,Hadadezer,בן-הדד השני,has transliteration,Ben-Hadad II,
Q717814,Hadadezer,בן-הדד השני,has gender,male,
Q717814,Hadadezer,בן-הדד השני,has role,מלך מלכות,
Q1199156,Haran,הרן,parent of,Milcah,Q1752707
Q1199156,Haran,הרן,parent of,Lot,Q40574
Q1199156,Haran,הרן,parent of,Iscah,Q1449132
Q1199156,Haran,הרן,has gender,male,
Q1199156,Haran,הרן,child of,Terah,Q586541
Q1752707,Milcah,מילכה,has gender,female,
Q1752707,Milcah,מילכה,parent of,Kemuel,Q11944206
Q1752707,Milcah,מילכה,spouse of,Nahor,Q6323112
Q1752707,Milcah,מילכה,child of,Haran,Q1199156
Q1752707,Milcah,מילכה,parent of,Bethuel,Q1579827
Q1752707,Milcah,מילכה,parent of,Uz,Q47010789
Q3603697,Abigail,,has gender,female,
Q3603697,Abigail,,parent of,Amasa,Q2689456
Q177617,Ebed-Melech,עבד מלך הכושי,has gender,male,
Q1481766,Tubal,תובל,has gender,male,
Q1481766,Tubal,תובל,child of,Japheth,Q200637
Q1347943,Er,ער,child of,Judah's wife,Q30226372
Q1347943,Er,ער,spouse of,Tamar,Q1030008
Q1347943,Er,ער,has gender,male,
Q1347943,Er,ער,child of,Judah,Q282220
Q206238,Elisha,אלישע,has gender,male,
Q206238,Elisha,אלישע,alternate spelling of,אלישע בן-שפט,
