Book,Chapter,Topic Level 1,Topic Level 2,Topic Level 3,Topic Level 4,Leaf Topic He,Leaf Topic En,Is Aspaklaria Topic,Notes
Zemanim,Sanctification of the New Month 16,Calendar law,New moon law,,,חישובים לאפשרות ראיית הירח בזמנו,Calculations to Verify the Sighting of the New Moon,,
Zemanim,Sanctification of the New Month 17,Calendar law,New moon law,,,חישובים לאפשרות ראיית הירח בזמנו,Calculations to Verify the Sighting of the New Moon,,
Zemanim,Sanctification of the New Month 18,Calendar law,New moon law,,,חישובים לאפשרות ראיית הירח בזמנו,Calculations to Verify the Sighting of the New Moon,,
Zemanim,Sanctification of the New Month 19,Calendar law,New moon law,,,חישובים לאפשרות ראיית הירח בזמנו,Calculations to Verify the Sighting of the New Moon,,
Zemanim,Fasts 1,Calendar law,-,,,תעניות,Laws of Fasts,,
Zemanim,Fasts 2,Calendar law,-,,,תעניות,Laws of Fasts,,
Zemanim,Fasts 3,Calendar law,-,,,תעניות,Laws of Fasts,,
Zemanim,Fasts 4,Calendar law,-,,,תעניות,Laws of Fasts,,
Zemanim,Fasts 5,Calendar law,-,,,תעניות,Laws of Fasts,,
Zemanim,Scroll of Esther and Hanukkah 1,Calendar law,-,,,פורים,Purim,,
Zemanim,Scroll of Esther and Hanukkah 2,Calendar law,-,,,פורים,Purim,,
Zemanim,Scroll of Esther and Hanukkah 3:1-4,Calendar law,-,,,חנוכה,Chanukah,,
Zemanim,Scroll of Esther and Hanukkah 3:5-14,Worship law,Prayer law,,,הלל,Hallel,,
Zemanim,Scroll of Esther and Hanukkah 4,Calendar law,-,,,חנוכה,Chanukah,,
Nashim,Marriage 1,Family law,Marriage law,,,מושגים עקרוניים,Principle Concepts,,
Nashim,Marriage 2,Family law,Marriage law,,,מושגים עקרוניים,Principle Concepts,,
Nashim,Marriage 3,Family law,Marriage law,,,קידושין,Kiddushin (Betrothal),,
Nashim,Marriage 4,Family law,Marriage law,,,קידושין,Kiddushin (Betrothal),,
Nashim,Marriage 5,Family law,Marriage law,,,קידושין,Kiddushin (Betrothal),,
Nashim,Marriage 6,Family law,Marriage law,,,קידושין,Kiddushin (Betrothal),,
Nashim,Marriage 7,Family law,Marriage law,,,קידושין,Kiddushin (Betrothal),,
Nashim,Marriage 8,Family law,Marriage law,,,קידושין,Kiddushin (Betrothal),,
Nashim,Marriage 9,Family law,Marriage law,,,קידושין,Kiddushin (Betrothal),,
Nashim,Marriage 10,Family law,Marriage law,,,נישואין,Marriage,,
Nashim,Marriage 11,Family law,Marriage law,,,נישואין,Marriage,,
Nashim,Marriage 12,Family law,Marriage law,,,נישואין,Marriage,,
Nashim,Marriage 13,Family law,Marriage law,,,נישואין,Marriage,,
Nashim,Marriage 14,Family law,Marriage law,,,נישואין,Marriage,,
Nashim,Marriage 15,Family law,Marriage law,,,נישואין,Marriage,,
Nashim,Marriage 16,Family law,Marriage law,,,השלכות ממוניות של חיי הנישואין,Financial Responsibilities in Marriage,,
Nashim,Marriage 17,Family law,Marriage law,,,השלכות ממוניות של חיי הנישואין,Financial Responsibilities in Marriage,,
Nashim,Marriage 18,Family law,Marriage law,,,השלכות ממוניות של חיי הנישואין,Financial Responsibilities in Marriage,,
Nashim,Marriage 19,Family law,Marriage law,,,השלכות ממוניות של חיי הנישואין,Financial Responsibilities in Marriage,,
Nashim,Marriage 22,Family law,Marriage law,,,השלכות ממוניות של חיי הנישואין,Financial Responsibilities in Marriage,,
Nashim,Marriage 23,Family law,Marriage law,,,השלכות ממוניות של חיי הנישואין,Financial Responsibilities in Marriage,,
Nashim,Marriage 24,Family law,Marriage law,,,הפסד הכתובה,Loss of Ketubah Rights,,
Nashim,Marriage 25,Family law,Marriage law,,,הפסד הכתובה,Loss of Ketubah Rights,,
Nashim,Divorce 1,Family law,Divorce law,,,דיני הגט,Laws of a Get (Divorce Bill),,
Nashim,Divorce 2,Family law,Divorce law,,,דיני הגט,Laws of a Get (Divorce Bill),,
Nashim,Divorce 3,Family law,Divorce law,,,דיני הגט,Laws of a Get (Divorce Bill),,
Nashim,Divorce 4,Family law,Divorce law,,,דיני הגט,Laws of a Get (Divorce Bill),,
Nashim,Divorce 5,Family law,Divorce law,,,דיני הגט,Laws of a Get (Divorce Bill),,
Nashim,Divorce 6,Family law,Divorce law,,,שליחות בגט,Divorce by Agent,,
Nashim,Divorce 7,Family law,Divorce law,,,שליחות בגט,Divorce by Agent,,
Nashim,Divorce 8,Family law,Divorce law,,,תנאים וטעויות בגט,Stipulations and Errors in a Get  ,,
Nashim,Divorce 9,Family law,Divorce law,,,תנאים וטעויות בגט,Stipulations and Errors in a Get  ,,
Nashim,Divorce 10,Family law,Divorce law,,,תנאים וטעויות בגט,Stipulations and Errors in a Get ,,
Nashim,Divorce 11,Family law,Divorce law,,,"היתר אישה להינשא אחרי מיאון, גירושין ומיתת הבעל",Permissibility for a Woman to Remarry after Separation from or Death of Husband,,
Nashim,Divorce 12,Family law,Divorce law,,,"היתר אישה להינשא אחרי מיאון, גירושין ומיתת הבעל",Permissibility for a Woman to Remarry after Separation from or Death of Husband,,
Nashim,Divorce 13,Family law,Divorce law,,,"היתר אישה להינשא אחרי מיאון, גירושין ומיתת הבעל",Permissibility for a Woman to Remarry after Separation from or Death of Husband,,
Nashim,Levirate Marriage and Release 1,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Levirate Marriage and Release 2,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Levirate Marriage and Release 3,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Levirate Marriage and Release 4,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Levirate Marriage and Release 5,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Levirate Marriage and Release 6,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Levirate Marriage and Release 7,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Levirate Marriage and Release 8,Family law,-,,,דיני יבום,Yibum Laws,,
Nashim,Virgin Maiden 1,Family law,Forbidden intercourse law,Virgin maiden law,,אונס ומפתה,Rape and Seduction  ,,
Nashim,Virgin Maiden 2,Family law,Forbidden intercourse law,Virgin maiden law,,אונס ומפתה,Rape and Seduction  ,,
Nashim,Virgin Maiden 3,Family law,Forbidden intercourse law,Virgin maiden law,,מוציא שם רע,One Who Defames (his Bride),,
Nashim,Woman Suspected of Infidelity 1,Family law,Forbidden intercourse law,Sotah law,,דיני הסוטה,Laws of Sotah,,
Nashim,Woman Suspected of Infidelity 2,Family law,Forbidden intercourse law,Sotah law,,דיני הסוטה,Laws of Sotah,,
Nashim,Woman Suspected of Infidelity 3,Family law,Forbidden intercourse law,Sotah law,,השקאת הסוטה,Ordeal of the Bitter Water,,
Nashim,Woman Suspected of Infidelity 4,Family law,Forbidden intercourse law,Sotah law,,השקאת הסוטה,Ordeal of the Bitter Water,,
Kedusha,Forbidden Intercourse 1,Family law,Forbidden intercourse law,,,עריות,Forbidden Relatives,,
Kedusha,Forbidden Intercourse 2,Family law,Forbidden intercourse law,,,עריות,Forbidden Relatives,,
Kedusha,Forbidden Intercourse 3,Family law,Forbidden intercourse law,,,עריות,Forbidden Relatives,,
Kedusha,Forbidden Intercourse 4,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 5,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 6,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 7,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 8,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 9,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 10,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 11,Family law,Forbidden intercourse law,,,טומאת נידה ואיסורה,Impurity and Prohibition of a Menstruant Woman,,
Kedusha,Forbidden Intercourse 12,Family law,Forbidden intercourse law,,,האסורים בקהל,Those Forbidden to Marry into the Congregation,,
Kedusha,Forbidden Intercourse 13,Family law,Forbidden intercourse law,,,האסורים בקהל,Those Forbidden to Marry into the Congregation,,
Kedusha,Forbidden Intercourse 14,Family law,Forbidden intercourse law,,,האסורים בקהל,Those Forbidden to Marry into the Congregation,,
Kedusha,Forbidden Intercourse 15,Family law,Forbidden intercourse law,,,האסורים בקהל,Those Forbidden to Marry into the Congregation,,
Kedusha,Forbidden Intercourse 16,Family law,Forbidden intercourse law,,,האסורים בקהל,Those Forbidden to Marry into the Congregation,,
Kedusha,Forbidden Intercourse 17,Family law,Forbidden intercourse law,,,איסורי כהונה,Those Forbidden to Marry Priests,,
Kedusha,Forbidden Intercourse 18,Family law,Forbidden intercourse law,,,איסורי כהונה,Those Forbidden to Marry Priests,,
Kedusha,Forbidden Intercourse 19,Family law,Forbidden intercourse law,,,איסורי כהונה,Those Forbidden to Marry Priests,,
Kedusha,Forbidden Intercourse 20,Family law,Forbidden intercourse law,,,איסורי כהונה,Those Forbidden to Marry Priests,,
Kedusha,Forbidden Intercourse 21,Family law,Forbidden intercourse law,,,הרחקות,Preventative Separations,,
Kedusha,Forbidden Intercourse 22,Family law,Forbidden intercourse law,,,הרחקות,Preventative Separations,,
Kedusha,Forbidden Foods 1,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 2,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 3,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 4,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 5,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 6,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 7,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 8,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 9,Food law,Forbidden food law,,,איסורי אכילה מן החי,Prohibitions of Eating Meat,,
Kedusha,Forbidden Foods 10,Food law,Forbidden food law,,,איסורי אכילה מן הצומח,Prohibitions of Eating Vegetation,,
Kedusha,Forbidden Foods 11,Food law,Forbidden food law,,,איסורי אכילה מן הצומח,Prohibitions of Eating Vegetation,,
Kedusha,Forbidden Foods 12,Food law,Forbidden food law,,,איסורי אכילה מן הצומח,Prohibitions of Eating Vegetation,,
Kedusha,Forbidden Foods 13,Food law,Forbidden food law,,,איסורי אכילה מן הצומח,Prohibitions of Eating Vegetation,,
Kedusha,Forbidden Foods 14,Food law,Forbidden food law,,,דינים כלליים,General Laws,,
Kedusha,Forbidden Foods 15,Food law,Forbidden food law,,,דינים כלליים,General Laws,,
Kedusha,Forbidden Foods 16,Food law,Forbidden food law,,,דינים כלליים,General Laws,,
Kedusha,Forbidden Foods 17,Food law,Forbidden food law,,,דינים כלליים,General Laws,,
Kedusha,Ritual Slaughter 1,Food law,Slaughter law,,,שחיטה,Ritual Slaughter,,
Kedusha,Ritual Slaughter 2,Food law,Slaughter law,,,שחיטה,Ritual Slaughter,,
Kedusha,Ritual Slaughter 3,Food law,Slaughter law,,,שחיטה,Ritual Slaughter,,
Kedusha,Ritual Slaughter 4,Food law,Slaughter law,,,שחיטה,Ritual Slaughter,,
Kedusha,Ritual Slaughter 5,Food law,Slaughter law,,,טרפות,Treifot (Types of Dying Animals),,
Kedusha,Ritual Slaughter 6,Food law,Slaughter law,,,טרפות,Treifot (Types of Dying Animals),,
Kedusha,Ritual Slaughter 7,Food law,Slaughter law,,,טרפות,Treifot (Types of Dying Animals),,
Kedusha,Ritual Slaughter 8,Food law,Slaughter law,,,טרפות,Treifot (Types of Dying Animals),,
Kedusha,Ritual Slaughter 9,Food law,Slaughter law,,,טרפות,Treifot (Types of Dying Animals),,
Kedusha,Ritual Slaughter 10,Food law,Slaughter law,,,טרפות,Treifot (Types of Dying Animals),,
Kedusha,Ritual Slaughter 11,Food law,Slaughter law,,,טרפות,Treifot (Types of Dying Animals),,
Kedusha,Ritual Slaughter 12,Food law,Slaughter law,,,מצוות הקשורות לשחיטה,Commandments Pertaining to Ritual Slaughter,,
Kedusha,Ritual Slaughter 13,Food law,Slaughter law,,,מצוות הקשורות לשחיטה,Commandments Pertaining to Ritual Slaughter,,
Kedusha,Ritual Slaughter 14,Food law,Slaughter law,,,מצוות הקשורות לשחיטה,Commandments Pertaining to Ritual Slaughter,,
Haflaah,Oaths 1,Optional restriction law,Oath law,,,מיני השבועות וגדריהן,Types of Oaths and their Specifications,,
Haflaah,Oaths 2,Optional restriction law,Oath law,,,מיני השבועות וגדריהן,Types of Oaths and their Specifications,,
Haflaah,Oaths 3,Optional restriction law,Oath law,,,מיני השבועות וגדריהן,Types of Oaths and their Specifications,,
Haflaah,Oaths 4,Optional restriction law,Oath law,,,שבועת ביטוי ושבועת שווא,Oaths of Speech and Vain Oaths,,
Haflaah,Oaths 5,Optional restriction law,Oath law,,,שבועת ביטוי ושבועת שווא,Oaths of Speech and Vain Oaths,,
Haflaah,Oaths 6,Optional restriction law,Oath law,,,היתר שבועות,Release from an Oath,,
Haflaah,Oaths 7,Optional restriction law,Oath law,,,שבועת הפיקדון,Oaths over Deposits,,
Haflaah,Oaths 8,Optional restriction law,Oath law,,,שבועת הפיקדון,Oaths over Deposits,,
Haflaah,Oaths 9,Optional restriction law,Oath law,,,שבועת העדות,Oaths over Testimony,,
Haflaah,Oaths 10,Optional restriction law,Oath law,,,שבועת העדות,Oaths over Testimony,,
Haflaah,Oaths 11,Optional restriction law,Oath law,,,שבועות בבית דין,Oaths in Court,,
Haflaah,Oaths 12,Optional restriction law,Oath law,,,חומרת השבועה והזהירות בה,Severity of Oaths and Carefulness about It,,
Haflaah,Vows 1,Optional restriction law,Vow law,General neder law,,דיני הנדרים והתרתם,Laws of Vows and their Release,,
Haflaah,Vows 2,Optional restriction law,Vow law,General neder law,,דיני הנדרים והתרתם,Laws of Vows and their Release,,
Haflaah,Vows 3,Optional restriction law,Vow law,General neder law,,דיני הנדרים והתרתם,Laws of Vows and their Release,,
Haflaah,Vows 4,Optional restriction law,Vow law,General neder law,,דיני הנדרים והתרתם,Laws of Vows and their Release,,
Haflaah,Vows 5,Optional restriction law,Vow law,General neder law,,דיני הנדרים והתרתם,Laws of Vows and their Release,,
Haflaah,Vows 6,Optional restriction law,Vow law,General neder law,,מודר מאכל ומודר הנאה,Vowing about Eating and Benefit,,
Haflaah,Vows 7,Optional restriction law,Vow law,General neder law,,מודר מאכל ומודר הנאה,Vowing about Eating and Benefit,,
Haflaah,Vows 8,Optional restriction law,Vow law,General neder law,,כוונה ופרשנות בנדרים,Intention and Interpretation of Vows,,
Haflaah,Vows 9,Optional restriction law,Vow law,General neder law,,כוונה ופרשנות בנדרים,Intention and Interpretation of Vows,,
Haflaah,Vows 10,Optional restriction law,Vow law,General neder law,,כוונה ופרשנות בנדרים,Intention and Interpretation of Vows,,
Haflaah,Vows 11,Optional restriction law,Vow law,General neder law,,הפרת נדרים,Annulment of Vows,,
Haflaah,Vows 12,Optional restriction law,Vow law,General neder law,,הפרת נדרים,Annulment of Vows,,
Haflaah,Vows 13,Optional restriction law,Vow law,General neder law,,הפרת נדרים,Annulment of Vows,,
Haflaah,Nazariteship 1,Optional restriction law,Vow law,Nazir law,,קבלת הנזירות ומשכה,Acceptance of Nazarite Vows and its Duration,,
Haflaah,Nazariteship 2,Optional restriction law,Vow law,Nazir law,,קבלת הנזירות ומשכה,Acceptance of Nazarite Vows and its Duration,,
Haflaah,Nazariteship 3,Optional restriction law,Vow law,Nazir law,,קבלת הנזירות ומשכה,Acceptance of Nazarite Vows and its Duration,,
Haflaah,Nazariteship 4,Optional restriction law,Vow law,Nazir law,,קבלת הנזירות ומשכה,Acceptance of Nazarite Vows and its Duration,,
Haflaah,Nazariteship 5,Optional restriction law,Vow law,Nazir law,,איסורי הנזירות וסתירתה,Prohibitions of Nazarite Vows and its Disruption,,
Haflaah,Nazariteship 6,Optional restriction law,Vow law,Nazir law,,איסורי הנזירות וסתירתה,Prohibitions of Nazarite Vows and its Disruption,,
Haflaah,Nazariteship 7,Optional restriction law,Vow law,Nazir law,,איסורי הנזירות וסתירתה,Prohibitions of Nazarite Vows and its Disruption,,
Haflaah,Nazariteship 8,Optional restriction law,Vow law,Nazir law,,תגלחת וקרבנות,Shaves and Sacrifices,,
Haflaah,Nazariteship 9,Optional restriction law,Vow law,Nazir law,,תגלחת וקרבנות,Shaves and Sacrifices,,
Haflaah,Nazariteship 10,Optional restriction law,Vow law,Nazir law,,תגלחת וקרבנות,Shaves and Sacrifices,,
Haflaah,Appraisals and Devoted Property 1,Optional restriction law,Vow law,Neder value law,,ערכי אדם ודמיו,Appraisals of People and their Value,,
Haflaah,Appraisals and Devoted Property 2,Optional restriction law,Vow law,Neder value law,,ערכי אדם ודמיו,Appraisals of People and their Value,,
Haflaah,Appraisals and Devoted Property 3,Optional restriction law,Vow law,Neder value law,,ערכי אדם ודמיו,Appraisals of People and their Value,,
Haflaah,Appraisals and Devoted Property 4,Optional restriction law,Vow law,Neder value law,,ערכי שדות,Appraisals of Fields,,
Haflaah,Appraisals and Devoted Property 5,Optional restriction law,Vow law,Neder value law,,הקדש וחרם,Sanctification and Dedication (of Property),,
Haflaah,Appraisals and Devoted Property 6,Optional restriction law,Vow law,Neder value law,,הקדש וחרם,Sanctification and Dedication (of Property),,
Haflaah,Appraisals and Devoted Property 7,Optional restriction law,Vow law,Neder value law,,פדיית ההקדש,Redemption of Sanctified Property,,
Haflaah,Appraisals and Devoted Property 8,Optional restriction law,Vow law,Neder value law,,פדיית ההקדש,Redemption of Sanctified Property,,
Zeraim,Diverse Species 1,Agriculture law,Kilayim law,,,כלאי זרעים ואילנות,Forbidden Mixtures of Seeds and Trees,,
Zeraim,Diverse Species 2,Agriculture law,Kilayim law,,,כלאי זרעים ואילנות,Forbidden Mixtures of Seeds and Trees,,
Zeraim,Diverse Species 3,Agriculture law,Kilayim law,,,כלאי זרעים ואילנות,Forbidden Mixtures of Seeds and Trees,,
Zeraim,Diverse Species 4,Agriculture law,Kilayim law,,,כלאי זרעים ואילנות,Forbidden Mixtures of Seeds and Trees,,
Zeraim,Diverse Species 5,Agriculture law,Kilayim law,,,כלאי הכרם,Forbidden Mixtures of Vineyards,,
Zeraim,Diverse Species 6,Agriculture law,Kilayim law,,,כלאי הכרם,Forbidden Mixtures of Vineyards,,
Zeraim,Diverse Species 7,Agriculture law,Kilayim law,,,כלאי הכרם,Forbidden Mixtures of Vineyards,,
Zeraim,Diverse Species 8,Agriculture law,Kilayim law,,,כלאי הכרם,Forbidden Mixtures of Vineyards,,
Zeraim,Diverse Species 9,Agriculture law,Kilayim law,,,כלאי בהמה,Forbidden Mixtures of Animals,,raising animals is agriculture?
Zeraim,Diverse Species 10,Clothing law,,,,כלאי בגדים,Forbidden Mixtures in Garments,,
Zeraim,Gifts to the Poor 1,Agriculture law,,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 2,Agriculture law,,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 3,Agriculture law,,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 4,Agriculture law,,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 5,Agriculture law,,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 6,Agriculture law,,,,מעשר עני,Poor Tithe,,
Zeraim,Gifts to the Poor 1,Kindness law,Social justice law,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 2,Kindness law,Social justice law,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 3,Kindness law,Social justice law,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 4,Kindness law,Social justice law,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 5,Kindness law,Social justice law,,,מתנות עניים בשדה,Agricultural Gifts to the Poor,,
Zeraim,Gifts to the Poor 6,Kindness law,Social justice law,,,מעשר עני,Poor Tithe,,
Zeraim,Gifts to the Poor 7,Kindness law,Social justice law,,,צדקה,Charity,,Property law? Civil law?
Zeraim,Gifts to the Poor 8,Kindness law,Social justice law,,,צדקה,Charity,,
Zeraim,Gifts to the Poor 9,Kindness law,Social justice law,,,צדקה,Charity,,
Zeraim,Gifts to the Poor 10,Kindness law,Social justice law,,,צדקה,Charity,,
Zeraim,Heave Offerings 1,Agriculture law,Teruma law,,,חיוב תרומה והפרשתה,The Obligation of the Priestly Tithe and its Separation,,
Zeraim,Heave Offerings 2,Agriculture law,Teruma law,,,חיוב תרומה והפרשתה,The Obligation of the Priestly Tithe and its Separation,,
Zeraim,Heave Offerings 3,Agriculture law,Teruma law,,,חיוב תרומה והפרשתה,The Obligation of the Priestly Tithe and its Separation,,
Zeraim,Heave Offerings 4,Agriculture law,Teruma law,,,חיוב תרומה והפרשתה,The Obligation of the Priestly Tithe and its Separation,,
Zeraim,Heave Offerings 5,Agriculture law,Teruma law,,,חיוב תרומה והפרשתה,The Obligation of the Priestly Tithe and its Separation,,
Zeraim,Heave Offerings 6,Agriculture law,Teruma law,,,אכילת התרומה,Eating the Priestly Tithe,,
Zeraim,Heave Offerings 7,Agriculture law,Teruma law,,,אכילת התרומה,Eating the Priestly Tithe,,
Zeraim,Heave Offerings 8,Agriculture law,Teruma law,,,אכילת התרומה,Eating the Priestly Tithe,,
Zeraim,Heave Offerings 9,Agriculture law,Teruma law,,,אכילת התרומה,Eating the Priestly Tithe,,
Zeraim,Heave Offerings 10,Agriculture law,Teruma law,,,אכילת התרומה,Eating the Priestly Tithe,,
Zeraim,Heave Offerings 11,Agriculture law,Teruma law,,,אכילת התרומה,Eating the Priestly Tithe,,
Zeraim,Heave Offerings 12,Agriculture law,Teruma law,,,אכילת התרומה,Eating the Priestly Tithe,,
Zeraim,Heave Offerings 13,Agriculture law,Teruma law,,,תערובת תרומה בחולין,The Mixture of Priestly Tithe and Non-Sanctified Food,,
Zeraim,Heave Offerings 14,Agriculture law,Teruma law,,,תערובת תרומה בחולין,The Mixture of Priestly Tithe and Non-Sanctified Food,,
Zeraim,Heave Offerings 15,Agriculture law,Teruma law,,,תערובת תרומה בחולין,The Mixture of Priestly Tithe and Non-Sanctified Food,,
Zeraim,Tithes 1,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 2,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 3,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 4,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 5,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 6,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 7,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 8,Agriculture law,Maaser rishon law,,,חיוב מעשרות,The Obligation of the First Tithe,,
Zeraim,Tithes 9,Agriculture law,Maaser rishon law,,,דמאי,Demai (Questionable Tithes from the Uneducated),,
Zeraim,Tithes 10,Agriculture law,Maaser rishon law,,,דמאי,Demai (Questionable Tithes from the Uneducated),,
Zeraim,Tithes 11,Agriculture law,Maaser rishon law,,,דמאי,Demai (Questionable Tithes from the Uneducated),,
Zeraim,Tithes 12,Agriculture law,Maaser rishon law,,,דמאי,Demai (Questionable Tithes from the Uneducated),,
Zeraim,Tithes 13,Agriculture law,Maaser rishon law,,,דמאי,Demai (Questionable Tithes from the Uneducated),,
Zeraim,Tithes 14,Agriculture law,Maaser rishon law,,,דמאי,Demai (Questionable Tithes from the Uneducated),,
Zeraim,Second Tithes and Fourth Year's Fruit 1,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 2,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 3,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 4,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 5,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 6,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 7,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 8,Agriculture law,-,,,מעשר שני,Second Tithe,,
Zeraim,Second Tithes and Fourth Year's Fruit 9,Agriculture law,-,,,נטע רבעי וערלה,Orla (Premature Trees) and Fourth Year Saplings,,
Zeraim,Second Tithes and Fourth Year's Fruit 10,Agriculture law,-,,,נטע רבעי וערלה,Orla (Premature Trees) and Fourth Year Saplings,,
Zeraim,Second Tithes and Fourth Year's Fruit 11,Agriculture law,-,,,וידוי מעשר,Confession of Tithes,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 1,Worship law,Gifts to kohanim law,,,מתנות הכהונה,Gifts to the Priesthood,,Really general. not sure where it should go
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 2,Agriculture law,-,,,ביכורים,First-fruits,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 3,Agriculture law,-,,,ביכורים,First-fruits,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 4,Agriculture law,-,,,ביכורים,First-fruits,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 5,Agriculture law,-,,,חלה,Challa Tithe,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 6,Agriculture law,-,,,חלה,Challa Tithe,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 7,Agriculture law,-,,,חלה,Challa Tithe,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 8,Agriculture law,-,,,חלה,Challa Tithe,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 9,Worship law,Gifts to kohanim law,,,מתנות כהונה נוספות,Additional Gifts to the Priesthood,,Really general. not sure where it should go
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 10,Worship law,Gifts to kohanim law,,,מתנות כהונה נוספות,Additional Gifts to the Priesthood,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 11,Worship law,Gifts to kohanim law,,,מתנות כהונה נוספות,Additional Gifts to the Priesthood,,
Zeraim,First Fruits and other Gifts to Priests Outside the Sanctuary 12,Worship law,Gifts to kohanim law,,,מתנות כהונה נוספות,Additional Gifts to the Priesthood,,
