Book,Chapter,Topic Level 1,Topic Level 2,Topic Level 3,Topic Level 4,Leaf Topic He,Leaf Topic En,Is Aspaklaria Topic,Notes
Taharah,Those Who Defile Bed or Seat 8,Purity Law,Bed and seat purity law,,,האופנים שבהם מטמאים,Processes of Contracting Impurity,,
Taharah,Those Who Defile Bed or Seat 9,Purity Law,Bed and seat purity law,,,האופנים שבהם מטמאים,Processes of Contracting Impurity,,
Taharah,Those Who Defile Bed or Seat 10,Purity Law,General purity law,,,טומאת עם הארץ,Impurity of an Am Haarets (An uneducated person),,
Taharah,Those Who Defile Bed or Seat 11,Purity Law,General purity law,,,טומאת עם הארץ,Impurity of an Am Haarets (An uneducated person),,
Taharah,Those Who Defile Bed or Seat 12,Purity Law,General purity law,,,טומאת עם הארץ,Impurity of an Am Haarets (An uneducated person),,
Taharah,Those Who Defile Bed or Seat 13,Purity Law,General purity law,,,טומאת עם הארץ,Impurity of an Am Haarets (An uneducated person),,
Taharah,Other Sources of Defilement 1,Purity Law,General purity law,,,אבות הטומאה,Main Categories of Impurity,,
Taharah,Other Sources of Defilement 2,Purity Law,General purity law,,,אבות הטומאה,Main Categories of Impurity,,
Taharah,Other Sources of Defilement 3,Purity Law,General purity law,,,אבות הטומאה,Main Categories of Impurity,,
Taharah,Other Sources of Defilement 4,Purity Law,General purity law,,,אבות הטומאה,Main Categories of Impurity,,
Taharah,Other Sources of Defilement 5,Purity Law,General purity law,,,אבות הטומאה,Main Categories of Impurity,,
Taharah,Other Sources of Defilement 6,Purity Law,General purity law,,,אבות הטומאה,Main Categories of Impurity,,
Taharah,Other Sources of Defilement 7,Purity Law,General purity law,,,ולדות הטומאה,Subcategories of Impurity,,
Taharah,Other Sources of Defilement 8,Purity Law,General purity law,,,ולדות הטומאה,Subcategories of Impurity,,
Taharah,Other Sources of Defilement 9,Purity Law,General purity law,,,ולדות הטומאה,Subcategories of Impurity,,
Taharah,Other Sources of Defilement 10,Purity Law,General purity law,,,ולדות הטומאה,Subcategories of Impurity,,
Taharah,Other Sources of Defilement 11,Purity Law,General purity law,,,דרגות ומעלות בטהרה,Levels and Enhancements of Purity,,
Taharah,Other Sources of Defilement 12,Purity Law,General purity law,,,דרגות ומעלות בטהרה,Levels and Enhancements of Purity,,
Taharah,Other Sources of Defilement 13,Purity Law,General purity law,,,דרגות ומעלות בטהרה,Levels and Enhancements of Purity,,
Taharah,Other Sources of Defilement 14,Purity Law,General purity law,,,ספקות טומאה,Questionable Impurity,,
Taharah,Other Sources of Defilement 15,Purity Law,General purity law,,,ספקות טומאה,Questionable Impurity,,
Taharah,Other Sources of Defilement 16,Purity Law,General purity law,,,ספקות טומאה,Questionable Impurity,,
Taharah,Other Sources of Defilement 17,Purity Law,General purity law,,,ספקות טומאה,Questionable Impurity,,
Taharah,Other Sources of Defilement 18,Purity Law,General purity law,,,ספקות טומאה,Questionable Impurity,,
Taharah,Other Sources of Defilement 19,Purity Law,General purity law,,,ספקות טומאה,Questionable Impurity,,
Taharah,Other Sources of Defilement 20,Purity Law,General purity law,,,ספקות טומאה,Questionable Impurity,,
Taharah,Defilement of Foods 1,Purity Law,Food purity law,,,קבלת טומאה באוכלים,Absorption of Impurity in Foods,,
Taharah,Defilement of Foods 2,Purity Law,Food purity law,,,קבלת טומאה באוכלים,Absorption of Impurity in Foods,,
Taharah,Defilement of Foods 3,Purity Law,Food purity law,,,קבלת טומאה באוכלים,Absorption of Impurity in Foods,,
Taharah,Defilement of Foods 4,Purity Law,Food purity law,,,קבלת טומאה באוכלים,Absorption of Impurity in Foods,,
Taharah,Defilement of Foods 5,Purity Law,Food purity law,,,חיבור לטומאה באוכלים,Conductors of Impurity in Foods,,
Taharah,Defilement of Foods 6,Purity Law,Food purity law,,,חיבור לטומאה באוכלים,Conductors of Impurity in Foods,,
Taharah,Defilement of Foods 7,Purity Law,Food purity law,,,חיבור לטומאה באוכלים,Conductors of Impurity in Foods,,
Taharah,Defilement of Foods 8,Purity Law,Food purity law,,,חיבור לטומאה באוכלים,Conductors of Impurity in Foods,,
Taharah,Defilement of Foods 9,Purity Law,Food purity law,,,חיבור לטומאה באוכלים,Conductors of Impurity in Foods,,
Taharah,Defilement of Foods 10,Purity Law,Food purity law,,,הכשר אוכלים,Conditioning of Food,,
Taharah,Defilement of Foods 11,Purity Law,Food purity law,,,הכשר אוכלים,Conditioning of Food,,
Taharah,Defilement of Foods 12,Purity Law,Food purity law,,,הכשר אוכלים,Conditioning of Food,,
Taharah,Defilement of Foods 13,Purity Law,Food purity law,,,הכשר אוכלים,Conditioning of Food,,
Taharah,Defilement of Foods 14,Purity Law,Food purity law,,,הכשר אוכלים,Conditioning of Food,,
Taharah,Defilement of Foods 15,Purity Law,Food purity law,,,הכשר אוכלים,Conditioning of Food,,
Taharah,Defilement of Foods 16,Purity Law,Food purity law,,,הכשר אוכלים,Conditioning of Food,,
Taharah,Vessels 1,Purity Law,Vessel purity law,,,החומרים המקבלים טומאה,Substances that Absorb Impurity,,
Taharah,Vessels 2,Purity Law,Vessel purity law,,,"כלי עץ, עצם ועור","Wood, Boneware and Leather Vessels",,
Taharah,Vessels 3,Purity Law,Vessel purity law,,,"כלי עץ, עצם ועור","Wood, Boneware and Leather Vessels",,
Taharah,Vessels 4,Purity Law,Vessel purity law,,,"כלי עץ, עצם ועור","Wood, Boneware and Leather Vessels",,
Taharah,Vessels 5,Purity Law,Vessel purity law,,,"כלי עץ, עצם ועור","Wood, Boneware and Leather Vessels",,
Taharah,Vessels 6,Purity Law,Vessel purity law,,,"כלי עץ, עצם ועור","Wood, Boneware and Leather Vessels",,
Taharah,Vessels 7,Purity Law,Vessel purity law,,,"כלי עץ, עצם ועור","Wood, Boneware and Leather Vessels",,
Taharah,Vessels 8,Purity Law,Vessel purity law,,,כלי מתכת,Metal Vessels,,
Taharah,Vessels 9,Purity Law,Vessel purity law,,,כלי מתכת,Metal Vessels,,
Taharah,Vessels 10,Purity Law,Vessel purity law,,,כלי מתכת,Metal Vessels,,
Taharah,Vessels 11,Purity Law,Vessel purity law,,,כלי מתכת,Metal Vessels,,
Taharah,Vessels 12,Purity Law,Vessel purity law,,,כלי מתכת,Metal Vessels,,
Taharah,Vessels 13,Purity Law,Vessel purity law,,,כלי חרס,Earthenware Vessels,,
Taharah,Vessels 14,Purity Law,Vessel purity law,,,כלי חרס,Earthenware Vessels,,
Taharah,Vessels 15,Purity Law,Vessel purity law,,,כלי חרס,Earthenware Vessels,,
Taharah,Vessels 16,Purity Law,Vessel purity law,,,כלי חרס,Earthenware Vessels,,
Taharah,Vessels 17,Purity Law,Vessel purity law,,,כלי חרס,Earthenware Vessels,,
Taharah,Vessels 18,Purity Law,Vessel purity law,,,כלי חרס,Earthenware Vessels,,
Taharah,Vessels 19,Purity Law,Vessel purity law,,,כלי חרס,Earthenware Vessels,,
Taharah,Vessels 20,Purity Law,Vessel purity law,,,חלקים הנספחים לכלים,Vessel Attachments,,
Taharah,Vessels 21,Purity Law,Vessel purity law,,,חלקים הנספחים לכלים,Vessel Attachments,,
Taharah,Vessels 22,Purity Law,Vessel purity law,,,בגדים,Garments,,
Taharah,Vessels 23,Purity Law,Vessel purity law,,,טומאת מדרס,Impurity of Treading,,
Taharah,Vessels 24,Purity Law,Vessel purity law,,,טומאת מדרס,Impurity of Treading,,
Taharah,Vessels 25,Purity Law,Vessel purity law,,,טומאת מדרס,Impurity of Treading,,
Taharah,Vessels 26,Purity Law,Vessel purity law,,,טומאת מדרס,Impurity of Treading,,
Taharah,Vessels 27,Purity Law,Vessel purity law,,,טומאת מדרס,Impurity of Treading,,
Taharah,Vessels 28,Purity Law,Vessel purity law,,,אחוריים ותוך,Vessel Exteriors and Interiors,,
Taharah,Immersion Pools 1,Purity Law,Mikvah law,,,הטבילה,Immersion,,
Taharah,Immersion Pools 2,Purity Law,Mikvah law,,,הטבילה,Immersion,,
Taharah,Immersion Pools 3,Purity Law,Mikvah law,,,הטבילה,Immersion,,
Taharah,Immersion Pools 4,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Taharah,Immersion Pools 5,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Taharah,Immersion Pools 6,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Taharah,Immersion Pools 7,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Taharah,Immersion Pools 8,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Taharah,Immersion Pools 9,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Taharah,Immersion Pools 10,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Taharah,Immersion Pools 11,Purity Law,Mikvah law,,,המקווה,Mikveh,,
Nezikim,Damages to Property 1,Property law,Damage law,Negligence law,,נזקי הבהמה,Damages from Animals,,
Nezikim,Damages to Property 2,Property law,Damage law,Negligence law,,נזקי הבהמה,Damages from Animals,,
Nezikim,Damages to Property 3,Property law,Damage law,Negligence law,,נזקי הבהמה,Damages from Animals,,
Nezikim,Damages to Property 4,Property law,Damage law,Negligence law,,נזקי הבהמה,Damages from Animals,,
Nezikim,Damages to Property 5,Property law,Damage law,Negligence law,,נזקי הבהמה,Damages from Animals,,
Nezikim,Damages to Property 6,Property law,Damage law,Negligence law,,נזקי שור שנגח,Damages from an Ox that Gored,,
Nezikim,Damages to Property 7,Property law,Damage law,Negligence law,,נזקי שור שנגח,Damages from an Ox that Gored,,
Nezikim,Damages to Property 8,Property law,Damage law,Negligence law,,נזקי שור שנגח,Damages from an Ox that Gored,,
Nezikim,Damages to Property 9,Property law,Damage law,Negligence law,,נזקי שור שנגח,Damages from an Ox that Gored,,
Nezikim,Damages to Property 10,Property law,Damage law,Negligence law,,שור שהמית אדם,An Ox that Kills a Person,,
Nezikim,Damages to Property 11,Property law,Damage law,Negligence law,,שור שהמית אדם,An Ox that Kills a Person,,
Nezikim,Damages to Property 12,Property law,Damage law,Negligence law,,נזקי הבור,Damages from a Pit,,
Nezikim,Damages to Property 13,Property law,Damage law,Negligence law,,נזקי הבור,Damages from a Pit,,
Nezikim,Damages to Property 14,Property law,Damage law,Negligence law,,נזקי האש,Damages from a Fire,,
Nezikim,Theft 1,Property law,Damage law,Theft law,,גנבה,Theft,,
Nezikim,Theft 2,Property law,Damage law,Theft law,,גנבה,Theft,,
Nezikim,Theft 3,Property law,Damage law,Theft law,,גנבה,Theft,,
Nezikim,Theft 4,Property law,Damage law,Theft law,,גנבה,Theft,,
Nezikim,Theft 5,Property law,Damage law,Theft law,,גנבה,Theft,,
Nezikim,Theft 6,Property law,Damage law,Theft law,,גנבה,Theft,,
Nezikim,Theft 7,Property law,Damage law,Theft law,,מידות ומשקולות,Measures and Weights,,
Nezikim,Theft 8,Property law,Damage law,Theft law,,מידות ומשקולות,Measures and Weights,,
Nezikim,Theft 9,Property law,Damage law,Theft law,,גנבת נפש,Kidnapping,,
Nezikim,Robbery and Lost Property 1,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 2,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 3,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 4,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 5,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 6,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 7,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 8,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 9,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 10,Property law,Damage law,Theft law,,גזלה,Robbery,,
Nezikim,Robbery and Lost Property 11,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,Robbery and Lost Property 12,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,Robbery and Lost Property 13,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,Robbery and Lost Property 14,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,Robbery and Lost Property 15,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,Robbery and Lost Property 16,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,Robbery and Lost Property 17,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,Robbery and Lost Property 18,Property law,Damage law,-,,אבדה,Lost Objects,,
Nezikim,One Who Injures a Person or Property 1,Property law,Damage law,Personal damage law,,חובל,Injuries,,
Nezikim,One Who Injures a Person or Property 2,Property law,Damage law,Personal damage law,,חובל,Injuries,,
Nezikim,One Who Injures a Person or Property 3,Property law,Damage law,Personal damage law,,חובל,Injuries,,
Nezikim,One Who Injures a Person or Property 4,Property law,Damage law,Personal damage law,,חובל,Injuries,,
Nezikim,One Who Injures a Person or Property 5,Property law,Damage law,Personal damage law,,חובל,Injuries,,
Nezikim,One Who Injures a Person or Property 6,Property law,Damage law,Personal damage law,,מזיק ממון,Property Damage,,
Nezikim,One Who Injures a Person or Property 7,Property law,Damage law,Personal damage law,,מזיק ממון,Property Damage,,
Nezikim,One Who Injures a Person or Property 8,Property law,Damage law,Personal damage law,,מזיק ממון,Property Damage,,
Nezikim,Murderer and the Preservation of Life 1,Property law,Damage law,Personal damage law,,רוצח במזיד,Intentional Murder,,
Nezikim,Murderer and the Preservation of Life 2,Property law,Damage law,Personal damage law,,רוצח במזיד,Intentional Murder,,
Nezikim,Murderer and the Preservation of Life 3,Property law,Damage law,Personal damage law,,רוצח במזיד,Intentional Murder,,
Nezikim,Murderer and the Preservation of Life 4,Property law,Damage law,Personal damage law,,רוצח במזיד,Intentional Murder,,
Nezikim,Murderer and the Preservation of Life 5,Property law,Damage law,Personal damage law,,רוצח בשוגג,Accidental Killing,,
Nezikim,Murderer and the Preservation of Life 6,Property law,Damage law,Personal damage law,,רוצח בשוגג,Accidental Killing,,
Nezikim,Murderer and the Preservation of Life 7,Property law,Damage law,Personal damage law,,רוצח בשוגג,Accidental Killing,,
Nezikim,Murderer and the Preservation of Life 8,Property law,Damage law,Personal damage law,,רוצח בשוגג,Accidental Killing,,
Nezikim,Murderer and the Preservation of Life 9,Property law,Damage law,Personal damage law,,עגלה ערופה,The Beheaded Calf,,
Nezikim,Murderer and the Preservation of Life 10,Property law,Damage law,Personal damage law,,עגלה ערופה,The Beheaded Calf,,
Nezikim,Murderer and the Preservation of Life 11,Property law,Damage law,Personal damage law,,שמירת הנפש,Protection of Life,,
Nezikim,Murderer and the Preservation of Life 12,Property law,Damage law,Personal damage law,,שמירת הנפש,Protection of Life,,
Nezikim,Murderer and the Preservation of Life 13,Property law,Damage law,Personal damage law,,שמירת הנפש,Protection of Life,,
Kinyan,Sales 1,Property law,Property acquisition law,Sale law,,דרכי הקניין,Methods of Acquisition,,
Kinyan,Sales 2,Property law,Property acquisition law,Sale law,,דרכי הקניין,Methods of Acquisition,,
Kinyan,Sales 3,Property law,Property acquisition law,Sale law,,דרכי הקניין,Methods of Acquisition,,
Kinyan,Sales 4,Property law,Property acquisition law,Sale law,,דרכי הקניין,Methods of Acquisition,,
Kinyan,Sales 5,Property law,Property acquisition law,Sale law,,דרכי הקניין,Methods of Acquisition,,
Kinyan,Sales 6,Property law,Property acquisition law,Sale law,,דרכי הקניין,Methods of Acquisition,,
Kinyan,Sales 7,Property law,Property acquisition law,Sale law,,חזרה מעסקה לפני שנשלמה,Retraction of a Transaction before its Completion,,
Kinyan,Sales 8,Property law,Property acquisition law,Sale law,,חזרה מעסקה לפני שנשלמה,Retraction of a Transaction before its Completion,,
Kinyan,Sales 9,Property law,Property acquisition law,Sale law,,חזרה מעסקה לפני שנשלמה,Retraction of a Transaction before its Completion,,
Kinyan,Sales 10,Property law,Property acquisition law,Sale law,,חזרה מעסקה לפני שנשלמה,Retraction of a Transaction before its Completion,,
Kinyan,Sales 11,Property law,Property acquisition law,Sale law,,חזרה מעסקה לפני שנשלמה,Retraction of a Transaction before its Completion,,
Kinyan,Sales 12,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 13,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 14,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 15,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 16,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 17,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 18,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 19,Property law,Property acquisition law,Sale law,,ביטול עסקה ואחריות המוכר עליה,Cancellation of a Transaction and the Seller's Responsibility,,
Kinyan,Sales 20,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 21,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 22,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 23,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 24,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 25,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 26,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 27,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 28,Property law,Property acquisition law,Sale law,,גדרי המקח הנקנה,Stipulations of a Purchased Acquisition,,
Kinyan,Sales 29,Property law,Property acquisition law,Sale law,,דעת המוכר והקונה,Intent of the Seller and the Purchaser,,
Kinyan,Sales 30,Property law,Property acquisition law,Sale law,,דעת המוכר והקונה,Intent of the Seller and the Purchaser,,
Kinyan,Ownerless Property and Gifts 1,Property law,Property acquisition law,Free property law,,הפקר,Ownerless Property,,
Kinyan,Ownerless Property and Gifts 2,Property law,Property acquisition law,Free property law,,הפקר,Ownerless Property,,
Kinyan,Ownerless Property and Gifts 3,Property law,Property acquisition law,Free property law,,מתנה,Gifts,,
Kinyan,Ownerless Property and Gifts 4,Property law,Property acquisition law,Free property law,,מתנה,Gifts,,
Kinyan,Ownerless Property and Gifts 5,Property law,Property acquisition law,Free property law,,מתנה,Gifts,,
Kinyan,Ownerless Property and Gifts 6,Property law,Property acquisition law,Free property law,,מתנה,Gifts,,
Kinyan,Ownerless Property and Gifts 7,Property law,Property acquisition law,Free property law,,מתנה,Gifts,,
Kinyan,Ownerless Property and Gifts 8,Property law,Property acquisition law,Free property law,,מתנת שכיב מרע,Gifts from Someone Gravely Ill,,
Kinyan,Ownerless Property and Gifts 9,Property law,Property acquisition law,Free property law,,מתנת שכיב מרע,Gifts from Someone Gravely Ill,,
Kinyan,Ownerless Property and Gifts 10,Property law,Property acquisition law,Free property law,,מתנת שכיב מרע,Gifts from Someone Gravely Ill,,
Kinyan,Ownerless Property and Gifts 11,Property law,Property acquisition law,Free property law,,מתנת שכיב מרע,Gifts from Someone Gravely Ill,,
Kinyan,Ownerless Property and Gifts 12,Property law,Property acquisition law,Free property law,,מתנת שכיב מרע,Gifts from Someone Gravely Ill,,
Kinyan,Neighbors 1,Property law,Property acquisition law,Partnership law,,חלוקת נכס בין שותפים,Division of Shared Property,,
Kinyan,Neighbors 2,Property law,Property acquisition law,Partnership law,,חלוקת נכס בין שותפים,Division of Shared Property,,
Kinyan,Neighbors 3,Property law,Property acquisition law,Partnership law,,התחייבויות הדדיות בין שכנים,Mutual Obligations of Neighbors,,
Kinyan,Neighbors 4,Property law,Property acquisition law,Partnership law,,התחייבויות הדדיות בין שכנים,Mutual Obligations of Neighbors,,
Kinyan,Neighbors 5,Property law,Property acquisition law,Partnership law,,התחייבויות הדדיות בין שכנים,Mutual Obligations of Neighbors,,
Kinyan,Neighbors 6,Property law,Property acquisition law,Partnership law,,התחייבויות הדדיות בין שכנים,Mutual Obligations of Neighbors,,
Kinyan,Neighbors 7,Property law,Property acquisition law,Partnership law,,חזקת שימוש והרחקת נזקים בין שכנים,Presumptions of Use and Removal of Hazards among Neighbors,,
Kinyan,Neighbors 8,Property law,Property acquisition law,Partnership law,,חזקת שימוש והרחקת נזקים בין שכנים,Presumptions of Use and Removal of Hazards among Neighbors,,
Kinyan,Neighbors 9,Property law,Property acquisition law,Partnership law,,חזקת שימוש והרחקת נזקים בין שכנים,Presumptions of Use and Removal of Hazards among Neighbors,,
Kinyan,Neighbors 10,Property law,Property acquisition law,Partnership law,,חזקת שימוש והרחקת נזקים בין שכנים,Presumptions of Use and Removal of Hazards among Neighbors,,
Kinyan,Neighbors 11,Property law,Property acquisition law,Partnership law,,חזקת שימוש והרחקת נזקים בין שכנים,Presumptions of Use and Removal of Hazards among Neighbors,,
Kinyan,Neighbors 12,Property law,Property acquisition law,Partnership law,,בן המצר,Adjoining Properties,,
Kinyan,Neighbors 13,Property law,Property acquisition law,Partnership law,,בן המצר,Adjoining Properties,,
Kinyan,Neighbors 14,Property law,Property acquisition law,Partnership law,,בן המצר,Adjoining Properties,,
Kinyan,Agents and Partners 1,Property law,Property acquisition law,-,,שלוחים,Agents,,
Kinyan,Agents and Partners 2,Property law,Property acquisition law,-,,שלוחים,Agents,,
Kinyan,Agents and Partners 3,Property law,Property acquisition law,-,,שלוחים,Agents,,
Kinyan,Agents and Partners 4,Property law,Property acquisition law,-,,שותפים,Partnerships,,
Kinyan,Agents and Partners 5,Property law,Property acquisition law,-,,שותפים,Partnerships,,
Kinyan,Agents and Partners 6,Property law,Property acquisition law,-,,שותפים,Partnerships,,
Kinyan,Agents and Partners 7,Property law,Property acquisition law,-,,שותפים,Partnerships,,
Kinyan,Agents and Partners 8,Property law,Property acquisition law,-,,שותפים,Partnerships,,
Kinyan,Agents and Partners 9,Property law,Property acquisition law,-,,שותפים,Partnerships,,
Kinyan,Agents and Partners 10,Property law,Property acquisition law,-,,שותפים,Partnerships,,
Kinyan,Slaves 1,Property law,Property acquisition law,Slave law,,עבד עברי,Hebrew (Jewish) Slaves,,
Kinyan,Slaves 2,Property law,Property acquisition law,Slave law,,עבד עברי,Hebrew (Jewish) Slaves,,
Kinyan,Slaves 3,Property law,Property acquisition law,Slave law,,עבד עברי,Hebrew (Jewish) Slaves,,
Kinyan,Slaves 4,Property law,Property acquisition law,Slave law,,אמה עברייה,Hebrew (Jewish) Maidservants,,
Kinyan,Slaves 5,Property law,Property acquisition law,Slave law,,עבד כנעני,Canaanite (Gentile) Slaves,,
Kinyan,Slaves 6,Property law,Property acquisition law,Slave law,,עבד כנעני,Canaanite (Gentile) Slaves,,
Kinyan,Slaves 7,Property law,Property acquisition law,Slave law,,עבד כנעני,Canaanite (Gentile) Slaves,,
Kinyan,Slaves 8,Property law,Property acquisition law,Slave law,,עבד כנעני,Canaanite (Gentile) Slaves,,
Kinyan,Slaves 9,Property law,Property acquisition law,Slave law,,עבד כנעני,Canaanite (Gentile) Slaves,,fundamental diff b/w kinyan and mishpatim?
Mishpatim,Hiring 1,Property law,Temporary acquisition law,Hiring law,,דיני שומרים,Laws of Guardianship,,
Mishpatim,Hiring 2,Property law,Temporary acquisition law,Hiring law,,דיני שומרים,Laws of Guardianship,,
Mishpatim,Hiring 3,Property law,Temporary acquisition law,Hiring law,,דיני שומרים,Laws of Guardianship,,
Mishpatim,Hiring 4,Property law,Temporary acquisition law,Hiring law,,שכירות נכסים,Property Rentals,,
Mishpatim,Hiring 5,Property law,Temporary acquisition law,Hiring law,,שכירות נכסים,Property Rentals,,
Mishpatim,Hiring 6,Property law,Temporary acquisition law,Hiring law,,שכירות נכסים,Property Rentals,,
Mishpatim,Hiring 7,Property law,Temporary acquisition law,Hiring law,,שכירות נכסים,Property Rentals,,
Mishpatim,Hiring 8,Property law,Temporary acquisition law,Hiring law,,שכירות נכסים,Property Rentals,,
Mishpatim,Hiring 9,Property law,Temporary acquisition law,Hiring law,,שכירות פועלים,Engagement of Workers,,
Mishpatim,Hiring 10,Property law,Temporary acquisition law,Hiring law,,שכירות פועלים,Engagement of Workers,,
Mishpatim,Hiring 11,Property law,Temporary acquisition law,Hiring law,,שכירות פועלים,Engagement of Workers,,
Mishpatim,Hiring 12,Property law,Temporary acquisition law,Hiring law,,אכילת פועל ובהמה,Feeding Workers and (Rented) Animals,,
Mishpatim,Hiring 13,Property law,Temporary acquisition law,Hiring law,,אכילת פועל ובהמה,Feeding Workers and (Rented) Animals,,
Mishpatim,Borrowing and Deposit 1,Property law,Temporary acquisition law,Borrowing law,,שואל,Borrowers,,
Mishpatim,Borrowing and Deposit 2,Property law,Temporary acquisition law,Borrowing law,,שואל,Borrowers,,
Mishpatim,Borrowing and Deposit 3,Property law,Temporary acquisition law,Borrowing law,,שואל,Borrowers,,
Mishpatim,Borrowing and Deposit 4,Property law,Temporary acquisition law,Borrowing law,,שומר חינם,Voluntary Guardians,,
Mishpatim,Borrowing and Deposit 5,Property law,Temporary acquisition law,Borrowing law,,שומר חינם,Voluntary Guardians,,
Mishpatim,Borrowing and Deposit 6,Property law,Temporary acquisition law,Borrowing law,,שומר חינם,Voluntary Guardians,,
Mishpatim,Borrowing and Deposit 7,Property law,Temporary acquisition law,Borrowing law,,שומר חינם,Voluntary Guardians,,
Mishpatim,Borrowing and Deposit 8,Property law,Temporary acquisition law,Borrowing law,,שומר חינם,Voluntary Guardians,,
Mishpatim,Creditor and Debtor 1,Property law,Temporary acquisition law,Debt law,,המצוות שבהלוואה ובפריעתה,Commandments surrounding Loans and their Repayment,,
Mishpatim,Creditor and Debtor 2,Property law,Temporary acquisition law,Debt law,,המצוות שבהלוואה ובפריעתה,Commandments surrounding Loans and their Repayment,,
Mishpatim,Creditor and Debtor 3,Property law,Temporary acquisition law,Debt law,,המצוות שבהלוואה ובפריעתה,Commandments surrounding Loans and their Repayment,,
Mishpatim,Creditor and Debtor 4,Property law,Temporary acquisition law,Debt law,,ריבית בהלוואה ובמסחר,Interest on Loans and in Commerce,,
Mishpatim,Creditor and Debtor 5,Property law,Temporary acquisition law,Debt law,,ריבית בהלוואה ובמסחר,Interest on Loans and in Commerce,,
Mishpatim,Creditor and Debtor 6,Property law,Temporary acquisition law,Debt law,,ריבית בהלוואה ובמסחר,Interest on Loans and in Commerce,,
Mishpatim,Creditor and Debtor 7,Property law,Temporary acquisition law,Debt law,,ריבית בהלוואה ובמסחר,Interest on Loans and in Commerce,,
Mishpatim,Creditor and Debtor 8,Property law,Temporary acquisition law,Debt law,,ריבית בהלוואה ובמסחר,Interest on Loans and in Commerce,,
Mishpatim,Creditor and Debtor 9,Property law,Temporary acquisition law,Debt law,,ריבית בהלוואה ובמסחר,Interest on Loans and in Commerce,,
Mishpatim,Creditor and Debtor 10,Property law,Temporary acquisition law,Debt law,,ריבית בהלוואה ובמסחר,Interest on Loans and in Commerce,,
