Siftei Kohen on Shulchan Arukh, Yoreh De'ah 228:98:1	פרק נערה המאורסה סוף דף ע"ג	פרק נערה המאורסה סוף (נדרים דף ע"ג)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 232:10:1	פרק המדיר ריש דף ע"א	פרק המדיר ריש (כתובות דף ע"א)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 234:25:1	פרק נערה שנתפתתה (דף מ"ט ע"א	פרק נערה שנתפתתה (כתובות דף מ"ט ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 234:48:1	בפרק השולח (דף ל"ה ע"ב	בפרק השולח (גיטין דף ל"ה ע"ב
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 239:33:1	בפרק שבועות שתים (דף כ"ו	בפרק שבועות שתים (שבועות דף כ"ו
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:10:1	בפרק הדר (ריש דף ס"ג	בפרק הדר (ריש עירובין דף ס"ג
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:16:1	פרק הדר (דף ס"ב ע"ב	פרק הדר (עירובין דף ס"ב ע"ב
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:17:1	ס"פ כל היד דף כ'	ס"פ כל היד (נדה דף כ')
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:19:1	פרק הדר (דף ס"ב ע"ב	פרק הדר (עירובין דף ס"ב ע"ב
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:42:1	בפרק הדר (סוף דף ס"ז	בפרק הדר (סוף עירובין דף ס"ז
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:55:1	פ' אלו טריפות דף מ"ד ע"ב	פ' אלו טריפות (חולין דף מ"ד ע"ב)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:55:1	פ' אלו טריפות (דף מ"ט	דפ' אלו טריפות (חולין דף מ"ט
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:58:1	פרק אחד דיני ממונות (דף ל"ג	פרק אחד דיני ממונות (סנהדרין דף ל"ג
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:68:1	בפרק החולץ (דף ל"ו	בפרק החולץ (יבמות דף ל"ו
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:68:1	בס"פ הערל (דף פ"א	ס"פ הערל (יבמות דף פ"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 242:68:1	פ' אחד דיני ממונות דף ל"ו	אחד דיני ממונות (סנהדרין דף ל"ו)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 246:8:1	פרק אלו מגלחין (דף י"ז ע"א	פרק אלו מגלחין (מועד קטן דף י"ז ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 246:23:1	פרק בני העיר (דף כ"ח ע"ב	פרק בני העיר (מגילה דף כ"ח ע"ב
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 250:1:1	בפרק מציאת האשה (דף ס"ז	בפרק מציאת האשה (כתובות דף ס"ז
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 252:6:1	פ' השולח ריש דף מ"ז	פ' השולח ריש (גיטין דף מ"ז)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 257:13:1	ס"פ כל הגט (דף ל'	ס"פ כל הגט (גיטין דף ל'
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 259:14:1	בפ' אותו ואת בנו (דף עט	בפ' אותו ואת בנו (חולין דף עט
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 259:14:1	בפ' מי שמת (דף קמ"ח ע"ב	פ' מי שמת (בבא בתרא דף קמ"ח ע"ב
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 259:14:1	פ' הזרוע והלחיים (דף קל"ד ע"א	הזרוע והלחיים (חולין דף קל"ד ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 262:2:1	ס"פ רבי ישמעאל (דף ע"ב ע"א	ס"פ רבי ישמעאל (מנחות דף ע"ב ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 262:2:1	פרק רבי אליעזר דמילה (דף קל"ז ע"א	רק רבי אליעזר דמילה (שבת דף קל"ז ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 266:12:1	בפ' במה מדליקין דף ל"ד ע"א	בפ' במה מדליקין (שבת דף ל"ד ע"א)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 267:37:1	פרק החובל (דף פ"ז ע"א	פרק החובל (בבא קמא דף פ"ז ע"א
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 267:52:1	פ' מרובה ריש דף ע"ה	פ' מרובה ריש (בבא קמא דף ע"ה)
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 267:100:1	פרק השולח (דף מ"ג ע"ב	פרק השולח (גיטין דף מ"ג ע"ב
Siftei Kohen on Shulchan Arukh, Yoreh De'ah 271:10:2	פרק המוציא יין סוף דף ע"ט	פרק המוציא יין סוף (שבת דף ע"ט)
