Rashi on Exodus 21:24:1	פֶרֶק הַחוֹבֵל (דף פ"ג	פֶרֶק הַחוֹבֵל (בבא קמא דף פ"ג
Rashi on Exodus 25:12:2	פ' שְׁתֵּי הַלֶּחֶם (דף צ"ח	פ' שְׁתֵּי הַלֶּחֶם (מנחות דף צ"ח
Rashi on Leviticus 11:19:3	פֶרֶק מִי שֶׁאֲחָזוֹ (דף ס"ח	פֶרֶק מִי שֶׁאֲחָזוֹ (גיטין דף ס"ח
Rashi on Leviticus 12:8:1	פֶרֶק כָּל הַתָּדִיר (צ ע"א	פֶרֶק כָּל הַתָּדִיר (זבחים צ ע"א
Tur, Orach Chaim 46:1	פרק כיצד מברכין (לה.	פרק כיצד מברכין (ברכות לה.
Tur, Orach Chaim 61:1	פ' מקום שנהגו (נו.	פ' מקום שנהגו (פסחים נו.
Tur, Orach Chaim 114:1	פרק תפלת השחר (כט.	פרק תפלת השחר (ברכות כט.
Tur, Orach Chaim 128:1	פרק ואלו נאמרים (לט:	פרק ואלו נאמרים (סוטה לט:
Tur, Orach Chaim 189:1	פרק במה בהמה (נה:	פרק במה בהמה (שבת נה:
Tur, Orach Chaim 201:1	פרק הרואה (נה:	פרק הרואה (ברכות נה:
Tur, Orach Chaim 231:1	פרק הישן (כו.	פרק הישן (סוכה כו.
Tur, Orach Chaim 238:1	פרק הדר (סה.	פרק הדר (עירובין סה.
Tur, Orach Chaim 238:1	פרק עושין פסין (יח:	רק עושין פסין (עירובין יח:
Tur, Orach Chaim 242:1	פרק אלו דברים (סח:	פרק אלו דברים (פסחים סח:
Tur, Orach Chaim 242:1	פרק כל כתבי (קיט.	רק כל כתבי (שבת קיט.
Tur, Orach Chaim 249:1	פ' השולח (לח:	פ' השולח (גיטין לח:
Tur, Orach Chaim 249:1	פרק בכל מערבין (מ:	רק בכל מערבין (עירובין מ:
Tur, Orach Chaim 250:1	פרק כל כתבי (קיט:	פרק כל כתבי (שבת קיט:
Tur, Orach Chaim 268:1	פרק כל כתבי (קיט:	פרק כל כתבי (שבת קיט:
Tur, Orach Chaim 268:1	פ' במה מדליקין (כד:	' במה מדליקין (שבת כד:
Tur, Orach Chaim 284:1	פרק ערבי פסחים (קיז:	פרק ערבי פסחים (פסחים קיז:
Tur, Orach Chaim 288:1	פרק כל כתבי (קיט:	פרק כל כתבי (שבת קיט:
Tur, Orach Chaim 290:1	פרק השולח (לח:	פרק השולח (גיטין לח:
Tur, Orach Chaim 292:1	פרק בני העיר (לא.	פרק בני העיר (מגילה לא.
Tur, Orach Chaim 312:1	פ' המצניע (צב.	פ' המצניע (שבת צב.
Shulchan Arukh, Choshen Mishpat 76:3	פ' המפקיד דף ל"ז ע"א	פ' המפקיד (בבא מציעא דף ל"ז ע"א)
Shenei Luchot HaBerit, Toldot Adam, Beit HaBechirah 9	פרק במה מדליקין דף ל"ג	פרק במה מדליקין (שבת דף ל"ג)
Shenei Luchot HaBerit, Shaar HaOtiyot, Derech Eretz 10	פרק ערבי פסחים דף קי"ב	פרק ערבי פסחים (פסחים דף קי"ב)
