Book,Mishnah Chapter,Start Mishnah,End Mishnah,Start Daf,Start Line,End Daf,End Line
Bava_Metzia,1,6,6,12b,35,12b,38
Bava_Metzia,1,7,7,18a,20,18a,21
Bava_Metzia,1,8,8,20a,13,20a,19
Bava_Metzia,2,1,1,21a,14,21a,22
Bava_Metzia,2,2,2,24b,67,25a,1
Bava_Metzia,2,3,3,25b,9,25b,10
Bava_Metzia,2,3,3,25b,38,25b,40
Bava_Metzia,2,4,4,26b,30,26b,33
Bava_Metzia,2,5,5,27a,10,27a,11
Bava_Metzia,2,6,6,28a,28,28a,31
Bava_Metzia,3,1,1,33b,15,33b,21
Bava_Metzia,3,2,2,35b,15,35b,18
Bava_Metzia,3,3,4,37a,14,37a,23
Bava_Metzia,4,1,2,44a,28,44a,39
Bava_Metzia,4,3,3,49b,31,49b,38
Bava_Metzia,4,4,4,51a,37,51a,42
Bava_Metzia,4,5,6,51b,29,52a,5
Bava_Metzia,4,7,7,55a,21,55a,23
Bava_Metzia,4,8,8,55b,6,55b,9
Bava_Metzia,4,9,9,56a,28,56b,3
Bava_Metzia,4,10,10,58b,20,58b,22
Bava_Metzia,4,11,12,59b,88,60a,8
Bava_Metzia,4,12,12,60a,46,60a,53
Bava_Metzia,5,1,1,60b,33,60b,39
Bava_Metzia,5,2,2,64b,4,64b,4
Bava_Metzia,5,2,3,65a,27,65b,7
Bava_Metzia,5,4,4,68a,31,68a,33
Bava_Metzia,5,5,5,69b,29,69b,32
Bava_Metzia,5,6,6,70b,1,70b,2
Bava_Metzia,5,7,7,72b,19,72b,25
Bava_Metzia,5,8,8,74b,32,74b,34
Bava_Metzia,5,9,9,75a,5,75a,10
Bava_Metzia,6,1,2,75b,52,76a,2
Bava_Metzia,6,3,3,78a,15,78a,20
Bava_Metzia,6,3,4,80a,1,80a,3
Bava_Metzia,6,5,5,80a,25,80a,29
Bava_Metzia,6,6,7,80b,20,80b,27
Bava_Metzia,6,8,8,82a,14,82b,11
Bava_Metzia,7,1,1,83a,59,83a,70
Bava_Metzia,7,2,2,87a,57,87b,1
Bava_Metzia,7,3,3,91b,9,91b,11
Bava_Metzia,7,4,4,91b,23,91b,26
Bava_Metzia,7,5,5,92a,8,92a,11
Bava_Metzia,7,6,8,93a,15,93a,19
Bava_Metzia,7,8,8,93a,50,93a,52
Bava_Metzia,7,9,10,93b,63,93b,74
Bava_Metzia,7,10,11,94a,4,94a,5
Bava_Metzia,8,1,1,94a,50,94b,1
Bava_Metzia,8,2,2,97a,45,97b,11
Bava_Metzia,8,3,3,98b,27,98b,32
Bava_Metzia,8,4,4,100a,1,100a,11
Bava_Metzia,8,5,5,100b,66,100b,70
Bava_Metzia,9,1,1,103a,45,103b,1
Bava_Metzia,9,2,2,103b,50,103b,51
Bava_Metzia,9,3,3,104a,23,104a,25
Bava_Metzia,9,4,4,105a,20,105a,24
Bava_Metzia,9,5,5,105a,40,105a,43
Bava_Metzia,9,6,6,105b,55,105b,57
Bava_Metzia,9,7,7,106b,36,106b,37
Bava_Metzia,9,8,8,106b,52,106b,53
Bava_Metzia,10,1,1,116b,1,116b,2
Bava_Metzia,10,2,2,116b,43,116b,45
Bava_Metzia,10,3,3,117a,55,117a,58
Bava_Batra,1,1,1,2a,1,2a,12
Sanhedrin,1,1,6,2a,1,2b,3
Sanhedrin,2,1,2,18a,8,18a,24
Sanhedrin,2,3,3,20a,11,20a,14
Sanhedrin,2,4,4,20b,12,20b,14
Sanhedrin,3,1,1,23a,1,23a,9
Sanhedrin,3,2,2,24a,58,24a,65
Sanhedrin,3,3,3,24b,36,24b,40
Sanhedrin,3,4,5,27b,29,27b,42
Sanhedrin,3,6,7,29a,30,29a,43
Sanhedrin,3,8,8,31a,24,31a,39
Sanhedrin,4,1,2,32a,1,32a,15
Sanhedrin,4,3,4,36b,42,37a,4
Sanhedrin,4,5,5,37a,30,37b,5
Sanhedrin,5,1,5,40a,1,40a,44
Sanhedrin,6,1,1,43a,56,43a,57
Sanhedrin,6,2,2,43b,6,43b,16
Sanhedrin,6,3,3,44b,53,44b,55
Sanhedrin,7,1,1,49b,1,49b,5
Sanhedrin,7,2,2,52a,12,52a,19
Sanhedrin,7,3,3,52b,60,52b,60
Sanhedrin,7,4,4,54a,60,54a,66
Sanhedrin,7,5,5,55b,37,56a,6
Sanhedrin,7,6,6,60b,1,60b,4
Sanhedrin,7,7,7,65a,1,65a,3
Sanhedrin,7,8,8,66a,4,66a,4
Sanhedrin,7,8,8,66a,8,66a,9
Sanhedrin,7,9,9,66b,2,66b,3
Sanhedrin,7,10,11,67a,57,67a,61
Sanhedrin,8,1,1,68b,1,68b,3
Sanhedrin,8,2,2,70a,3,70a,6
Sanhedrin,8,3,3,71a,7,71a,9
Sanhedrin,8,4,4,71a,25,71a,27
Sanhedrin,8,4,4,71a,62,71a,65
Sanhedrin,8,4,4,71b,13,71b,14
Sanhedrin,8,5,5,71b,49,71b,53
Sanhedrin,8,6,6,72a,10,72a,11
Sanhedrin,8,7,7,73a,1,73a,3
Sanhedrin,9,1,1,78a,59,78a,61
Sanhedrin,9,2,2,78b,30,79a,7
Makkot,1,1,1,2a,1,2a,3
Makkot,1,1,1,3a,33,3a,34
Makkot,2,1,3,7a,45,7b,3
Makkot,2,4,6,9b,44,9b,54
Makkot,3,1,2,13a,31,13a,46
Makkot,3,3,4,17a,31,17a,37
Makkot,3,5,5,20a,21,20a,28
Makkot,3,6,6,21a,31,21a,34
Makkot,3,7,9,21a,54,21b,8
Makkot,3,10,11,22a,50,22b,2
Makkot,3,11,11,22b,20,22b,20
Makkot,3,12,14,22b,25,22b,40
Makkot,3,15,16,23a,76,23b,6
Shevuot,1,1,7,2a,1,2b,33
Shevuot,2,1,5,14a,33,14b,12
Shevuot,3,1,1,19b,37,19b,43
Shevuot,3,1,4,22b,43,22b,52
Shevuot,3,5,5,25a,6,25a,18
Shevuot,3,6,6,27a,1,27a,7
Shevuot,3,7,7,27b,12,27b,14
Shevuot,3,8,9,29a,4,29a,11
Shevuot,3,10,11,29b,13,29b,17
Shevuot,4,1,4,31b,31,31b,46
Shevuot,4,5,6,33a,5,33a,11
Shevuot,4,7,7,33b,9,33b,9
Shevuot,4,8,10,35a,2,35a,9
Shevuot,5,1,4,36b,9,36b,65
Shevuot,6,1,4,38b,31,38b,59
Shevuot,6,5,6,42b,31,42b,47
Shevuot,6,7,7,43a,48,43a,58
Shevuot,7,1,8,44b,22,45a,51
Shevuot,8,1,6,49a,12,49b,32
Avodah_Zarah,1,1,1,2a,1,2a,5
Avodah_Zarah,1,2,2,7b,7,7b,10
Avodah_Zarah,1,3,3,8a,14,8a,18
Avodah_Zarah,1,4,4,12b,27,12b,28
Avodah_Zarah,1,5,5,13b,44,13b,51
Avodah_Zarah,1,6,6,14b,39,14b,41
Avodah_Zarah,1,7,7,16a,52,16a,54
Avodah_Zarah,1,8,9,20b,56,21a,6
Avodah_Zarah,3,1,1,40b,50,40b,54
Avodah_Zarah,3,2,2,41a,31,41a,32
Avodah_Zarah,3,3,3,42b,26,42b,28
Avodah_Zarah,3,3,3,43b,45,43b,49
Avodah_Zarah,3,4,4,44b,1,44b,12
Avodah_Zarah,3,5,5,45a,1,45a,8
Avodah_Zarah,3,6,6,47a,50,47b,6
Avodah_Zarah,3,7,7,47b,29,47b,32
Avodah_Zarah,4,1,1,49b,55,49b,58
Avodah_Zarah,4,2,2,51b,19,51b,20
Avodah_Zarah,4,3,4,51b,46,51b,48
Avodah_Zarah,4,4,4,52b,38,52b,39
Avodah_Zarah,5,1,1,62a,1,62a,5
Avodah_Zarah,5,2,2,65b,10,65b,14
Avodah_Zarah,5,3,3,69a,15,69a,27
Horayot,1,1,1,2a,1,2a,4
Horayot,1,2,3,3b,36,3b,54
Horayot,1,4,4,4b,50,4b,50
Horayot,1,5,5,4b,58,5a,10
Horayot,2,1,1,6b,29,6b,30
Horayot,2,2,2,7a,22,7a,22
Horayot,3,1,1,9b,41,9b,42
Zevachim,2,1,1,25a,11,25a,11
Zevachim,2,1,1,26a,67,26a,67
Zevachim,2,2,2,27b,39,27b,40
Zevachim,2,3,5,29b,29,29b,48
Zevachim,3,1,1,31b,35,32a,6
Zevachim,4,1,2,36b,36,36b,42
Zevachim,4,3,3,42b,33,43a,13
Zevachim,5,1,2,47a,29,47b,3
Zevachim,5,3,3,52b,41,53a,3
Zevachim,5,4,4,53b,4,53b,4
Zevachim,5,5,5,54b,28,54b,31
Zevachim,5,6,6,55a,24,55a,26
Zevachim,5,7,7,55a,47,55a,49
Zevachim,5,8,8,56b,34,56b,38
Zevachim,6,1,1,63a,3,63a,3
Zevachim,6,2,3,63a,37,63b,1
Zevachim,6,4,4,64b,16,64b,18
Zevachim,6,5,7,64b,44,65a,6
Zevachim,7,1,1,66a,23,66a,29
Zevachim,8,1,2,70b,40,71b,6
Zevachim,8,3,3,75b,36,75b,40
Zevachim,8,4,4,77a,16,77a,19
Zevachim,8,5,5,77b,22,77b,25
Zevachim,8,6,7,77b,33,78a,4
Zevachim,8,8,10,79b,28,80a,16
Zevachim,8,11,11,81b,37,81b,46
Zevachim,9,1,1,83a,37,83a,48
Zevachim,9,2,5,85b,55,85b,60
Zevachim,9,6,7,86a,36,86a,40
Zevachim,10,1,1,89a,1,89a,3
Zevachim,11,1,2,92a,13,92a,19
Zevachim,11,3,3,93a,50,93a,52
Zevachim,11,3,4,93b,46,93b,49
Zevachim,11,5,5,94b,50,94b,55
Zevachim,12,1,1,98b,17,98b,22
Zevachim,12,2,3,103a,1,103a,8
Zevachim,12,4,4,103b,40,103b,46
Zevachim,12,5,5,104a,50,104b,6
Zevachim,13,1,2,106a,26,106a,38
Zevachim,13,3,3,108a,32,108a,41
Zevachim,13,4,5,109a,1,109a,2
Zevachim,13,6,6,110a,49,110a,52
Zevachim,13,6,6,110a,66,110b,5
Zevachim,13,7,7,111a,49,111b,4
Zevachim,13,8,8,111b,40,111b,49
Zevachim,14,1,10,112a,25,113a,5
Menachot,1,1,1,2a,1,2a,3
Menachot,2,1,1,13a,10,13a,17
Menachot,2,2,2,13b,36,13b,39
Menachot,2,2,2,14b,46,14b,49
Menachot,2,3,3,15a,22,15a,28
Menachot,2,4,4,15b,36,15b,39
Menachot,3,1,1,17a,49,17a,51
Menachot,3,2,2,18a,42,18a,42
Menachot,3,2,2,22a,25,22a,27
Menachot,3,3,3,25a,1,25a,1
Menachot,3,4,4,26a,5,26a,5
Menachot,3,4,4,26a,40,26a,41
Menachot,3,5,5,27a,6,27a,11
Menachot,3,6,6,27a,24,27a,32
Menachot,3,7,7,28a,11,28a,17
Menachot,4,1,1,38a,11,38a,12
Menachot,4,1,1,44b,2,44b,3
Menachot,4,2,2,44b,27,44b,29
Menachot,4,3,3,45b,2,45b,12
Menachot,4,4,4,49a,34,49a,41
Menachot,5,1,1,52b,29,52b,34
Menachot,5,2,2,55a,28,55a,30
Menachot,5,3,3,59a,1,59a,6
Menachot,5,4,4,59b,3,59b,5
Menachot,5,5,5,60a,15,60a,19
Menachot,5,6,7,61a,12,61a,26
Menachot,5,8,8,63a,1,63a,6
Menachot,5,9,9,63a,26,63a,30
Menachot,11,1,1,94a,23,94a,26
Menachot,11,2,2,95b,4,95b,8
Menachot,11,3,6,96a,7,96a,27
Menachot,11,7,7,99b,25,99b,37
Menachot,11,8,8,100a,17,100a,21
Menachot,11,9,9,100b,6,100b,17
Menachot,12,1,1,100b,23,100b,24
Menachot,12,2,2,102b,25,102b,32
Menachot,12,3,3,103a,4,103a,9
Menachot,12,4,4,103b,22,103b,31
Menachot,12,4,4,104a,9,104a,9
Menachot,12,5,5,104b,4,104b,11
Menachot,13,1,2,104b,35,104b,46
Menachot,13,3,4,106b,38,106b,45
Menachot,13,5,5,107a,37,107a,40
Menachot,13,6,8,107a,74,107b,17
Menachot,13,9,9,108a,36,108a,39
Menachot,13,9,9,108b,34,108b,35
Menachot,13,10,10,109a,5,109a,12
Menachot,13,10,10,109a,30,109a,30
Menachot,13,11,11,110a,41,110a,42
Chullin,1,1,1,2a,1,2a,2
Chullin,1,1,1,13b,40,13b,40
Chullin,1,1,1,14a,1,14a,1
Chullin,1,2,2,15b,14,15b,15
Chullin,1,2,2,18a,33,18a,34
Chullin,1,3,3,18a,41,18a,43
Chullin,1,4,4,19b,36,19b,40
Chullin,1,5,5,22a,24,22a,25
Chullin,1,6,6,23b,23,23b,23
Chullin,1,6,6,25b,19,25b,19
Chullin,2,1,1,27a,1,27a,5
Chullin,3,1,1,42a,4,42a,21
Chullin,3,2,3,56a,2,56a,9
Chullin,3,4,4,56b,40,56b,48
Chullin,3,5,5,58b,44,58b,45
Chullin,3,6,7,59a,19,59a,30
Chullin,4,1,1,68a,1,68a,5
Chullin,4,2,2,69b,36,69b,37
Chullin,4,3,3,71a,22,71a,22
Chullin,4,4,4,72a,40,72b,9
Chullin,4,5,5,74a,52,74b,3
Chullin,4,6,6,76a,1,76a,2
Chullin,4,7,7,77a,39,77a,44
Chullin,5,1,1,78a,10,78a,23
Chullin,6,1,1,83b,6,83b,9
Chullin,6,2,2,85a,16,85a,17
Chullin,6,3,3,86a,20,86a,24
Chullin,6,4,4,86b,21,86b,24
Chullin,6,4,4,87a,3,87a,5
Chullin,6,5,6,87a,61,87b,7
Chullin,6,7,7,88a,26,88a,30
Chullin,7,1,1,89b,3,89b,9
Chullin,7,2,2,93b,64,93b,64
Chullin,7,2,3,96a,16,96a,22
Chullin,7,4,5,96b,16,96b,19
Chullin,7,6,6,100b,2,100b,8
Chullin,8,1,1,104b,12,104b,16
Chullin,8,2,2,107b,50,107b,52
Chullin,8,3,3,108a,4,108a,5
Chullin,8,3,3,113a,39,113a,39
Chullin,8,4,4,113a,44,113a,50
Chullin,8,5,5,116a,40,116b,2
Chullin,8,6,6,116b,43,117a,2
Chullin,9,1,1,117b,8,117b,12
Chullin,9,2,2,122a,17,122a,26
Chullin,9,3,3,123a,9,123a,14
Chullin,9,4,4,124a,45,124a,49
Chullin,9,5,5,124b,60,125a,2
Chullin,9,6,6,126b,27,126b,30
Chullin,9,7,7,127a,50,127b,6
Chullin,9,8,8,129b,22,129b,23
Chullin,10,1,2,130a,1,130a,9
Chullin,10,3,3,132a,44,132a,49
Chullin,10,4,4,134a,23,134a,25
Chullin,10,4,4,134b,31,134b,35
Chullin,11,1,2,135a,1,135a,18
Chullin,12,1,2,138b,8,138b,14
Bekhorot,2,1,1,13a,21,13a,23
Bekhorot,2,2,2,14a,1,14a,2
Bekhorot,4,1,2,26b,20,26b,33
Bekhorot,4,3,4,28a,38,28a,41
Bekhorot,4,4,4,28b,28,28b,30
Bekhorot,4,5,5,28b,51,29a,1
Bekhorot,4,6,6,29a,11,29a,14
Bekhorot,4,7,7,29b,10,29b,13
Bekhorot,4,8,8,29b,34,29b,34
Bekhorot,4,9,9,29b,37,29b,39
Bekhorot,4,10,10,30a,7,30a,10
Bekhorot,5,1,1,31a,45,31a,47
Bekhorot,5,2,2,33b,12,33b,16
Bekhorot,5,3,4,34a,33,34a,35
Bekhorot,5,4,4,35a,49,35a,53
Bekhorot,5,5,5,36a,61,36a,61
Bekhorot,5,5,5,36b,42,36b,44
Bekhorot,5,6,6,37a,20,37a,23
Bekhorot,6,1,1,37a,42,37a,49
Bekhorot,6,2,2,38a,48,38a,51
Bekhorot,7,1,2,43a,3,43a,8
Bekhorot,7,2,2,43b,44,43b,48
Bekhorot,7,3,3,43b,64,43b,66
Bekhorot,7,4,5,44a,46,44a,51
Bekhorot,7,5,5,44b,1,44b,1
Bekhorot,7,5,5,44b,50,44b,56
Bekhorot,7,6,6,45b,31,45b,35
Bekhorot,7,7,7,45b,62,45b,65
Bekhorot,8,1,2,47b,30,47b,34
Bekhorot,8,3,3,48a,1,48a,6
Bekhorot,8,4,4,48b,30,48b,45
Bekhorot,8,5,6,49a,9,49a,13
Bekhorot,8,6,6,49a,25,49a,28
Bekhorot,8,7,7,49b,29,49b,31
Bekhorot,8,8,8,51a,16,51a,20
Bekhorot,8,9,9,51b,42,52a,1
Bekhorot,9,1,1,53a,1,53a,6
Bekhorot,9,2,2,54b,33,54b,39
Bekhorot,9,3,3,55b,22,55b,22
Bekhorot,9,4,4,57a,12,57a,15
Bekhorot,9,5,6,57b,17,57b,33
Arakhin,1,1,1,2a,1,2a,3
Arakhin,1,1,1,5a,42,5a,42
Arakhin,1,2,2,5b,16,5b,19
Arakhin,1,3,3,6b,25,6b,29
Arakhin,1,4,4,7a,37,7a,40
Arakhin,2,1,2,7b,42,7b,48
Arakhin,2,3,4,10a,4,10a,15
Arakhin,2,5,5,13a,24,13a,25
Arakhin,2,6,6,13b,22,13b,26
Temurah,3,1,3,18b,21,18b,42
Temurah,3,3,4,20b,8,20b,22
Temurah,3,5,5,21a,5,21a,12
Temurah,6,1,1,28a,1,28a,8
Temurah,6,2,2,29a,44,29a,49
Keritot,1,1,2,2a,1,2a,17
Keritot,1,3,5,7b,24,7b,36
Keritot,1,6,6,7b,70,7b,79
Keritot,1,7,7,8a,46,8a,54
Keritot,2,1,1,8b,8,8b,12
Keritot,2,2,3,9a,50,9b,19
Keritot,3,1,2,11b,12,11b,31
Keritot,4,1,3,19a,31,19a,48
Keritot,5,1,1,20b,19,20b,20
Keritot,5,2,3,22a,74,22a,82
Keritot,5,3,4,22b,46,23a,33
Keritot,6,1,2,23b,22,23b,33
Meilah,2,1,2,9a,15,9a,35
Meilah,4,1,3,17a,3,17a,7
Meilah,4,4,4,17b,33,17b,35
Meilah,4,4,5,17b,39,17b,41
Meilah,4,6,6,18a,1,18a,4
Meilah,4,6,6,18a,11,18a,14
Meilah,6,1,2,21a,3,21a,14
Meilah,6,3,4,21a,33,21b,3
Meilah,6,5,6,21b,20,21b,32
Niddah,2,1,3,14a,13,14a,23
Niddah,2,4,4,15a,38,15a,40
Niddah,2,4,4,16a,43,16a,47
Niddah,2,5,5,17b,2,17b,5
Niddah,2,6,7,19a,6,19a,25
Niddah,5,1,2,40a,1,40a,7
Niddah,5,3,3,43b,68,44a,1
Niddah,5,4,4,44b,21,44b,27
Niddah,5,5,5,45a,58,45a,62
Niddah,5,6,6,45b,2,45b,6
Niddah,5,7,8,47a,15,47a,29
Niddah,5,9,9,47b,33,47b,39
