Sefaria Community Translation,558
"Mishnah, ed. Romm, Vilna 1913",311
On Your Way,292
Vilna Edition,260
Torat Emet 363,163
"Rabbi Mike Feuer, Jerusalem Anthology",144
ToratEmet,124
Wikisource Mishneh Torah,89
Torat Emet 357,75
Friedberg Edition,60
"Talmud Bavli, Vilna 1883 ed.",53
Tanach with Ta'amei Hamikra,39
Mechon Mamre Talmud Yerushalmi,39
Tanach with Nikkud,39
The Holy Scriptures: A New Translation (JPS 1917),39
Tanach with Text Only,39
Wikisource Talmud Bavli,37
Vilna edition,33
Sefaria Responsa Anthology,30
Minchat Shai,29
The Mishna with Obadiah Bartenura by Rabbi Shraga Silverstein,29
YU Torah miTzion Beit Midrash,29
Mikraot Gedolot,29
"Rabbi Dr. David Mevorach Seidenberg, from ""Kabbalah and Ecology""",26
"Gerlitz edition, published by Oraita",26
William Davidson Edition - English,26
William Davidson Edition - Aramaic,25
Open Mishnah,24
Radak on Nach,23
"Chiddushei HaRamban, Jerusalem 1928-29",22
"Talmud Bavli, Vilna, 1880.",22
"Eliyahu Munk, HaChut Hameshulash",21
OYW,18
Tosafot Rid,18
Wikisource,15
The Rashi Ketuvim by Rabbi Shraga Silverstein,13
Eighteen Treatises from the Mishna,13
Yehoyesh's Yiddish Tanakh Translation [yi],12
Vilna Ed,12
Wikisource Talmud,12
Wikisource Mikraot Gedolot,10
Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann,10
"Sefer Torat Elohim, Vilna 1879",10
Midrash Rabbah -- TE,10
Rabbi Mark Greenspan,8
Daf Shevui,7
Torat Emet 370,7
"Contemporary halakhic problems; by J. David Bleich, 1977-2005",7
"Migdal Chananel, Berlin, 1876",7
"Tur Choshen Mishpat: Vilna, 1923",6
"Sefer HaMitzvot, Warsaw 1883",6
Wikisource Shulchan Aruch,6
"Teshuvot HaRadbaz, Warsaw 1882",6
"Sefer Yetzirah, Warsaw 1884",5
"The Targum of Jonathan ben Uzziel, trans. J. W. Etheridge, London, 1862",5
Koren with Ta'amei Hamikra,5
"Yad-Hachazakah,  translated by Elias Soloweyczik; London, 1863",5
"Tur Even HaEzer, Vilna, 1923",5
Daat Zekenim translated by Rb. Eliyahu Munk,5
VBM Torah,5
Wikisource Tosafot,5
The Rashi chumash by Rabbi Shraga Silverstein,5
"Tur Orach Chaim, Vilna, 1923",5
Wikisource Rashi,5
daat zekenim,5
WikiSource Rashi,5
"Tur Yoreh Deah, Vilna, 1923",5
"Warsaw, 1868",4
WikiSource Tosafot,4
1,4
Torat Emet,4
"Seder Olam, Warsaw 1904",4
"Shadal first edition, Padua 1871",4
Torat Emet Freeware Shulchan Aruch,4
"Chidushi HaRitva, Amsterdam, 1729.",3
"En Jacob, translated by SH Glick, 1916",3
"Chovat Halevavot, Warsaw 1875",3
daat,3
"Perush al Hamesh Megillot, Konigsberg, 1860",3
Sifrei by Rabbi Shraga Silverstein,3
כתובים אחרנים - יצחק זעקיל פרענקיל,2
Malbim on Amos--Wikisource,2
the Open Siddur Project,2
Wikitext,2
The Laws of Salting Meat -- Rabbi Ari Enkin,2
"Teshuvot HaRosh, Vilna, 1885",2
"Modernized Tanakh - Based on JPS 1917, Edited by Adam Cohn",2
Ibn Ezra on Proverbs -- Daat,2
Malbim on Habakkuk--Wikisource,2
Ibn Ezra on the Pentateuch; trans. by Jay F. Shachter,2
Public Domain,2
Avraham Kahana 1937 - with ta'am added,2
unknown,2
"Sefer Yezirah, trans. by Isidor Kalisch. New York, 1877",2
"Munkatch, 1901",2
"Vilna, 1885",2
B'Mareh HaBazak Machon Eretz Hemdah,2
Eighteen Treatises from the Mishnah,2
"Vilna, 1876",2
Malbim on Joel--Wikisource,2
Malbim on Nahum--Wikisource,2
Malbim on Micah--Wikisource,2
Rabbi Mike Feuer,2
Malbim on Obadiah--Wikisource,2
Wikisource Aramaic Targum to Chronicles,2
Sefaria Edition,2
"St.Petersburg, 1883",2
Sefer Hasidim 158,2
YU Torah miTzion Beit Midras,2
Malbim on Proverbs--Wikisource,2
Malbim on Hosea--Wikisource,2
Sifra by Rabbi Shraga Silverstein,2
"Tractate Berakot by A. Cohen, Cambridge University Press, 1921",2
Warsaw 1883,2
