3,3,1
18,18,1
28,28,1
30,30,1
32,32,1
33,34,2
38,38,2
42,42,2
46,46,2
48,49,2
51,51,2
53,53,3
55,55,3
59,59,3
59,59,3
61,61,3
62,63,3
63,63,3
64,64,3
65,65,3
65,65,3
67,67,3
68,68,3
69,70,3
71,71,4
73,73,4
74,74,4
77,77,4
81,81,4
87,87,4
88,88,4
88,88,4
90,90,4
91,91,5
93,94,5
96,97,5
98,98,5
100,100,5
101,101,5
103,103,5
108,108,5
109,110,6
118,118,6
118,118,6
119,119,6
121,121,6
122,122,6
122,122,6
124,124,6
124,124,7
139,139,7
144,144,7
148,148,7
156,156,7
157,157,7
158,158,7
165,166,8
172,172,8
173,173,8
179,180,8
183,183,8
185,186,9
192,192,9
196,196,9
200,200,9
205,206,9
216,217,9
219,219,9
221,222,10
225,225,10
227,227,10
228,228,10
229,230,10
232,232,10
-1,234,10
235,235,10
235,235,10
235,235,10
236,236,10
237,237,10
239,239,10
240,241,10
243,243,10
-1,245,10
246,246,10
246,246,10
246,246,10
247,247,10
248,248,10
0,0,0
