3,3,1
20,20,1
21,21,1
21,22,1
23,23,1
23,23,1
24,24,1
25,25,1
25,25,1
28,28,1
30,31,2
36,36,2
40,40,2
43,43,2
46,46,2
46,46,2
52,52,2
53,53,2
54,54,2
55,55,2
56,57,3
72,72,3
75,75,3
77,77,3
79,79,3
79,79,3
80,80,3
81,81,3
82,83,4
86,86,4
87,88,4
92,92,4
95,96,4
97,97,4
101,101,4
104,104,4
108,108,5
113,114,5
116,116,5
122,122,5
125,125,5
128,128,5
130,130,6
131,132,6
132,132,6
133,133,6
135,135,6
138,138,6
139,139,7
142,142,7
143,143,7
144,144,7
149,150,7
153,153,7
153,153,7
154,155,8
157,157,8
158,158,8
158,158,8
160,160,8
164,165,9
167,167,9
172,172,9
172,172,9
173,174,9
-1,177,9
178,178,9
179,179,9
179,179,10
181,181,10
185,185,10
186,186,10
189,189,10
193,193,11
194,194,11
195,195,11
198,198,11
200,200,11
202,202,12
205,205,12
207,207,12
208,209,13
214,214,13
216,216,13
216,216,13
216,217,13
217,217,13
218,218,13
219,219,13
219,219,13
219,220,13
220,220,13
0,0,0
