3,3,1
17,17,1
19,19,1
20,20,1
22,22,1
25,25,1
29,29,2
33,33,2
37,37,2
42,42,2
44,44,2
45,45,2
46,46,2
47,48,3
51,51,3
53,53,3
55,55,3
56,56,3
57,57,3
58,58,3
59,59,3
61,61,3
63,63,4
68,68,4
68,68,4
74,74,4
80,80,4
81,82,4
86,86,4
89,89,4
89,90,4
90,90,4
92,92,4
92,92,4
93,93,4
96,96,5
103,103,5
104,104,5
108,108,5
109,109,5
110,110,5
114,114,5
117,117,5
117,118,5
121,121,5
123,124,6
126,127,6
128,128,6
129,129,6
129,129,6
130,130,6
130,130,6
131,131,6
131,131,6
131,132,6
134,134,7
142,142,7
143,143,7
145,146,7
147,147,7
150,150,7
151,151,7
152,152,7
153,153,8
155,155,8
155,155,8
157,157,8
158,158,8
158,159,8
161,161,8
-1,161,8
161,161,8
162,162,8
163,163,9
169,169,9
169,170,9
171,171,9
172,172,9
173,173,9
174,174,9
176,176,9
176,176,9
179,179,9
180,180,9
180,181,9
182,182,9
183,183,9
184,184,9
185,185,9
187,187,9
187,187,9
190,190,9
