3,3,1
6,6,1
10,10,1
14,14,1
17,17,1
-1,23,1
24,24,1
25,25,1
25,25,2
27,27,2
31,32,2
33,34,2
36,36,2
37,37,2
38,38,3
42,42,3
46,46,3
48,48,3
49,50,3
52,52,4
55,55,4
56,56,4
56,56,4
56,57,4
57,57,4
58,58,4
58,58,4
58,58,4
59,59,4
61,62,5
64,64,5
66,66,5
67,67,5
69,69,5
69,69,5
69,69,5
71,71,5
72,72,5
72,72,5
73,73,5
73,73,6
76,76,6
77,77,6
77,77,6
78,78,6
79,79,6
79,79,6
79,79,6
79,79,6
80,80,6
80,80,6
80,81,6
81,81,6
81,81,6
85,85,7
86,86,7
86,86,7
87,87,7
88,88,7
88,88,7
88,89,7
90,90,7
90,90,7
91,92,8
94,94,8
95,95,8
96,96,8
97,97,8
97,97,8
98,98,8
101,101,8
102,103,8
104,104,8
104,105,9
108,108,9
110,110,9
112,112,9
113,113,9
114,114,9
116,116,9
119,119,9
122,122,9
123,123,9
125,125,9
128,128,9
