3,3,1
28,28,1
44,44,1
50,50,1
51,51,1
55,55,1
56,56,1
57,57,1
71,71,1
72,73,1
78,78,1
80,80,1
81,81,2
91,91,2
96,96,2
98,98,2
99,99,2
99,99,2
99,100,2
100,100,2
104,104,2
112,112,2
115,115,2
116,116,3
119,119,3
120,120,3
121,121,3
123,123,3
125,125,3
125,125,3
126,126,3
127,127,3
127,127,3
128,128,3
129,129,3
132,132,3
137,137,3
137,137,4
147,147,4
151,151,4
153,153,4
156,156,4
156,157,4
158,158,4
160,160,4
163,163,4
163,163,4
164,164,4
167,167,4
167,168,4
169,169,4
171,171,4
174,174,4
174,174,4
