3,4,1
25,26,1
33,33,2
36,36,2
39,39,2
-1,39,2
43,43,2
46,46,2
47,47,2
48,48,2
49,49,2
50,50,2
51,51,2
51,51,3
56,56,3
57,57,3
59,59,3
-1,59,3
59,59,3
59,59,3
60,60,3
62,62,3
63,63,3
66,66,3
69,70,4
75,75,4
77,77,4
79,79,4
79,80,4
81,81,4
81,82,4
86,87,4
87,87,4
97,97,4
99,100,5
106,106,6
112,112,6
117,117,6
121,121,6
121,121,6
121,121,6
122,122,6
127,127,6
130,130,6
131,131,7
133,133,7
134,134,7
137,138,7
139,139,8
151,151,8
152,152,8
156,156,8
158,158,8
161,161,8
163,163,8
167,167,9
170,170,9
172,173,9
174,174,10
0,0,0
