3,3,1
22,22,1
26,27,1
28,28,1
29,30,1
30,30,1
32,32,1
33,33,1
34,35,2
43,43,2
44,45,2
45,45,2
52,53,3
61,61,3
62,62,3
64,64,3
68,68,3
68,68,3
69,69,3
72,72,3
75,75,3
77,77,3
88,88,4
89,89,4
89,90,4
98,98,4
103,103,4
104,104,4
104,104,5
-1,105,5
113,113,5
114,115,5
116,117,5
117,117,5
119,120,5
121,122,5
122,123,6
138,138,6
141,141,6
143,143,6
144,144,6
145,146,6
149,149,6
151,151,7
152,152,7
156,156,7
157,157,7
158,158,7
160,160,7
160,161,7
161,162,7
163,163,8
164,164,8
166,166,8
170,170,8
171,171,8
171,171,8
174,174,8
175,175,8
177,177,9
183,183,9
187,187,9
187,187,9
189,189,9
189,190,10
194,194,10
196,196,10
196,196,10
197,197,10
198,198,10
198,198,10
198,198,10
201,201,10
201,201,10
202,202,10
203,203,10
204,204,10
204,204,10
204,204,10
205,205,10
206,206,10
207,207,10
208,208,10
212,212,10
212,212,10
213,213,10
214,214,10
215,215,10
215,215,10
215,215,10
216,216,10
217,217,10
218,218,10
219,219,10
0,0,0
0,0,0
