3,3,1
18,18,1
21,21,1
26,26,1
34,35,1
38,39,1
40,40,2
-1,40,2
48,48,2
54,54,2
56,56,2
58,58,2
58,59,2
62,62,2
67,67,2
72,72,3
76,76,3
76,76,3
81,81,3
81,81,3
83,84,3
84,84,3
87,87,3
94,94,3
97,97,4
97,97,4
101,101,4
102,102,5
104,105,5
107,107,5
108,108,5
112,113,6
119,119,6
123,123,6
125,125,6
129,129,6
130,131,6
132,132,6
134,135,7
145,146,7
150,150,7
151,152,7
155,156,8
160,160,8
161,161,8
163,163,8
163,163,9
166,166,9
168,168,9
171,171,9
178,178,9
179,179,9
179,180,9
180,180,10
182,182,10
183,183,10
184,184,10
184,184,10
186,186,10
188,188,10
189,189,10
197,197,11
199,199,11
199,199,11
200,200,11
200,200,11
203,203,11
203,204,12
205,205,12
205,205,12
208,208,12
-1,208,12
209,209,12
209,209,13
-1,209,13
210,210,13
211,212,13
212,212,13
212,213,13
213,213,14
215,216,14
218,218,14
221,221,14
222,222,15
222,222,15
225,225,15
225,225,15
229,229,16
232,232,16
234,234,16
239,239,16
-1,239,16
239,239,16
241,241,16
241,241,16
243,243,16
244,244,17
246,246,17
246,246,17
247,247,17
248,248,17
249,250,17
252,252,17
252,252,18
256,256,18
256,256,18
258,259,19
265,266,19
268,268,19
273,273,19
273,273,19
273,274,19
274,274,20
278,278,20
279,279,20
280,280,20
281,281,20
282,282,21
284,284,21
285,285,21
285,286,22
290,290,22
291,291,22
292,292,22
293,293,22
295,295,23
296,297,23
299,299,23
301,301,23
301,302,23
302,302,23
305,305,24
309,309,24
310,310,24
312,312,24
313,313,24
-1,316,24
320,320,24
321,321,24
323,323,24
324,324,24
